[00:00:03--00:00:05] 大家都知道图像是大自然创造的
[01:55:22--01:55:23] 就很难通过
[01:55:23--01:55:26] 但问题是你想想这件事总真的重要
[01:55:26--01:55:28] 就这个班尼玛的真的重要
[01:55:29--01:55:29] 对
[01:55:29--01:55:32] 在今天这个方生靠的这个时代
[01:55:32--01:55:34] 就浪康他者完全可以
[01:55:34--01:55:35] 不用多模型
[01:55:35--01:55:38] 就是 retrieve 这个他者是可以通过多模型协作
[01:55:38--01:55:39] 来解决
[01:55:39--01:55:41] 你想想我给你一本书
[01:55:42--01:55:44] 就人看完以后人是怎么
[01:55:44--01:55:47] 找到假如他要他要对这个书写总结
[01:55:47--01:55:50] 啊但是很多细节比如他要摘抄一些金句
[01:55:50--01:55:52] 这肯定这些细节他都忘了
[01:55:52--01:55:54] 那句子是什么样的都他是都是不知道
[01:55:55--01:55:57] 能不能不是直接
[01:55:58--01:55:59] 输出这个
[01:55:59--01:56:02] 就就就是就直接从他记忆里背
[01:56:02--01:56:05] 这种这这这这金句嗯
[01:56:05--01:56:06] 这个很容易出幻觉
[01:56:06--01:56:07] 因为他记忆是有限人会忘
[01:56:08--01:56:09] 还是人会烦恼
[01:56:10--01:56:11] 主张去翻
[01:56:11--01:56:14] 就看看有没有他虽然已经读过这本书了
[01:56:14--01:56:15] 但他还是会
[01:56:15--01:56:16] 夜夜的去翻
[01:56:17--01:56:20] 我就根据我的印象可能在哪附近
[01:56:20--01:56:22] 是有一个我觉得比较好的情节
[01:56:22--01:56:24] 我想从那个情节里再抄一些好的内容
[01:56:25--01:56:27] 嗯他是会有翻书
[01:56:27--01:56:29] 那怎么建模翻书这个工作
[01:56:29--01:56:29] 你可以理解呢
[01:56:29--01:56:32] 可能这是一种方生靠或者 red
[01:56:32--01:56:33] 啊对
[01:56:33--01:56:36] 但在我看来他可能会更复杂一些
[01:56:36--01:56:38] 他其实涉及到一个注意力
[01:56:38--01:56:40] 就是 context 的转移
[01:56:40--01:56:43] 也就是说我从一个全局的注意力
[01:56:44--01:56:46] 啊转移到了一个局部
[01:56:46--01:56:48] 而这个局部呢
[01:56:48--01:56:51] 是靠这个全局的这样一个注意力来导引
[01:56:51--01:56:52] 来实现的
[01:56:53--01:56:54] 对
[01:56:54--01:56:56] 所以呢具体建模我完全可以建模成
[01:56:57--01:56:57] 嗯
[01:56:58--01:56:59] 两个哎呀呀
[01:56:59--01:57:00] 对
[01:57:00--01:57:02] 然后一个 lm 呢
[01:57:02--01:57:05] 我我我我每个 lm 我都是
[01:57:06--01:57:09] 只使用上下文比如说相对较短的
[01:57:09--01:57:11] 这个普通传输
[01:57:12--01:57:12] 混合上
[01:57:13--01:57:14] 无限上下文的另一样
[01:57:15--01:57:15] 构建
[01:57:15--01:57:17] 我就不再像现在
[01:57:17--01:57:20] 现在这个流行的像减吧这样的架构
[01:57:20--01:57:24] 嗯我是直接用一个全尺寸的传输风我加
[01:57:24--01:57:27] 加一个全尺寸的另一样的台阶去搞啊
[01:57:27--01:57:28] 那样的话就
[01:57:28--01:57:29] 你你等于
[01:57:29--01:57:31] 你你还是
[01:57:31--01:57:33] 你就去那只是取了个巧
[01:57:33--01:57:35] 然后你的 memory size 其实还是
[01:57:35--01:57:37] 会变得非常大
[01:57:37--01:57:38] 就我前面说的所有确认都还
[01:57:39--01:57:40] 那实际上大可无比
[01:57:40--01:57:42] 对我就故意用一个 context
[01:57:42--01:57:45] 非常小的普通传播来建模
[01:57:45--01:57:46] 前面说的短期记忆
[01:57:47--01:57:48] 然后我再用一个
[01:57:48--01:57:51] 就是无限长序列的比如说 linear 传输
[01:57:51--01:57:52] 或者其他
[01:57:53--01:57:54] 来建模这个
[01:57:55--01:57:57] 就全局的信息我先把说过来一下
[01:57:57--01:57:59] 啊我有了整体感是
[01:57:59--01:58:03] 然后我想打开哪一页我就触发一个动物
[01:58:04--01:58:05] 啊我就触发一个动物
[01:58:05--01:58:07] 然后我就可以找到那个动物
[01:58:08--01:58:09] 这就是我印象中
[01:58:09--01:58:11] 他可能这个输入20%不一定
[01:58:11--01:58:12] 需要有一个东西
[01:58:13--01:58:15] 我很我很看重啊
[01:58:15--01:58:16] 如果
[01:58:16--01:58:17] 然后呢
[01:58:18--01:58:21] 对于另一个对于另一个这个 lm
[01:58:21--01:58:22] 我也可以用同样的架构来说
[01:58:23--01:58:25] 他就只看了20%
[01:58:25--01:58:28] 对我看看他有没有我想要的这个东西
[01:58:28--01:58:29] 对哎
[01:58:29--01:58:30] 如果有了他
[01:58:31--01:58:34] 直接反馈给我的主传信息
[01:58:35--01:58:37] 就下面那个就是无线程序的时候
[01:58:37--01:58:39] 对然后没有
[01:58:39--01:58:41] 下面那个说他没发现好东西
[01:58:41--01:58:43] 那我再换一个位置再看看
[01:58:43--01:58:44] 因为我总有印象
[01:58:45--01:58:46] 那有没有好东西
[01:58:46--01:58:47] 哎这样一搞
[01:58:48--01:58:50] 而其实他还是一样的
[01:58:50--01:58:50] 我用扩
[01:58:51--01:58:52] 扩充思维链的方式
[01:58:52--01:58:54] 就比较巧妙的把它解决了
[01:58:54--01:58:56] 自此之中我都没有哪一个东西
[01:58:56--01:58:58] 把整本书
[01:58:58--01:58:59] 就完整的成型了
[01:59:00--01:59:02] 相反我通过扩充思维链
[01:59:00--01:59:13] 降
[01:59:02--01:59:04] 并且我这个思维链还带工具的
[01:59:05--01:59:06] 当然这个工具是广义的工具
[01:59:06--01:59:09] 它不只不是指RAC的那种工具
[01:59:10--01:59:13] 它还包括调用另一个LN
[01:59:13--01:59:16] 这其实也是我认为为什么人类的脑区
[01:59:16--01:59:19] 没有学到了这种比较精细的分工
[01:59:17--01:59:18] earnings
[01:59:18--01:59:18] chats
[01:59:18--01:59:18] 消费
[01:59:18--01:59:19] twitter
[01:59:19--01:59:19] 广告
[01:59:19--01:59:20] deaf
[01:59:20--01:59:20] 交易
[01:59:20--01:59:23] 而不是一个脑区就搞定了所有模态
[01:59:20--01:59:21] 掌战
[01:59:21--01:59:21] flickr
[01:59:21--01:59:21] ud
[01:59:21--01:59:22] 战力
[01:59:22--01:59:22] blunt
[01:59:22--01:59:23] GaN
[01:59:23--01:59:24] 超
[01:59:23--01:59:24] 所有task
[01:59:24--01:59:26] 好
[01:59:24--01:59:27] 这可能是更节省上下文的一种方式
[01:59:26--01:59:26] 那就
[01:59:26--01:59:27] 我们现在就来看
[01:59:27--01:59:28] 好
[01:59:28--01:59:29] 未来像大脑分区一样
[01:59:28--01:59:29] 我们我们一块顺路
[01:59:29--01:59:29] 就这样
[01:59:29--01:59:29] 依照
[01:59:29--01:59:30] 对
[01:59:30--01:59:33] 就是我完全可以用multi agent的这种方式
[01:59:34--01:59:36] 它是完全可以实现
[01:59:38--01:59:39] 节省上下文的目的
[01:59:39--01:59:40] 对
[01:59:41--01:59:42] 又比如说我们在讨论一下
[01:59:42--01:59:43] 像OpenAI
[01:59:44--01:59:45] 当时欧三刚出来的时候
[01:59:45--01:59:48] 他是说他们可以做6天6夜
[01:59:48--01:59:49] 不停的推理
[01:59:49--01:59:51] 然后有上千万的投资
[01:59:51--01:59:52] 对
[01:59:52--01:59:53] 那么可以适合
[01:59:53--01:59:56] 当然我肯定不知道他真正是怎么做的
[01:59:57--01:59:58] 那我可以思考一下
[01:59:58--01:59:59] 就简单思考一下
[01:59:59--01:59:59] 如果让你
[01:59:59--02:00:00] 做你要怎么做
[02:00:01--02:00:01] 对
[02:00:02--02:00:03] 那最简单
[02:00:03--02:00:07] 但粗暴的方法就是我设计一个架构硬扛
[02:00:07--02:00:09] 那几千万个成分我投个
[02:00:10--02:00:10] 对
[02:00:10--02:00:11] 也很难
[02:00:12--02:00:12] 也很慢
[02:00:12--02:00:13] 是吧
[02:00:13--02:00:15] 而且听起来就不太没算
[02:00:15--02:00:16] 成本也去高
[02:00:16--02:00:17] 对
[02:00:18--02:00:19] 但是我现在就告诉你
[02:00:19--02:00:22] 我现在手里只有
[02:00:22--02:00:24] 我告诉你我做了推理的基模
[02:00:24--02:00:27] 我手里只有比如说128k剩下的
[02:00:28--02:00:29] 我要怎么做的
[02:00:29--02:00:30] 我做的这么长
[02:00:30--02:00:32] 其实有一种非常简单的方法
[02:00:32--02:00:35] 就是我搞两个模型
[02:00:35--02:00:36] 一个模型做plan
[02:00:36--02:00:39] 另一个模型来做具体的求解
[02:00:39--02:00:41] plan模型
[02:00:41--02:00:44] 我是每一次我搜索到一条分支
[02:00:44--02:00:45] 对
[02:00:45--02:00:47] 我到这条分支的
[02:00:47--02:00:49] 我进入到这条分支以后
[02:00:49--02:00:50] 对
[02:00:50--02:00:53] 后面就是个具体的演算和执行了
[02:00:53--02:00:58] 我把这个演算过程我交给第二个模型来做
[02:00:59--02:01:01] 这个模型是它只有有限的上下文
[02:01:01--02:01:06] 它的上下文是经过plan模型摘要之后产生的
[02:01:06--02:01:08] 它接上一个结果
[02:01:08--02:01:10] 可能是已经找到答案了
[02:01:10--02:01:11] 或者是没有找到
[02:01:11--02:01:12] 没有找到答案
[02:01:12--02:01:13] 它反馈了一些思路
[02:01:13--02:01:18] 然后它把这个解剖汇报给我的主产
[02:01:18--02:01:22] 我采到控制作用的存放模型
[02:01:22--02:01:23] 然后这个模型再plan
[02:01:23--02:01:24] 根据它这个反馈
[02:01:24--02:01:26] 我再plan第二条路径
[02:01:26--02:01:27] 再plan第二条路径
[02:01:27--02:01:28] 然后第二条路径
[02:01:28--02:01:33] 我再发给刚刚负责执行任务的模型
[02:01:33--02:01:36] 注意这条路径其实已经跟刚刚的路径无关了
[02:01:36--02:01:40] 所以负责计算和推导的模型
[02:01:40--02:01:44] 它根本不需要保留刚刚那一步的上下文
[02:01:44--02:01:47] 它只需要有你这个
[02:01:47--02:01:50] 就是起到控制作用的agent
[02:01:50--02:01:53] 这个agent发给它的必要的信息
[02:01:53--02:01:54] 它只用这些信息就完蛋了
[02:01:54--02:01:55] 这跟人类也一样
[02:01:55--02:01:56] 你做第二题的时候
[02:01:56--02:01:58] 你为什么
[02:01:58--02:01:58] 你还要对第一题的信息有限呢
[02:01:58--02:02:00] 你为什么还要对第一题念念不忘
[02:02:00--02:02:04] 比如说你做第一道题
[02:02:04--02:02:05] 你已经探索了路径
[02:02:05--02:02:06] 此路不通
[02:02:06--02:02:07] 然后你再算
[02:02:07--02:02:10] 那你为什么还要对刚刚那个路径念念不忘
[02:02:10--02:02:12] 这是一个道理
[02:02:12--02:02:14] 就是说第二个模型就相当于
[02:02:14--02:02:16] 它是人的注意力转移中的
[02:02:16--02:02:18] 它就有一个情景转移
[02:02:18--02:02:22] 它已经从一个context上切换成了另一个context
[02:02:22--02:02:24] 人是有很强的情景隔离的
[02:02:24--02:02:26] 比如我现在跟你说话
[02:02:26--02:02:26] 对
[02:02:26--02:02:28] 其实我刚刚办公室上的工作人员
[02:02:28--02:02:28] 其实我刚刚办公室上的工作人员
[02:02:28--02:02:30] 那个问题很多
[02:02:30--02:02:31] 有很多大部分问题
[02:02:31--02:02:33] 但是在这一刻我是不会想啥的
[02:02:33--02:02:35] 它就不在我的context里
[02:02:35--02:02:37] 就这个意思
[02:02:37--02:02:37] 对
[02:02:37--02:02:39] 你就通过这样的一个方式
[02:02:39--02:02:40] 你发现你的路径
[02:02:40--02:02:42] 假如说你的搜索成绩是一个
[02:02:42--02:02:43] 就二叉树上展开的
[02:02:43--02:02:44] 那原来你需要
[02:02:44--02:02:47] 你把整个二叉树每条pass全部拉直
[02:02:47--02:02:49] 你的coot需要
[02:02:49--02:02:51] 可能要什么上千万
[02:02:51--02:02:54] 但你现在只需要log几个
[02:02:54--02:02:56] 我从顶层节点到底层节点
[02:02:56--02:02:57] 我只要log几个
[02:02:57--02:02:58] 我只需要非常多
[02:02:58--02:03:03] 也就是说我的负责plan的那个模型
[02:03:03--02:03:04] 它只要知道highlight我的架构
[02:03:04--02:03:05] 哪些路径收到了
[02:03:05--02:03:07] 之前得到什么样的结果
[02:03:07--02:03:08] 也highlight我信息
[02:03:08--02:03:12] 而我负责执行和演算的模块
[02:03:12--02:03:14] 就那个模型它只需要负责
[02:03:14--02:03:18] 就是它关心的那一部分
[02:03:18--02:03:19] 当前关心的那一部分
[02:03:19--02:03:20] 它历史上记上来
[02:03:20--02:03:21] 可以完全给不存储
[02:03:21--02:03:24] 这样其实思维链长途就大幅减少
[02:03:24--02:03:26] 但最最关键的是
[02:03:26--02:03:28] 这件事很多人看不起这个假如
[02:03:28--02:03:32] 说这不就是pin agent
[02:03:32--02:03:33] 但是在今天这个时代
[02:03:33--02:03:35] 很多人说叫pin agent
[02:03:35--02:03:37] 肯定永远比不过端到端了
[02:03:37--02:03:38] 对不对
[02:03:38--02:03:39] 但是我现在可以告诉他
[02:03:39--02:03:42] 告诉你现在这套系统发展到今天以后
[02:03:42--02:03:43] 有了RL
[02:03:43--02:03:44] COT这套范式
[02:03:44--02:03:47] 这一套系统也是可以端到端训练
[02:03:47--02:03:48] 为什么呢
[02:03:48--02:03:50] 我现在就给你一个retruth task
[02:03:50--02:03:51] 我现在也是甚至于
[02:03:51--02:03:56] 我也可以用rule based这种方案去搞
[02:03:56--02:03:56] 对
[02:03:56--02:03:57] 然后呢
[02:03:57--02:03:58] 我限制你
[02:03:58--02:03:59] 这个模型的抗态长度
[02:03:59--02:04:01] 你永远不能超过这个程度
[02:04:01--02:04:02] 但是呢
[02:04:02--02:04:04] 你们可以互相之间communicate
[02:04:04--02:04:05] 可以清空你的
[02:04:05--02:04:07] 不断的清空你的想象
[02:04:07--02:04:10] 反正最终的优化目标就是
[02:04:10--02:04:12] 就是那个我要最大化
[02:04:12--02:04:15] 我回答对答案的概率
[02:04:15--02:04:16] 对
[02:04:16--02:04:17] 这时候你会发现这两个系统
[02:04:17--02:04:18] 它如何协作
[02:04:18--02:04:21] 它不是你自己拼啪啪啪拼出来
[02:04:21--02:04:23] 你可能需要一个简单的人体
[02:04:23--02:04:25] 但是那个
[02:04:25--02:04:26] 但是经过RL的训练
[02:04:26--02:04:27] 它完全会adapt到
[02:04:28--02:04:29] 一个公式的一种pattern
[02:04:29--02:04:30] 一个communicate
[02:04:30--02:04:32] 所以它也是短短的
[02:04:32--02:04:35] 而且比你直接塞到一个上下文里
[02:04:35--02:04:37] 要强大得多
[02:04:37--02:04:40] 就是它对于这个抗态使用的
[02:04:40--02:04:43] 而且它避免了那种上下文干扰问题
[02:04:43--02:04:46] 就甚至于它会主动避免上下文变长
[02:04:46--02:04:48] 因为上下文变长一定会才能干
[02:04:48--02:04:51] 这个不仅解决了长上下文的问题
[02:04:51--02:04:55] 好像也是一个multi agent的未来出行吗
[02:04:55--02:04:58] 或者说你要看你定一种的
[02:04:58--02:05:03] 我觉得这个可能更像于人脑的不同脑区之间的协作基础
[02:05:03--02:05:06] 还没有到真正的multi agent
[02:05:06--02:05:08] 就多个体
[02:05:08--02:05:10] 多个体形成
[02:05:10--02:05:11] 你就像多个人
[02:05:11--02:05:13] 你想要为了同一个目标进发
[02:05:13--02:05:15] 这是个很困难的事
[02:05:15--02:05:17] 但是对于一个人内部
[02:05:17--02:05:20] 或者说我认为对于一个独立的个体
[02:05:20--02:05:23] 你以后设计这种系统
[02:05:23--02:05:24] 你就得这样搞
[02:05:24--02:05:26] 如果是沿着大脑分区的
[02:05:26--02:05:28] 未来可能更多个模型的
[02:05:28--02:05:29] 有更多的不同的分工
[02:05:29--02:05:32] 通过RO的方式可以趁着一体化更好
[02:05:32--02:05:33] 对
[02:05:33--02:05:37] 它很有可能它的基础都是普通的LM或者VLM
[02:05:37--02:05:40] 但是在训练的过程中
[02:05:40--02:05:42] 它逐渐产生了分化
[02:05:42--02:05:43] 就是功能上的分化
[02:05:43--02:05:45] 我觉得这是非常有可能的
[02:05:45--02:05:48] 有的模型它就是为了记忆存在的
[02:05:48--02:05:51] 有的就为了做planning做action
[02:05:51--02:05:51] 对
[02:05:51--02:05:54] 虽然说在训练之初
[02:05:54--02:05:55] 你可能没有这种偏好
[02:05:55--02:05:58] 但它最后它为了达到让它
[02:05:58--02:05:59] 每一个
[02:06:00--02:06:05] 我举个例子,让他每一个上下文都不爆掉
[02:06:06--02:06:08] 对,他会学出这种模式
[02:06:09--02:06:13] 对,就不断地裁剪上下文,这种模式非常有可能
[02:06:13--02:06:17] 现在很多人围绕着attention架构去改
[02:06:17--02:06:19] 好像今天没有什么好的解决办法
[02:06:20--02:06:24] 是这样的,我还一直强调一个观点,架构不重要
[02:06:24--02:06:26] 架构是服务算法和系统
[02:06:26--02:06:31] 你有什么样的算法,你就能做那样
[02:06:31--02:06:36] 就包括我说Linear Transmode,我为什么认为它一点都不本质呢
[02:06:36--02:06:40] 因为我们今天的算法是Auto Regressive的NTP
[02:06:40--02:06:45] 如果你不用这个算法,比如说Hinton的Fade Forward Only, FFN
[02:06:45--02:06:49] 不是,那个叫什么,我有点忘了
[02:06:49--02:06:54] 就是Fade Forward Only的那一套方法,就是无反传的算法
[02:06:54--02:06:56] 你根本不需要Linear Transmode
[02:06:56--02:07:01] 你就任何一个普通的RN都可以,因为它不反传历史
[02:07:01--02:07:06] 对,甚至于这个,它好像叫FFA吧
[02:07:06--02:07:08] 甚至于这个算法如果最后是work
[02:07:08--02:07:12] 那么在线学习也就可以直接搞了
[02:07:12--02:07:16] 我就不需要有所谓的Train and Inference这个阶段
[02:07:16--02:07:18] Train也是一种Inference
[02:07:18--02:07:23] 对,所以这个就是,要架构是服务于算法
[02:07:23--02:07:25] 因为你有Next-Term Prediction
[02:07:25--02:07:30] 这件事,然后这个算法你需要并行化
[02:07:30--02:07:35] 所以你不得不对RN的结构产生了一定的要求
[02:07:35--02:07:40] 就它必须得是一种表现为一种可分离的形式
[02:07:40--02:07:41] 所以才有了Linear Transmode
[02:07:41--02:07:45] 刚才也提到了在线学习或者叫模型的自主学习
[02:07:45--02:07:47] 这块能不能展开讲一讲
[02:07:47--02:07:52] 为什么这个重要,以及这可能是实现ASI最重要的一个路径
[02:07:52--02:07:53] 对
[02:07:53--02:07:54] 嗯
[02:07:54--02:07:57] I mean, in fact, from today's big-model eyes
[02:07:57--02:08:00] 你会很明显地发现
[02:08:00--02:08:03] 就真正的核心的驱动力是两根轴
[02:08:03--02:08:05] 横轴是底层算法
[02:08:05--02:08:09] 其实就是叫,或者我们说叫优化方法
[02:08:09--02:08:11] 啊,重轴是模态
[02:08:11--02:08:17] 对,然后优化算法的起点,就是零点部位
[02:08:17--02:08:19] 或者叫单位长度那个部位
[02:08:19--02:08:22] 就是从零到一的那个代表性的世界
[02:08:22--02:08:24] 是next token prediction的发现
[02:08:24--02:08:30] 对,而模态那个的起点是语言,自然语言
[02:08:30--02:08:35] 对,然后呢,我们的发展趋势其实都是在不断的
[02:08:35--02:08:39] 它是呈现一个螺旋上升那个地步
[02:08:39--02:08:44] 正因为next token prediction很work,在文本上很work
[02:08:44--02:08:47] 所以沿着多模态走,又有越来越多的人
[02:08:47--02:08:52] 对,去研究怎么把类似的方式迁移到更多的模态去
[02:08:52--02:08:53] 就想给它迁移了
[02:08:53--02:08:58] 但迁移过程中可能会反复碰壁,碰壁的多了
[02:08:58--02:09:02] 人们就会怀疑你这个训练到底work不work
[02:09:02--02:09:05] 对,然后一群人呢,还有一群人呢
[02:09:05--02:09:10] 他的焦点主要是focus在语言本身
[02:09:10--02:09:13] 他在研究语言推理问题,尤其数学这些问题
[02:09:13--02:09:16] 他也发现了next token prediction的问题
[02:09:16--02:09:20] 对,所以呢,大家一致结论这个不行
[02:09:20--02:09:22] 对,就基于这个压缩这个不行
[02:09:22--02:09:26] 而RL,RL就相当于直接面向目标优化
[02:09:26--02:09:29] 就不走那种间接的那种优化模式了
[02:09:29--02:09:32] 而面向目标优化呢
[02:09:32--02:09:35] 哎呀,发现一下子盘活了很多思路
[02:09:35--02:09:40] 呵呵呵,对,首先语言模型的推理能力强了一大块
[02:09:40--02:09:43] 多模态,之前大多模态都无解的
[02:09:43--02:09:45] 这个深深理解一体化这些问题
[02:09:45--02:09:50] 突然就因为有了推理模型,就很多事情就变得都想通了
[02:09:50--02:09:52] 我们就可以继续带走了
[02:09:52--02:09:56] 对,然后今天我们仍然是处于这个
[02:09:56--02:09:59] 就是还是在这个那个
[02:09:59--02:10:02] 就是RL这个模态的这个
[02:10:02--02:10:05] 就这个算法,这个训练算法的
[02:10:05--02:10:07] 大家还在挖掘这个上限
[02:10:07--02:10:09] 但是已经越来越多的人
[02:10:09--02:10:11] 也是开始发现了
[02:10:11--02:10:15] 哎,这套算法就看起来也不是那么的完美
[02:10:15--02:10:18] 比如说存稿语言的人,他其实最
[02:10:18--02:10:22] 最那个,就是觉得这件事最不make sense的一点了
[02:10:22--02:10:23] 就是什么呢?
[02:10:23--02:10:24] 就其实在于
[02:10:24--02:10:28] 他就目前只有Rubase
[02:10:28--02:10:32] 还有以及一些那个像逆强化学习这样的方案
[02:10:32--02:10:33] 他是work的
[02:10:33--02:10:36] 对,但是呢,这件事跟人类的学习
[02:10:36--02:10:39] 其实差别非常大
[02:10:39--02:10:41] 而且呢局限性也特别大
[02:10:41--02:10:43] 比如最典型的就是Rubase
[02:10:43--02:10:46] 你是无法处理那些没有评价标准
[02:10:46--02:10:48] 没有明确评价标准的东西
[02:10:48--02:10:50] 这些没有明确评价标准的东西呢
[02:10:50--02:10:52] 你可以通过模型来建模
[02:10:52--02:10:56] 但是这些模型的行为又很容易被害
[02:10:56--02:10:59] 以及对于人类来说就是
[02:10:59--02:11:03] 就是关于这个自我价值的认知
[02:11:03--02:11:07] 以及这个就是正确性的判断
[02:11:07--02:11:09] 这个更多是靠人脑自己
[02:11:09--02:11:12] 并不总是人就像经常开的玩笑
[02:11:12--02:11:16] 就是人不是做每件事都是服务于KPI的
[02:11:16--02:11:17] 对,他是要有自我意识
[02:11:17--02:11:20] 他有一个自驱力
[02:11:20--02:11:22] 在就是在驱动这件事的
[02:11:22--02:11:26] 也就是说这个评价的这个模块
[02:11:26--02:11:30] 很大概率上他不应该是个外界的
[02:11:30--02:11:32] 我们现在Rubase他都是外界
[02:11:32--02:11:37] 那个就是你训练模型就reward model
[02:11:37--02:11:38] 他也是外界的
[02:11:38--02:11:39] 这就是逆强化学习嘛
[02:11:39--02:11:41] 你针留了外界的偏好
[02:11:41--02:11:44] 然后去然后再监督他自己
[02:11:44--02:11:45] 他都是来自外界
[02:11:45--02:11:48] 但是我们学了一个就真正的内生运动
[02:11:48--02:11:51] 那可能很多人说这个不重要
[02:11:51--02:11:52] 那现在的方法已经够了
[02:11:52--02:11:56] 但是你在工程实践上你会发现
[02:11:56--02:11:59] 就是如果你一直沿着Rubase
[02:11:59--02:12:00] 现在这套方法走下去
[02:12:00--02:12:03] 你又会遇到重新遇到scaling问题
[02:12:03--02:12:06] 这个scaling不再是我们之前说的model scaling
[02:12:06--02:12:06] data scaling
[02:12:06--02:12:09] 现在叫environmental scaling
[02:12:09--02:12:12] 就是说就比如说你要解编程问题
[02:12:12--02:12:14] 你要搭环境嘛
[02:12:14--02:12:17] 你要做到Rubase你就得搭环境
[02:12:17--02:12:19] 结果一个project你得搭一个环境
[02:12:19--02:12:21] 把那整个的一套docker那个输入输出
[02:12:21--02:12:22] 还有测试数据
[02:12:22--02:12:24] 你都会配起来
[02:12:24--02:12:26] 结果你产生了一条数据
[02:12:26--02:12:28] 对这个效率太低了
[02:12:28--02:12:30] 当然大厂现在很多据我所知就这样干了
[02:12:30--02:12:34] 就找了很多工程师一个一个写project
[02:12:34--02:12:34] 这也是很多厂
[02:12:34--02:12:37] 那个就尤其是主打编程的厂
[02:12:37--02:12:40] 他可能比较擅长做这些事
[02:12:40--02:12:43] 但是终究这件事跟人类不一样
[02:12:43--02:12:46] 人类不是通过给他无数的环境
[02:12:46--02:12:49] 让他就外界手搭好环境
[02:12:49--02:12:50] 人类是自驱的
[02:12:50--02:12:52] 他会自己看文档自己搭环境
[02:12:52--02:12:56] 自己搭环境从环境反馈中获得学习
[02:12:56--02:12:59] 并且这个学习绝对不是一个01
[02:13:00--02:13:01] 这种要素的一个学习
[02:13:01--02:13:02] 对
[02:13:02--02:13:03] 我就说一个非常小的
[02:13:03--02:13:07] 这个大御法里面非常小的一个问题
[02:13:07--02:13:10] 就是说如何从人类三原中拿到反馈
[02:13:10--02:13:13] 因为发现就即便是这么小的一个问题
[02:13:13--02:13:16] 目前都是很难实现的
[02:13:16--02:13:17] 举个例子
[02:13:17--02:13:18] 我写了篇作文
[02:13:18--02:13:19] 我写了作文
[02:13:19--02:13:20] 我的老师跟我说
[02:13:20--02:13:22] 你第一段写得不错
[02:13:22--02:13:26] 然后第二段稍微修辞用得有点过
[02:13:26--02:13:26] 对
[02:13:26--02:13:29] 然后第三段的话
[02:13:29--02:13:31] 就是跟上下文衔接不太行
[02:13:31--02:13:34] 然后第四段有些出别字
[02:13:34--02:13:37] 然后整体读起来就感觉略显干巴
[02:13:37--02:13:39] 而且长度太短了
[02:13:39--02:13:40] 对
[02:13:40--02:13:43] 这个老师从非常多不同维度
[02:13:43--02:13:49] 对我这篇作文做出了评价
[02:13:49--02:13:49] 对
[02:13:49--02:13:52] 但是我们今天的R要是怎么做呢
[02:13:52--02:13:55] 把每条评价都单独加了个全
[02:13:55--02:13:56] 这个算了0.1分
[02:13:56--02:13:58] 这个要加0.5分
[02:13:58--02:13:59] 最后说
[02:13:59--02:14:01] 我这个模型得了3分
[02:14:01--02:14:04] 我这个回答得了3分
[02:14:04--02:14:09] 完全丢失了这里面非常丰富的评价的维度
[02:14:09--02:14:10] 看起来
[02:14:10--02:14:11] 你的
[02:14:11--02:14:14] 这也是现在大家做generaltreeRM的一个困境
[02:14:14--02:14:19] 就是说你确实是可以从多维度评价一个回答的好坏
[02:14:19--02:14:22] 但是怎么利用这些维度
[02:14:22--02:14:24] 现在是没有什么好方法
[02:14:24--02:14:27] 最后都是把它加全成一个干巴巴的数字
[02:14:27--02:14:28] 既不知道这个数字
[02:14:28--02:14:28] 对模型来说
[02:14:29--02:14:31] 不知道这个数字是怎么算出来
[02:14:31--02:14:32] 它只能猜
[02:14:32--02:14:34] 它通过大量的样子去
[02:14:34--02:14:38] 这是个很低效的去猜你的打分规则
[02:14:38--02:14:40] 你是靠什么算出了这个数字
[02:14:40--02:14:42] 以及它不仅要算你的打分规则
[02:14:42--02:14:46] 它还得猜你的每一块的打分的要素
[02:14:46--02:14:48] 你是根据我第一段打的分
[02:14:48--02:14:50] 还是第二段的还是整体风格
[02:14:50--02:14:52] 还是整体的这个叙事逻辑
[02:14:52--02:14:54] 这些不同的维度
[02:14:54--02:14:56] 这信息完全丢失了
[02:14:56--02:14:58] 我根本无法从这句话中获得反馈
[02:14:59--02:15:01] 现在就是连这一步
[02:15:01--02:15:04] 我们都还没有比较完美的解放
[02:15:04--02:15:06] 虽然说论文很多
[02:15:06--02:15:09] 就是这一块论文是现在已经比较多了
[02:15:09--02:15:11] 还没有一个在工业界上
[02:15:11--02:15:14] 大家普遍认可做得比较好
[02:15:14--02:15:17] 你想在自然语言反馈这一块
[02:15:17--02:15:19] 其实这也是我现在重点研究的一个领域
[02:15:19--02:15:22] 让自主学习它其实也是
[02:15:22--02:15:23] 要真正实现自主学习
[02:15:23--02:15:26] 就是它前置技术的篮还是非常长的
[02:15:26--02:15:29] 我认为其中最需要
[02:15:29--02:15:31] 解决的就是跟环境沟通
[02:15:31--02:15:33] 跟环境沟通很多是那个占有
[02:15:33--02:15:37] 你要得解决从占有中获得反馈这个能力
[02:15:37--02:15:39] 这个领导批评你都做的错了
[02:15:39--02:15:42] 你得知道你要向哪个方向去改
[02:15:42--02:15:45] 对这个才是基础
[02:15:45--02:15:49] 当然这只是一个就刚刚说的
[02:15:49--02:15:51] 这个众多问题中的
