[00:00:02--00:00:06] 不能称作是AI Bubble
[00:00:06--00:00:07] 更像是AI War
[00:00:07--00:00:10] AI可能就是得看作
[01:05:34--01:05:36] 那分析一下吧
[01:05:36--01:05:38] 先说一个结论
[01:05:38--01:05:41] 就是说越头部的公司越便宜
[01:05:41--01:05:43] 越头部的公司越没有Bubble
[01:05:43--01:05:45] 其实非常有Bubble的可能还是
[01:05:45--01:05:47] 后面的某些公司
[01:05:47--01:05:51] 然后你看我们从上到下
[01:05:51--01:05:53] 往下数就是说
[01:05:53--01:05:56] OPPA可能200到210亿美金对吧
[01:05:56--01:05:59] ANTHROPIC可能90到100亿美金
[01:05:59--01:06:02] 其中比如说Cloud Code这个产品
[01:06:02--01:06:05] 可能已经公开都已经
[01:06:05--01:06:07] 10亿美金以上的ARR了
[01:06:07--01:06:09] Cursor也已经超过10亿美金了
[01:06:09--01:06:11] 然后数据标注的两家
[01:06:11--01:06:14] Search AI还有Mercur
[01:06:14--01:06:16] 都超过10亿美金的ARR了
[01:06:16--01:06:18] 然后Mid Journey的话
[01:06:18--01:06:21] 我看公开也说7 8亿美金对吧
[01:06:21--01:06:25] 还有Together AI做Serving
[01:06:25--01:06:27] 有个3亿美金
[01:06:27--01:06:29] 所以接下来
[01:06:29--01:06:32] 后面的可能都少于3亿美金了
[01:06:32--01:06:34] 比如说Glean企业搜索的
[01:06:34--01:06:36] 可能有2亿3亿美金
[01:06:36--01:06:40] Replete这个webcoding的一个
[01:06:40--01:06:42] 有个2亿3亿美金
[01:06:42--01:06:46] 比较有意思的是声音的那个Eleven Labs
[01:06:46--01:06:48] 它可能有个将近3亿美金的ARR
[01:06:48--01:06:52] 还有前端建站的这个Lovable
[01:06:52--01:06:54] Lovable可能有个2亿多美金了
[01:06:54--01:06:57] 然后医生版的ChatGPT
[01:06:57--01:06:59] Open Evidence
[01:06:59--01:07:01] 可能也有个1.5亿美金吧
[01:07:01--01:07:04] 然后还有数字人的Synthesia
[01:07:04--01:07:07] 然后有个1.5到2亿美金
[01:07:07--01:07:10] 包括Fireworks AI
[01:07:10--01:07:13] 有个1 2亿美金
[01:07:13--01:07:14] 包括医疗的Average
[01:07:14--01:07:16] 这个客服的Ciara
[01:07:16--01:07:18] 其他可能还有一些
[01:07:18--01:07:19] 比如说Harvey
[01:07:19--01:07:22] 可能也1.5到2亿美金
[01:07:22--01:07:25] 黑镇可能也1亿美金以上了
[01:07:25--01:07:27] 然后回头我们可以贴一个图
[01:07:27--01:07:29] 贴到那个博客的后面
[01:07:29--01:07:31] 就是我们整理了一个
[01:07:31--01:07:33] 其他的可能还有一些
[01:07:33--01:07:35] 包括Minus
[01:07:35--01:07:39] GeneSpark也都有一个大概的
[01:07:39--01:07:42] 我们之前被说老在聊这些硅谷公司
[01:07:42--01:07:44] 对于国内的这些豆包
[01:07:44--01:07:46] 千万元宝
[01:07:46--01:07:47] Deep Seek
[01:07:47--01:07:49] Kimi
[01:07:49--01:07:50] Minimax
[01:07:50--01:07:51] 智普
[01:07:51--01:07:52] 还包括Minus
[01:07:52--01:07:53] 你有什么想说的吗
[01:07:53--01:07:57] 我们听说豆包已经超过1个多亿的DAU了吧
[01:07:57--01:07:59] 我觉得还是超预期的
[01:07:59--01:08:02] 豆包今天的模型
[01:08:02--01:08:04] 完全不代表真实水平
[01:08:04--01:08:05] 为什么
[01:08:05--01:08:07] 我感觉人才密度是比较高的
[01:08:07--01:08:09] 就是可能也是
[01:08:09--01:08:11] 一个模型就改变
[01:08:11--01:08:13] 一个Frontier Model出来
[01:08:13--01:08:15] 可能又改变所有人对豆包模型的印象了
[01:08:15--01:08:17] 很多人说豆包今天模型不够
[01:08:17--01:08:19] 对不起他的能力
[01:08:19--01:08:21] 那我觉得可以期待一下
[01:08:21--01:08:22] 26年
[01:08:22--01:08:24] 豆包新的模型出来
[01:08:24--01:08:27] 我觉得这个领先性还是比较强的
[01:08:27--01:08:29] 可能26年是
[01:08:29--01:08:31] 中国Z端Chatbot
[01:08:31--01:08:34] 肯定竞争的一个关键窗口吧
[01:08:34--01:08:36] 你觉得今年还没有什么胜负对吧
[01:08:36--01:08:39] 腾讯阿里肯定会激进的弄呀
[01:08:39--01:08:40] 对吧
[01:08:40--01:08:42] 所以26年肯定大家
[01:08:42--01:08:44] 我看这个投放什么
[01:08:44--01:08:46] 这个宣传挺多的
[01:08:46--01:08:49] 也就这几个大厂卷流量入口了吧
[01:08:49--01:08:50] 其他呢
[01:08:50--01:08:52] 我觉得都要有各自的Bet嘛
[01:08:52--01:08:53] 就是你看
[01:08:53--01:08:54] 25年
[01:08:54--01:08:57] 我觉得很多的独立的模型公司都在学
[01:08:57--01:08:58] Anthropic
[01:08:58--01:08:59] 要么做Coding
[01:08:59--01:09:00] 听你在学它
[01:09:00--01:09:01] 对
[01:09:01--01:09:02] 做Coding
[01:09:02--01:09:04] 或者学Minus
[01:09:04--01:09:05] 学Minus
[01:09:05--01:09:06] 谁在学
[01:09:06--01:09:07] 做Agent嘛
[01:09:07--01:09:08] 你觉得可以预见的是
[01:09:08--01:09:11] 模型下一个胜负手是什么呀
[01:09:11--01:09:12] 我觉得两个吧
[01:09:12--01:09:16] 一个是产品上端到端的战略的Bet
[01:09:16--01:09:18] 你比如说Anthropic
[01:09:18--01:09:19] Bet on Coding
[01:09:19--01:09:22] 给自己找到了一个战略的生态位对吧
[01:09:22--01:09:26] 那ChatGPT其实也是端到端Bet C端的朋友对吧
[01:09:26--01:09:27] 那
[01:09:27--01:09:29] 这个体验也比其他的更好一些
[01:09:29--01:09:32] 那第二个胜负手可能就是下一代饭食了
[01:09:32--01:09:33] 看谁先弄出来
[01:09:33--01:09:35] Online Learning对吧
[01:09:35--01:09:36] 更主动Agent
[01:09:36--01:09:39] 如果模型自主学习Work了之后
[01:09:39--01:09:41] 那最后就是加算力的问题了
[01:09:41--01:09:43] 它可以跑得很快
[01:09:43--01:09:44] 中美的AI叙事
[01:09:44--01:09:47] 你觉得在过去一年有发生过变化吗
[01:09:47--01:09:49] 咱们聊聊中美AI产业
[01:09:49--01:09:52] 对他们整体的一个体感的差异
[01:09:52--01:09:57] 就是资本主义只追求叫最极致的东西对吧
[01:09:57--01:09:58] 叫资本驱动
[01:09:58--01:09:59] 数据驱动
[01:09:59--01:10:00] 或者Token驱动
[01:10:00--01:10:02] 那资本家呢
[01:10:02--01:10:05] 就只奔着那个金字塔的塔尖去弄了
[01:10:05--01:10:07] 那这个带来的缺点就是
[01:10:07--01:10:10] 美国的产业空心化是很严重的
[01:10:10--01:10:11] 制造业是比较空心化了
[01:10:11--01:10:13] 这个贫富差距也比较大
[01:10:13--01:10:17] 其实你就发现美国能造出来的东西很少了
[01:10:17--01:10:21] 那个那以巴菲特为代表的资本家
[01:10:21--01:10:23] 只追求回报率对吧
[01:10:23--01:10:25] 那Tim Cook为代表的职业经理人
[01:10:25--01:10:26] 为了迎合资本家
[01:10:26--01:10:28] 都把制造业转移到中国了
[01:10:28--01:10:33] 我觉得这是造成产业空心化很大的一个原因吧
[01:10:33--01:10:36] 那个所以你在湾区待久了
[01:10:36--01:10:37] 就会有一个感觉
[01:10:37--01:10:39] 美国的制造业就是印钱
[01:10:39--01:10:41] 印出了无数的美元和美债
[01:10:41--01:10:42] 那这些美元和美债呢
[01:10:42--01:10:44] 今天都投到了AI这个方向
[01:10:44--01:10:46] 所以如果AI成呢
[01:10:46--01:10:48] 那美国会非常的牛
[01:10:48--01:10:51] 那如果AI遇到一些卡点
[01:10:51--01:10:54] 那其实这个短期的挑战肯定还是有的
[01:10:54--01:10:56] 所以这个就很像
[01:10:56--01:10:58] 当年的美苏争霸
[01:10:58--01:11:01] 中国就像这个
[01:11:01--01:11:03] 当年的美国一样猫在后面
[01:11:03--01:11:06] 那个把美国的frontier的0-1去做产业化
[01:11:06--01:11:08] 所以你看
[01:11:08--01:11:10] 电动车
[01:11:10--01:11:11] 智能手机
[01:11:11--01:11:12] 3D打印机
[01:11:12--01:11:13] 运动相机
[01:11:13--01:11:15] 很多东西都是硅谷0-1发明的
[01:11:15--01:11:16] 但是中国呢
[01:11:16--01:11:18] 后来居上占据很大的一个市场份额
[01:11:18--01:11:22] 这个我觉得一个很大的原因还是说
[01:11:22--01:11:25] 硅谷它做出来了
[01:11:25--01:11:27] 它是主动放出来了
[01:11:27--01:11:29] 它去追求一个更高阶的创新了
[01:11:29--01:11:31] 那坏说就是
[01:11:31--01:11:32] 产业空心化严重
[01:11:32--01:11:34] 那个只有一个空中楼阁了
[01:11:34--01:11:37] 所以我觉得AI是真的会决定
[01:11:37--01:11:41] 中美未来的战略格局和竞争力的
[01:11:41--01:11:46] 华人创业者在这一波AI的浪潮中非常的强劲
[01:11:46--01:11:48] 你对他们有哪些建议
[01:11:48--01:11:52] 我觉得第一要坚定的做全球化市场
[01:11:52--01:11:54] 尤其是高付费能力的
[01:11:54--01:11:55] 美国市场
[01:11:55--01:11:58] 美国能贡献收入的60%
[01:11:58--01:12:00] 利润的70% 80%
[01:12:00--01:12:01] 然后第二呢
[01:12:01--01:12:05] 一定要用好中国的人才工程师红利
[01:12:05--01:12:09] 不要放弃中国的人才红利和产业优势
[01:12:09--01:12:11] 我觉得淡化身份淡化地缘
[01:12:11--01:12:13] 就是做好产品本身吧
[01:12:13--01:12:15] 一定要用好华人的这个人才优势
[01:12:15--01:12:18] 这个是一个最关键的要素
[01:12:18--01:12:21] 而且华人创业者我觉得要更自信
[01:12:21--01:12:23] 不用很别扭的
[01:12:24--01:12:26] 非要把自己包装成一个海洋公司
[01:12:26--01:12:27] 说我是美国公司
[01:12:27--01:12:29] 说我是新加坡公司
[01:12:29--01:12:31] 其实你团队百分百都是中国人
[01:12:31--01:12:33] 我觉得做好产品就是王道
[01:12:33--01:12:35] 叫自强则万强
[01:12:35--01:12:37] 然后第三呢
[01:12:37--01:12:41] 就是说真的想拿硅谷一线VC的钱
[01:12:41--01:12:42] 其实不容易的
[01:12:42--01:12:44] 因为这个信任链很难
[01:12:44--01:12:47] 比如说你在咱们这个圈子
[01:12:47--01:12:48] 大家都知道你很牛
[01:12:48--01:12:49] 都支持你了
[01:12:49--01:12:51] 你去给老外证明
[01:12:51--01:12:52] 有时候比较难证明了
[01:12:52--01:12:53] 没有这个信任链
[01:12:53--01:12:56] 我觉得中国VC也是重要力量的
[01:12:56--01:12:59] 所以其实你在早期发展的时候
[01:12:59--01:13:02] 这个能拿什么钱
[01:13:02--01:13:05] 我觉得这个就多拿了
[01:13:05--01:13:06] 我觉得客观来讲
[01:13:06--01:13:09] 中国创业者其实做美国市场
[01:13:09--01:13:13] 遇到的这个困难因素是比
[01:13:13--01:13:17] 这个硅谷当地的创业者肯定是更难的
[01:13:17--01:13:19] 要克服更多
[01:13:19--01:13:20] 然后这个身份啊
[01:13:20--01:13:21] 地缘这些问题
[01:13:21--01:13:23] 所以搞得我觉得
[01:13:23--01:13:25] 反正我们也都挺讨厌说
[01:13:25--01:13:29] 那些说不投中国背景团队的那些美国VC
[01:13:29--01:13:30] 但你没办法
[01:13:30--01:13:32] 我觉得这个东西
[01:13:32--01:13:34] 我觉得就是叫自强则万强
[01:13:34--01:13:35] 把产品做好
[01:13:35--01:13:36] 拿产品说话
[01:13:36--01:13:37] 那你做大了
[01:13:37--01:13:38] 总有人会帮你解决各种问题
[01:13:38--01:13:41] 为什么你说希望推动中国有个硅谷
[01:13:41--01:13:44] 我一度觉得中国有个硅谷
[01:13:44--01:13:46] 就是中国有个硅谷
[01:13:46--01:13:49] 这个意味着是一个很多的0-1的创新
[01:13:49--01:13:50] 对吧
[01:13:50--01:13:51] 移动支付
[01:13:51--01:13:52] 二维码
[01:13:52--01:13:53] 直播微信
[01:13:53--01:13:54] O2O对吧
[01:13:54--01:13:56] 其实中国一度0-1的创新是很多的
[01:13:56--01:13:58] 大家都是很自豪的
[01:13:58--01:14:01] 那个美国投资人还经常来中国学习
[01:14:01--01:14:02] 这两年
[01:14:02--01:14:04] 过去四五年少了很多对吧
[01:14:04--01:14:07] 我是2011年读大一
[01:14:07--01:14:09] 那个那一年给我一个很大的触动
[01:14:09--01:14:12] 就是电商双十一刚开始起来
[01:14:12--01:14:16] 那个双十一快递堆满学校门口
[01:14:16--01:14:18] 我觉得那次给了我很大的震撼
[01:14:18--01:14:20] 就是后来各种O2O
[01:14:20--01:14:21] 跑腿的生意对吧
[01:14:21--01:14:23] 后来到红杉做投资
[01:14:23--01:14:26] 你看到了很多中国0-1的创新
[01:14:26--01:14:29] 我觉得那时候的创新氛围也是蛮好的
[01:14:29--01:14:31] 我觉得这种创新氛围
[01:14:31--01:14:33] 现在只能在硅谷感受到了
[01:14:33--01:14:35] 其实坦白说过去几年
[01:14:35--01:14:37] 我觉得中国的硅谷
[01:14:37--01:14:39] 对比美国的硅谷
[01:14:39--01:14:41] 其实这个差距是有点拉大的
[01:14:41--01:14:44] 我觉得很大的一个原因是资本的偏激
[01:14:44--01:14:47] 市场化的民进资本太少了
[01:14:47--01:14:49] 我们团队拉了一下
[01:14:49--01:14:54] 过去三四年里面诞生的AI的应用公司
[01:14:54--01:14:57] 涨到独角兽的可能有100多家了
[01:14:57--01:14:58] 全球
[01:14:58--01:14:59] 全球
[01:14:59--01:15:02] 然后做应用的公司里头
[01:15:02--01:15:04] 中国团队做的
[01:15:04--01:15:06] 我现在只能想到三五家
[01:15:06--01:15:08] 我觉得这个比例比互联网时代少太多了
[01:15:08--01:15:09] 我觉得非常可惜的
[01:15:09--01:15:10] 这不包括大模型对吧
[01:15:10--01:15:11] 不包括大模型
[01:15:11--01:15:15] 我觉得中国的人才优势还是很强的
[01:15:15--01:15:18] 这一批95后97 98的
[01:15:18--01:15:20] 是非常优秀的
[01:15:20--01:15:22] 但是很多年轻人呢
[01:15:22--01:15:26] 零到一的高风险创业创新
[01:15:26--01:15:29] 其实是需要VC的风险资本去投资的
[01:15:29--01:15:31] 因为这个创新的失败率非常高
[01:15:31--01:15:35] 因为VC本身就是一个风险的生意对吧
[01:15:35--01:15:38] 很多创新是从边缘市场冒出来的
[01:15:38--01:15:41] 这种就需要风险资本的支持
[01:15:41--01:15:43] 才能做起来
[01:15:43--01:15:46] 我觉得肯定是希望中国能有
[01:15:46--01:15:48] 比今天多个几十万人
[01:15:48--01:15:50] 甚至几百倍的VC的资本
[01:15:50--01:15:52] 支持各种的创新
[01:15:52--01:15:57] 这样年轻人的想象力才能被激发出来吧
[01:15:57--01:15:59] 所以我觉得希望各类资本都更充裕一些
[01:15:59--01:16:03] 多支持一些年轻有想象力的创业者吧
[01:16:03--01:16:07] 你对华人团队的长期有什么期待吗
[01:16:07--01:16:08] 你觉得三到五年之后
[01:16:08--01:16:12] 全球最领先的AI公司会是华人团队做的吗
[01:16:12--01:16:14] 三到五年后
[01:16:14--01:16:16] 全球最领先的AI公司
[01:16:16--01:16:17] 如果是
[01:16:17--01:16:21] 如果是华人背景团队的这个概率
[01:16:21--01:16:25] 之前可能是零到五的概率
[01:16:25--01:16:27] 百分之零到五的概率
[01:16:27--01:16:30] 现在我觉得到了百分之二十的概率
[01:16:30--01:16:34] 我不知道听众大家觉得自己内心是一个什么样的概率
[01:16:34--01:16:36] 我觉得这里面核心变量就是
[01:16:36--01:16:39] 我觉得华人的人才基础非常好
[01:16:39--01:16:40] 但是呢
[01:16:40--01:16:43] 今天只有人才这一个关键要素
[01:16:43--01:16:45] 此外还是需要
[01:16:45--01:16:46] 资本
[01:16:46--01:16:47] 算力
[01:16:47--01:16:49] 创新的环境
[01:16:49--01:16:51] 另外也要看
[01:16:51--01:16:53] 对最领先的定义怎么定义
[01:16:53--01:16:55] 如果是规模和营收都是最大
[01:16:55--01:16:57] 人才竞争力最强
[01:16:57--01:16:59] 那我觉得有可能是字节
[01:16:59--01:17:01] 那个
[01:17:01--01:17:03] 我觉得希望
[01:17:03--01:17:06] 我觉得希望未来中国还能有十个字节这种公司
[01:17:06--01:17:09] 做好全球化的跨国业务吧
[01:17:09--01:17:11] 营收技术和人才竞争力
[01:17:11--01:17:15] 都是比肩甚至超过美国的MAC7的
[01:17:15--01:17:17] 因为GoogleMeta没有中国市场
[01:17:17--01:17:20] 那中国公司你能把中国也做好
[01:17:20--01:17:21] 全球也做好
[01:17:21--01:17:22] 那肯定是最好的
[01:17:22--01:17:24] 也希望未来
[01:17:24--01:17:36] 对中国公司的叙事包括定价也更好一些了
[01:17:36--01:17:37] 好了
[01:17:37--01:17:38] 今天的节目就是这样
[01:17:38--01:17:40] 这里是商业访谈录
[01:17:40--01:17:44] 是一档由语言及世界工作室出品的深度访谈节目
[01:17:44--01:17:48] 你可以到公众号关注我们的工作室获取更多的信息
[01:17:48--01:17:51] 我们的公众号是语言及世界
[01:17:51--01:17:52] Language is world
[01:17:52--01:17:57] 我们希望和你一起从这里探索新的世界
