[00:00:00 - 00:00:02] 原来你做DeepResearch单独做的
[01:49:56 - 01:49:57] miners
[01:49:57 - 01:50:00] 然后甚至说最近的cloud skills
[01:50:00 - 01:50:01] 写一个markdown
[01:50:01 - 01:50:02] 然后写一个介绍
[01:50:02 - 01:50:03] 然后一些function
[01:50:04 - 01:50:06] 那我们可能还有一种就是存在模型的权重
[01:50:07 - 01:50:09] 然后这是怎么去这个就是
[01:50:10 - 01:50:11] 抽取
[01:50:11 - 01:50:12] 那怎么被添加
[01:50:12 - 01:50:14] 对怎么比如往里放怎么放
[01:50:14 - 01:50:15] 那比如train
[01:50:15 - 01:50:16] 那就是梯度下降往里train
[01:50:16 - 01:50:18] 然后比如Minex或者怎么你做一个Minex
[01:50:18 - 01:50:20] 加进去或者怎么着
[01:50:20 - 01:50:21] 然后怎么提出来怎么用
[01:50:21 - 01:50:23] 这些都是非常核心的问题
[01:50:23 - 01:50:26] 但确实就是我现在的观点
[01:50:26 - 01:50:27] 就是我不知道
[01:50:27 - 01:50:28] 我可能想跟古议讨论的这一点
[01:50:28 - 01:50:30] 就是说我现在就是
[01:50:30 - 01:50:32] 我经历了一个完整的一圈
[01:50:32 - 01:50:35] 就是说我一开始是接受了training
[01:50:35 - 01:50:36] 然后在prompting的时代
[01:50:36 - 01:50:37] 就是说22年23年
[01:50:37 - 01:50:40] 我觉得得做prompting
[01:50:40 - 01:50:42] 我觉得这个知识就得用文本表示
[01:50:42 - 01:50:43] 因为它有很多好的特性
[01:50:43 - 01:50:45] 里面还有一条说它可解身墙
[01:50:45 - 01:50:47] 并且说它可以人为介入
[01:50:47 - 01:50:49] 并且说它还可以
[01:50:49 - 01:50:51] 它至少更贴合
[01:50:51 - 01:50:52] 但现在我又回到了
[01:50:52 - 01:50:54] 联系化表现阶段
[01:50:54 - 01:50:55] 因为我发现
[01:50:55 - 01:50:56] 如果我们想从几十亿人里面
[01:50:56 - 01:50:57] 去获得知识
[01:50:57 - 01:50:59] 你再context management
[01:50:59 - 01:51:00] 你再做balance那个东西
[01:51:00 - 01:51:00] 没有用
[01:51:00 - 01:51:02] 就是说你没有办法去
[01:51:02 - 01:51:05] 真的去把那么多人的知识
[01:51:05 - 01:51:06] 去不做信息损耗的
[01:51:06 - 01:51:07] 去把它存储的利用
[01:51:07 - 01:51:08] 你利用不了了
[01:51:08 - 01:51:09] 你怎么也利用不了了
[01:51:09 - 01:51:11] 它就一定是要是一个
[01:51:11 - 01:51:14] 更balance的形式
[01:51:14 - 01:51:17] 你不能全靠文本表示
[01:51:17 - 01:51:18] 你也不能全靠参数表示
[01:51:18 - 01:51:20] 但是现在大家文本表示
[01:51:20 - 01:51:22] 做的太多了
[01:51:22 - 01:51:24] 而不balance到参数表示上了
[01:51:24 - 01:51:26] 所以可能想问一下
[01:51:26 - 01:51:28] 我觉得这是很好问
[01:51:28 - 01:51:29] 我会觉得
[01:51:29 - 01:51:31] 其实这个在AI历史上
[01:51:31 - 01:51:32] 是很大的问题
[01:51:32 - 01:51:35] Symbolic AI和连接
[01:51:35 - 01:51:36] 对 连接主义
[01:51:36 - 01:51:37] 符号主义 连接主义
[01:51:37 - 01:51:38] 我会觉得首先
[01:51:38 - 01:51:41] 它最终的表现形式
[01:51:41 - 01:51:43] 就是它最终的
[01:51:44 - 01:51:46] 就这个实体
[01:51:46 - 01:51:49] 就是你这个智能的物理实现吧
[01:51:49 - 01:51:52] 我觉得大概率会是sub-symbolic的形式
[01:51:52 - 01:51:55] 就像因为你的人的大脑就是纯sub-symbolic
[01:51:55 - 01:51:56] 对吧
[01:51:56 - 01:51:57] 它不是符号的
[01:51:57 - 01:51:59] 它完全是一些这种就是电信号
[01:51:59 - 01:52:00] 对
[01:52:00 - 01:52:03] 但是人在学习过程中
[01:52:03 - 01:52:06] 人是做了很多的这种符号计算和符号推理
[01:52:06 - 01:52:09] 你比如我们现在在用语言表达我们的思想
[01:52:09 - 01:52:10] 这本身就一种符号的运用
[01:52:10 - 01:52:15] 所以说我其实我刚已经大概就是表达了
[01:52:15 - 01:52:18] 就是我觉得一个很fundamental的事情是
[01:52:18 - 01:52:23] 你怎么样去就是bridge这个symbolic世界
[01:52:23 - 01:52:24] 和这个subsymbolic世界
[01:52:24 - 01:52:27] 我觉得所以我觉得我个人真的会bet
[01:52:27 - 01:52:30] 就是未来会有这种新的就是所谓的
[01:52:30 - 01:52:33] 就neurosymbolic的一种新的范式
[01:52:33 - 01:52:35] 当然neurosymbolic这个词已经有点被玩烂了
[01:52:35 - 01:52:37] 但我其实想说的就是你怎么样
[01:52:37 - 01:52:40] 比如说你在Symbolic层面
[01:52:40 - 01:52:44] 去做这种Systematic的
[01:52:44 - 01:52:47] 就是Inference和泛化
[01:52:47 - 01:52:49] 然后同时你怎么样能把
[01:52:49 - 01:52:51] Symbolic层面学到的这些东西
[01:52:51 - 01:52:54] 给它压缩回
[01:52:54 - 01:52:55] 就是Sub-Symbolic的这种
[01:52:55 - 01:52:56] 底层的这种实现
[01:52:56 - 01:52:58] 对 我觉得这是一个
[01:52:58 - 01:52:59] 会是一个就是
[01:52:59 - 01:53:00] Coherent的一个系统
[01:53:00 - 01:53:01] 对 但具体这个算法
[01:53:01 - 01:53:02] 要怎么实现
[01:53:02 - 01:53:04] 我觉得就肯定是
[01:53:04 - 01:53:05] 很ungrounded的这种
[01:53:05 - 01:53:06] Open-ended class
[01:53:06 - 01:53:10] 对 但是确实
[01:53:10 - 01:53:12] 总结来说
[01:53:12 - 01:53:12] 我是相信就是
[01:53:12 - 01:53:14] 你最终的底层实现
[01:53:14 - 01:53:16] 一定是sub-symbolic
[01:53:16 - 01:53:18] 但是你实现的过程中
[01:53:18 - 01:53:20] 可能会用到一些
[01:53:20 - 01:53:22] maybe语言的知识
[01:53:22 - 01:53:24] 或者这种explicit的这种
[01:53:24 - 01:53:25] 就表达
[01:53:25 - 01:53:27] 也就是说你觉得这个圈会一直转
[01:53:27 - 01:53:29] 转到一个最后就是稳定的状态
[01:53:29 - 01:53:31] 对因为根本上来说
[01:53:31 - 01:53:32] 你人的大脑就
[01:53:32 - 01:53:33] 它并没有
[01:53:33 - 01:53:36] 它的实现形式并不以符号存在
[01:53:36 - 01:53:38] 你可以去做符号的计算
[01:53:38 - 01:53:40] 但是你最终实验的形式还是
[01:53:40 - 01:53:42] 纯粹的
[01:53:42 - 01:53:43] 视频网络的
[01:53:43 - 01:53:45] 我其实想
[01:53:45 - 01:53:46] 想问的一个问题
[01:53:46 - 01:53:47] 就是我会可能
[01:53:47 - 01:53:48] 更偏向于关注
[01:53:48 - 01:53:49] 就是定义什么的问题
[01:53:49 - 01:53:50] 就是
[01:53:50 - 01:53:54] knowledge
[01:53:54 - 01:53:55] 比如说knowledge这件事情
[01:53:55 - 01:53:56] 你觉得
[01:53:56 - 01:53:59] 当然我觉得有些东西
[01:53:59 - 01:54:00] 可能不好
[01:54:00 - 01:54:01] 不太好用语言来去定义
[01:54:01 - 01:54:02] 对
[01:54:02 - 01:54:03] 就比如说知识这件事情
[01:54:03 - 01:54:05] 对于你们来说
[01:54:05 - 01:54:06] 会是一个什么定义
[01:54:06 - 01:54:08] 怎么去定义这个知识
[01:54:08 - 01:54:09] 是更准确的定义
[01:54:09 - 01:54:10] 这个其实
[01:54:10 - 01:54:12] 其实还真有一些研究
[01:54:12 - 01:54:14] 去专门去研究什么是人类知识
[01:54:14 - 01:54:16] 当然这不是我们CS的人干的
[01:54:16 - 01:54:17] 但我觉得就是
[01:54:17 - 01:54:19] 其实目前大家广为接触的
[01:54:19 - 01:54:21] 就是知识可能会包含
[01:54:21 - 01:54:22] 几种类型对吧
[01:54:22 - 01:54:24] 事实性知识
[01:54:24 - 01:54:25] 可能过程性知识
[01:54:25 - 01:54:27] 事实性知识可能就是一些
[01:54:27 - 01:54:29] 简单的命题逻辑
[01:54:29 - 01:54:31] 比如说什么是什么
[01:54:31 - 01:54:32] 过程性知识可能就是一些
[01:54:32 - 01:54:35] 你如何去完成一个事情
[01:54:35 - 01:54:36] 比如说你怎么去做一个披萨
[01:54:36 - 01:54:37] 是过程性知识
[01:54:37 - 01:54:39] 然后你可能还有一些
[01:54:39 - 01:54:40] 这种所谓的episodic
[01:54:40 - 01:54:42] 就比如说我们
[01:54:42 - 01:54:44] 对于今天发生了什么
[01:54:44 - 01:54:45] 对吧
[01:54:45 - 01:54:46] 这是一个episodic的知识
[01:54:46 - 01:54:48] 就大概可能
[01:54:48 - 01:54:49] 可能会分成这几类
[01:54:49 - 01:54:51] 但是我觉得
[01:54:51 - 01:54:53] 单纯的知识是什么
[01:54:53 - 01:54:53] 可能是一个
[01:54:53 - 01:54:55] 更大的哲学问题
[01:54:55 - 01:54:55] 这个我觉得
[01:54:55 - 01:54:56] 对
[01:54:56 - 01:54:57] 可能这样都会
[01:54:57 - 01:54:59] 比如KG的发展
[01:54:59 - 01:55:00] 就是对知识的一个
[01:55:00 - 01:55:01] 就比如说
[01:55:01 - 01:55:01] KG QA
[01:55:01 - 01:55:03] 最早可能大家用
[01:55:03 - 01:55:04] 那个知识图谱
[01:55:04 - 01:55:04] 就是
[01:55:04 - 01:55:06] 然后后面可能就是
[01:55:06 - 01:55:07] somehow
[01:55:07 - 01:55:08] GBT这种形式
[01:55:08 - 01:55:08] 然后
[01:55:08 - 01:55:10] 你看你很多问题
[01:55:10 - 01:55:11] 他没有知识图谱
[01:55:11 - 01:55:12] 你就问他
[01:55:12 - 01:55:13] 然后他也有知识
[01:55:13 - 01:55:14] 那这里面
[01:55:14 - 01:55:15] 其实就辨识了很多事情
[01:55:15 - 01:55:16] 对
[01:55:16 - 01:55:18] 就是也是一个
[01:55:18 - 01:55:19] 范围上的变化
[01:55:19 - 01:55:21] 在对我做
[01:55:21 - 01:55:22] 我可能早期的时候
[01:55:22 - 01:55:23] 做Database做的比较多
[01:55:23 - 01:55:23] 在前几年
[01:55:23 - 01:55:24] 也不是很早
[01:55:24 - 01:55:25] 就是在前几年
[01:55:25 - 01:55:25] 对
[01:55:25 - 01:55:27] 那可能就是Database
[01:55:27 - 01:55:28] 它更多的是一个
[01:55:28 - 01:55:30] 如果Database足够大
[01:55:30 - 01:55:31] 它更像是一种
[01:55:31 - 01:55:32] Knowledge Base
[01:55:32 - 01:55:33] 然后它如果小的话
[01:55:33 - 01:55:34] 更像是一个
[01:55:34 - 01:55:36] 运行时的知识
[01:55:36 - 01:55:36] 就是更像
[01:55:36 - 01:55:37] 就刚才跟
[01:55:37 - 01:55:38] 但跟过程知识不一样
[01:55:38 - 01:55:39] 过程知识
[01:55:39 - 01:55:39] 它更像
[01:55:39 - 01:55:42] 我的老东家也说
[01:55:42 - 01:55:43] 这叫事理
[01:55:43 - 01:55:45] 事情的道理
[01:55:45 - 01:55:45] 就是你切菜
[01:55:45 - 01:55:47] 第一步先怎么
[01:55:47 - 01:55:49] 把大厢装冰箱里
[01:55:49 - 01:55:50] 第一步先是打开冰箱
[01:55:50 - 01:55:52] 分几步这种事情
[01:55:52 - 01:55:52] 对planner
[01:55:52 - 01:55:53] 这个也很重要
[01:55:53 - 01:55:55] 对那其实这个
[01:55:55 - 01:55:57] 就是我觉得有很多要做的
[01:55:57 - 01:55:59] 然后但更grounded的一点
[01:55:59 - 01:56:00] 就是说我觉得
[01:56:00 - 01:56:03] 可能我们过去一段时间
[01:56:03 - 01:56:04] 解决的非常好的事情
[01:56:04 - 01:56:05] 就是说
[01:56:05 - 01:56:06] 拆GPT之后
[01:56:06 - 01:56:07] 其实已经把planning
[01:56:07 - 01:56:08] 解决的挺好
[01:56:08 - 01:56:09] 对就是
[01:56:09 - 01:56:12] 他其实拆GBT那时候就已经自带
[01:56:12 - 01:56:14] 比如说大项放进一项分几步
[01:56:14 - 01:56:15] 他可能自己就会了
[01:56:15 - 01:56:16] 但在我们上个时代
[01:56:16 - 01:56:18] 这个事可能解决不好
[01:56:18 - 01:56:20] 他要构建一个甚至构建一个
[01:56:20 - 01:56:21] 类似于knowledge graph的东西
[01:56:21 - 01:56:22] 来做这个事情
[01:56:22 - 01:56:25] 然后在后面的我觉得可能
[01:56:25 - 01:56:27] 就像我们刚才讨论agent的很多问题
[01:56:27 - 01:56:29] 其实跟这个是相关的
[01:56:29 - 01:56:30] 就他agent也有需要很多知识
[01:56:30 - 01:56:31] 也就是知识这个事情
[01:56:31 - 01:56:33] 他这角度一直在涌现出来
[01:56:33 - 01:56:36] 但是红二来看
[01:56:36 - 01:56:37] 可能就是他有一些本能的
[01:56:37 - 01:56:38] 就是该会的
[01:56:38 - 01:56:40] 但这个边界也很模糊
[01:56:40 - 01:56:40] 就有些事情
[01:56:40 - 01:56:42] 他不该本能会
[01:56:42 - 01:56:43] 但慢慢他本能也会了
[01:56:43 - 01:56:44] 对
[01:56:44 - 01:56:45] 然后有些事情是说
[01:56:45 - 01:56:45] 他要去
[01:56:45 - 01:56:47] 过程中去做的
[01:56:47 - 01:56:47] 就比如说
[01:56:47 - 01:56:48] 你让他去
[01:56:48 - 01:56:49] 美钱的一些细节
[01:56:49 - 01:56:50] 他可能也不知道
[01:56:50 - 01:56:51] 他也不能知道所有事情
[01:56:51 - 01:56:52] 那你就是
[01:56:52 - 01:56:54] 人也是该让他去查一查
[01:56:54 - 01:56:54] 或者怎么着
[01:56:54 - 01:56:56] 然后liverage一些
[01:56:56 - 01:56:56] 外部的tools
[01:56:56 - 01:56:58] 或者一些GUI的一些东西
[01:56:58 - 01:56:59] 然后去慢慢让他会
[01:56:59 - 01:57:00] 我觉得这个边界
[01:57:00 - 01:57:01] 就是我觉得
[01:57:01 - 01:57:03] 至少2025年年末了
[01:57:03 - 01:57:03] 我们的认知
[01:57:03 - 01:57:04] 对这个事情一定是
[01:57:04 - 01:57:05] 就让它模糊掉
[01:57:05 - 01:57:07] 这个事情是动态的
[01:57:07 - 01:57:07] dynamic的
[01:57:07 - 01:57:08] 就是在模糊了
[01:57:08 - 01:57:09] 就这么一个状态
[01:57:09 - 01:57:11] 当然估计说
[01:57:11 - 01:57:12] 就是对知识
[01:57:12 - 01:57:13] 可能有几种定义
[01:57:13 - 01:57:14] 就是人想出来的定义
[01:57:14 - 01:57:15] 可能这些定义
[01:57:15 - 01:57:16] 是对我们自己去处理
[01:57:16 - 01:57:18] 这个世界是有帮助的
[01:57:18 - 01:57:18] 然后
[01:57:18 - 01:57:20] 所以这个是不是
[01:57:20 - 01:57:22] 也是涉及到一个问题
[01:57:22 - 01:57:23] 就是我们希望
[01:57:23 - 01:57:24] 还是AGI相不相信的问题
[01:57:24 - 01:57:25] 就是我们希望
[01:57:25 - 01:57:27] 这个最后的那个AI
[01:57:27 - 01:57:29] 是一个可以被
[01:57:29 - 01:57:30] 不管我们怎么称
[01:57:30 - 01:57:31] 这个知识是什么东西
[01:57:31 - 01:57:32] 它对这个知识
[01:57:32 - 01:57:35] 都是有一个学习
[01:57:35 - 01:57:36] 或者理解的一个过程
[01:57:36 - 01:57:36] 还是说
[01:57:36 - 01:57:38] 我只需要这个
[01:57:38 - 01:57:40] 最后那个AI
[01:57:40 - 01:57:44] 以我们对于知识的取用方式
[01:57:44 - 01:57:46] 来去实现它的功能就可以了
[01:57:46 - 01:57:48] 对就是这么一个
[01:57:48 - 01:57:49] 对就是
[01:57:49 - 01:57:53] 其实我们怎么操作它
[01:57:53 - 01:57:55] 它应该是一个可拔插的一个东西
[01:57:55 - 01:57:56] 然后被拔插的部分
[01:57:56 - 01:57:58] 它是可以修改的
[01:57:58 - 01:57:59] 还是说它应该就被放进
[01:57:59 - 01:58:00] 我们的世界模型里面
[01:58:00 - 01:58:02] 它作为整个模型的尝试的一部分
[01:58:02 - 01:58:04] 我们在操作上的时候
[01:58:04 - 01:58:06] 其实就是像这个Elementry
[01:58:06 - 01:58:07] 我们可以直接
[01:58:07 - 01:58:08] 就预设好一个workflow
[01:58:08 - 01:58:10] 就非常像以前的RPA了
[01:58:10 - 01:58:12] 然后也可以是
[01:58:12 - 01:58:14] 每一步都是plan出来的
[01:58:14 - 01:58:16] 在企业里会有一个
[01:58:16 - 01:58:17] 会有一个preference
[01:58:17 - 01:58:18] 比如说
[01:58:18 - 01:58:20] 比如说我 somehow
[01:58:20 - 01:58:21] 我有一个gy agent
[01:58:21 - 01:58:23] 能做你RPA这些事
[01:58:23 - 01:58:24] 对 单单是用模型
[01:58:24 - 01:58:27] 然后我还有一种方法
[01:58:27 - 01:58:28] 就是写了很多code
[01:58:28 - 01:58:29] 它也能做你的事
[01:58:29 - 01:58:31] 但这个code可能比较死
[01:58:31 - 01:58:34] 然后我也跟你说
[01:58:34 - 01:58:35] 可能比如gy agent
[01:58:35 - 01:58:36] 可能有百分之五十败率
[01:58:36 - 01:58:38] 然后写code因为比较死
[01:58:38 - 01:58:39] 可能有百分之五十败率
[01:58:39 - 01:58:41] 可能企业里会有privance
[01:58:42 - 01:58:43] 我觉得
[01:58:43 - 01:58:45] 我们内部好像没有什么privance
[01:58:45 - 01:58:47] 就是是哪个场景能够
[01:58:47 - 01:58:50] 现在感觉我们状态是能够把这个场景
[01:58:51 - 01:58:53] 做成就感觉就是搜索手段标用
[01:58:53 - 01:58:55] 嗯然后
[01:58:56 - 01:58:58] 但我们一直也在想的就是
[01:58:59 - 01:59:00] 可能哪些就是
[01:59:02 - 01:59:04] 你看如果它是一个可拔插的东西
[01:59:04 - 01:59:05] 其实你就可以
[01:59:05 - 01:59:06] retravel这些workflow
[01:59:06 - 01:59:06] 对吧
[01:59:06 - 01:59:09] 然后如果它是一个每一步都要plan的
[01:59:09 - 01:59:12] 你就要忍受每一步都得有鲁邦型的问题
[01:59:12 - 01:59:14] 然后可能其实做不好
[01:59:14 - 01:59:18] 然后我们对应到的人类社会就是发现有些东西
[01:59:18 - 01:59:19] 它就是
[01:59:19 - 01:59:20] 港币特性特别强的
[01:59:20 - 01:59:23] 就一个在银行操作某些类型的员工
[01:59:23 - 01:59:25] 其实它就对应的一个操作手册
[01:59:25 - 01:59:28] 这个操作手册可能就是他在银行要实习
[01:59:28 - 01:59:29] 多少个月才能学会的
[01:59:29 - 01:59:30] 然后这种东西
[01:59:30 - 01:59:33] 我们感觉就其实蛮适合可拔茶的用心
[01:59:33 - 01:59:36] 7%有的来讲就是在时候你在
[01:59:36 - 01:59:39] neural的这个过程中做inference的过程中
[01:59:39 - 01:59:41] 逐渐抽象出来的一个
[01:59:41 - 01:59:42] documentation
[01:59:42 - 01:59:43] 或者逐渐抽象出来的SOP
[01:59:43 - 01:59:45] 或者逐渐抽象出来的一个knowledge graph
[01:59:45 - 01:59:49] 然后你逐渐就像刚才古语说的
[01:59:49 - 01:59:50] 就是半
[01:59:50 - 01:59:52] 半symbolic
[01:59:52 - 01:59:55] 就说你把它能够
[01:59:55 - 01:59:56] 从neural开始
[01:59:56 - 01:59:58] 然后以一种合理的状态结束
[01:59:58 - 02:00:00] 就部分symbolic和部分neural
[02:00:00 - 02:00:01] 然后结束掉
[02:00:01 - 02:00:04] 然后只是一种叛书的形式存下来
[02:00:04 - 02:00:07] 可能还是回到
[02:00:07 - 02:00:09] 对这个生物体来说
[02:00:09 - 02:00:10] 是不是更有利的
[02:00:10 - 02:00:11] 可能就是这类工作
[02:00:11 - 02:00:13] 它如果有了一个说明书
[02:00:13 - 02:00:16] 对脑力消耗就是更少的
[02:00:16 - 02:00:18] 然后加上说明书就能做下去
[02:00:18 - 02:00:19] 有些工作就特别开放性
[02:00:19 - 02:00:21] 你拿着说明书也没有用
[02:00:21 - 02:00:24] 然后你就得去做大量的
[02:00:24 - 02:00:25] 这种planning
[02:00:25 - 02:00:27] 然后
[02:00:27 - 02:00:32] 我们自己做这个场景还争取两种的
[02:00:32 - 02:00:34] 对就很
[02:00:34 - 02:00:37] 旅行想玩的好就很乏善的
[02:00:37 - 02:00:39] 但订个票就很直接
[02:00:39 - 02:00:40] 对
[02:00:40 - 02:00:43] 你觉得旅行这个事
[02:00:43 - 02:00:45] 最后会有一个很SOP的事情
[02:00:45 - 02:00:47] 还是说它在
[02:00:47 - 02:00:50] 多少程度上不是很SOP
[02:00:50 - 02:00:52] 我觉得就是
[02:00:52 - 02:00:56] 做旅行规划这件事情
[02:00:56 - 02:00:58] 感觉是一个无上限的
[02:00:58 - 02:01:00] 旅行规划对应的是一种内容
[02:01:00 - 02:01:02] 然后做旅行的
[02:01:02 - 02:01:03] 始完成和实现
[02:01:03 - 02:01:04] 就是你已经有这个规划
[02:01:04 - 02:01:05] 去把它实现
[02:01:05 - 02:01:06] 是一个SOP
[02:01:06 - 02:01:10] 非常有效的
[02:01:10 - 02:01:11] 我想去波多黎各
[02:01:11 - 02:01:14] 然后那就是时间地点
[02:01:14 - 02:01:15] 票怎么订
[02:01:15 - 02:01:17] 然后那些事情总是
[02:01:17 - 02:01:18] 能立心出来
[02:01:18 - 02:01:20] 但我为什么要去波多黎各
[02:01:20 - 02:01:23] 这种规划就很开放
[02:01:23 - 02:01:25] 而且它时刻的又跟这个真实世界有关
[02:01:25 - 02:01:26] 因为真实世界在变化
[02:01:26 - 02:01:28] 别哪天波多黎各
[02:01:28 - 02:01:30] 比如说有什么
[02:01:30 - 02:01:33] 或者打仗了
[02:01:33 - 02:01:36] 或者有什么自然灾害
[02:01:36 - 02:01:36] 这种
[02:01:36 - 02:01:41] 然后可能也跟我的心情有关
[02:01:41 - 02:01:43] 对我们当时说旅行的开始
[02:01:43 - 02:01:44] 也特别有意思
[02:01:44 - 02:01:45] 我们就会理
[02:01:45 - 02:01:47] 就是人会怎么开始一段旅行
[02:01:47 - 02:01:49] 跟你的心情也有很大的关系
[02:01:49 - 02:01:51] 有的时候是你是为了一个目的
[02:01:51 - 02:01:52] 就我就是想去滑雪
[02:01:52 - 02:01:53] 这个行为
[02:01:53 - 02:01:56] 然后有的时候是我想去一种感受
[02:01:56 - 02:01:58] 就我比如说我失恋了
[02:01:58 - 02:01:58] 我就想去找一个
[02:01:58 - 02:02:00] 让我能够继续阴谋的地方
[02:02:00 - 02:02:03] 就是他从这种状态出
[02:02:03 - 02:02:04] 有的时候就是我就是为了旅行
[02:02:04 - 02:02:06] 我就是为了在家练习玩
[02:02:06 - 02:02:07] 然后
[02:02:07 - 02:02:09] 就这里面
[02:02:09 - 02:02:10] 可以去
[02:02:10 - 02:02:13] 规划的东西都特别多
[02:02:13 - 02:02:14] 然后就是
[02:02:14 - 02:02:15] 变成了一个
[02:02:15 - 02:02:16] 精益小心翼的东西的时候
[02:02:16 - 02:02:17] 感觉就很难重新
[02:02:17 - 02:02:18] 就没有什么压缩的
[02:02:18 - 02:02:20] 所以突然想起来
[02:02:20 - 02:02:21] 这个之前你们组提
[02:02:21 - 02:02:22] 那个Travel Planner
[02:02:22 - 02:02:24] 我觉得这个概念
[02:02:24 - 02:02:25] 就很浪漫
[02:02:25 - 02:02:26] 这么加上这么一诠释
[02:02:26 - 02:02:28] 就是说Travel Planner本身呢
[02:02:28 - 02:02:29] agent发展那么久
[02:02:29 - 02:02:30] 那Travel Planner
[02:02:30 - 02:02:31] 当时成功率是多少
[02:02:31 - 02:02:32] 个位数
[02:02:32 - 02:02:34] 然后这是个超难的问题
[02:02:34 - 02:02:35] 然后它变成了一个
[02:02:35 - 02:02:36] 所谓
[02:02:36 - 02:02:39] AI agent界的一个皇冠上的明珠
[02:02:39 - 02:02:41] 就是他很容易描述
[02:02:41 - 02:02:42] 但是这就是解决不了
[02:02:42 - 02:02:44] 对然后现在又到了说
[02:02:44 - 02:02:46] 我以各种方式去开始旅行
[02:02:46 - 02:02:48] 一个非常浪漫的这么一个
[02:02:48 - 02:02:49] 这个状态
[02:02:49 - 02:02:51] 我觉得这整个就是一种
[02:02:51 - 02:02:53] 对挺有意思的事情
[02:02:53 - 02:02:56] 对不过声明一点就是我们
[02:02:56 - 02:02:58] Ungrounded还是一个
[02:02:58 - 02:03:00] 崇尚和平的节目
[02:03:00 - 02:03:05] 回到德涵那个问题
[02:03:05 - 02:03:07] 就是你说我们对knowledge的
[02:03:07 - 02:03:09] 在AI中的这个期待是什么样
[02:03:09 - 02:03:11] 就是你觉得大概是有
[02:03:11 - 02:03:12] 我们是希望一个
[02:03:12 - 02:03:14] 就是general knowledge都能去处理
[02:03:14 - 02:03:16] 还是说我们只是希望满足
[02:03:16 - 02:03:18] 我们目前的这个任务的
[02:03:18 - 02:03:20] 就我觉得这个问题其实很难回答
[02:03:20 - 02:03:22] 我觉得这个背后的本质可能是
[02:03:22 - 02:03:25] 就你是以什么样的视角来看待AI
[02:03:25 - 02:03:26] 就一种是
[02:03:26 - 02:03:30] 你就是要去理解人的intelligence
[02:03:30 - 02:03:32] 去复刻智能这件事本身
[02:03:32 - 02:03:34] 那样的话你想要做到的
[02:03:34 - 02:03:35] 就是一个像人一样能够处理很多
[02:03:35 - 02:03:36] 另外一种就是
[02:03:36 - 02:03:39] 你是有很强的实用主义的
[02:03:39 - 02:03:40] 就取决于你的目的是什么
[02:03:40 - 02:03:42] 所以我觉得就很多时候
[02:03:42 - 02:03:44] 人在讨论AI的时候
[02:03:44 - 02:03:46] 他在讨论的东西是不一样的
[02:03:46 - 02:03:47] 这就是为什么我其实是
[02:03:47 - 02:03:49] 很不愿意去谈AGI这个词
[02:03:49 - 02:03:51] 我知道很多人也不愿意去谈这个词
[02:03:51 - 02:03:52] 因为你根本不知道
[02:03:52 - 02:03:53] 每个人在谈AGI的时候
[02:03:53 - 02:03:54] 他到底在谈什么
[02:03:54 - 02:03:55] 对
[02:03:55 - 02:03:58] 对
[02:03:58 - 02:04:01] 这个也是我过去这一年
[02:04:01 - 02:04:03] 有一个非常大的一个感受
[02:04:03 - 02:04:06] 因为就是流行词
[02:04:06 - 02:04:07] 会被陷在模型里面
[02:04:07 - 02:04:08] 然后模型会使用这些流行词
[02:04:08 - 02:04:10] 做任何的他想做的事情
[02:04:10 - 02:04:12] 然后他最后的这个内容
[02:04:12 - 02:04:13] 也会传播给一个人
[02:04:13 - 02:04:14] 然后导致这个
[02:04:14 - 02:04:15] 这个概念就会不断地偏移
[02:04:15 - 02:04:17] 就是就确实就是
[02:04:17 - 02:04:18] 我们不知道
[02:04:18 - 02:04:21] 可能我们任何人在说
[02:04:21 - 02:04:22] 某一个概念的时候
[02:04:22 - 02:04:24] 或者说这个概念
[02:04:24 - 02:04:25] 本身也会影响人的
[02:04:25 - 02:04:26] 非常夸张的
[02:04:26 - 02:04:27] 它会影响人的行为
[02:04:27 - 02:04:28] 就像伊莉亚说的
[02:04:28 - 02:04:31] 它会AGI和Skinny这个词
[02:04:31 - 02:04:33] 影响了很多这个人的做决策
[02:04:33 - 02:04:35] 就是很多公司的决策
[02:04:35 - 02:04:37] 把屋子里的氧气都吸走了
[02:04:37 - 02:04:37] 对
[02:04:37 - 02:04:39] 对就是那种感觉
[02:04:39 - 02:04:40] 就是
[02:04:40 - 02:04:42] 所以说我觉得
[02:04:42 - 02:04:45] 我才会比较关注
[02:04:45 - 02:04:47] 就是我们在谈论任何话题的时候
[02:04:47 - 02:04:48] 就是我们
[02:04:48 - 02:04:50] 澄清一下我们的谈论的概念
[02:04:50 - 02:04:51] 到底是什么
[02:04:51 - 02:04:51] 然后
[02:04:51 - 02:04:54] 其实我就在公司里面
[02:04:54 - 02:04:56] 我非常关注的一件事情也是
[02:04:56 - 02:04:57] 我觉得一家公司可能
[02:04:57 - 02:05:00] 从我的一个看法
[02:05:00 - 02:05:01] 就是从零开始讲起来
[02:05:01 - 02:05:03] 它最根本的是那个语义库
[02:05:03 - 02:05:04] 就是它
[02:05:04 - 02:05:07] 他认为旅行是什么
[02:05:07 - 02:05:09] 然后他认为
[02:05:09 - 02:05:10] 订机票是什么
[02:05:10 - 02:05:13] 然后订机票又分成了什么
