[00:00:06--00:00:07] 开了一扇窗户
[01:50:26--01:50:27] 它会是一个什么样的路标
[01:50:27--01:50:30] 我觉得具备的意义还是非常大的
[01:50:30--01:50:31] 首先第一个就是说
[01:50:31--01:50:32] 从资本市场的角度来说
[01:50:32--01:50:34] 你在一级市场都算是
[01:50:34--01:50:37] 没有离开学校
[01:50:37--01:50:38] 还是在学习培养
[01:50:38--01:50:40] 然后成长的阶段
[01:50:40--01:50:41] 到二级市场之后
[01:50:41--01:50:43] 它是一个更商业化
[01:50:43--01:50:44] 更接近这个市场的
[01:50:44--01:50:46] 这样的一个阶段
[01:50:46--01:50:47] 对吧
[01:50:47--01:50:48] 很自然它是一个里程碑
[01:50:48--01:50:50] 整个行业来讲也是个里程碑
[01:50:50--01:50:51] 就是证明了
[01:50:51--01:50:52] 一件事情说
[01:50:52--01:50:53] 这件事情它并不是一个
[01:50:53--01:50:54] 金钟花水中月
[01:50:54--01:50:56] 它还是可以走到这样的一个阶段的
[01:50:56--01:50:58] 它是一个真的能走到一个
[01:50:58--01:50:59] 产业级的这样一个事情
[01:50:59--01:51:00] 有没有一部分原因是
[01:51:00--01:51:02] 投资人也希望就是能够离场
[01:51:02--01:51:04] 他希望能够落袋为安
[01:51:04--01:51:07] 我不排除有这方面的
[01:51:07--01:51:09] 有人这么想这件事情
[01:51:09--01:51:11] 但我觉得像我们的很多投资人
[01:51:11--01:51:12] 还是跟我们一样
[01:51:12--01:51:13] 就刚才说的
[01:51:13--01:51:15] 是保持着同样的信念
[01:51:15--01:51:16] 和同样的这个想法
[01:51:16--01:51:17] 大家一起走下去
[01:51:17--01:51:18] 取得更大的成功
[01:51:18--01:51:20] 并不是说简单的上完市
[01:51:20--01:51:21] 我们就投资
[01:51:21--01:51:22] 退掉
[01:51:22--01:51:24] 然后落袋为安挣了钱就OK
[01:51:24--01:51:26] 其实也并不是那么简单
[01:51:26--01:51:28] 你们准备怎么用你们这一笔
[01:51:28--01:51:29] 就是补给款
[01:51:29--01:51:30] 照顾书里都有
[01:51:30--01:51:32] 大家会把你们跟minimax放在一起
[01:51:32--01:51:33] 来讨论
[01:51:33--01:51:35] 因为他们也在争夺这个第一股
[01:51:35--01:51:37] 对你们时间是接近的
[01:51:37--01:51:38] 所以你们会是第一还是第二
[01:51:38--01:51:39] 这个就不知道了
[01:51:39--01:51:41] 这个就看这个
[01:51:41--01:51:42] 交易所那边怎么安排
[01:51:42--01:51:44] 你有什么想对minimax ceo说的吗
[01:51:44--01:51:46] 我跟颜老师说话
[01:51:46--01:51:48] 其实最近稍微少一点
[01:51:48--01:51:49] 之前还挺多
[01:51:49--01:51:50] 最近为什么变少了
[01:51:50--01:51:51] 就碰面的机会比较少
[01:51:51--01:51:52] 你有什么想对他说的吗
[01:51:52--01:51:55] 我觉得祝大家好运吧
[01:51:55--01:51:56] 你怎么看openai的上市
[01:51:56--01:51:58] 对听说他也在准备是吧
[01:51:58--01:52:01] 我觉得openai可能是另外一个故事
[01:52:01--01:52:04] 或者说在美国那个大的环境底下
[01:52:04--01:52:05] 又是另外的一种逻辑
[01:52:05--01:52:09] 叫高风险高投入高回报三高
[01:52:09--01:52:11] 他们是转的是这种逻辑
[01:52:11--01:52:12] 你们呢
[01:52:12--01:52:13] 我觉得我们相对来说
[01:52:13--01:52:16] 更符合中国的这种情况
[01:52:16--01:52:19] 追求的是在高风险
[01:52:19--01:52:21] 或者说叫高科技的这种情况
[01:52:21--01:52:22] 这个领域里面的
[01:52:22--01:52:26] 追求稳定性和可控性
[01:52:26--01:52:27] 可预期的这种模式
[01:52:27--01:52:29] 因为我们这个访谈发生在上市之前
[01:52:29--01:52:30] 你现在的状态是什么样
[01:52:30--01:52:31] 就快上市了
[01:52:31--01:52:32] 说不好什么状态
[01:52:32--01:52:35] 其实我觉得当然很期待
[01:52:35--01:52:36] 就终于走到这一天了
[01:52:36--01:52:37] 很开心
[01:52:37--01:52:40] 我们6年多时间能发展到这一步
[01:52:40--01:52:42] 感觉到很庆幸就很幸运吧
[01:52:42--01:52:43] 能走到这一步
[01:52:43--01:52:47] 当然我心里也很明白的知道
[01:52:47--01:52:49] 就是说上市并不是终点
[01:52:49--01:52:50] 后面还有很多事情
[01:52:50--01:52:52] 很多路要去走
[01:52:52--01:52:53] 很多事要去做
[01:52:53--01:52:56] 也不会简单的停在这一步
[01:52:56--01:52:57] 我是个天平座的人
[01:52:57--01:52:59] 天生很平衡
[01:52:59--01:53:01] 问一个尖锐一点的问题
[01:53:01--01:53:03] 就是怎么应对上市后的技术
[01:53:03--01:53:04] 投入 算力投入
[01:53:04--01:53:06] 和二级市场的资本压力
[01:53:06--01:53:07] 就是上市之后
[01:53:07--01:53:08] 会不会反而让你
[01:53:08--01:53:09] 变成一家平庸的公司
[01:53:09--01:53:10] 因为你们要
[01:53:10--01:53:11] 就不敢投了吗
[01:53:11--01:53:12] 要给股东交代
[01:53:12--01:53:13] 我觉得不会
[01:53:13--01:53:14] 这也是我刚才说
[01:53:14--01:53:15] 我们说为什么我们希望
[01:53:15--01:53:18] 通过当然跟你的这场聊天
[01:53:18--01:53:20] 更多的这种图表
[01:53:20--01:53:21] 让大家知道
[01:53:21--01:53:23] 智普到底是在想什么
[01:53:23--01:53:24] 是在做什么
[01:53:24--01:53:25] 大家理解了我们
[01:53:25--01:53:26] 为什么要投这些事情
[01:53:26--01:53:27] 为什么要做这些事情
[01:53:27--01:53:29] 为什么有这么大的研发投入
[01:53:29--01:53:30] 其实大家就理解
[01:53:30--01:53:31] 我们背后的这些事情
[01:53:31--01:53:32] 很多事情
[01:53:32--01:53:34] 其实起源于人和人之间的
[01:53:34--01:53:36] 这种认知的差距
[01:53:36--01:53:37] 和互相的不理解
[01:53:37--01:53:39] 所以你觉得被误解的是什么
[01:53:39--01:53:40] 我觉得很多
[01:53:40--01:53:41] 有一些人认为说
[01:53:41--01:53:43] 你看他们就是一个
[01:53:43--01:53:44] 做项目之外包的
[01:53:44--01:53:46] 是吧
[01:53:46--01:53:47] 2G的公司
[01:53:47--01:53:49] 为了政府赚的
[01:53:49--01:53:50] 我觉得其实不是这样
[01:53:50--01:53:52] 其实里面有很多
[01:53:52--01:53:54] 很深层的因素在里面
[01:53:54--01:53:56] 你看从表象上来看
[01:53:56--01:54:00] 中国的前十大互联网企业里面
[01:54:00--01:54:02] 有9个是我们的客户
[01:54:02--01:54:04] 其实都是我们很重要的客户
[01:54:04--01:54:06] 很大量的客户
[01:54:06--01:54:11] 然后我们有60%是企业客户
[01:54:11--01:54:13] 政府这块大概只占到20%
[01:54:13--01:54:14] 很少
[01:54:14--01:54:15] 所以其实我们是一个
[01:54:15--01:54:17] 你要说我们是一个2B的公司
[01:54:17--01:54:19] 这个可能我认
[01:54:19--01:54:20] 对
[01:54:20--01:54:23] 就是说那个并不是我们很
[01:54:23--01:54:25] 真正占大头的东西
[01:54:25--01:54:26] 大头的事
[01:54:26--01:54:27] 其实我们一直说
[01:54:27--01:54:28] 我们是服务企业
[01:54:28--01:54:31] 因为是企业才是整个社会里边
[01:54:31--01:54:33] 生产力最集中的地方
[01:54:33--01:54:35] 转化对效率最高的地方
[01:54:35--01:54:37] 最主要的地方
[01:54:37--01:54:39] 而生产力变革级别的技术
[01:54:39--01:54:40] 你当然是要找到
[01:54:40--01:54:42] 这样的一些地方去落地
[01:54:42--01:54:43] 我觉得这个是一个很
[01:54:43--01:54:45] straight forward的这样的一个逻辑
[01:54:45--01:54:47] 就是我们这些做工科
[01:54:47--01:54:49] 做理科出身的人
[01:54:49--01:54:50] 他容易想到了一个事情
[01:54:50--01:54:53] 我和一个AI1.0时代的创始人聊天
[01:54:53--01:54:55] 然后他有一个评价
[01:54:55--01:54:56] 我印象还蛮深的
[01:54:56--01:54:57] 他说现在大模型公司上市
[01:54:57--01:54:58] 就是在大逃生
[01:54:58--01:54:59] 在逃生
[01:54:59--01:55:00] 因为大家可能会觉得
[01:55:00--01:55:02] 26年这个bubble会破
[01:55:02--01:55:03] 这也是市场的一个观点
[01:55:03--01:55:06] 就是大家对26年的预期不好
[01:55:06--01:55:07] 所以大家觉得25年底
[01:55:07--01:55:09] 2016年初能上就快点上
[01:55:09--01:55:10] 这可能是一个窗口期
[01:55:10--01:55:11] 也有人会这么评价
[01:55:11--01:55:13] 你看从两个方面
[01:55:13--01:55:15] 我可以大概对这个问题进行一个解释
[01:55:15--01:55:18] 首先第一假设它是一个bubble
[01:55:18--01:55:19] 我们上市能救我们吗
[01:55:19--01:55:20] 或者说能救AI吗
[01:55:20--01:55:22] 能救投资人的钱包
[01:55:22--01:55:25] 那不是救我对不对
[01:55:25--01:55:28] 所以这个事其实跟它上不上市
[01:55:28--01:55:29] 没什么关系
[01:55:29--01:55:31] 所以你混淆的两件事情混在一起
[01:55:31--01:55:33] 这么说其实我是不太认同
[01:55:33--01:55:34] 逻辑上它没有必然关系
[01:55:34--01:55:35] 这是第一个
[01:55:35--01:55:38] 第二个它是不是bubble这件事情
[01:55:38--01:55:39] 最近也讨论的比较多
[01:55:39--01:55:41] 我很习惯的跟大家聊这种天的时候
[01:55:41--01:55:43] 就会反问一句
[01:55:43--01:55:44] 你怎么定义bubble
[01:55:44--01:55:45] 什么叫bubble
[01:55:45--01:55:47] 当然任何周期都有泡沫
[01:55:47--01:55:48] 就是
[01:55:48--01:55:49] 当我们在开始讨论这个
[01:55:49--01:55:50] 肯定很担心的是
[01:55:50--01:55:53] 像以前那种周期里大崩盘的这种情况
[01:55:53--01:55:54] 它这个崩盘是因为什么
[01:55:54--01:55:55] 投资过热
[01:55:55--01:55:58] 投进这些东西得不到相应的这种收益
[01:55:58--01:55:59] 好
[01:55:59--01:56:00] 最近的泡沫是什么
[01:56:00--01:56:02] 你第一期不清楚它的本质没关系
[01:56:02--01:56:03] 我们就类比
[01:56:03--01:56:04] 最近的泡沫是什么
[01:56:04--01:56:05] 互联网
[01:56:05--01:56:06] 对
[01:56:06--01:56:07] 所有人都会告诉你说
[01:56:07--01:56:10] 最近的泡沫就是互联网那波泡沫
[01:56:10--01:56:12] 但是你看互联网
[01:56:12--01:56:14] 就算互联网泡沫破了
[01:56:14--01:56:16] 它留下了什么
[01:56:16--01:56:17] 现在大家用的很多的东西
[01:56:17--01:56:18] 享受的很多的东西
[01:56:18--01:56:20] 是泡沫的时代留下的东西
[01:56:20--01:56:22] 网络的基础设施
[01:56:22--01:56:23] 很多技术的革新
[01:56:23--01:56:24] 包括这些产品
[01:56:24--01:56:25] 很多东西的产品
[01:56:25--01:56:27] 都是那个年代留下的
[01:56:27--01:56:28] 你为什么要担心泡沫呢
[01:56:28--01:56:30] 担心自己刚好是被戳破的
[01:56:30--01:56:31] 说白了
[01:56:31--01:56:32] 还是担心自己兜你的钱
[01:56:32--01:56:33] 投资人的钱包
[01:56:33--01:56:34] 对
[01:56:34--01:56:35] 其实说白了它是这个
[01:56:35--01:56:36] 就是说
[01:56:36--01:56:39] 我能不能及时的收回我的投资的收益
[01:56:39--01:56:40] 并不是真正担心说
[01:56:40--01:56:43] 我投进的没有产生实际的东西
[01:56:43--01:56:45] 或者是产生实际的生产力
[01:56:45--01:56:47] 或者留下真正有价值的东西
[01:56:47--01:56:48] 对吧
[01:56:48--01:56:50] 其实你看本质上的分析分析
[01:56:50--01:56:51] 大家其实是因为这个
[01:56:51--01:56:52] 那好
[01:56:52--01:56:53] 那你说到这个角度的时候
[01:56:53--01:56:54] 那这个问题就容易解了
[01:56:54--01:56:55] 投资这个角度
[01:56:55--01:56:56] 你觉得美国够吗
[01:56:56--01:56:57] 你觉得中国够吗
[01:56:57--01:56:58] 都不够
[01:56:58--01:56:59] 这是你的认为对吧
[01:56:59--01:57:00] 如果投资都不够的话
[01:57:00--01:57:01] 那凭什么叫bubble呢
[01:57:01--01:57:04] 觉得不够的原因是因为离AGI还很远
[01:57:04--01:57:05] 那既然它不够
[01:57:05--01:57:06] 那再回来
[01:57:06--01:57:07] 离AGI还很远
[01:57:07--01:57:08] 那我们要不要去追求AGI
[01:57:08--01:57:10] 它有可能不在现有的技术范式下
[01:57:10--01:57:11] 也没有可能
[01:57:11--01:57:12] 那我们如果不投资
[01:57:12--01:57:13] 它会自然发生吗
[01:57:13--01:57:14] 它不会
[01:57:14--01:57:15] 那不就完了吗
[01:57:15--01:57:16] 谁还得投资
[01:57:16--01:57:17] 对啊
[01:57:17--01:57:18] 你这是从历史的大势来讲的
[01:57:18--01:57:19] 对啊
[01:57:19--01:57:21] 那你这个历史大势趋势它就是这个样子
[01:57:21--01:57:22] 我问你的一个问题
[01:57:22--01:57:24] 所有的逻辑都是一环一环相扣的
[01:57:24--01:57:26] 你就回答这些问题你就知道了
[01:57:26--01:57:28] 所以你担心这个事情其实是没有意义的
[01:57:28--01:57:29] 它必然会
[01:57:29--01:57:30] 就是你刚才说的
[01:57:30--01:57:32] 必然某个时间段它必然会有bubble
[01:57:32--01:57:33] 会有这个泡沫
[01:57:33--01:57:34] 没问题
[01:57:34--01:57:36] 只是泡沫大小而已
[01:57:36--01:57:37] 那我就问你大小嘛
[01:57:37--01:57:38] 你说投资够吗
[01:57:38--01:57:39] 你说不够
[01:57:39--01:57:41] 其实很多人也认为不够
[01:57:41--01:57:42] 我不敢说美国那边够不够
[01:57:42--01:57:43] 反正中国肯定是不够
[01:57:43--01:57:44] 中国少很多
[01:57:44--01:57:45] 对啊 少非常多
[01:57:45--01:57:46] 是美国的几十分之一
[01:57:46--01:57:47] 我看过一个统计数字
[01:57:47--01:57:49] 大概二十多分之一吧
[01:57:49--01:57:51] 很小 投入不是很大
[01:57:51--01:57:55] 而且很多的这种投入都投到了什么技术设施
[01:57:55--01:57:57] 反正就撒胡椒面撒下去了
[01:57:57--01:57:59] 它并不是集中在像美国那样
[01:57:59--01:58:01] 集中在那几家脑袋上
[01:58:01--01:58:02] 这样这个情况也不太一样
[01:58:02--01:58:03] 所以你要说有bubble
[01:58:03--01:58:06] 我相信在资本市场角度来看
[01:58:06--01:58:08] 美国那个事情可能是有bubble
[01:58:08--01:58:09] 但对中国这事不存在
[01:58:09--01:58:10] 它是不够的
[01:58:10--01:58:12] 它是远远不够的
[01:58:12--01:58:13] 你看朱先生
[01:58:13--01:58:17] 小虎他之前一直说大模型六小龙
[01:58:17--01:58:19] 连上一代的AIS小龙可能最后都不如
[01:58:19--01:58:21] 虽然我们进入了第二代的AI这个范式
[01:58:21--01:58:23] 你们出来创也是为了第二代AI范式
[01:58:23--01:58:25] 那从一个上市公司的角度
[01:58:25--01:58:28] 你觉得它跟第一代AI公司有什么本质区别
[01:58:28--01:58:30] 我无意反驳他这个观点
[01:58:30--01:58:32] 但我觉得他这个结论下来有点早
[01:58:32--01:58:34] 因为上一代的AIS小龙
[01:58:34--01:58:36] 其实还健在啊 还健在
[01:58:36--01:58:37] 你看才几年
[01:58:37--01:58:38] 你要从23年开始
[01:58:38--01:58:39] 算现在才三年
[01:58:39--01:58:41] 你要再往前推一点
[01:58:41--01:58:42] 你说从我们公司成立
[01:58:42--01:58:43] 19年开始
[01:58:43--01:58:44] 也才六年多
[01:58:44--01:58:46] 这么早就盖棺定论吗
[01:58:46--01:58:47] 我觉得还太早
[01:58:47--01:58:48] 所以他说的是个预测
[01:58:48--01:58:50] 预测这个事情呢
[01:58:50--01:58:51] 你可以不评价
[01:58:51--01:58:53] 我们就等着时间来证明就完了
[01:58:53--01:58:54] 还是回到那个点
[01:58:54--01:58:55] 他们觉得这个2B的
[01:58:55--01:58:57] 你这个定制的商业模式不性感
[01:58:57--01:59:00] 我觉得不是说2B就一定是定制
[01:59:00--01:59:01] 或者说
[01:59:01--01:59:03] 下次在国内也不好
[01:59:03--01:59:04] 对 也不好
[01:59:04--01:59:05] 所以他
[01:59:05--01:59:07] 这个东西你不能摆脱
[01:59:07--01:59:09] 这个实际的市场情况来说
[01:59:09--01:59:10] 这个事情
[01:59:10--01:59:12] 我知道很多东西
[01:59:12--01:59:13] 包括定价模式
[01:59:13--01:59:14] 或者说估值模式
[01:59:14--01:59:15] 很多东西是从
[01:59:15--01:59:16] 从资本市场的很多东西
[01:59:16--01:59:18] 是从海外过来的
[01:59:18--01:59:19] 从美国过来的
[01:59:19--01:59:21] 因为毕竟他们比较靠前
[01:59:21--01:59:22] 但是别忘了
[01:59:22--01:59:23] 这些东西都根植于它的文化
[01:59:23--01:59:24] 根植于它的历史
[01:59:24--01:59:25] 根植于它的经济
[01:59:25--01:59:27] 社会经济的状况
[01:59:27--01:59:28] 中国的事情很多时候
[01:59:28--01:59:30] 不是按这个来的
[01:59:30--01:59:31] 硬套
[01:59:31--01:59:33] 可能并不一定是个好事情
[01:59:33--01:59:34] 所以你还是走的是一个
[01:59:34--01:59:37] 更符合中国叙事的一个路线
[01:59:37--01:59:38] 也许
[01:59:38--01:59:40] 我们一直是认为说
[01:59:40--01:59:41] 天底下的路其实
[01:59:41--01:59:44] 不只只有一条
[01:59:44--01:59:45] 很多时候
[01:59:45--01:59:48] 并不要用历史的很多的
[01:59:48--01:59:49] 既有的这种经验
[01:59:49--01:59:51] 或者说规则
[01:59:51--01:59:52] 来框一些新的东西
[01:59:52--01:59:53] 很多时候
[01:59:53--01:59:55] 你的错失的一些机会
[01:59:55--01:59:57] 和一些事情都是因为这个
[01:59:57--01:59:59] 你看汤姆星早期开始的时候
[01:59:59--02:00:01] 其实大家的判断也是一样的
[02:00:01--02:00:03] 很多人说
[02:00:03--02:00:05] 这不就是暴力吗
[02:00:05--02:00:06] 一点都不科学的
[02:00:06--02:00:07] 所谓的优美
[02:00:07--02:00:08] 事实证明
[02:00:08--02:00:10] 当时的说这些预判的人
[02:00:10--02:00:11] 可能是
[02:00:11--02:00:13] 我不能说他错了
[02:00:13--02:00:14] 但至少他没预测对
[02:00:14--02:00:15] 所以这个没关系
[02:00:15--02:00:16] 说什么都会有
[02:00:16--02:00:17] 我们坚持
[02:00:17--02:00:19] 我们所认为的
[02:00:19--02:00:21] 而且它背后是有一套逻辑的
[02:00:21--02:00:23] 支持我的这个逻辑判断
[02:00:23--02:00:24] 我的判断
[02:00:24--02:00:25] 我的决策
[02:00:25--02:00:27] 然后我坚持做我自己的事情
[02:00:27--02:00:28] 刚才我们其实那个
[02:00:28--02:00:30] 关于2C的问题没有聊完
[02:00:30--02:00:32] 你好像没有告诉我一个时间点
[02:00:32--02:00:33] 是你明确决定
[02:00:33--02:00:34] 2C不是我们的重点
[02:00:34--02:00:36] 只是有一个关键的决定时间的吗
[02:00:36--02:00:37] 基本上
[02:00:37--02:00:39] Deep Seeker那一波出来之后
[02:00:39--02:00:40] 基本上我们就不再
[02:00:40--02:00:43] 花很多的精力去
[02:00:43--02:00:45] 资源去做推广
[02:00:45--02:00:46] 之前是推的
[02:00:46--02:00:48] 就是在Deep Seeker之前是推的
[02:00:48--02:00:49] 当然也非常克制
[02:00:49--02:00:51] 大家也很少看到我们的
[02:00:51--02:00:52] 比较不多
[02:00:52--02:00:54] 看到我们的东西没那么多
[02:00:54--02:00:56] 那时候还是觉得有2C的可能性的
[02:00:56--02:00:57] 有一定的可能性
[02:00:57--02:00:59] 因为我们当时打的几个
[02:00:59--02:01:02] 用户群体其实也挺明确的
[02:01:02--02:01:05] 上班族学生程序员等等
[02:01:05--02:01:08] 这些群体给他一个好工具
[02:01:08--02:01:09] 并不是说
[02:01:09--02:01:12] 创造什么情绪价值什么之类的
[02:01:12--02:01:14] 我们不会去打这种点
[02:01:14--02:01:15] 这也不是你们的基因对吧
[02:01:15--02:01:16] 对
[02:01:16--02:01:17] 这种娱乐性的产品
[02:01:17--02:01:19] 你怎么看到国内2C市场
[02:01:19--02:01:20] 2C战场
[02:01:20--02:01:21] AI 2C战场
[02:01:21--02:01:22] 豆包
[02:01:22--02:01:23] 请问Deep Seeker
[02:01:23--02:01:26] 2C这个事情可能目前来看
[02:01:26--02:01:27] 纯C
[02:01:27--02:01:28] 就是一般用户
[02:01:28--02:01:29] 大众用户
[02:01:29--02:01:32] 可能还真是互联网大厂的机会
[02:01:32--02:01:33] 因为这没办法
[02:01:33--02:01:36] 大量的平台还有流量
[02:01:36--02:01:38] 还有用户入口都在他们手里
[02:01:38--02:01:41] 他们比较容易把这些都切走
[02:01:41--02:01:44] 所以如果只是简单的一种
[02:01:44--02:01:47] 产品本身的价值不是很什么的话
[02:01:47--02:01:48] 没有什么独特性的话
[02:01:48--02:01:49] 很难复制的点的话
[02:01:49--02:01:51] 出世的战场基本上就是他们的
[02:01:51--02:01:53] 短期之内肯定就是这样
[02:01:53--02:01:55] 我听过一个评论就是在讲智普的
[02:01:55--02:01:56] 他们说
[02:01:56--02:01:58] 因为智普其实一直不算是市场上
[02:01:58--02:02:00] 最火最明星的项目对吧
[02:02:00--02:02:03] 都不是流量关注度最高的一个项目
[02:02:03--02:02:05] 但是是技术延伸的项目
[02:02:05--02:02:07] 然后你们是有视野有技术
[02:02:07--02:02:09] 但是看起来会有点boring
[02:02:09--02:02:10] 就是非常的现实
[02:02:10--02:02:12] 你觉得这个评价中肯吗
[02:02:12--02:02:13] 他给我一个描述说
[02:02:13--02:02:14] 就像水泥一样
[02:02:14--02:02:15] 没有那么的有趣
[02:02:15--02:02:17] 但是稳定性好
[02:02:17--02:02:19] 这个评论对你们来说是中肯的吗
[02:02:19--02:02:20] 还算中肯吧
[02:02:20--02:02:24] 就像大家评价清华的理工男一样
[02:02:24--02:02:25] 就是boring
[02:02:27--02:02:28] 他很聪明
[02:02:28--02:02:29] 也很能干
[02:02:29--02:02:31] 正经用途
[02:02:31--02:02:32] 让他干什么事情
[02:02:32--02:02:33] 他能干得很漂亮什么之类的
[02:02:33--02:02:35] 但是他就是没有太多的情绪价值
[02:02:35--02:02:37] Kimi像对你们来说
[02:02:37--02:02:39] 还是更酷一点对吧
[02:02:39--02:02:41] 从外部观感来看
[02:02:41--02:02:42] 怎么说呢
[02:02:42--02:02:43] 他也是清华理工男
[02:02:43--02:02:44] 对
[02:02:44--02:02:45] 所以这个我就是
[02:02:45--02:02:46] 这就是我佩服直琳
[02:02:46--02:02:47] 当然佩服直琳的一点
[02:02:47--02:02:50] 他是很会抓住普通人的眼球
[02:02:50--02:02:52] 知道怎么去推广
[02:02:52--02:02:55] 怎么去理解普通人的这些需求和想法
[02:02:55--02:02:56] 在我们看来
[02:02:56--02:03:00] 我们可能在这方面做的没有那么好
[02:03:00--02:03:02] 但也跟我们的定位有关系
[02:03:02--02:03:03] 你们有反思过吗
[02:03:03--02:03:05] 你们有觉得更C一点吗
[02:03:05--02:03:06] 更新眼球一点
[02:03:06--02:03:07] 更酷一点吗
[02:03:07--02:03:08] 我们做过一些尝试
[02:03:08--02:03:09] 做过一些事情
[02:03:09--02:03:10] 想要做这些事情
[02:03:10--02:03:11] 一直在努力
[02:03:11--02:03:13] 其实所以我们在
[02:03:13--02:03:15] 其实我们在这个比如说像开发者
[02:03:15--02:03:16] 像程序员
[02:03:16--02:03:18] 像这一类的人群里边
[02:03:18--02:03:20] 其实我们做过一些调查
[02:03:20--02:03:22] 大家对我们的口碑还是不错的
[02:03:22--02:03:23] 因为你坚持开源吗
[02:03:23--02:03:25] 对当然开源是会有一批了
[02:03:25--02:03:26] 当然包括我们的产品
[02:03:26--02:03:28] 包括我们的很多的优点
[02:03:28--02:03:30] 都是这帮人比较喜欢
[02:03:30--02:03:32] 他是工程师文化
[02:03:32--02:03:33] 这这么总结应该可以
[02:03:33--02:03:36] 就清华其实还是很提倡工程师文化
[02:03:36--02:03:37] 我觉得你其实是
[02:03:37--02:03:39] 就是还没有很好的准备
[02:03:39--02:03:40] 就做了CEO
[02:03:40--02:03:42] 并且被推进了一个大浪之中
[02:03:42--02:03:44] 你这三年什么感觉
[02:03:44--02:03:46] 你怎么知道我没有做好准备
[02:03:46--02:03:47] 不过你说对了
[02:03:47--02:03:49] 其实这个东西
[02:03:49--02:03:51] 后来我们自己内部几个人
[02:03:51--02:03:53] 一起喝酒聊天的时候
[02:03:53--02:03:54] 也说了这个事情
[02:03:54--02:03:56] 其实你任何时候都是没有准备好的
[02:03:56--02:03:57] 很多时候是
[02:03:57--02:03:59] 你只要认准了这个方向
[02:03:59--02:04:00] 愿意去学习
[02:04:00--02:04:02] 愿意去不断的提升自己
[02:04:02--02:04:03] 愿意去做这件事情
[02:04:03--02:04:04] 也不用太害怕
[02:04:04--02:04:05] 就可以去做
[02:04:05--02:04:07] 我觉得清华给我们最大的一个好处
[02:04:07--02:04:09] 就是教会了我们学习的方法
[02:04:09--02:04:10] 学习的能力
[02:04:10--02:04:12] 而且有这种学习的欲望
[02:04:12--02:04:14] 什么事情都愿意去学习
[02:04:14--02:04:16] 我觉得这就挺好
[02:04:16--02:04:17] 当然不是说足够
[02:04:17--02:04:18] 这就挺好
[02:04:18--02:04:19] 这个过程中最折磨你的
[02:04:19--02:04:20] 是什么事
[02:04:20--02:04:21] 其实还是来自于
[02:04:21--02:04:22] 对这些事情
[02:04:22--02:04:23] 很多事情的不熟悉
[02:04:23--02:04:24] 比如说我们开始
[02:04:24--02:04:26] 大规模做商业化之后
[02:04:26--02:04:28] 说实话这里边
[02:04:28--02:04:31] 还是要面临很多的这种挑战
[02:04:31--02:04:33] 之前没有碰到过
[02:04:33--02:04:35] 其实也没有人能告诉你
[02:04:35--02:04:36] 怎么去处理
[02:04:36--02:04:38] 因为我们做的这些事情
[02:04:38--02:04:39] 也是比较新的
[02:04:39--02:04:40] 商业模式也比较新
[02:04:40--02:04:41] 用户也好
[02:04:41--02:04:42] 投资人也好
[02:04:42--02:04:43] 客户也好
[02:04:43--02:04:44] 对我们的看法
[02:04:44--02:04:46] 其实也都非常的千奇百怪
[02:04:46--02:04:48] 你怎么样让你的这个认知
[02:04:48--02:04:50] 和对方的这个认知
[02:04:50--02:04:51] 能够对齐
[02:04:51--02:04:53] 其实这个挺suffering
[02:04:53--02:04:54] 你要花很多精力
[02:04:54--02:04:55] 去跟大家沟通
[02:04:55--02:04:56] 去交流
[02:04:56--02:04:57] 去拉起这个认知
[02:04:57--02:04:59] 一遍又一遍的重复很多的话
[02:04:59--02:05:01] 客户交流是你的工作
[02:05:01--02:05:02] 对很多客户
[02:05:02--02:05:03] 其实我都会到一线
[02:05:03--02:05:04] 去跟大家去讲
[02:05:04--02:05:05] 你刚才也说
[02:05:05--02:05:06] 就是在治理上
[02:05:06--02:05:07] 也遇到过很多困难
[02:05:07--02:05:08] 在成本控制上
[02:05:08--02:05:09] 遇到过很多困难
[02:05:09--02:05:10] 这个困难比较大的时候
[02:05:10--02:05:11] 是什么时候
[02:05:11--02:05:13] 当时我们刚出来创业的时候
[02:05:13--02:05:14] 张院士算是见多识广
[02:05:14--02:05:15] 跟我们讲过一件事
[02:05:15--02:05:16] 我印象还比较深
[02:05:16--02:05:20] 他说创业企业有几个坎
[02:05:20--02:05:22] 第一个坎是你50个人
[02:05:22--02:05:24] 一般的都能挺得过去
[02:05:24--02:05:25] 比较简单
[02:05:25--02:05:26] 你挣到钱就行
[02:05:26--02:05:27] 你只要有挣钱就行
[02:05:27--02:05:28] 亏不亏的不关键
[02:05:28--02:05:30] 第二个坎是200人
[02:05:30--02:05:32] 第三个坎可能是500
[02:05:32--02:05:33] 或者甚至更多一点
[02:05:33--02:05:34] 所以这几个坎
[02:05:34--02:05:35] 其实都
[02:05:35--02:05:37] 就是决定了你生死的
[02:05:37--02:05:38] 可能任何一个坎你过不去
[02:05:38--02:05:39] 你这个企业可能就完蛋了
[02:05:39--02:05:42] 但是我其实不是太理解
[02:05:42--02:05:44] 张院士为什么这么说
[02:05:44--02:05:45] 或者说
[02:05:45--02:05:46] 到底这个坎是因为什么
[02:05:46--02:05:48] 当我们亲身经历完了之后
[02:05:48--02:05:49] 就回过头再去看这个事情
