[00:00:03--00:00:10] Hello 大家好,欢迎收听张小俊商业访谈录,我是小俊
[00:00:10--00:00:14] 这是一档由语言级世界工作室出品的深度访谈节目
[02:26:37--02:26:37] 就是因为
[02:26:37--02:26:38] 大家可能
[02:26:38--02:26:39] 海外的用户
[02:26:39--02:26:41] 对于生产力工具
[02:26:41--02:26:42] 的付费意愿
[02:26:42--02:26:43] 就是更强
[02:26:43--02:26:44] 而agent就真的是
[02:26:44--02:26:45] 非常贵的一个东西
[02:26:45--02:26:46] 像我们刚才讲的
[02:26:46--02:26:47] agent可能有点像
[02:26:47--02:26:48] 工业生产
[02:26:48--02:26:49] 而不是传统互联网
[02:26:49--02:26:50] 这种编辑为零的东西
[02:26:50--02:26:51] 所以我们就会
[02:26:51--02:26:52] 非常非常慎重地
[02:26:52--02:26:53] 去做这件事
[02:26:53--02:26:54] 我们要先保证
[02:26:54--02:26:54] 自己能活下去
[02:26:54--02:26:56] 再去讨论这些事
[02:26:56--02:26:57] 目前我们在活着的边缘
[02:26:57--02:26:59] 那中国这部分的功能
[02:26:59--02:27:00] 有谁提供
[02:27:00--02:27:00] 你觉得
[02:27:00--02:27:02] 我觉得这个功能
[02:27:02--02:27:04] 其实还是比较充裕的
[02:27:04--02:27:05] 就是在Mannus出来之后
[02:27:05--02:27:06] 在接下来几个月中
[02:27:06--02:27:07] 我看见有大量
[02:27:07--02:27:09] 类似于Mannus产品出现
[02:27:09--02:27:10] 而且很多也是
[02:27:10--02:27:11] 我们国内团队去做的
[02:27:11--02:27:12] 所以我觉得这个挺好的
[02:27:12--02:27:13] 但是真正的
[02:27:13--02:27:14] 我觉得难点就是
[02:27:14--02:27:14] 他们会跟我们
[02:27:14--02:27:15] 遇见一样的
[02:27:15--02:27:16] 就是你到底
[02:27:16--02:27:17] 要补贴到什么时候
[02:27:17--02:27:18] 对你如何去把你的
[02:27:18--02:27:20] 这个产品的商业化跑通
[02:27:20--02:27:22] 这决定能走多远
[02:27:22--02:27:23] 见了什么有趣的人
[02:27:23--02:27:25] 我其实见人非常少
[02:27:25--02:27:26] 就是因为
[02:27:26--02:27:27] 我们现在分工是这样
[02:27:27--02:27:28] 就是可能涛哥
[02:27:28--02:27:29] 就张涛跟小红
[02:27:29--02:27:30] 会去见更多的
[02:27:30--02:27:30] 外部的合作
[02:27:30--02:27:32] 但是像我跟潘潘
[02:27:32--02:27:33] 我们还是要保证
[02:27:33--02:27:34] 这个产品的持续迭代
[02:27:34--02:27:35] 所以刻意
[02:27:35--02:27:36] 我应该去少见一些人
[02:27:36--02:27:39] 为什么海外很多巨头
[02:27:39--02:27:40] 都愿意见你们
[02:27:40--02:27:41] 对 我觉得几方面吧
[02:27:41--02:27:42] 一方面是这样
[02:27:42--02:27:43] 就是很多时候
[02:27:43--02:27:44] 他们是同时
[02:27:44--02:27:45] 具有云和模型业务的
[02:27:45--02:27:46] 比如说像Google
[02:27:46--02:27:47] 比如像Microsoft
[02:27:47--02:27:48] 那自然就是一个
[02:27:48--02:27:49] 非常好的一个合作
[02:27:49--02:27:50] 相对于我们是
[02:27:50--02:27:51] 他们非常大的客户
[02:27:51--02:27:52] 但与此同时
[02:27:52--02:27:53] 他们其实也在探索
[02:27:53--02:27:55] 新的这些机会在哪
[02:27:55--02:27:56] 比如说我们前一阵
[02:27:56--02:27:57] 跟微软一块发布了
[02:27:57--02:27:58] 新的那个Agent 365
[02:27:58--02:27:58] 这个东西
[02:27:58--02:27:59] 那这样的话
[02:27:59--02:28:00] 就是你能把
[02:28:00--02:28:01] 所有的电脑
[02:28:01--02:28:04] 从一个PC变成AIPC
[02:28:04--02:28:05] 那我们可能是这样
[02:28:05--02:28:06] 生态版图中的
[02:28:06--02:28:06] 一部分
[02:28:06--02:28:07] 然后更多的一些
[02:28:07--02:28:08] 就是因为我们
[02:28:08--02:28:09] 作为一个Agent
[02:28:09--02:28:10] 整个行业的一个代表
[02:28:10--02:28:11] 其实我们能给
[02:28:11--02:28:12] 他们的一些东西
[02:28:12--02:28:13] 其实是影响
[02:28:13--02:28:15] 未来他能服务
[02:28:15--02:28:16] 更多人的一个范式的
[02:28:16--02:28:17] 像刚才讲到
[02:28:17--02:28:17] 比如说我们跟
[02:28:17--02:28:18] DeepMind这些合作
[02:28:18--02:28:19] 跟微软这些合作
[02:28:19--02:28:20] 其实我们也在
[02:28:20--02:28:21] 主动把很多
[02:28:21--02:28:22] 我们在构建
[02:28:22--02:28:22] Manus过程中
[02:28:22--02:28:23] 学到的东西
[02:28:23--02:28:25] 以标准化的API的形式
[02:28:25--02:28:26] 提供给更多的开发者
[02:28:26--02:28:26] 比如前一阵
[02:28:26--02:28:27] 那个Google Cloud
[02:28:27--02:28:28] 开发者大会上
[02:28:28--02:28:29] 那个Google Cloud的
[02:28:29--02:28:30] CEO Thomas
[02:28:30--02:28:30] 他直接就当着
[02:28:30--02:28:32] 全场所有用户
[02:28:32--02:28:33] 就所有开转面说
[02:28:33--02:28:34] 之前有一些
[02:28:34--02:28:35] 只给Manus用的feature
[02:28:35--02:28:36] 现在你们都可以用
[02:28:36--02:28:37] 所以我觉得
[02:28:37--02:28:37] 这个还是让我们
[02:28:37--02:28:39] 挺有成就感的
[02:28:39--02:28:40] 就是我们不仅
[02:28:40--02:28:41] 做了一款很好的产品
[02:28:41--02:28:42] 且我们的技术
[02:28:42--02:28:43] 也在帮助更多人
[02:28:43--02:28:44] 更好的构建Agent
[02:28:44--02:28:45] Manus 1.5
[02:28:45--02:28:47] 中间有什么know-how呢
[02:28:47--02:28:48] 我觉得这有一个
[02:28:48--02:28:49] 最大的know-how
[02:28:49--02:28:50] 就是通过一个
[02:28:50--02:28:50] 新的版本号
[02:28:50--02:28:51] 是最好的让用户
[02:28:51--02:28:53] 理解有更新的一个方式
[02:28:53--02:28:54] 对 这个很好玩
[02:28:54--02:28:55] 就是大家可能
[02:28:55--02:28:55] 已经习惯了
[02:28:55--02:28:56] 像机座模型
[02:28:56--02:28:57] 以版本来断代
[02:28:57--02:28:59] 就比如说GPT3
[02:28:59--02:29:00] GPT4对吧
[02:29:00--02:29:01] 但实际上我们做
[02:29:01--02:29:02] Agent或者做系统的时候
[02:29:02--02:29:03] 你很多时候
[02:29:03--02:29:04] 还是在一个feature
[02:29:04--02:29:05] 来不断去强调
[02:29:05--02:29:06] 说这一个更新
[02:29:06--02:29:07] 这一个更新
[02:29:07--02:29:07] 但用户的实感
[02:29:07--02:29:08] 可能没有那么强
[02:29:08--02:29:10] 所以Manus 1.5
[02:29:10--02:29:11] 它其实不是一个突变
[02:29:11--02:29:12] 它很好玩
[02:29:12--02:29:13] 它只是把我们
[02:29:13--02:29:15] 过去一系列的东西
[02:29:15--02:29:16] 以1.5形式打包了
[02:29:16--02:29:17] 其实很多新的feature
[02:29:17--02:29:18] 都是在过去几个月中
[02:29:18--02:29:19] 迭代去上线的
[02:29:19--02:29:20] 但这个过程中
[02:29:20--02:29:21] 用户就能直接体现到
[02:29:21--02:29:23] 体感到好像非常不一样
[02:29:23--02:29:24] 但说实话
[02:29:24--02:29:26] 其实1.5发布那一刻的更新
[02:29:26--02:29:26] 没有那么大
[02:29:26--02:29:27] 这就是我们很好玩的
[02:29:27--02:29:28] 一个发现
[02:29:28--02:29:30] 就是你得让用户
[02:29:30--02:29:31] 意识到你有变化
[02:29:31--02:29:32] 用户才能
[02:29:32--02:29:33] 才能真的去感受到变化
[02:29:33--02:29:34] 对 这是第一点
[02:29:34--02:29:35] 然后第二点就是
[02:29:35--02:29:36] Manus 1.5非常大的
[02:29:36--02:29:37] 一个技术的演进
[02:29:37--02:29:39] 就是我们把任务完成的速度
[02:29:39--02:29:39] 进一步提升了
[02:29:39--02:29:41] 而且这个是一个
[02:29:41--02:29:41] 无损的提升
[02:29:41--02:29:43] 就是说简单点
[02:29:43--02:29:44] 就是Manus 1.5
[02:29:44--02:29:45] 能够用更快的速度
[02:29:45--02:29:46] 完成简单的任务
[02:29:46--02:29:47] 但在更复杂的任务上
[02:29:47--02:29:48] 去投入更多的
[02:29:48--02:29:49] Inference Time的一个computer
[02:29:49--02:29:50] 这方面也是
[02:29:50--02:29:51] 比较大的一个差别
[02:29:51--02:29:52] 但是放到这个
[02:29:52--02:29:53] 平均体感上来说
[02:29:53--02:29:54] 应该快了三到五倍
[02:29:54--02:29:56] 你那天还发朋友圈说
[02:29:56--02:29:57] 今天Manus有两件大事
[02:29:57--02:29:59] 一个是1.5发布了
[02:29:59--02:30:00] 另一个恐怕要
[02:30:00--02:30:01] 老了血回忆录再说了
[02:30:01--02:30:02] 是什么事
[02:30:02--02:30:03] 老了血回忆录再说
[02:30:03--02:30:06] 通用agent和chapot
[02:30:06--02:30:07] 未来会是什么关系
[02:30:07--02:30:08] 因为所有的chapot
[02:30:08--02:30:09] 也会变成agent
[02:30:09--02:30:10] 是这样的
[02:30:10--02:30:11] 但是实际上
[02:30:11--02:30:13] 这个不是能力所决定的
[02:30:13--02:30:14] chapot跟agent
[02:30:14--02:30:16] 我们觉得是用户群决定的
[02:30:16--02:30:17] 就比如说
[02:30:17--02:30:18] 对于所有人来说
[02:30:18--02:30:19] 他可能都有chat这个需求
[02:30:19--02:30:20] 但并不一定
[02:30:20--02:30:20] 所有人都需要
[02:30:20--02:30:22] 高价值脑力劳动的任务
[02:30:22--02:30:24] 但是我会自然地
[02:30:24--02:30:25] 想通过它去做点啥
[02:30:25--02:30:25] 嗯
[02:30:25--02:30:27] 它就变成了一个
[02:30:27--02:30:28] 可能在AI时代
[02:30:28--02:30:29] 最大的入口
[02:30:29--02:30:30] 这是open eye的故事吧
[02:30:30--02:30:32] 对 这是open eye的故事
[02:30:32--02:30:32] 但我觉得就是
[02:30:32--02:30:33] 这仍然是一个
[02:30:33--02:30:34] 传播链路的问题
[02:30:34--02:30:34] 就首先
[02:30:34--02:30:36] 你在打的这个用户群
[02:30:36--02:30:37] 你所描绘的一个点
[02:30:37--02:30:38] open eye就不一样
[02:30:38--02:30:39] 同时我们要保证的就是说
[02:30:39--02:30:40] 对于这个用户群
[02:30:40--02:30:41] 我们能永远提供
[02:30:41--02:30:42] 最好的体验
[02:30:42--02:30:42] 他们的需求
[02:30:42--02:30:43] 跟chapot用户是不一样
[02:30:43--02:30:44] chapot可能
[02:30:44--02:30:46] 很多人其实心里知道
[02:30:46--02:30:47] chatgpt也许此刻
[02:30:47--02:30:49] 不是最好的chapot
[02:30:49--02:30:49] 比如实际上
[02:30:49--02:30:50] 大家知道Gemini 3
[02:30:50--02:30:51] 可能在某些场景下
[02:30:51--02:30:52] 比chatgpt还要好
[02:30:52--02:30:53] 但是对我来说无所谓
[02:30:53--02:30:54] 因为我只是
[02:30:54--02:30:55] 拿它完成一些
[02:30:55--02:30:56] 就quick and easy的task
[02:30:56--02:30:57] 但是对于
[02:30:57--02:30:58] minus要打这群人
[02:30:58--02:30:59] 他们的质量的敏感程度
[02:30:59--02:31:00] 是极高的
[02:31:00--02:31:01] 我们做过一些双盲测试
[02:31:01--02:31:02] 就比如说
[02:31:02--02:31:03] 我们抽5%的用户
[02:31:03--02:31:05] 我们悄悄会用
[02:31:05--02:31:06] 另外一个模型
[02:31:06--02:31:06] 然后就发现
[02:31:06--02:31:07] 那会儿用户的满意度
[02:31:07--02:31:08] 直接就下降了
[02:31:08--02:31:09] 所以我们其实在服务
[02:31:09--02:31:11] 最挑剔的一群人
[02:31:11--02:31:12] 而他们永远要的
[02:31:12--02:31:12] 就是此刻
[02:31:12--02:31:13] 这一个时间点上
[02:31:13--02:31:15] AI能提供的最高的水平
[02:31:15--02:31:17] minus火了以后
[02:31:17--02:31:18] 飘过没有啊
[02:31:18--02:31:18] 什么叫飘
[02:31:18--02:31:19] 飘过没有
[02:31:19--02:31:19] 飘
[02:31:19--02:31:21] 就是人飘了
[02:31:21--02:31:21] 不会
[02:31:21--02:31:22] 因为我们其实
[02:31:22--02:31:23] 每天受到的负面反馈
[02:31:23--02:31:24] 会比正面反馈更多
[02:31:24--02:31:26] 那会很悲伤吗
[02:31:26--02:31:27] 也不会
[02:31:27--02:31:28] 因为我们都是老灯
[02:31:28--02:31:29] 中灯
[02:31:29--02:31:29] 中灯
[02:31:29--02:31:30] 就其实就
[02:31:30--02:31:31] 怎么说
[02:31:31--02:31:32] 就有点心里憋着一口气
[02:31:32--02:31:33] 就说
[02:31:33--02:31:34] 为什么现在
[02:31:34--02:31:35] 我们可以站出来说这些事
[02:31:35--02:31:35] 就还有就是
[02:31:35--02:31:36] 我们之前觉得
[02:31:36--02:31:37] 说什么也没用
[02:31:37--02:31:39] 你还得打铁需要自身硬
[02:31:39--02:31:40] 你觉得minus未来会有多大
[02:31:40--02:31:42] 它能服务多少用户
[02:31:42--02:31:43] 我觉得不想用
[02:31:43--02:31:45] 服务多少用户来说
[02:31:45--02:31:46] 而是我们还想说
[02:31:46--02:31:46] 就是到底
[02:31:46--02:31:47] 对于每个用户
[02:31:47--02:31:48] 我们能为它产生
[02:31:48--02:31:50] 的agentic hours
[02:31:50--02:31:51] 就是说
[02:31:51--02:31:52] 对于一个高价值用户
[02:31:52--02:31:54] 它可能能把minus用的用量
[02:31:54--02:31:56] 是一个普通用户的1000倍
[02:31:56--02:31:57] 这实际上每天都在发生
[02:31:57--02:31:59] 我们经常有一个用户
[02:31:59--02:32:00] 一个能付我们几千美金
[02:32:00--02:32:01] 为什么
[02:32:01--02:32:02] 因为它有不断有很多的
[02:32:02--02:32:03] 这个高价值任务要跑
[02:32:03--02:32:04] 所以我觉得minus追求的
[02:32:04--02:32:05] 不是DAU
[02:32:05--02:32:07] 这是我们很早就想清楚的一件事
[02:32:07--02:32:09] 而是把最有高交球的用户
[02:32:09--02:32:11] 高价值用户的高价值task
[02:32:11--02:32:12] 做到最好
[02:32:12--02:32:13] 体现在的可能更多的是
[02:32:13--02:32:14] 我们的营收
[02:32:14--02:32:14] 而不是DAU上
[02:32:14--02:32:16] 这个是小红的想法吗
[02:32:16--02:32:17] 这个我觉得就是
[02:32:17--02:32:18] 大家align hold的
[02:32:18--02:32:19] 一个想法
[02:32:19--02:32:21] 所以你们的公司指标
[02:32:21--02:32:22] 是营收不是DAU
[02:32:22--02:32:23] 不是DAU
[02:32:23--02:32:24] 这个有趣
[02:32:24--02:32:25] 对
[02:32:25--02:32:26] 你觉得这个创业逻辑
[02:32:26--02:32:27] 跟互联网时代是不是不一样
[02:32:27--02:32:28] 我觉得完全不一样
[02:32:28--02:32:30] 原因是因为
[02:32:30--02:32:32] 公司有token消耗
[02:32:32--02:32:33] 不是
[02:32:33--02:32:34] 就是两点
[02:32:34--02:32:36] 就是可能刚才我们都多少cover到了
[02:32:36--02:32:37] 第一点就是
[02:32:37--02:32:39] AI其实不是一个平台变化
[02:32:39--02:32:40] AI是一个技术增量
[02:32:40--02:32:41] 所以就是
[02:32:41--02:32:42] 其实它
[02:32:42--02:32:43] 怎么说
[02:32:43--02:32:44] 就是以前的优势
[02:32:44--02:32:45] 是能够惯性发挥的
[02:32:45--02:32:46] 所以其实很多场景下
[02:32:46--02:32:48] 是传统的强者
[02:32:48--02:32:48] 加强者
[02:32:48--02:32:49] 加上AI
[02:32:49--02:32:50] 强者恒强
[02:32:50--02:32:51] 强者更强了
[02:32:51--02:32:52] 虽然这词听起来比较悲观
[02:32:52--02:32:54] 但是应该说强者具有先发优势
[02:32:54--02:32:55] 且较好的利用的这一点
[02:32:55--02:32:56] 对
[02:32:56--02:32:56] 这是第一点
[02:32:56--02:32:57] 然后第二点是什么
[02:32:57--02:32:59] 就是刚才讲到这个编辑成本问题
[02:32:59--02:33:00] 就是目前为止
[02:33:00--02:33:01] AI还是更像制造业
[02:33:01--02:33:03] 而不是像互联网
[02:33:03--02:33:04] 哦
[02:33:04--02:33:05] 这个还挺理智的呢
[02:33:05--02:33:06] 是
[02:33:06--02:33:09] 不理智早死了
[02:33:09--02:33:10] 所以你们没有试图去讲一个
[02:33:10--02:33:12] 我要做
[02:33:12--02:33:15] 就是全球第一的通用agent
[02:33:15--02:33:16] 或者是全球最重要的入口的
[02:33:16--02:33:18] 这样的一个故事
[02:33:18--02:33:18] 这是两个命题
[02:33:18--02:33:20] 我们一定要做全球最好的通用agent
[02:33:20--02:33:21] 这是一定要做的
[02:33:21--02:33:22] 最好的通用agent
[02:33:22--02:33:23] 最高质量
[02:33:23--02:33:24] 就是在当今一刻
[02:33:24--02:33:26] 如果你抛弃一切成本
[02:33:26--02:33:26] 或者什么东西
[02:33:26--02:33:28] 我们永远提供最高的质量
[02:33:28--02:33:29] 这是第一点
[02:33:29--02:33:30] 那如果有一个人
[02:33:30--02:33:32] 来用低价打你们呢
[02:33:32--02:33:33] 因为你们要
[02:33:33--02:33:35] 那我们不用更低的价格打死他
[02:33:35--02:33:36] 那他们可以不要
[02:33:36--02:33:37] 大厂就可以不要营收啊
[02:33:37--02:33:39] 大厂就不要营收
[02:33:39--02:33:40] 哦你说来卷是吧
[02:33:40--02:33:40] 对啊
[02:33:40--02:33:40] 对
[02:33:40--02:33:41] 但这个东西其实是这样
[02:33:41--02:33:43] 我觉得对于一些用户来说
[02:33:43--02:33:45] 他们其实价格不是那么敏感
[02:33:45--02:33:47] 就包括现在Manage用户
[02:33:47--02:33:47] 其实
[02:33:47--02:33:48] 我们也觉得Manage
[02:33:48--02:33:49] 确实是挺贵的一个产品
[02:33:49--02:33:51] 但是我们用户问我的问题
[02:33:51--02:33:51] 你知道是什么
[02:33:51--02:33:53] 是说Manage现在
[02:33:53--02:33:54] 你收了40美金一个月
[02:33:54--02:33:55] 你能不能让我看看
[02:33:55--02:33:56] 如果我愿意付200美金
[02:33:56--02:33:58] 它效果能变好多少
[02:33:58--02:33:59] 所以我觉得这个mindset
[02:33:59--02:34:00] 是完全不一样的
[02:34:00--02:34:02] 所以就是这种定价的优化
[02:34:02--02:34:03] 基本不在我们的路线图里
[02:34:03--02:34:06] 你们没有想要做
[02:34:06--02:34:09] 最重要的那个AI入口之一吧
[02:34:09--02:34:10] 这是一个目标吗
[02:34:10--02:34:12] 我觉得首先一点就是
[02:34:12--02:34:14] 可能不存在单一的AI入口吧
[02:34:14--02:34:15] 就好比比如说
[02:34:15--02:34:17] 现在移动互联网的入口是什么
[02:34:17--02:34:17] 哦
[02:34:17--02:34:18] 好像确实是存在一些
[02:34:18--02:34:19] 但是我觉得
[02:34:19--02:34:21] 就是对于我们所服务这个客群
[02:34:21--02:34:22] 就以我们自己为例
[02:34:22--02:34:23] 我们自己一定是Manage用户
[02:34:23--02:34:25] 我们自己手机上也有产GPT
[02:34:25--02:34:26] 这是一个
[02:34:26--02:34:28] 当你足够的
[02:34:28--02:34:29] Prosumer市场的时候
[02:34:29--02:34:30] 这些人会自己知道
[02:34:30--02:34:31] 什么时候用什么产品
[02:34:31--02:34:33] 之前那个A6CZ
[02:34:33--02:34:34] 有一个很好玩的一个调查
[02:34:34--02:34:36] 就说如果你的手机上
[02:34:36--02:34:38] 装有某些某一个软件的话
[02:34:38--02:34:40] 那么这个用户的手机上
[02:34:40--02:34:42] 安装另外一个软件的概率的
[02:34:42--02:34:43] 最大异常值是什么
[02:34:43--02:34:45] 这个说起来可能有点绕
[02:34:45--02:34:46] 就是说对于一般人来说
[02:34:46--02:34:46] 可能
[02:34:47--02:34:49] 安装某个软件的概率是怎样
[02:34:49--02:34:50] 但是如果一个用户
[02:34:50--02:34:51] 他手机上先装了一个软件
[02:34:51--02:34:53] 那突然哪个软件的概率
[02:34:53--02:34:54] 安装概率突然提升
[02:34:54--02:34:56] 你发现装了
[02:34:56--02:34:57] ChatGPT Cloud
[02:34:57--02:34:58] DeepSeek所有这些用户
[02:34:58--02:35:00] 他们的最大异常值全是Manage
[02:35:00--02:35:02] 所以Manage几乎是在跟所有这些
[02:35:02--02:35:04] 查报并存的一个状态
[02:35:04--02:35:05] 当然这其实是好的解读
[02:35:05--02:35:06] 坏的解读就是
[02:35:06--02:35:07] 我们觉得目前Manage
[02:35:07--02:35:08] 其实还原来没有
[02:35:08--02:35:10] 渗透到所有我们想服务的用户
[02:35:10--02:35:11] 因为目前还是就是最业内
[02:35:11--02:35:13] 或者相对来说比较这个
[02:35:13--02:35:14] 科技权的人
[02:35:14--02:35:15] 充分了解了Manage
[02:35:15--02:35:16] 但这就是我们觉得
[02:35:16--02:35:17] 我们在Marketing方面
[02:35:17--02:35:18] 还有很长的路要走
[02:35:18--02:35:19] 这方面我们在学习
[02:35:19--02:35:21] AI产品有垄断效应吗
[02:35:21--02:35:23] 我觉得有
[02:35:23--02:35:24] 但是就是怎么说
[02:35:24--02:35:25] 就是AI产品的垄断
[02:35:25--02:35:28] 是你能垄断一个类型
[02:35:28--02:35:29] 但是这个类型吧
[02:35:29--02:35:30] 可能也在不断地产生
[02:35:30--02:35:32] 像比如ChatGPT我觉得
[02:35:32--02:35:33] ChatGPT也许还真算不上垄断
[02:35:33--02:35:35] 因为GMI最近势头也很好
[02:35:35--02:35:36] 但你能垄断一种心智
[02:35:36--02:35:38] 或者一个类型的心智
[02:35:38--02:35:39] 才能建立一个品牌
[02:35:39--02:35:40] 才能建立一个品牌
[02:35:40--02:35:41] 它能像比如说Google
[02:35:41--02:35:43] 这种搜索引擎这种
[02:35:43--02:35:44] 它可能一个人统治90%市场
[02:35:44--02:35:45] 或者百度在国内
[02:35:45--02:35:47] ChatBot会成为这样的市场格局吗
[02:35:47--02:35:48] 我不敢说
[02:35:48--02:35:51] 但是因为就我对搜索引擎市场
[02:35:51--02:35:53] 可能我的认知也还在
[02:35:53--02:35:54] 我还在做搜索那个阶段吧
[02:35:54--02:35:56] 就我觉得搜索引擎市场非常特殊的
[02:35:56--02:35:57] 因为搜索引擎
[02:35:57--02:35:59] 其实一半是在内容里头
[02:35:59--02:36:00] 就是说你的这个数据供给
[02:36:00--02:36:02] 是无法因为技术的迭代
[02:36:02--02:36:03] 而去被颠覆的
[02:36:03--02:36:05] 所以搜索引擎是一个
[02:36:05--02:36:07] 非常容易强者横抢的一个领域
[02:36:07--02:36:08] 对 因为你已经跟太多人
[02:36:08--02:36:10] 产生了利益的关联
[02:36:10--02:36:11] 包括你的广告商
[02:36:11--02:36:11] 你的内容商
[02:36:11--02:36:13] 但是ChatBot目前为止
[02:36:13--02:36:15] 可能还是因为到现在
[02:36:15--02:36:15] ChatBot也才
[02:36:15--02:36:17] 刚好三年
[02:36:17--02:36:18] 对 我觉得还是一个
[02:36:18--02:36:19] 比较早的一个状态
[02:36:19--02:36:20] 比如如果你现在
[02:36:20--02:36:21] 只是2002的谷歌的话
[02:36:21--02:36:22] 现在一切还不好说
[02:36:22--02:36:25] 而且好像还没有产生网络效应
[02:36:25--02:36:27] 对 AI产品的网络效应
[02:36:27--02:36:27] 我觉得是
[02:36:27--02:36:29] 好问题
[02:36:29--02:36:31] 我觉得没有看到任何一个
[02:36:31--02:36:32] 真正网络效应的AI产品
[02:36:32--02:36:33] 这是为什么
[02:36:33--02:36:37] 因为所谓的网络效应
[02:36:37--02:36:38] 我觉得更多是你能
[02:36:38--02:36:40] 有两种吧
[02:36:40--02:36:40] 一种叫
[02:36:40--02:36:42] Beyond someone else's work
[02:36:42--02:36:42] 就是说
[02:36:42--02:36:45] 你能基于其他人的产出
[02:36:45--02:36:47] 进一步的去贡献
[02:36:47--02:36:48] 这是一类
[02:36:48--02:36:49] 然后另外一类
[02:36:49--02:36:50] 可能就是完全是
[02:36:50--02:36:51] 由于用户关系
[02:36:51--02:36:52] 所带来的网络效应
[02:36:52--02:36:54] 但这些东西
[02:36:54--02:36:55] 其实在这两个场景里
[02:36:55--02:36:56] AI似乎都是附加值
[02:36:56--02:36:57] 对不对
[02:36:57--02:36:58] AI是附加值
[02:36:58--02:36:59] 对 附加值
[02:36:59--02:37:00] 不知道加了它
[02:37:00--02:37:02] 为什么就能进一步的连接人了
[02:37:02--02:37:02] 没错
[02:37:02--02:37:03] 或者说AI不是产生
[02:37:03--02:37:05] 这两个要素的关键点
[02:37:05--02:37:08] AI是能够帮你提效
[02:37:08--02:37:09] 能够帮你完成任务
[02:37:09--02:37:10] 能够给你产生结果
[02:37:10--02:37:10] 产生交付
[02:37:10--02:37:12] 那可能新的网络
[02:37:12--02:37:12] 不是
[02:37:12--02:37:13] 人和人的
[02:37:13--02:37:14] 是AI和AI的
[02:37:14--02:37:15] 或者人和AI的
[02:37:15--02:37:16] 要这么说的话
[02:37:16--02:37:17] 我觉得是有的
[02:37:17--02:37:18] 就包括我刚才
[02:37:18--02:37:19] 一直在强调一个词
[02:37:19--02:37:21] 叫比如说基础能力
[02:37:21--02:37:22] 或者原子能力的网络效应
[02:37:22--02:37:24] 就刚才我们讲过
[02:37:24--02:37:24] 就是Mannus
[02:37:24--02:37:25] 其实增加能力
[02:37:25--02:37:25] 是非常谨慎的
[02:37:25--02:37:27] 但是我每次都要保证
[02:37:27--02:37:28] 就是这个能力
[02:37:28--02:37:28] 能跟别的能力
[02:37:28--02:37:29] 形成组合权
[02:37:29--02:37:30] 用了组合权这个词
[02:37:30--02:37:32] 就是什么意思呢
[02:37:32--02:37:32] 就比如说
[02:37:32--02:37:33] 最早我们给Mannus
[02:37:33--02:37:35] 加入了一个看图的能力
[02:37:35--02:37:36] 看图能力
[02:37:36--02:37:36] 其实一开始想法很简单
[02:37:36--02:37:37] 就只不过是说
[02:37:37--02:37:38] 希望Mannus能看一看
[02:37:38--02:37:39] 它生成的图好不好
[02:37:39--02:37:40] 到后来我们发现
[02:37:40--02:37:41] 加了看图
[02:37:41--02:37:42] 或者多门态输入能力之后
[02:37:42--02:37:44] Mannus开始自己学会去
[02:37:44--02:37:45] 检查自己做的网页
[02:37:45--02:37:46] 是否能玩得通
[02:37:46--02:37:47] 所以就是你增加
[02:37:47--02:37:48] 一个基础能力的同时
[02:37:48--02:37:50] 能跟你所有通用的agent
[02:37:50--02:37:51] 这个水平别的能力之间
[02:37:51--02:37:52] 产生交互
[02:37:52--02:37:53] 这我们叫做
[02:37:53--02:37:53] 可能能力
[02:37:53--02:37:55] 原子能力的网络效应
[02:37:55--02:37:56] 这是我们已经观察到了
[02:37:56--02:37:57] 就是你可以让
[02:37:57--02:37:58] 你的agent能力
[02:37:58--02:37:59] 以一个指数形式提升
[02:37:59--02:38:00] 这是第一点
[02:38:00--02:38:01] 然后第二点就是
[02:38:01--02:38:01] 如果你说agent
[02:38:01--02:38:02] 跟agent之间的
[02:38:02--02:38:03] 网络效应的话
[02:38:03--02:38:04] 那看怎么解读
[02:38:04--02:38:05] 像比如说
[02:38:05--02:38:06] 我觉得Mannus的wide research
[02:38:06--02:38:06] 就是我们这个
[02:38:06--02:38:07] 广域搜索能力
[02:38:07--02:38:08] 其实也是一种
[02:38:08--02:38:09] 也许是agent之间
[02:38:09--02:38:10] 网络效应
[02:38:10--02:38:11] 就是一个agent
[02:38:11--02:38:12] 可以调度很多别的agent
[02:38:12--02:38:13] 他们之间还能互相通信
[02:38:13--02:38:14] 去共同完成一个
[02:38:14--02:38:15] 单独的一个agent
[02:38:15--02:38:17] 无法完成的任务
[02:38:17--02:38:17] 然后另外当然
[02:38:17--02:38:18] 也有些人在尝试
[02:38:18--02:38:20] 就是说让agent
[02:38:20--02:38:21] 比如说加入到
[02:38:21--02:38:23] 人的协作的上下文中
[02:38:23--02:38:24] 这我们也在做一些测试
[02:38:24--02:38:25] 比如说Mannus现在
[02:38:25--02:38:26] 能用slack打通
[02:38:26--02:38:27] 它能带来一个
[02:38:27--02:38:28] 比较好的一个点
[02:38:28--02:38:28] 就是很多时候
[02:38:28--02:38:30] 我们的讨论是不带着AI的
[02:38:30--02:38:31] 但实际上更多的讨论
[02:38:31--02:38:32] 都是在人与人之间
[02:38:32--02:38:33] 去无形中产生的
