[00:00:00--00:00:02] 就是蒋曾国藩从二十多岁
[02:15:22--02:15:24] 它能解决的是一个
[02:15:24--02:15:27] 这个比如说一托盘的货
[02:15:27--02:15:29] 这种这种插车吧搞一下
[02:15:29--02:15:30] 或者是马舵
[02:15:30--02:15:32] 大的这种机械币去马舵
[02:15:32--02:15:33] 那是可以解决的
[02:15:33--02:15:36] 但真正到了这种物体成千上万个
[02:15:36--02:15:38] 然后不同类型不同形状的
[02:15:38--02:15:40] 传统方案是失效的
[02:15:40--02:15:41] 这是第一个问题
[02:15:41--02:15:44] 然后我们继续说第二个问题
[02:15:44--02:15:46] 刚才第一个问题说的是说
[02:15:46--02:15:48] 为什么传统的这些方案没法解决
[02:15:48--02:15:50] 然后第二个问题就是说
[02:15:50--02:15:53] 为什么它不是一个高度定制的东西
[02:15:53--02:15:54] 因为在这个里面
[02:15:54--02:15:56] 其实你看我都把刚才这个问题归结为了什么
[02:15:56--02:15:58] 就是pick everything
[02:15:58--02:16:01] 或者pick anything place to somewhere
[02:16:01--02:16:02] 对
[02:16:02--02:16:05] 那事实上今天如果小俊来我们的办公室
[02:16:05--02:16:07] 你能体验到第一部分了已经
[02:16:07--02:16:09] 就是你随便从兜里边掏一个东西出来
[02:16:09--02:16:11] 随便拿一个什么什么口罩了
[02:16:11--02:16:12] 耳机了
[02:16:12--02:16:13] 口香糖了
[02:16:13--02:16:14] 放在桌子上
[02:16:14--02:16:16] 它都能给你准确的给你抓起来
[02:16:16--02:16:18] 而且我们这套就是用
[02:16:18--02:16:21] 真实数据驱动的VLA去解决的问题
[02:16:21--02:16:22] 那我们接下来再解决一个
[02:16:22--02:16:23] 一个place to anywhere
[02:16:23--02:16:24] 其实它是一个
[02:16:24--02:16:26] 从AI的这个范式里面
[02:16:26--02:16:28] 你会发现它是一个高度统一的问题
[02:16:28--02:16:31] 它不是一个定制化的问题
[02:16:31--02:16:34] 我理解这一波机器人公司这么贵
[02:16:34--02:16:37] 很大的原因是因为你们讲了一个通用大脑的故事
[02:16:37--02:16:38] 大脑你们是怎么做的
[02:16:38--02:16:40] 你们现在做到什么阶段了
[02:16:40--02:16:44] 以及你们和比如说字节
[02:16:44--02:16:45] 小米
[02:16:45--02:16:47] 等等这种大公司做大脑
[02:16:47--02:16:49] 你觉得未来会有什么关系
[02:16:49--02:16:51] 在海外可能是NVDA
[02:16:51--02:16:53] Pi可能是Google
[02:16:53--02:16:56] 首先我们先定义一下大脑
[02:16:56--02:16:58] 我觉得大脑这个词有时候会有点模糊
[02:16:58--02:17:00] 我们回到基础模型这个词
[02:17:00--02:17:03] 我觉得这个世界上会有两个很重要的基础模型
[02:17:03--02:17:05] 至少对于巨神智能来说
[02:17:05--02:17:07] 一个我们叫做动作的基础模型
[02:17:07--02:17:08] 也就是VLA
[02:17:08--02:17:12] 这个动作基础模型最终是要产生action
[02:17:12--02:17:14] 就是驱动一个本体执行任务
[02:17:14--02:17:16] 它的输入是vision和language
[02:17:16--02:17:18] 那么还有一个模型
[02:17:18--02:17:22] 其实是做上层的指令的拆解
[02:17:22--02:17:24] 逻辑的思考能力的
[02:17:24--02:17:28] 这个往往是一个多模态的语言模型VLM
[02:17:28--02:17:30] 那么今天我们的
[02:17:30--02:17:32] 所谓大脑的结构
[02:17:32--02:17:34] 其实就是这两个模型的一个组合
[02:17:34--02:17:36] 我们叫双系统
[02:17:36--02:17:38] 那么这个VLM干的事
[02:17:38--02:17:40] 就是把一个模糊的指令
[02:17:40--02:17:42] 拆解成若干个可以执行的任务
[02:17:42--02:17:45] 然后这个若干可以执行的任务进入到VLA
[02:17:45--02:17:48] 然后去完成这样任务的执行
[02:17:48--02:17:51] 那么这两部分都叫做基础模型
[02:17:51--02:17:54] 它的功能其实不太一样
[02:17:54--02:17:56] 这是我们现在这个架构
[02:17:56--02:17:58] 也是我们相信能够支撑我们
[02:17:58--02:18:00] 往前走很长时间的这样一个技术架构
[02:18:00--02:18:04] 你们是第一梯队吗
[02:18:04--02:18:06] 我觉得在
[02:18:06--02:18:08] 如果看国内的话
[02:18:08--02:18:10] 我觉得我们是第一梯队
[02:18:10--02:18:12] 当然这个问题要回到
[02:18:12--02:18:14] 从哪个维度去定义这个梯队
[02:18:14--02:18:17] 那其实大家会去看的话就是
[02:18:17--02:18:19] 估值 融资额
[02:18:19--02:18:21] 然后一些技术的发布
[02:18:21--02:18:23] 然后商业化能力
[02:18:23--02:18:24] 那我觉得
[02:18:24--02:18:26] 从真实的智能水平
[02:18:26--02:18:28] 从真实的智能水平
[02:18:28--02:18:29] 那我们肯定是
[02:18:29--02:18:31] 因为就在这里边
[02:18:31--02:18:34] 我们我觉得是引领了国内的
[02:18:34--02:18:37] 首先从去年的下半年开始
[02:18:37--02:18:38] 国内有一个开源
[02:18:38--02:18:41] 我们是在国内的这波公司里边
[02:18:41--02:18:43] 我们公司做了第一个
[02:18:43--02:18:46] 就是公司层面的技术模型和数据级的开源
[02:18:46--02:18:48] 然后后来有很多其他的友商
[02:18:48--02:18:49] 也做了类似的这个动作
[02:18:49--02:18:50] 我们8月份
[02:18:50--02:18:52] 当时开源了我们的数据级
[02:18:52--02:18:54] 和我们的G0的这个技术模型
[02:18:54--02:18:56] 然后到了
[02:18:56--02:18:58] 后来我们那些友商
[02:18:58--02:18:59] 9月份
[02:18:59--02:19:00] 12月份
[02:19:00--02:19:02] 今年1月份也陆续也在发
[02:19:02--02:19:03] 也在开源
[02:19:03--02:19:06] 那么我们今年1月份又做了一件事
[02:19:06--02:19:09] 就是说我们在开源的基础上
[02:19:09--02:19:11] 我们做了一个开箱即用的体验
[02:19:11--02:19:12] 因为我刚才说
[02:19:12--02:19:14] 我们今年的重点是什么
[02:19:14--02:19:16] 是场景 是应用
[02:19:16--02:19:18] 那么其实我们看到
[02:19:18--02:19:21] 就是说真正我们在做application之前
[02:19:21--02:19:23] 我们可以把这事分成这么几个阶段
[02:19:23--02:19:26] 最原始这个阶段叫demo in the video
[02:19:26--02:19:27] 就是视频里的demo
[02:19:27--02:19:29] 这样的东西很多
[02:19:29--02:19:31] 然后是demo in the office
[02:19:31--02:19:34] 就是你可以在办公室里面看到
[02:19:34--02:19:36] 在一个公司的办公室里面看到
[02:19:36--02:19:38] 他现场给你做这个demo
[02:19:38--02:19:40] 第三种类型叫demo in the wild
[02:19:40--02:19:41] 就是我们说的
[02:19:41--02:19:43] 我们用万物抓取的demo
[02:19:43--02:19:46] 我可以在所有地方去做这样的部署
[02:19:46--02:19:48] 在我们事实上在新加坡
[02:19:48--02:19:49] 在韩国
[02:19:49--02:19:50] 在美国的客户那边
[02:19:50--02:19:51] 在我们的办公室
[02:19:51--02:19:54] 在很多投资人的年会的现场
[02:19:54--02:19:55] 我们都展示这个demo
[02:19:55--02:19:56] 而且真的是pick up
[02:19:56--02:19:57] anything
[02:19:57--02:20:00] 很多观众或者是体验的同学
[02:20:00--02:20:01] 都在这边掏出来的东西
[02:20:01--02:20:02] 都可以解决
[02:20:02--02:20:04] 这个叫demo in the wild
[02:20:04--02:20:06] demo in the wild解决了之后
[02:20:06--02:20:08] 其实才是application
[02:20:08--02:20:10] 所以这是我们今年年初
[02:20:10--02:20:13] 我们在我们发布的G2 plus
[02:20:13--02:20:14] 这个机模里面
[02:20:14--02:20:15] 我们释放的一个能力
[02:20:15--02:20:17] 我们跟我们的整机就是RE light
[02:20:17--02:20:18] 做了一个整合
[02:20:18--02:20:20] 这个也是国内的首创
[02:20:20--02:20:22] 我们为什么做这件事
[02:20:22--02:20:23] 核心还是在于
[02:20:23--02:20:25] 第一我们要勘察的应用
[02:20:25--02:20:27] 第二我们相信商品的主要形态
[02:20:27--02:20:29] 是整机加智能
[02:20:29--02:20:33] 为什么你们选择VLM和VLA这双系统
[02:20:33--02:20:35] 为什么不直接做一个断道段
[02:20:35--02:20:38] 你知道你同行也有人做断道段
[02:20:38--02:20:39] 是的
[02:20:39--02:20:40] 我觉得这个里边
[02:20:40--02:20:42] 其实这个还蛮直接的
[02:20:42--02:20:45] 就是我们必须要考虑的一件事是
[02:20:45--02:20:47] 到最终我们落地的时候
[02:20:47--02:20:51] 我端测的算力其实是有限的
[02:20:51--02:20:54] 我不可能把一个几十币
[02:20:54--02:20:55] 的一个
[02:20:55--02:20:57] 一个推理模型
[02:20:57--02:20:59] 甚至是上百币的一个推理模型
[02:20:59--02:21:00] 放在我的端测
[02:21:00--02:21:01] 这是不可能的
[02:21:01--02:21:03] 这个一定是在服务器上的
[02:21:03--02:21:04] 我端测里面是什么
[02:21:04--02:21:06] 端测里面就是一个完整动作的模型
[02:21:06--02:21:08] 但如果我把这个端测的
[02:21:08--02:21:10] 就是所谓完整动作的VLA模型
[02:21:10--02:21:12] 也放在云上
[02:21:12--02:21:14] 它最大的问题是啥
[02:21:14--02:21:15] 就是这个延时
[02:21:15--02:21:17] 大概是解决不好的
[02:21:17--02:21:19] 所以执行动作的模型
[02:21:19--02:21:20] 一定是要在端测
[02:21:20--02:21:22] 而且很多时候你会发现
[02:21:22--02:21:25] 其实我们并不需要VLM的推理模型
[02:21:25--02:21:26] 这部分
[02:21:26--02:21:27] 假设我的很多
[02:21:27--02:21:29] 就是工商业的这个工作场景里面
[02:21:29--02:21:31] 我们发现很多工商业工作场景
[02:21:31--02:21:32] 就二三十个动作
[02:21:32--02:21:34] 那我就这二三十个动作
[02:21:34--02:21:36] 直接调用这个VLA的这个语言接口
[02:21:36--02:21:37] 其实也就够了
[02:21:37--02:21:39] 真正什么时候用VLM
[02:21:39--02:21:42] 还是就是说我们要进入到更通用的场景
[02:21:42--02:21:43] 更泛化性的任务
[02:21:43--02:21:44] 比如说家里
[02:21:44--02:21:47] 这个VLM才是一个最最重要的
[02:21:47--02:21:49] 不可或缺的一个组成部分
[02:21:49--02:21:51] 所以这是为什么我们要把它拆开
[02:21:51--02:21:52] 那还是围绕着
[02:21:52--02:21:53] 我们要真正的产生价值
[02:21:53--02:21:54] 产生商业价值去考虑
[02:21:54--02:21:55] 好
[02:21:55--02:21:56] 对于星海图来说
[02:21:56--02:21:58] 你觉得它的肢体更重要
[02:21:58--02:21:59] 就是硬件整机更重要
[02:21:59--02:22:01] 还是脑子更重要
[02:22:01--02:22:02] 一定是大脑
[02:22:02--02:22:03] 一定是模型更重要
[02:22:03--02:22:05] 但是我们为了做好模型
[02:22:05--02:22:07] 我的整机一定也要好
[02:22:07--02:22:08] 所以这是它们之间的逻辑关系
[02:22:08--02:22:10] 就是你觉得整机能采用
[02:22:10--02:22:11] 能有数据变化
[02:22:11--02:22:12] 是的
[02:22:12--02:22:13] 然后能为了智能
[02:22:13--02:22:14] 对
[02:22:14--02:22:15] 也就是说我们
[02:22:15--02:22:16] 对
[02:22:16--02:22:18] 那你们相对于这些大公司来说
[02:22:18--02:22:20] 做一个机器人大脑的优势是什么
[02:22:20--02:22:21] 作为一个创业公司
[02:22:21--02:22:24] 其实我觉得应该这么去想
[02:22:24--02:22:25] 就是
[02:22:25--02:22:28] 这个公司相比于我们有什么优势
[02:22:28--02:22:29] 因为在很多时候
[02:22:29--02:22:32] 其实我觉得我们这儿全是优势
[02:22:32--02:22:33] 你看谭杰
[02:22:33--02:22:34] Google的谭杰就跟我说
[02:22:34--02:22:36] 他觉得他在Google的
[02:22:36--02:22:38] DeemMind的那个大圆模型上
[02:22:38--02:22:40] 在这个基础上面去做VLA
[02:22:40--02:22:41] 就有很大的优势
[02:22:41--02:22:42] 是
[02:22:42--02:22:43] 它需要一个就是更聪明的大脑
[02:22:43--02:22:46] 然后VLA其实是这个基础模型的延伸
[02:22:46--02:22:49] 但是你们没有这样一个基础模型
[02:22:49--02:22:51] 是一个庞大的基础模型
[02:22:51--02:22:53] 首先那我们要盘一盘
[02:22:53--02:22:54] 就是说
[02:22:54--02:22:56] 为了把这事做成的成功要素有哪些
[02:22:56--02:22:58] 然后以及去看这些成功要素
[02:22:58--02:23:01] 到底是在大公司里面分布的多
[02:23:01--02:23:03] 还是在我们这样的公司里面分布的多
[02:23:03--02:23:04] 对吧
[02:23:04--02:23:05] 这个决定我们刚才说的
[02:23:05--02:23:07] 这个所谓的优势的这个问题
[02:23:07--02:23:09] 我们首先定义目标
[02:23:09--02:23:11] 我们的目标是把VLA这个模型做好
[02:23:11--02:23:13] 就是能够让一个机器人
[02:23:13--02:23:15] 在物理空间当中
[02:23:15--02:23:17] 能够这个真正的去解决问题
[02:23:17--02:23:18] 做各种各样的操作
[02:23:18--02:23:19] 这是我们的目标
[02:23:19--02:23:22] 那么我们为了去做好这个VLA模型
[02:23:22--02:23:23] 我需要什么
[02:23:23--02:23:24] 我需要数据
[02:23:24--02:23:26] 这个数据不是互联网数据
[02:23:26--02:23:30] 而是真实世界里面的机器人也好
[02:23:30--02:23:32] 人也好
[02:23:32--02:23:34] 去操作这些物体的数据
[02:23:34--02:23:36] 这是数据层面
[02:23:36--02:23:37] 第二
[02:23:37--02:23:39] 我需要一个好的算法
[02:23:39--02:23:40] 这个好的算法
[02:23:40--02:23:42] 今天本身有一部分
[02:23:42--02:23:46] 承接自传统的VLM的这个领域
[02:23:46--02:23:48] 包括Transformer这套架构
[02:23:48--02:23:50] 包括Diffusion这套架构
[02:23:50--02:23:52] 也有一部分上代创新
[02:23:52--02:23:53] 上代研发
[02:23:53--02:23:54] 上代研究
[02:23:54--02:23:56] 这部分是大家其实都没有的
[02:23:56--02:23:58] 前面一部分是大家都有的
[02:23:58--02:24:00] 后面一部分大家都没有的
[02:24:00--02:24:03] 然后第三部分是什么
[02:24:03--02:24:04] 是算力
[02:24:04--02:24:06] 算力的背后其实是
[02:24:06--02:24:09] 基础设施的能力和资金
[02:24:09--02:24:12] 然后是人才
[02:24:12--02:24:14] 大厂是什么
[02:24:14--02:24:15] 就是说基础设施算力
[02:24:15--02:24:17] 人才这肯定都特别好
[02:24:17--02:24:20] 然后最缺的是数据
[02:24:20--02:24:22] 然后所以其实像
[02:24:22--02:24:25] 包括像美国的很多公司吧
[02:24:25--02:24:27] 其实我们跟谭老师交流也很多
[02:24:27--02:24:29] 他们就是很着急的
[02:24:29--02:24:30] 就没数据
[02:24:30--02:24:31] 赶紧搞数据
[02:24:31--02:24:34] 其实就是说在搞数据的这件事上面
[02:24:34--02:24:36] 中国的公司系统性的
[02:24:36--02:24:39] 要比美国的公司更公式
[02:24:39--02:24:41] 然后中国的创业公司
[02:24:41--02:24:45] 因为在整机和硬件方面
[02:24:45--02:24:47] 都是很多公司都是亲力亲为
[02:24:47--02:24:48] 自己去做的
[02:24:48--02:24:50] 所以相比于大厂速度更快
[02:24:50--02:24:52] 因为大厂里边要做这件事
[02:24:52--02:24:53] 他要获取数据
[02:24:53--02:24:54] 要么买
[02:24:54--02:24:55] 要么买数据
[02:24:55--02:24:56] 要么自己采数据
[02:24:56--02:24:58] 但是你会发现买来的数据
[02:24:58--02:25:00] 一般都有这样那样的问题
[02:25:00--02:25:02] 除非这供应商特别优质
[02:25:02--02:25:04] 但这供应商优质的前提是什么
[02:25:04--02:25:05] 这供应商优质的前提是
[02:25:05--02:25:07] 他自己得懂模型
[02:25:07--02:25:09] 才能把好的数据搞出来
[02:25:09--02:25:11] 这里边你看这个悖论就来了
[02:25:11--02:25:12] 这个矛盾点就来了
[02:25:12--02:25:13] 你如果不懂模型
[02:25:13--02:25:16] 你是没法定义好的数据体系的
[02:25:16--02:25:18] 你就天天光放在那儿
[02:25:18--02:25:19] 那个乱七八糟的采吧
[02:25:19--02:25:21] 你采完数据全都是垃圾数据
[02:25:21--02:25:22] 没什么用
[02:25:22--02:25:24] 必须得有懂基础模型的公司
[02:25:24--02:25:25] 定义这套数据体系
[02:25:25--02:25:27] 和数据的治理体系
[02:25:27--02:25:29] 然后再把它交给一个
[02:25:29--02:25:31] 或多个运营团队
[02:25:31--02:25:32] 完成数据采集
[02:25:32--02:25:34] 做质量验收
[02:25:34--02:25:37] 然后你才能进入到训练这个阶段
[02:25:37--02:25:40] 所以你看它是这样的一个流程
[02:25:40--02:25:42] 同时这个数据还得是在
[02:25:42--02:25:44] 跟你的整机有一定的结合性
[02:25:44--02:25:46] 因为最后我后训练肯定还是基于这个
[02:25:46--02:25:48] 整机的这个数据做后训练
[02:25:48--02:25:50] 然后才能去交付出去
[02:25:50--02:25:51] 所以你会发现
[02:25:51--02:25:52] 有整机有应用
[02:25:52--02:25:53] 有硬件能力
[02:25:53--02:25:55] 有基础模型的know-how
[02:25:55--02:25:58] 是我们去把数据的这套东西给做好
[02:25:58--02:26:01] 的一个很重要的前提条件
[02:26:01--02:26:04] 所以这就是我们这样的一个创业公司
[02:26:04--02:26:07] 或者是有整机能力的创业公司
[02:26:07--02:26:11] 相比于没有整机能力的其他公司
[02:26:11--02:26:14] 我觉得一个优势的一个地方
[02:26:14--02:26:16] 你们是不是也想卖数据给他们
[02:26:16--02:26:18] 我觉得数据不是我们的业务
[02:26:18--02:26:21] 但是我们乐于分享
[02:26:21--02:26:22] 我们乐于分享
[02:26:22--02:26:24] 这就是为什么我们去年8月份
[02:26:24--02:26:26] 我们就开始拆卖数据
[02:26:26--02:26:28] 开完数据完之后呢
[02:26:28--02:26:31] 很多我们的客户其实就找来说
[02:26:31--02:26:34] 能不能从我们这儿搞一些数据
[02:26:34--02:26:36] 其实很多时候我们都是无偿
[02:26:36--02:26:38] 或者是稍微收一点点小费用
[02:26:38--02:26:40] 但都是很小的
[02:26:40--02:26:42] 就交付给了他们去使用
[02:26:42--02:26:44] 所以我们是乐于分享
[02:26:44--02:26:45] 是不是能这么理解
[02:26:45--02:26:48] 你们其实想走特斯拉的路线
[02:26:48--02:26:51] 如果对标到增价商业的话
[02:26:52--02:26:55] 我觉得在比如说我们说特斯拉的
[02:26:55--02:26:58] 自动驾驶路线是整车
[02:26:58--02:27:00] 加上数据采集
[02:27:00--02:27:02] 加上端到端的模型的智能
[02:27:02--02:27:03] 我是这条路线
[02:27:03--02:27:05] 我觉得我们是的
[02:27:05--02:27:07] 我们要自己做我们的整机
[02:27:07--02:27:08] 我们要完成数据的采集
[02:27:08--02:27:10] 然后数据的这条体系
[02:27:10--02:27:11] 然后基于这套东西
[02:27:11--02:27:13] 我们要去做好的技术模型
[02:27:13--02:27:14] 是是的
[02:27:14--02:27:15] 不同的是什么
[02:27:15--02:27:18] 不同的是特斯拉做的是汽车
[02:27:18--02:27:19] 还有一个明确的行业
[02:27:19--02:27:20] 对
[02:27:20--02:27:22] 它本身汽车本身是有需求的
[02:27:22--02:27:24] 汽车本身能卖出去
[02:27:24--02:27:26] 然后机器人本身卖不出去
[02:27:26--02:27:28] 对这个我觉得是挑战
[02:27:28--02:27:29] 那你看好像比如说
[02:27:29--02:27:31] 理想小朋友这种车企来做机器人吗
[02:27:31--02:27:33] 他们有他们的优势
[02:27:33--02:27:34] 我觉得他们有他们的优势
[02:27:34--02:27:35] 我们有我们的优势
[02:27:35--02:27:38] 我觉得企业之间去竞争这件事的
[02:27:38--02:27:39] 无非就是说
[02:27:39--02:27:40] 刚才咱们讲到的
[02:27:40--02:27:41] 顶层的看的话
[02:27:41--02:27:43] 我觉得是三个要素
[02:27:43--02:27:45] 就是人才或者组织
[02:27:45--02:27:47] 然后资金
[02:27:47--02:27:48] 资源
[02:27:48--02:27:49] 然后就是业务协同
[02:27:49--02:27:52] 往往我觉得大厂
[02:27:52--02:27:55] 或者说有一些优势业务的这些企业
[02:27:55--02:27:57] 做一个新业务的时候
[02:27:57--02:28:00] 它对于完全的一个初创公司来讲
[02:28:00--02:28:03] 最大的优势不来自于人才和资金
[02:28:03--02:28:06] 而在于已经存在的业务的业务协同
[02:28:06--02:28:09] 这个我觉得是最要命的
[02:28:09--02:28:13] 比如说做语言模型
[02:28:13--02:28:17] 天然的字节有整个飞书
[02:28:17--02:28:19] 和抖音的这些流量
[02:28:19--02:28:22] 它做这个就在需求侧直接就有协同
[02:28:22--02:28:24] 所以对于做语言模型来说
[02:28:24--02:28:26] 它就是一个降维的一个问题
[02:28:26--02:28:28] 不很大的劣势
[02:28:28--02:28:30] 那么对于自动驾驶来说
[02:28:30--02:28:34] 纯粹就是做一个自动驾驶软件的供应商
[02:28:34--02:28:36] 直接就会面临来自于比如说车厂
[02:28:36--02:28:37] 它要直接去做
[02:28:37--02:28:39] 车厂自己做自动驾驶的一个
[02:28:39--02:28:41] 因为车厂自己做自动驾驶
[02:28:41--02:28:42] 它直接掌握数据
[02:28:42--02:28:44] 直接把握用户需求
[02:28:44--02:28:46] 只要它能够投入足够多的资金
[02:28:46--02:28:48] 然后把好的人才队伍建立起来
[02:28:48--02:28:50] 其实它做这件事优势也很大
[02:28:50--02:28:52] 所以这个就是我们刚才说的业务协同这块
[02:28:52--02:28:55] 我觉得是创业公司面对大公司的时候
[02:28:55--02:28:57] 真正的压力所在
[02:28:57--02:28:59] 如果没了这件事
[02:28:59--02:29:00] 其实军人智能是没有的
[02:29:00--02:29:02] 因为你发现需求侧
[02:29:02--02:29:03] 千行万言那么多
[02:29:03--02:29:05] 也谈不上什么业务协同
[02:29:05--02:29:07] 大家都可以找到自己的客户
[02:29:07--02:29:09] 然后供给侧全都是新供给
[02:29:09--02:29:12] 汽车的领部件一个也运不到机器人上
[02:29:12--02:29:13] 大家都得从零开始研发
[02:29:13--02:29:15] 然后自动驾驶的这些数据
[02:29:15--02:29:18] 道路数据其实对于解决操作的问题
[02:29:18--02:29:19] 用处也不是特别大
[02:29:19--02:29:21] 所以这就不存在刚才我们讲的
[02:29:21--02:29:22] 所谓的业务协同
[02:29:22--02:29:23] OK
[02:29:23--02:29:27] 那就回到了人才组织和资金资源
[02:29:27--02:29:29] 这两个维度的竞争了
[02:29:29--02:29:31] 从这个维度去讲的话
[02:29:31--02:29:34] 我觉得大家各自有各自的优势
[02:29:34--02:29:38] 你有把萌萌它的量产文化怎么贯彻到新海图
[02:29:38--02:29:44] 首先我觉得我想做一个小小的修正
[02:29:44--02:29:46] 我觉得不是量产文化
[02:29:46--02:29:48] 而是为客户创造进度
[02:29:48--02:29:49] 为客户创造价值
[02:29:49--02:29:51] 这件事到底有多重要
[02:29:51--02:29:53] 我觉得我看到很多公司
[02:29:53--02:29:56] 它不把为客户创造价值
[02:29:56--02:29:58] 以客户为中心或者客户第一
[02:29:58--02:30:03] 这样的理念作为公司存在的最重要的原因
[02:30:03--02:30:06] 这个文化和价值观的缺失
[02:30:06--02:30:09] 其实会导致很多很多的问题
[02:30:09--02:30:11] 量产这件事其实
[02:30:11--02:30:13] 我觉得可能有点
[02:30:13--02:30:15] 这个定义有点狭义
[02:30:15--02:30:18] 所以我想把它定义为为客户创造价值
[02:30:18--02:30:21] 用技术为客户创造价值的这样一个文化
[02:30:21--02:30:23] 我觉得是非常重要的
[02:30:23--02:30:25] 我们也其实是从Day1开始
[02:30:25--02:30:28] 我们就特别致力于去做这件事
[02:30:28--02:30:30] 这就是为什么我们在发现了
[02:30:30--02:30:34] 直接去做生产力场景不太可能的时候
[02:30:34--02:30:35] 我们及时调整
[02:30:35--02:30:37] 然后做开发者市场
[02:30:37--02:30:40] 我们给开发者市场的客户提供价值
[02:30:40--02:30:41] 也是价值
[02:30:41--02:30:44] 而且事实上就是说能够跟客户建立起来
[02:30:44--02:30:46] 无论什么样的客户
[02:30:46--02:30:49] 只要他的需求是真实的
[02:30:49--02:30:51] 他的付费是OK的
[02:30:51--02:30:56] 那么我们做的单位的经济模型是正常的
[02:30:56--02:30:58] 只要是在这样的模式驱动之下的
[02:30:58--02:31:02] 形成的供给和需求之间的关联
[02:31:02--02:31:04] 对于组织来说又特别的好
[02:31:04--02:31:06] 因为可以培养整个组织的
[02:31:06--02:31:11] 一个为V2的客户价值做务实创新的
[02:31:11--02:31:12] 这样的一个文化氛围
[02:31:12--02:31:16] 不然的话很容易我们这样的技术出身的
[02:31:16--02:31:18] 这个创业团队
[02:31:18--02:31:20] 就容易进入到一个大型实验室
[02:31:20--02:31:22] 大型研究院这种状态
[02:31:22--02:31:25] 那样的话我觉得就背离了我们做公司的初衷了
[02:31:25--02:31:27] 最近许华哲要离职
[02:31:27--02:31:28] 是的
[02:31:28--02:31:32] 他跟这种一个是research驱动的文化
[02:31:32--02:31:35] 和一个是你叫他实践也好
[02:31:35--02:31:37] 你叫他量产也好
[02:31:37--02:31:38] 驱动的文化
[02:31:38--02:31:40] 是这种两种价值观的分歧吗
[02:31:40--02:31:44] 我觉得首先我还是想肯定一下华哲
[02:31:44--02:31:45] 华哲是一个
[02:31:45--02:31:48] 就是非常有影响力的一个科学家
[02:31:48--02:31:51] 他在很多前沿问题上面的理解
[02:31:51--02:31:53] 算盘问题上的理解也很到位
[02:31:53--02:31:55] 那么但是呢就是说
[02:31:55--02:31:57] 我觉得确实是存在一些
[02:31:57--02:32:01] 就是说我们到底是要去做一个务实创新
[02:32:01--02:32:04] V2的客户价值一步一步来
[02:32:04--02:32:05] 这样的
[02:32:05--02:32:08] 还是说可能我们就是要更多的去做一些
[02:32:08--02:32:10] 超前的创新之间
[02:32:10--02:32:11] 我们是要有一个balance
[02:32:11--02:32:15] 然后呢华哲的其实我们最后决定还是
[02:32:15--02:32:18] 这个支持华哲去这个创新
[02:32:18--02:32:20] 其实我们华哲的第一轮工资
[02:32:20--02:32:21] 我们也会投资
[02:32:21--02:32:22] 现在也会投资
[02:32:22--02:32:25] 那么更多的呢还是出于一个
[02:32:25--02:32:29] 华哲想去做这个2C方面的家庭应用
[02:32:29--02:32:31] 方面的这个探索
[02:32:31--02:32:32] 那么在这个角度呢
[02:32:32--02:32:34] 虽然未来不排除我们也会去做
[02:32:34--02:32:38] 那我们愿意去以一个新的方式去支持他
[02:32:38--02:32:39] 把这件事做好
[02:32:39--02:32:41] 我觉得这个在当下来看
[02:32:41--02:32:43] 对于大家来说都是更好的选择
[02:32:43--02:32:44] 你们所相信的东西
[02:32:44--02:32:46] 在当下这一刻的分歧是什么
[02:32:48--02:32:53] 我觉得其实谈不上特别多的这个分歧
[02:32:53--02:32:55] 我觉得还是就是说
[02:32:55--02:32:59] 公司发展到其实刚才我从开始就提到了
[02:32:59--02:33:02] 就是说公司有这个合伙人的这个机制
[02:33:02--02:33:08] 那么从最早我天威赵航我们三个
[02:33:08--02:33:10] 我们创办了这个公司之后
[02:33:10--02:33:13] 那么公司到现在为止
[02:33:13--02:33:15] 引入了多位的这个合伙人
[02:33:15--02:33:17] 那我觉得公司在不同的发展阶段
[02:33:17--02:33:21] 需要不同类型的人为公司去持续的去创造价值
[02:33:21--02:33:24] 当然我们也特别愿意去分享公司的价值
[02:33:24--02:33:28] 然后去把大家做成一个特别好的团队
[02:33:28--02:33:29] 那在这个过程当中呢
[02:33:29--02:33:34] 我觉得这个我们本质上还是占公文化
[02:33:34--02:33:36] 实实求实的占公文化
[02:33:36--02:33:40] 那么我们会特别鼓励有结果的同学
[02:33:40--02:33:42] 就是去用更多的公司资源
[02:33:42--02:33:44] 做更大的事
[02:33:44--02:33:47] 同时呢我们也会实实求是的去做一些调整
[02:33:47--02:33:50] 所以我觉得我们以新的方式
[02:33:50--02:33:53] 支持华喆去做他的这个创业
[02:33:53--02:33:55] 我觉得也是过去这段时间
[02:33:55--02:33:58] 大家实实求是的根据结果
[02:33:58--02:34:00] 然后大家共同的做出一个选择吧
[02:34:00--02:34:02] 因为华喆主要是做算法
[02:34:02--02:34:04] 这是不是意味着现阶段来说
[02:34:04--02:34:06] 对于机器人公司算法创新并不重要
[02:34:06--02:34:07] 不是
[02:34:07--02:34:09] 首先我们公司的算法创新能力非常强
[02:34:09--02:34:11] 赵航在这方面的
[02:34:11--02:34:13] 这方面的这个能力
[02:34:13--02:34:15] 我觉得也是有无共图的
[02:34:15--02:34:18] 那么但是我们想强调的是什么呢
[02:34:18--02:34:20] 就是说算法的创新
