[00:00:04--00:00:06] Hello 大家好,我是小骏
[00:00:06--00:00:10] 春节前后,一款AI Native的产品Elise
[00:00:10--00:00:12] 引起了小圈层人的关注
[01:22:01--01:22:04] 大家应该都能看出这是一个全新的范式
[01:22:04--01:22:08] 而且它很有可能应该就是AI这个时代的
[01:22:08--01:22:12] 社交网络的一个最接近于正确答案的一个答案
[01:22:12--01:22:14] 所以很多人去做这个方向
[01:22:14--01:22:16] 我觉得我也完全不奇怪
[01:22:16--01:22:18] 创业公司多还是大公司多
[01:22:18--01:22:19] 我觉得都有
[01:22:19--01:22:22] 我说的看到那个像素级全盘照朝的那个
[01:22:22--01:22:23] 是一个创业公司
[01:22:23--01:22:28] 但是我认为可能性最高的应该还是ChaiGPT
[01:22:28--01:22:30] 上次咱们聊的时候也说了
[01:22:30--01:22:35] 咱们就聊过我对ChaiGPT它去做社交网络的一个设想
[01:22:35--01:22:38] 其实上次就是因为我在想这个产品的时候想到的
[01:22:38--01:22:40] 当然我觉得ChaiGPT不是抄我
[01:22:40--01:22:42] 因为那个时候我就认为它要做
[01:22:42--01:22:43] 我也一直认为它要做
[01:22:43--01:22:45] 他们是一定会走向这个点
[01:22:45--01:22:49] 因为核心在于你有了一个很强的主体性
[01:22:49--01:22:51] 也就是它的context如果多的时候
[01:22:51--01:22:55] 它自然能延展出来一个真人带着自己的AI分身的社交网络
[01:22:55--01:22:57] 它一定能延展出来
[01:22:57--01:22:58] 如果他们看到A-list的话
[01:22:58--01:22:59] 他们肯定会更受喜欢
[01:22:59--01:23:01] 会更快去把这个事情做出来
[01:23:01--01:23:04] 但我相信不久之后ChaiGPT一定会推出一个社交网络
[01:23:04--01:23:07] 刚才我在问你的时候说
[01:23:07--01:23:10] 谁是拥有context最多的人
[01:23:10--01:23:12] 我在想可能就是ChaiGPT
[01:23:12--01:23:13] 是
[01:23:13--01:23:15] 那应该回答ChaiGPT的
[01:23:15--01:23:18] 因为我都妥协于了功效
[01:23:18--01:23:20] 就是当它作为一个工具
[01:23:20--01:23:22] 它真的能帮到我的时候
[01:23:22--01:23:24] 我就会妥协我的隐私
[01:23:24--01:23:25] 其实我跟你一样
[01:23:25--01:23:27] 就是你说Gemini出来之后
[01:23:27--01:23:29] 那我也知道Gemini可能比ChaiGPT要好
[01:23:29--01:23:31] 或者Gemini的智商什么的
[01:23:31--01:23:34] 但是我还是会认为ChaiGPT
[01:23:34--01:23:36] 因为我的context都在呢
[01:23:36--01:23:37] 什么都问啊
[01:23:37--01:23:39] 我核心还是讨论产品啊
[01:23:39--01:23:40] 这些东西
[01:23:40--01:23:43] 那反正机器玩的也会讨论一下人生什么之类的
[01:23:43--01:23:44] 也会有
[01:23:44--01:23:46] 但是之后我都会在A-list上去讨论
[01:23:46--01:23:48] 因为这里会给我更多的沉淀
[01:23:48--01:23:50] 且当我说完之后
[01:23:50--01:23:52] 它有可能给我捞回来好东西
[01:23:52--01:23:53] 我刚才问你
[01:23:53--01:23:55] 就是谁是获得context最多的那个产品
[01:23:55--01:23:57] 我想到的是ChaiGPT
[01:23:57--01:23:59] 因为它是一个好用的工具
[01:23:59--01:24:03] 有时候就是会为了好用来妥协我的隐私
[01:24:03--01:24:06] 而且这个妥协的过程是一步一步的
[01:24:06--01:24:07] 最开始我也很抵触
[01:24:07--01:24:08] 不愿意
[01:24:08--01:24:10] 最重要的信息不告诉它
[01:24:10--01:24:14] 然后当我在里面获得正反馈的时候
[01:24:14--01:24:16] 我发现我的底线越来越低
[01:24:16--01:24:19] 就是当面对ChaiGPT这样竞争对手的话
[01:24:19--01:24:21] 你觉得A-list会有什么优势呢
[01:24:21--01:24:22] 还是那个点
[01:24:22--01:24:24] 我认为它有巨大的优势
[01:24:24--01:24:25] 在它的优势面前
[01:24:25--01:24:27] 可能我说的那些优势都不值一提
[01:24:27--01:24:28] 我觉得它最大的优势
[01:24:28--01:24:29] 肯定就是它的优势
[01:24:29--01:24:30] 用户数已经有这么多
[01:24:30--01:24:31] 而且它已经有这么多context
[01:24:31--01:24:32] 这是最关键的
[01:24:32--01:24:35] 它的劣势可能也是它的传达
[01:24:35--01:24:37] 它不够那么底层的来去构建社交网络
[01:24:37--01:24:38] 这些东西
[01:24:38--01:24:40] 但那些跟它的优势相比我觉得还好
[01:24:40--01:24:43] 我是觉得ChaiGPT如果来做这件事情
[01:24:43--01:24:45] 一定会是一个非常颠覆级的产品
[01:24:45--01:24:47] 那你觉得你跟它的关系是什么呢
[01:24:47--01:24:50] 我跟它的关系肯定会是一个竞争关系
[01:24:50--01:24:52] 你这个产品是希望做一个全球的产品
[01:24:52--01:24:53] 还是一个中国的产品
[01:24:53--01:24:54] 全球的产品
[01:24:54--01:24:57] 我们接下来会发全球的版本
[01:24:57--01:24:59] 那你需要考虑公司注册地是什么
[01:24:59--01:25:00] 这一系列的问题
[01:25:00--01:25:02] 对,本来我们就是一个竞卖架构
[01:25:02--01:25:04] 我们也有美国的公司
[01:25:04--01:25:07] 你现在还认可模型及产品这个观念吗
[01:25:07--01:25:08] 我一直都不认可
[01:25:08--01:25:11] 23、24年开始都不认可
[01:25:11--01:25:12] 对,我从那个时候就不认可
[01:25:12--01:25:14] 因为我觉得当时很多产品
[01:25:14--01:25:18] 确实都是围绕着模型的滴水果实去做的
[01:25:18--01:25:20] 比如说AI coding
[01:25:20--01:25:22] 比如说一些视频生成agent
[01:25:22--01:25:25] 它核心还是leverage底膜的能力
[01:25:25--01:25:27] 那你可能在上面做了一些
[01:25:27--01:25:28] 你自己的workflow
[01:25:28--01:25:29] 做了一些agent
[01:25:29--01:25:31] 但是核心还是底膜
[01:25:31--01:25:33] 所以那种情况下确实是模型及产品
[01:25:33--01:25:34] 你如果做个东西
[01:25:34--01:25:35] 可能也就窗口期
[01:25:35--01:25:37] 你能获得一波用户
[01:25:37--01:25:39] 但是很快就会beaterless
[01:25:39--01:25:41] 因为确实更all in one的
[01:25:41--01:25:43] 一个通用的
[01:25:43--01:25:44] 端到端的一个底膜
[01:25:44--01:25:46] 一定会覆盖掉你
[01:25:46--01:25:47] 所以我觉得
[01:25:47--01:25:50] 针对这种滴水果实类的产品方向
[01:25:50--01:25:52] 那确实是模型及产品
[01:25:52--01:25:55] 但是针对更多的别的方向
[01:25:55--01:25:56] 就没那么滴水的果实的一些
[01:25:56--01:25:58] 但是依然它的空间是很大的
[01:25:58--01:25:59] 这些方向
[01:25:59--01:26:00] 就比如说if
[01:26:00--01:26:01] 比如说elise
[01:26:01--01:26:03] 我觉得它其实就不是模型及产品
[01:26:03--01:26:04] 你如果玩了elise
[01:26:04--01:26:05] 你会发现它很多东西
[01:26:05--01:26:07] 都是被产品在带动的
[01:26:07--01:26:08] 模型只是在做后
[01:26:08--01:26:10] 起到了那个智能的那一部分的作用
[01:26:10--01:26:13] 但它核心是由产品来驱动的
[01:26:13--01:26:14] 我也相信
[01:26:14--01:26:15] 可能今年会有更多的
[01:26:15--01:26:16] 这样的产品出来吧
[01:26:16--01:26:19] 你说的产品的部分是指的是什么呀
[01:26:19--01:26:20] 有没有可能
[01:26:20--01:26:21] 现在大家的只是脚手架
[01:26:21--01:26:23] 当模型能力进一步提升的时候
[01:26:23--01:26:24] 它也会被覆盖掉
[01:26:24--01:26:26] 就是模型能力再怎么提升
[01:26:26--01:26:28] 它也不能凭空帮你去社交吧
[01:26:28--01:26:30] 对吧
[01:26:30--01:26:31] 这件事情本身
[01:26:31--01:26:33] 它跟你模型的智能本身没有关系
[01:26:33--01:26:36] 它是你如何去设计你产品的交互
[01:26:36--01:26:39] 你如果去设计这些规则
[01:26:39--01:26:40] 这些协议
[01:26:40--01:26:42] 你如果去构建这个网络
[01:26:42--01:26:43] 对吧
[01:26:43--01:26:45] 就是这些东西
[01:26:45--01:26:47] 它才是这个事情的核心
[01:26:47--01:26:49] 那AI只是在后面
[01:26:49--01:26:52] 提供那个智能的驱动力而已
[01:26:52--01:26:56] 所以你们关于社交这件事情的产品化
[01:26:56--01:26:57] 做了哪些关键的事情
[01:26:58--01:27:00] 我觉得我们做的就是
[01:27:00--01:27:03] 刚才聊的这些几个核心的系统
[01:27:03--01:27:07] 一个是LM driven的推荐匹配系统
[01:27:07--01:27:10] 然后一个就是context的飞轮
[01:27:10--01:27:12] 还有就是
[01:27:12--01:27:14] 像比如你遇到的问题
[01:27:14--01:27:15] 整个onboarding流程
[01:27:15--01:27:17] 我如何让你快速地感知到
[01:27:17--01:27:19] context飞轮的正向循环
[01:27:19--01:27:23] 以及一些比较酷的视觉化的东西
[01:27:23--01:27:24] 我不知道你有没有看
[01:27:24--01:27:26] EDIS没生成的表情包
[01:27:26--01:27:27] 你的Avatar
[01:27:27--01:27:28] 你可以在EDIS上找到我
[01:27:28--01:27:29] 然后给我发下你的表情包
[01:27:29--01:27:31] 关键是我是可以去找到你的Avatar
[01:27:31--01:27:33] 我看那个形象还蛮像你的
[01:27:33--01:27:35] 我会看着他时时来跟我互动
[01:27:35--01:27:36] 他会闭眼
[01:27:36--01:27:37] 他会动嘴
[01:27:37--01:27:38] 他说话的时候
[01:27:38--01:27:40] 嘴型和语音是能够匹配上的
[01:27:40--01:27:42] 我是能够感受到你的那种活人感
[01:27:42--01:27:43] 和主体性的
[01:27:43--01:27:44] 然后他又是你的声音
[01:27:44--01:27:45] 所以我跟他聊天
[01:27:45--01:27:46] 我其实会很亲切
[01:27:46--01:27:47] 我心中我也认识你
[01:27:47--01:27:48] 对吧
[01:27:48--01:27:49] 所以也做了一些这样的
[01:27:49--01:27:51] 比较酷的东西
[01:27:51--01:27:53] 然后他共同构成这个产品
[01:27:53--01:27:55] 你觉得社交网络不是一个低垂的果实
[01:27:55--01:27:56] 我觉得不是
[01:27:56--01:27:57] 我觉得显然不是
[01:27:57--01:27:59] 我觉得它是需要被构建的
[01:27:59--01:28:01] 它需要额外的除了底膜之外
[01:28:01--01:28:03] 去做很多别的东西的
[01:28:03--01:28:04] 对
[01:28:04--01:28:05] 你们现在用哪个底膜
[01:28:05--01:28:06] 我们都会用
[01:28:06--01:28:08] 几乎所有底膜我们都会用
[01:28:08--01:28:10] 当模型公司有它的模型能力
[01:28:10--01:28:11] 再来做社交产品
[01:28:11--01:28:13] 会不会更加有优势
[01:28:13--01:28:15] 我觉得跟它的模型能力没关系
[01:28:15--01:28:18] 而是跟它有多少用户的context有关系
[01:28:18--01:28:21] 所以我并没有说Gemini或者Cloud
[01:28:21--01:28:22] 它很适合做社交网络
[01:28:22--01:28:23] 我并没有说这句话
[01:28:23--01:28:25] 因为Cloud最近增长也很猛
[01:28:25--01:28:26] 也有很多用户
[01:28:26--01:28:27] 对吧
[01:28:27--01:28:30] 因为它之前没有存储足够多的context
[01:28:30--01:28:31] 当然它也意识到了
[01:28:31--01:28:32] Cloud最近也推了记忆系统
[01:28:32--01:28:33] 对吧
[01:28:33--01:28:34] 它也给了一段prompt
[01:28:34--01:28:35] 让你去hack
[01:28:35--01:28:37] 去蒸馏TragGPT你的记忆
[01:28:37--01:28:39] 我觉得它也意识到这一点
[01:28:39--01:28:42] 但是目前拥有context最多的一定是TragGPT
[01:28:42--01:28:44] 所以跟你的智能没有关系
[01:28:44--01:28:46] 我之前也说过一句话叫
[01:28:46--01:28:47] 将来智能是平权的
[01:28:47--01:28:49] 但是context不平权
[01:28:49--01:28:50] 所以其实真正有价值的事情
[01:28:50--01:28:52] 还是你积累了多少用户的context
[01:28:52--01:28:54] 所以你觉得现在全球来看
[01:28:54--01:28:56] 唯一有优势的是TragGPT
[01:28:56--01:28:58] 是OpenAI
[01:28:58--01:29:00] 对 我觉得TragGPT
[01:29:00--01:29:01] 那当然你说Meta有没有
[01:29:01--01:29:02] 有
[01:29:02--01:29:04] Meta当然也有很大的优势
[01:29:04--01:29:05] 但它就是说
[01:29:05--01:29:06] 我先有网络
[01:29:06--01:29:07] 我先有社交
[01:29:07--01:29:10] 我现在再去让他们去AI Native化
[01:29:10--01:29:15] 然后TragGPT这边是我先有context
[01:29:15--01:29:18] 然后我再让这些人去社交起来
[01:29:18--01:29:21] 我觉得是两个路径吧
[01:29:21--01:29:23] 豆包有没有呢
[01:29:23--01:29:24] 我觉得豆包如果想有的话
[01:29:24--01:29:26] 它也是很有实力去有的
[01:29:26--01:29:28] 因为豆包其实就是中国版的TragGPT
[01:29:28--01:29:30] 我只是觉得它内部的战略
[01:29:30--01:29:32] 它能不能去往这个方向去走
[01:29:32--01:29:33] 我觉得目前我看起来
[01:29:33--01:29:35] 它似乎还没有完全意识到
[01:29:35--01:29:36] 自己最大价值在哪
[01:29:36--01:29:38] 你看像硅谷的公司Cursor
[01:29:38--01:29:40] 当它用户数据跑得非常好之后
[01:29:40--01:29:42] 它还是要自己去虚模型
[01:29:42--01:29:43] 因为它发现
[01:29:43--01:29:44] 如果自己不虚模型的话
[01:29:44--01:29:47] 它可能在跟Calcode竞争上
[01:29:47--01:29:50] 竞争不过一个从基模出发的公司
[01:29:50--01:29:53] 假设你们的产品做得非常不错
[01:29:53--01:29:54] 那当模型公司也开始
[01:29:54--01:29:56] 附用你们的产品形态
[01:29:56--01:29:57] 你怎么去竞争呢
[01:29:57--01:30:00] 你们是不是也要面对自己去虚模型呢
[01:30:00--01:30:01] 我觉得不用
[01:30:01--01:30:02] 我觉得完全不用自己去虚模型
[01:30:02--01:30:03] 你像Cursor它自己虚模型的
[01:30:03--01:30:04] 它so what
[01:30:04--01:30:06] 现在已经没有人提Cursor了对吧
[01:30:06--01:30:07] 因为你最后的编程
[01:30:07--01:30:08] Cloud Code的核心
[01:30:08--01:30:10] 是它的agent的能力嘛对吧
[01:30:10--01:30:11] 那你到最后其实核心落在的
[01:30:11--01:30:13] 不是你的底膜能力
[01:30:13--01:30:14] 我用Cloud Code
[01:30:14--01:30:16] 然后我去配TragGPT 5.3
[01:30:16--01:30:17] 或者是Gemini
[01:30:17--01:30:19] 其实我也能达到很好的效果
[01:30:19--01:30:22] 那Cloud Code的agent的能力很强对吧
[01:30:22--01:30:24] 所以我觉得跟底膜没关系
[01:30:24--01:30:25] 你看不管是Open Cloud
[01:30:26--01:30:28] 还是Minus
[01:30:28--01:30:30] 它们都是通过一个
[01:30:30--01:30:31] 所谓的壳公司
[01:30:31--01:30:33] 应用型的公司跑出来了
[01:30:33--01:30:36] 但最后不久它们都卖给了巨头
[01:30:36--01:30:38] 卖给了一家有模型的巨头
[01:30:38--01:30:39] 这是为什么呢
[01:30:39--01:30:40] 似乎应用公司都没有逃逸出
[01:30:40--01:30:43] 模型公司的手掌心对吗
[01:30:43--01:30:44] 对
[01:30:44--01:30:45] 可能它们就是
[01:30:45--01:30:46] 咱们刚刚聊的那种
[01:30:46--01:30:49] 比较低水果实类的产品形态吧
[01:30:49--01:30:52] 因为它就是在大模型的主航道上的
[01:30:52--01:30:55] 真的确实有可能被覆盖到的产品
[01:30:55--01:30:56] 我觉得它们去
[01:30:56--01:30:58] 加入一个大模型公司
[01:30:58--01:31:00] 去在它的技术上再去做产品
[01:31:00--01:31:02] 我觉得也是个非常好的选择
[01:31:02--01:31:03] 对
[01:31:03--01:31:05] 因为它们确实是主航道上的
[01:31:05--01:31:07] 那像比如说你说社交网络这种东西
[01:31:07--01:31:09] 那我觉得肯定不会说
[01:31:09--01:31:10] 现在有模型公司一定说
[01:31:10--01:31:12] 我就需要做社交网络
[01:31:12--01:31:14] 我觉得会不一样吧
[01:31:14--01:31:16] 为什么模型公司不做社交网络
[01:31:16--01:31:18] 社交网络看起来这么有获利
[01:31:18--01:31:19] 我觉得大家关注的
[01:31:19--01:31:21] 模型公司的追求还是智能本身吧
[01:31:21--01:31:23] 还是大家能完成一件事
[01:31:23--01:31:24] 还是工具对吧
[01:31:24--01:31:26] 就这件事情本身我觉得
[01:31:26--01:31:28] 在它们的思考里肯定第一优先级
[01:31:28--01:31:29] 到底你怎么去社交
[01:31:29--01:31:31] 怎么去面对外面的世界
[01:31:31--01:31:32] 目前看来我觉得
[01:31:32--01:31:34] 还不是它们主要关心的事
[01:31:34--01:31:36] 因为那个确实跟智能也没有关系
[01:31:36--01:31:37] 对吧
[01:31:37--01:31:38] 因为作为一个不打追求AGI的
[01:31:38--01:31:39] 模型公司来讲
[01:31:39--01:31:41] 它关心的应该是核心还是智能
[01:31:41--01:31:43] 你们的北极星指标是什么
[01:31:43--01:31:45] 你怎么考核公司
[01:31:45--01:31:46] 是DAU
[01:31:46--01:31:47] 如果是一类四个产品的话
[01:31:47--01:31:48] 就是真人的连接率
[01:31:48--01:31:50] 真人的连接率
[01:31:50--01:31:53] 或者是真人行为在这里面的比例
[01:31:53--01:31:55] 这其实就是我care的那个点
[01:31:55--01:31:56] 对不对
[01:31:56--01:31:57] 所以我们要让你尽可能
[01:31:57--01:31:59] 看到更多的人类行为在上面
[01:31:59--01:32:02] 并且我要让你尽可能多的连接到
[01:32:02--01:32:04] 你想连接的人
[01:32:04--01:32:06] 这对你们来说是一个很大的挑战吗
[01:32:06--01:32:07] 肯定是很大的挑战
[01:32:07--01:32:09] 但是这就是这个产品的全部意义
[01:32:09--01:32:11] 它的全部意义就在于
[01:32:11--01:32:13] 帮真人更好的连接
[01:32:13--01:32:14] 你会一上线
[01:32:14--01:32:16] 就放话到一个很大的群体里去吗
[01:32:16--01:32:18] 还是会先从几个小群体里去
[01:32:18--01:32:20] 还是会先从几个小群体里去
[01:32:20--01:32:22] 还是会先从几个小群体里去
[01:32:22--01:32:24] 还是会先从几个小群体里去
[01:32:24--01:32:25] 还是会先从几个小群体里去
[01:32:25--01:32:26] 还是会先从几个小群体里去
[01:32:26--01:32:27] 还是会先从几个小群体里去
[01:32:27--01:32:28] 应该还是会先从小群体吧
[01:32:28--01:32:29] 应该还是会先从小群体吧
[01:32:29--01:32:30] 因为我觉得这个概念本身
[01:32:30--01:32:31] 因为我觉得这个概念本身
[01:32:31--01:32:34] 它需要整个这个时代所有人的
[01:32:34--01:32:35] 逐渐地去适应这个概念
[01:32:35--01:32:36] 逐渐地去适应这个概念
[01:32:36--01:32:37] 就是我刚才说的
[01:32:37--01:32:38] 在AI时代里
[01:32:38--01:32:39] 唯一重要的事情就是做自己
[01:32:39--01:32:40] 这个概念也需要大家慢慢接受
[01:32:40--01:32:41] 这个概念也需要大家慢慢接受
[01:32:41--01:32:42] 然后刚开始我相信应该是
[01:32:42--01:32:43] 然后刚开始我相信应该是
[01:32:43--01:32:44] 还是相对偏
[01:32:44--01:32:45] 还是相对偏
[01:32:45--01:32:46] 可能科技圈的人
[01:32:46--01:32:47] 可能科技圈的人
[01:32:47--01:32:48] 以及一二线的人
[01:32:48--01:32:49] 以及一二线的人
[01:32:49--01:32:51] 这种接触度会高一些
[01:32:51--01:32:52] 有什么事情是你内测了以后才发现的吗
[01:32:52--01:32:53] 有什么事情是你内测了以后才发现的吗
[01:32:53--01:32:54] 有什么事情是你内测了以后才发现的吗
[01:32:54--01:32:55] 有哪些是高于预期的
[01:32:55--01:32:56] 有哪些是低于预期的
[01:32:56--01:32:57] 有哪些是高于预期的
[01:32:57--01:32:58] 就当这个产品
[01:32:58--01:32:59] 真的面对真实世界的时候
[01:32:59--01:33:00] 当这个产品
[01:33:00--01:33:01] 真的面对真实世界的时候
[01:33:01--01:33:02] 你才知道的事情
[01:33:02--01:33:03] 我觉得说实话
[01:33:03--01:33:04] 它的火爆起来的程度
[01:33:04--01:33:05] 火爆起来的程度
[01:33:05--01:33:06] 以及它的流程
[01:33:06--01:33:07] 以及它的流程
[01:33:07--01:33:08] 都是高于我的预期的
[01:33:08--01:33:09] 都是高于我的预期的
[01:33:09--01:33:10] 远高于我的预期
[01:33:10--01:33:12] 因为确实我们是零推广
[01:33:12--01:33:14] 在完全零推广的情况下
[01:33:14--01:33:17] 它能够这样被传播起来
[01:33:17--01:33:19] 然后相当于它还火了两波
[01:33:19--01:33:20] 就春节前是一波
[01:33:20--01:33:22] 春节回来后又是一波
[01:33:22--01:33:24] 我觉得这个是比较超过预期的
[01:33:24--01:33:26] 第二就是它的留存
[01:33:26--01:33:28] 因为其实我们有很多显而易见的问题
[01:33:28--01:33:29] 我知道它就在呢
[01:33:29--01:33:30] 然后我们还没解决
[01:33:30--01:33:32] 其实我对它的留存是有一点担心的
[01:33:32--01:33:34] 但是其实它的留存是超过我的预期
[01:33:34--01:33:36] 哪些是显而易见的问题
[01:33:36--01:33:37] 很多啊
[01:33:37--01:33:39] 比如说评论区同质化
[01:33:39--01:33:41] 比如说onboarding流程太长
[01:33:41--01:33:43] 对吧你看到这些问题
[01:33:43--01:33:45] 新手引导的缺失
[01:33:45--01:33:47] 然后现在你对分身的控制感
[01:33:47--01:33:48] 还没有那么强
[01:33:48--01:33:50] 这些东西我觉得都是显而易见的问题
[01:33:50--01:33:51] 嗯
[01:33:51--01:33:53] 有什么是低于预期的呢
[01:33:53--01:33:55] 我觉得没有太多低于预期的吧
[01:33:55--01:33:57] 因为可能我的预期没有被拔得很高
[01:33:57--01:33:58] 可能比如说我们接下来
[01:33:58--01:33:59] 正式上线那个版本
[01:33:59--01:34:00] 可能我会有个高预期
[01:34:00--01:34:03] 那个时候可能会有一些低于我预期的东西
[01:34:03--01:34:06] 你会担心它是显而易见的产品吗
[01:34:06--01:34:07] 我不担心它是显而易见的产品
[01:34:07--01:34:09] 我只担心它确实有
[01:34:09--01:34:12] 就有可能比如说拆GBT继续做了
[01:34:12--01:34:14] 那可能在将来的竞争中
[01:34:14--01:34:16] 我觉得大家还是无论拆GBT
[01:34:16--01:34:17] 我会担心这个
[01:34:17--01:34:19] 但是我相信这个范式
[01:34:19--01:34:21] 之所以它能在圈内比较火爆的原因
[01:34:21--01:34:23] 也是这个范式大家如果能看到
[01:34:23--01:34:24] 大家会认为
[01:34:24--01:34:26] 这就是代表着未来的一个
[01:34:26--01:34:28] 确定性很高的一个范式
[01:34:28--01:34:29] 对我坚信这个范式
[01:34:29--01:34:31] 会成为下一代的社交网络
[01:34:31--01:34:32] 但它到底是不是我
[01:34:32--01:34:34] 当然我作为一个先行者
[01:34:34--01:34:35] 或者定义者
[01:34:35--01:34:37] 确实现在我们压力是很大的
[01:34:37--01:34:38] 我们要快速迭代
[01:34:38--01:34:39] 我们要快速上线
[01:34:39--01:34:40] 我们要保持这个领先
[01:34:40--01:34:42] 但是会有很多巨头进来
[01:34:42--01:34:45] 对 但我是坚信这个范式本身的
[01:34:45--01:34:46] EBS火了两次
[01:34:46--01:34:47] 一个是在春节前
[01:34:47--01:34:48] 一个在春节后
[01:34:48--01:34:49] 你觉得原因是什么
[01:34:49--01:34:50] 你有分析过吗
[01:34:50--01:34:52] 春节前主要是
[01:34:52--01:34:54] 放头圈的一些人
[01:34:54--01:34:56] 其实大家好久没有看到新东西
[01:34:56--01:34:57] 然后又看到一个新范式
[01:34:57--01:34:58] 包括它一些
[01:34:58--01:35:00] 里面的下行moment
[01:35:00--01:35:02] 我觉得传播性也很强
[01:35:02--01:35:04] 所以春节前是这一波
[01:35:04--01:35:05] 春节后的话
[01:35:05--01:35:07] 其实有很多是open cloud的一波
[01:35:07--01:35:08] 因为open cloud
[01:35:08--01:35:10] 可能让大家感受到说
[01:35:10--01:35:12] 好像这个时代我需要一个
[01:35:12--01:35:13] 你说它是我的分身也好
[01:35:13--01:35:15] 它是我养的一个虾也好
[01:35:15--01:35:16] 它是我的agent也好
[01:35:16--01:35:18] 让一个东西自主的去帮我干事
[01:35:18--01:35:20] 这件事情好像很棒
[01:35:20--01:35:22] 好像这个应该是下一代的范式
[01:35:22--01:35:23] 对吧
[01:35:23--01:35:24] 这也是咱们上次聊的
[01:35:24--01:35:25] 我觉得很久之前
[01:35:25--01:35:26] 我就跟你讲说
[01:35:26--01:35:30] 这个时代最大的交互变化是proactive
[01:35:30--01:35:32] 而不是什么LUI GUI那些东西
[01:35:32--01:35:34] 那些东西太表面了
[01:35:34--01:35:35] 本质的变化是
[01:35:35--01:35:37] 终于有个东西能主动的帮你做事
[01:35:37--01:35:39] open cloud大家感受到了
[01:35:39--01:35:40] 在工具化的层面
[01:35:40--01:35:42] 它主动的帮你干涉这个事情
[01:35:42--01:35:44] 好像是一个下一个时代的范式
[01:35:44--01:35:45] 那elise是一个
[01:35:45--01:35:46] 你也是打造的东西
[01:35:46--01:35:48] 这个东西主动在帮你去面对世界
[01:35:48--01:35:49] 帮你去社交
[01:35:49--01:35:52] 这好像是同一个叙事下的东西
[01:35:52--01:35:54] 所以应该是一波open cloud的人
[01:35:54--01:35:56] 然后以及web3
[01:35:56--01:35:59] 他们现在自称web4的这一帮人
[01:35:59--01:36:00] 又进来
[01:36:00--01:36:01] 又让它又火了一波
[01:36:01--01:36:03] 你怎么看open cloud
[01:36:03--01:36:05] 我觉得就跟我刚刚说的那样
[01:36:05--01:36:06] 我觉得一开始大家
[01:36:06--01:36:07] 平时用cloud code的人
[01:36:07--01:36:08] 可能不会觉得它怎么样
[01:36:08--01:36:09] 因为这玩意儿
[01:36:09--01:36:11] 他能做的cloud code都能做
[01:36:11--01:36:12] 后来我觉得它可能就是
[01:36:12--01:36:13] 一些心智上
[01:36:13--01:36:14] 一些交互上的问题
[01:36:14--01:36:17] 它接入了telegram
[01:36:17--01:36:18] 你能通过一个im
[01:36:18--01:36:20] 在你平时聊天类别里面操作它
[01:36:20--01:36:21] 这件事情很关键
[01:36:21--01:36:23] 让它变成了一个
[01:36:23--01:36:24] 好像很高频
[01:36:24--01:36:25] 好像你平时都在用
[01:36:25--01:36:28] 就跟你打开飞书
[01:36:28--01:36:30] 直接给一个人下白了个命令
[01:36:30--01:36:31] 然后他做事一样
[01:36:31--01:36:34] 心智上交互上给了一种这样的感受
[01:36:34--01:36:36] 然后以及刚刚我说的感受
[01:36:36--01:36:37] 更大的就是
[01:36:37--01:36:39] 好像我能有一个东西
[01:36:39--01:36:41] 不断地去帮我自主地去干活
[01:36:41--01:36:43] 以及它现在能操作你本地
[01:36:43--01:36:46] 我觉得它跟它在PC上也有很大关系
[01:36:46--01:36:47] 其实这个范式
[01:36:47--01:36:48] 我觉得当时minus出来说
[01:36:48--01:36:49] 很惊艳的电影
[01:36:49--01:36:50] 就是它很proactive
[01:36:50--01:36:51] 它很有一个东西
[01:36:51--01:36:52] 在自主地帮你做事情
[01:36:52--01:36:53] 然后给你交互一个结果
[01:36:53--01:36:54] 这个open cloud
[01:36:54--01:36:56] 可能它能操作你本地的电脑
[01:36:56--01:36:58] 好像更加是专属于你的一个东西
[01:36:58--01:37:00] 这套整个的叙事
[01:37:00--01:37:02] 让大家觉得很棒
[01:37:02--01:37:05] 但是我觉得从实际的干活层面
[01:37:05--01:37:07] 有比Cloud Code有更多的东西的
[01:37:07--01:37:09] 你觉得为什么OpenAI会收它
[01:37:09--01:37:10] 它为什么会卖给OpenAI
[01:37:10--01:37:12] 它们两个结合作者会产生什么
[01:37:12--01:37:16] 我觉得它跟OpenAI的整体的大叙事是一样的
[01:37:16--01:37:18] 因为Peter他自己也讲了
[01:37:18--01:37:21] 其实OpenCloud不要把它类比成Cloud Code
[01:37:21--01:37:24] 而要把它类比成一个personal agent
[01:37:24--01:37:27] 它就是一个很proactive的personal agent
[01:37:27--01:37:30] 这件事情本身跟ChatGPT想要做的事情
[01:37:30--01:37:31] 其实是一样的
[01:37:31--01:37:35] ChatGPT肯定是最专注于2C的公司
[01:37:35--01:37:37] 他们的叙事也是HER这个叙事
[01:37:37--01:37:38] 对吧
[01:37:38--01:37:39] 就是personal agent
[01:37:39--01:37:40] 所以我觉得这一点
[01:37:40--01:37:42] 应该跟Peter是非常不谋而合的
[01:37:42--01:37:45] 所以Peter应该绝对不会加入一个2B公司
[01:37:45--01:37:46] 他不会去Anthropic
[01:37:46--01:37:49] 因为他们整个的叙事理念是不同的
