[00:00:01--00:00:03] 为什么你做这件事情比大部分人都早
[01:59:06--01:59:07] 然后我有很多数据
[01:59:07--01:59:09] 我可以形成闭环
[01:59:09--01:59:12] 那我也许就主要是RO的
[01:59:12--01:59:13] 主要基于RO的一个东西
[01:59:13--01:59:14] 就可以work了
[01:59:14--01:59:15] 从某种程度上来说
[01:59:15--01:59:17] 我觉得像Google的Ads
[01:59:17--01:59:19] 或者TikTok的推荐
[01:59:19--01:59:20] 从某种程度上来说
[01:59:20--01:59:22] 就有点像类似于这样一个系统
[01:59:22--01:59:24] 我找到一个足够封闭的环境
[01:59:24--01:59:26] 我就是做类似于RO的事情
[01:59:26--01:59:27] 我就可以带来足够多价值
[01:59:27--01:59:29] 那这个事情是合理的
[01:59:29--01:59:30] 但可能
[01:59:30--01:59:32] 这个世界上很多长尾的事情
[01:59:32--01:59:34] 它需要技能alization
[01:59:34--01:59:36] 它需要大家可以像人一样的东西
[01:59:36--01:59:37] 就是说
[01:59:37--01:59:38] 你虽然不是什么都知道
[01:59:38--01:59:39] 但是你可以学
[01:59:39--01:59:40] 你可以通过在线学习
[01:59:40--01:59:42] 你可以去进入一个新的公司
[01:59:42--01:59:43] 然后适应这个环境
[01:59:43--01:59:45] 去做一些新的事情
[01:59:45--01:59:46] 那在这个地方
[01:59:46--01:59:49] 可能Pretraining的重要性会更高
[01:59:49--01:59:52] 因为你需要更多的泛化性
[01:59:52--01:59:54] 所以我觉得可能基于不同的应用
[01:59:54--01:59:56] 会有不同的技术路线
[01:59:56--01:59:58] 但是我觉得技术路线毕竟是个工具
[01:59:58--02:00:00] 你只要你的value大于你的cost
[02:00:00--02:00:03] 我觉得技术的选择是flexible
[02:00:03--02:00:05] 没有说一定会哪种技术路线会胜出
[02:00:05--02:00:07] 我觉得只要经济上还合理
[02:00:07--02:00:09] 它就是有可能性
[02:00:09--02:00:12] 如果你是一个全球超大互联网
[02:00:12--02:00:14] 或科技公司的CEO
[02:00:14--02:00:18] 而今天这个公司还没有自己的模型
[02:00:18--02:00:21] 没有好的research的文化
[02:00:21--02:00:23] 甚至没有好的AI战略
[02:00:23--02:00:25] 你作为CEO你会怎么做
[02:00:27--02:00:28] 我觉得我会
[02:00:28--02:00:29] 首先我肯定会学习
[02:00:29--02:00:30] 就是说
[02:00:30--02:00:32] 我会想学习这个事情到底是什么
[02:00:32--02:00:33] 因为如果你作为CEO
[02:00:33--02:00:34] 你不懂这个事情
[02:00:34--02:00:36] 那所有事情都很难
[02:00:36--02:00:38] 就我觉得很多时候
[02:00:38--02:00:39] 一个公司它的bottleneck
[02:00:39--02:00:41] 就是说CEO对这个事情的理解程度
[02:00:41--02:00:42] 如果你不理解这个
[02:00:42--02:00:44] 然后你说我去招一些很好的人
[02:00:44--02:00:45] 我去做些事情
[02:00:45--02:00:47] 那你可能会被他们忽悠的
[02:00:47--02:00:49] 我觉得首先你自己要学习
[02:00:49--02:00:52] 然后我觉得还是要从
[02:00:53--02:00:55] 创造新的价值来思考问题
[02:00:55--02:00:58] 因为毕竟你不是技术专家
[02:00:58--02:01:01] 你是一个公司的CEO
[02:01:01--02:01:02] 然后你有一些场景
[02:01:02--02:01:03] 你有些资源
[02:01:03--02:01:04] 你有一些优势
[02:01:04--02:01:05] 然后我觉得
[02:01:05--02:01:07] 从第一行业界上来说
[02:01:07--02:01:10] 就是一个新的技术产生了
[02:01:10--02:01:12] 那你需要思考的是
[02:01:12--02:01:14] 怎么用这些新的技术
[02:01:14--02:01:15] 和你现在的资源
[02:01:15--02:01:17] 去创造新的价值
[02:01:17--02:01:19] 就当然你可以试图去做一个
[02:01:19--02:01:21] 和现在业务完全不一样
[02:01:21--02:01:22] 然后价值非常大的东西
[02:01:22--02:01:23] 比如拆GBT
[02:01:23--02:01:25] 但是可能对大多数
[02:01:25--02:01:27] 即使是很有钱很厉害的公司来说
[02:01:27--02:01:29] 这事情并不make sense
[02:01:29--02:01:31] 首先自己要学习这个技术
[02:01:31--02:01:33] 然后第二是我觉得
[02:01:33--02:01:35] 你要去思考
[02:01:35--02:01:38] 就是能创造什么新的价值
[02:01:38--02:01:41] 如果你成为了伯克希尔的CEO
[02:01:41--02:01:44] 未来要拿出500亿美金
[02:01:44--02:01:47] allocate到AGA这个行业
[02:01:47--02:01:49] 你会怎么去allocate这笔钱
[02:01:49--02:01:50] 既能体现回报
[02:01:50--02:01:51] 也能体现对
[02:01:51--02:01:54] 人类的贡献
[02:01:54--02:01:56] 这是个很好的问题
[02:01:56--02:01:59] 然后这取决于就是说
[02:01:59--02:02:01] 你有多少精力
[02:02:01--02:02:04] 或者有多少的资源分配的
[02:02:04--02:02:06] 这个颗粒度对吧
[02:02:06--02:02:08] 当然我觉得现在
[02:02:08--02:02:09] 像openit
[02:02:09--02:02:11] 就这些模型层的公司
[02:02:11--02:02:12] 是会有价值的
[02:02:12--02:02:14] 我觉得是会有更大的价值的
[02:02:14--02:02:15] 大概率来说
[02:02:15--02:02:18] 我觉得其实还有一类
[02:02:18--02:02:21] 很有价值的事情是
[02:02:21--02:02:25] 能够积累user context
[02:02:25--02:02:27] 或者能构建特殊的environment
[02:02:27--02:02:29] 这样的一个公司
[02:02:29--02:02:31] 就因为最终我觉得AI
[02:02:31--02:02:33] 或者AGI是个系统的话
[02:02:33--02:02:34] 它需要有intelligence
[02:02:34--02:02:36] 它需要有环境
[02:02:36--02:02:38] 它还是需要有user的context
[02:02:38--02:02:40] 或者对user的understanding
[02:02:40--02:02:42] 现在可能
[02:02:42--02:02:44] 我觉得有很多user data
[02:02:44--02:02:45] 或者有很多user context的公司
[02:02:45--02:02:50] 就有点像发明车之前的煤炭煤矿
[02:02:50--02:02:52] 可能当时煤矿已经有
[02:02:52--02:02:53] 就可能
[02:02:53--02:02:57] 发明汽车之前的石油公司
[02:02:57--02:02:58] 对吧
[02:02:58--02:03:00] 当时可能也许也有一些小的应用
[02:03:00--02:03:01] 或者怎么样
[02:03:01--02:03:02] 但是
[02:03:02--02:03:04] 我觉得现在大家对于这个东西的应用
[02:03:04--02:03:05] 还没有足够大
[02:03:05--02:03:08] 可能会有一些机会
[02:03:08--02:03:09] 对
[02:03:09--02:03:10] 然后
[02:03:10--02:03:11] 从这种程度来说
[02:03:11--02:03:12] 我觉得微信
[02:03:12--02:03:13] 或者
[02:03:13--02:03:14] 就像这些大的平台
[02:03:14--02:03:15] 它还是一个很好的
[02:03:15--02:03:17] 易手难工的好的平台
[02:03:17--02:03:18] 对吧
[02:03:18--02:03:19] 因为它积攒大量的context
[02:03:20--02:03:21] 然后如果intelligence
[02:03:21--02:03:24] 它是一个可以逐渐民主化
[02:03:24--02:03:25] 逐渐变得便宜
[02:03:25--02:03:27] 逐渐变得普及的一个东西的话
[02:03:27--02:03:28] 那拥有这样的平台
[02:03:28--02:03:29] 拥有这样的一个environment
[02:03:29--02:03:31] 拥有这样一个context
[02:03:31--02:03:32] 可能会是一个很强的壁垒
[02:03:32--02:03:34] 所以它可能还是一个很好的投资
[02:03:34--02:03:36] 我觉得
[02:03:36--02:03:39] 今天顺宇当了很多公司的CEO
[02:03:39--02:03:40] 我再问一个
[02:03:40--02:03:42] 如果你是微信的老板
[02:03:42--02:03:44] 你会怎么在微信里做agent
[02:03:44--02:03:47] 我觉得我可能会不急
[02:03:47--02:03:49] 我可能先观望观望
[02:03:49--02:03:52] 就是我好像没有理由要急
[02:03:52--02:03:54] 然后我会观察
[02:03:54--02:03:55] 我会学习
[02:03:55--02:03:56] 我会学习AI
[02:03:56--02:03:58] 然后我会观察
[02:03:58--02:04:00] 就是有没有什么新的交互方式
[02:04:00--02:04:01] 很有意思
[02:04:01--02:04:02] 但是我觉得
[02:04:02--02:04:05] 我不会急着去做很多事情
[02:04:05--02:04:08] 因为我有个易手难工的地方
[02:04:08--02:04:10] 我为什么要急着进攻
[02:04:10--02:04:11] 可能比较危险的事情
[02:04:11--02:04:13] 是一个颠覆性的创新
[02:04:13--02:04:14] 对吧
[02:04:14--02:04:15] 我觉得真正危险
[02:04:15--02:04:17] 不是说一个类似于微信的东西
[02:04:17--02:04:18] 打败了微信
[02:04:18--02:04:21] 而是一个很不一样的东西打败了微信
[02:04:21--02:04:23] 就像微信打败了QQ一样
[02:04:23--02:04:24] QQ可能当时担心的
[02:04:24--02:04:26] 并不是一个类似于QQ的东西
[02:04:26--02:04:27] 打败了QQ
[02:04:27--02:04:29] 而是一个很不一样的产品
[02:04:29--02:04:31] 去打败了这个东西
[02:04:31--02:04:32] 我觉得可能
[02:04:32--02:04:35] 我觉得需要对颠覆性的创新
[02:04:35--02:04:36] 有所警惕
[02:04:36--02:04:37] 对
[02:04:37--02:04:39] 但如果是这些incremental的创新
[02:04:39--02:04:41] 就是这种小的创新
[02:04:41--02:04:43] 我觉得你早做晚做
[02:04:43--02:04:44] 可能区别没有那么大
[02:04:44--02:04:46] 就也不用太担心
[02:04:46--02:04:47] 因为所有人都说
[02:04:47--02:04:48] 微信卡位好
[02:04:48--02:04:51] 但今天微信还没有很激进的投入
[02:04:51--02:04:53] 如果未来multiagents
[02:04:53--02:04:55] 这些long term memory
[02:04:55--02:04:56] 这些问题解决了
[02:04:56--02:05:00] 但agent系统不长在微信上
[02:05:00--02:05:02] 那是比较恐怖的
[02:05:02--02:05:04] 其实原有的网络不一定有价值
[02:05:04--02:05:07] 我觉得这取决于人的网络
[02:05:07--02:05:09] 人类的网络会变成什么样
[02:05:09--02:05:11] 就是说你会有更多的agent朋友
[02:05:11--02:05:13] 还是有更多的人类朋友
[02:05:13--02:05:16] 或者你有更多的agent的
[02:05:16--02:05:17] 这个
[02:05:17--02:05:18] 职业上的交互
[02:05:18--02:05:19] 还是有更多人类的职业上交互
[02:05:19--02:05:21] 因为微信上你既有朋友也有
[02:05:21--02:05:22] 比如我要买个东西
[02:05:22--02:05:23] 或者我要咨询一个东西
[02:05:23--02:05:24] 或者我要
[02:05:24--02:05:25] 对吧
[02:05:25--02:05:26] 律师或者对吧
[02:05:26--02:05:28] 就这些职业的交互
[02:05:28--02:05:30] 那我觉得这个取决于
[02:05:30--02:05:31] 就是说
[02:05:31--02:05:33] 这个人类的网络会变成什么样
[02:05:33--02:05:35] 但我觉得总会有一个这样的网络
[02:05:35--02:05:36] 然后基于这个网络
[02:05:36--02:05:38] 肯定会需要有基础设施
[02:05:38--02:05:39] 需要有平台
[02:05:39--02:05:43] 怎么保证agent实现之后的安全问题
[02:05:43--02:05:45] 因为微信过去还是一个比较负责任
[02:05:45--02:05:46] 比较安全的
[02:05:46--02:05:49] 那如果未来power很强了
[02:05:49--02:05:51] 很多坏人来做坏事了
[02:05:51--02:05:53] 甚至颠覆人类了
[02:05:53--02:05:57] 那安全问题你觉得长期会怎么解决
[02:05:57--02:05:59] 要有ai宪法
[02:05:59--02:06:01] 我觉得安全是一个很复杂的问题
[02:06:01--02:06:03] 就是当每个人说安全的时候
[02:06:03--02:06:05] 其实他可能想的事情也不一样
[02:06:05--02:06:07] 我的看法是这样的
[02:06:07--02:06:08] 就是说
[02:06:08--02:06:10] 我觉得现在大家对安全的主要分歧
[02:06:10--02:06:11] 就是说
[02:06:11--02:06:13] 像商业公司一样正常的
[02:06:13--02:06:15] 就是重视安全
[02:06:15--02:06:16] 是
[02:06:16--02:06:17] 是不是足够了
[02:06:17--02:06:20] 还是说你需要有更大的安全的责任
[02:06:20--02:06:21] 对吧
[02:06:21--02:06:22] 因为比如对差GP来说
[02:06:22--02:06:23] 如果他不安全
[02:06:23--02:06:24] 他把你的东西删了
[02:06:24--02:06:25] 或者他
[02:06:25--02:06:27] 那他这个产品就失败了
[02:06:27--02:06:28] 他没有商业价值
[02:06:28--02:06:30] 所以就即使为了商业价值
[02:06:30--02:06:32] 他也会去重视很多安全
[02:06:32--02:06:33] 对吧
[02:06:33--02:06:35] 就每个产品都是这样
[02:06:35--02:06:36] 就他会
[02:06:36--02:06:38] 基于自己的产品和商业
[02:06:38--02:06:39] 他自然而然会重视安全
[02:06:39--02:06:40] 因为一个东西如果不安全
[02:06:40--02:06:42] 那他根本就不是个好产品
[02:06:42--02:06:43] 那人们不会用他
[02:06:43--02:06:44] 他没有价值
[02:06:44--02:06:45] 但我觉得现在主要是
[02:06:45--02:06:47] 大家对这个东西分歧是
[02:06:47--02:06:51] 你需不需要产品以外的
[02:06:51--02:06:55] 或者说更意识形态上的这种安全
[02:06:55--02:06:56] 或者说
[02:06:56--02:06:57] 但这个事情
[02:06:57--02:07:00] 我觉得大家还没有完全的定义清楚
[02:07:00--02:07:04] 然后我觉得前者是容易解决了
[02:07:04--02:07:07] 就是如果你有一个好的应用
[02:07:07--02:07:08] 然后你有一个
[02:07:08--02:07:11] 你总是会有办法去解决安全问题的
[02:07:11--02:07:12] 我相信
[02:07:12--02:07:14] 因为一旦一个东西有足够大价值
[02:07:14--02:07:17] 那总会有人需要解决这个安全问题
[02:07:17--02:07:19] 因为如果解决这个安全问题
[02:07:19--02:07:21] 是带来价值的一个必要条件
[02:07:21--02:07:22] 然后这东西价值有足够大
[02:07:22--02:07:24] 那我觉得它总是会被解决了
[02:07:24--02:07:25] 但我觉得至于第二者
[02:07:25--02:07:26] 我觉得会有很大的不确定性
[02:07:26--02:07:28] 我觉得我很难评价
[02:07:28--02:07:33] 一个人会担心AGI实现之后的安全问题吗
[02:07:33--02:07:35] 我会担心
[02:07:35--02:07:39] 但是我觉得现在可能最大的问题是
[02:07:39--02:07:40] AGI还没有实现
[02:07:40--02:07:43] 或者说我们还没有创造足够的价值
[02:07:44--02:07:46] 就我觉得一个东西
[02:07:46--02:07:48] 如果还没有创造足够的价值
[02:07:48--02:07:52] 就担心它是不是太厉害
[02:07:52--02:07:53] 或者太强大
[02:07:53--02:07:54] 或者太普及了
[02:07:54--02:07:57] 我觉得好像不是特别make sense
[02:07:57--02:08:00] 就是如果我们还没有想清楚
[02:08:00--02:08:03] 怎么把这个东西变得有价值
[02:08:03--02:08:06] 那我们把它变得很安全
[02:08:06--02:08:07] 好像没有意义
[02:08:07--02:08:08] 因为它如果没有价值
[02:08:08--02:08:09] 它很安全
[02:08:09--02:08:10] 似乎也没有意义
[02:08:10--02:08:13] 从机器原理的角度来说
[02:08:13--02:08:15] 模型到底会不会产生意识
[02:08:15--02:08:20] 我觉得意识是一个没有被很好定义的东西
[02:08:20--02:08:23] 但是我觉得也许
[02:08:23--02:08:29] 当你能够处理足够复杂的context
[02:08:29--02:08:31] 并且你有足够大的autonomous
[02:08:31--02:08:33] 或者decision making的power
[02:08:33--02:08:36] 那客观上你可能就产生意识了
[02:08:36--02:08:37] 对吧
[02:08:37--02:08:39] 就之所以我们认为我们有意识
[02:08:39--02:08:42] 是因为我们在一个
[02:08:42--02:08:44] 自己认为很高的频率在处理信息
[02:08:44--02:08:46] 在不停的处理信息
[02:08:46--02:08:47] 做决策
[02:08:47--02:08:50] 然后脑子里面闪过各种各样的想法
[02:08:50--02:08:52] 然后我可以选择做很多不同的事情
[02:08:52--02:08:54] 让它会有不同的后果
[02:08:54--02:08:56] 那是不是客观上来说
[02:08:56--02:08:58] 如果一个系统能做到这些
[02:08:58--02:09:00] 它就可以被定义为有意识了
[02:09:00--02:09:02] 我觉得这个事情还没有被很好的定义
[02:09:02--02:09:04] 你说现在要定义任务
[02:09:04--02:09:05] 定义问题
[02:09:05--02:09:08] 你现在思考的比较多的几个非常重要的问题是什么
[02:09:08--02:09:11] 我其实对很多问题都很感兴趣
[02:09:11--02:09:13] 但是我不可能做所有问题
[02:09:13--02:09:16] 但我会试图和很多有意思的人聊天
[02:09:16--02:09:20] 然后试图去理解有什么事情在发生
[02:09:20--02:09:23] 你最近思考比较多的问题有什么呀
[02:09:23--02:09:25] 你最近有什么顿悟时刻吗
[02:09:25--02:09:26] 比如说过去一年
[02:09:26--02:09:29] 我觉得一个insight就是说
[02:09:29--02:09:31] 可能这个世界会有很多
[02:09:31--02:09:33] 这个技术可能是比
[02:09:33--02:09:35] 现在的产品形态更通用的
[02:09:35--02:09:37] 可能会有更多superapp出现
[02:09:37--02:09:39] 我觉得这个事情是有机会的
[02:09:39--02:09:41] 我觉得还有很多小的顿悟
[02:09:41--02:09:43] 但是我觉得大顿悟可能就是说
[02:09:43--02:09:46] 这个世界可能会有更多
[02:09:46--02:09:48] 交互方式上的创新
[02:09:48--02:09:50] 带来新的superapp
[02:09:50--02:09:53] 这个世界研究的边界可能不是一个
[02:09:53--02:09:54] 一家机构定义的
[02:09:54--02:09:56] 而是可能不同的superapp
[02:09:56--02:09:58] 共同定义的
[02:09:58--02:10:00] 你的文章真的是基于deep research
[02:10:00--02:10:02] 基于你的演讲稿写的吗
[02:10:02--02:10:03] 是的
[02:10:03--02:10:05] 但是我
[02:10:05--02:10:08] 就是那个introduction
[02:10:08--02:10:09] 我基本上就是改的比较小
[02:10:09--02:10:11] 但是可能后面有些段落
[02:10:11--02:10:13] 我基本上就擅长重写了
[02:10:13--02:10:15] 因为我觉得
[02:10:15--02:10:16] 这个东西它解决的问题
[02:10:16--02:10:18] 是一个initialization的问题
[02:10:18--02:10:21] 就是说它给了你一个初始化
[02:10:21--02:10:22] 然后这个初始化
[02:10:22--02:10:24] 如果能够让你进入一个新流
[02:10:24--02:10:26] 那你其实自己重新写一遍
[02:10:26--02:10:27] 也不是很难的
[02:10:27--02:10:28] 但是我觉得重要的是
[02:10:28--02:10:31] 它能初始化你的mindflow
[02:10:31--02:10:32] 初始化你的新流
[02:10:32--02:10:34] 但如果你能进入一个新流
[02:10:34--02:10:36] 你其实重新写和改没有区别
[02:10:36--02:10:38] 或者可能重新写会更快
[02:10:38--02:10:40] 你重新写了多久
[02:10:41--02:10:43] 可能两个小时吧
[02:10:43--02:10:44] 你作为AI researcher
[02:10:44--02:10:45] 其实在博士期间的很多工作
[02:10:45--02:10:47] 就已经获得了很多的关注
[02:10:47--02:10:48] 你觉得为什么
[02:10:48--02:10:49] 你觉得你做对了什么呢
[02:10:49--02:10:52] 我想做的事情就是两条线
[02:10:52--02:10:56] 就是说一个是简单通用的方法
[02:10:56--02:11:00] 另一个是跟不同的
[02:11:00--02:11:02] 有实际价值的任务
[02:11:02--02:11:04] 然后这些任务往往就是
[02:11:04--02:11:05] 如何在真实的数字的世界
[02:11:05--02:11:06] 创造新的价值
[02:11:06--02:11:08] 因为传统的任务
[02:11:08--02:11:10] 要不然就是在虚假的数字世界
[02:11:10--02:11:13] 比如游戏或者考试里面创造任务
[02:11:13--02:11:16] 或者是在物理世界创造价值
[02:11:16--02:11:19] 我觉得可能真实的数字世界
[02:11:19--02:11:21] 比如电脑或者coding或者web
[02:11:21--02:11:23] 是一个处女地
[02:11:23--02:11:25] 就是一个巨大的宝藏
[02:11:25--02:11:28] 然后我恰好挖掘了一些东西
[02:11:28--02:11:31] 然后gpd3的产生
[02:11:31--02:11:32] 或者这些模型的产生
[02:11:32--02:11:33] 推理的产生
[02:11:33--02:11:35] 又有一个机会
[02:11:35--02:11:37] 就是能做一些简单通用的方法
[02:11:37--02:11:39] 但是我觉得
[02:11:40--02:11:43] 也是有一些时代的原因
[02:11:43--02:11:45] 就是恰好有这样的一些机会
[02:11:45--02:11:47] 然后恰好这些东西
[02:11:47--02:11:49] 我觉得是对AI最重要的事情
[02:11:49--02:11:51] 就是一方面是简单通用的方法
[02:11:51--02:11:53] 一方面是更好的任务环境
[02:11:53--02:11:55] 然后我觉得需要
[02:11:55--02:11:57] 然后我觉得需要就是想的
[02:11:57--02:12:00] 足够大胆或者通用
[02:12:00--02:12:04] 就是如果你在做个上限很低的任务
[02:12:04--02:12:06] 那你就算把它解决了
[02:12:06--02:12:07] 又能怎么样
[02:12:07--02:12:09] 我觉得需要做一些
[02:12:09--02:12:11] 现在看上去很难的任务
[02:12:11--02:12:12] 并且我觉得
[02:12:12--02:12:14] 可能另一个很重要的点是
[02:12:14--02:12:16] 要去看很多东西的交界处
[02:12:16--02:12:18] 就是说如果你只做R
[02:12:18--02:12:20] 或者只做强化学习
[02:12:20--02:12:21] 或者只做自然语言处理
[02:12:21--02:12:23] 或者你只做一个
[02:12:23--02:12:25] 就是学科的内部的东西
[02:12:25--02:12:30] 那我觉得可能会很难
[02:12:30--02:12:33] 我觉得react之所以当时能做出来
[02:12:33--02:12:35] 是因为我们当时选了一些
[02:12:35--02:12:36] 自然语言处理的task
[02:12:36--02:12:38] 我们也选了一些游戏的任务
[02:12:39--02:12:41] 你需要把自然语言处理
[02:12:41--02:12:44] 和强化学习的边界给打通
[02:12:44--02:12:45] 但我觉得可能很多人
[02:12:45--02:12:47] 他会陷入一个社区
[02:12:47--02:12:50] 或者陷入一个学科内部
[02:12:50--02:12:52] 这样的话就更难去做一些
[02:12:52--02:12:54] 跟通用的东西
[02:12:54--02:12:56] react当时在做的过程中
[02:12:56--02:12:57] 有积累什么能耗吗
[02:12:57--02:12:58] 有遇到什么坎吗
[02:12:58--02:13:01] 我觉得最难的是寻找任务
[02:13:01--02:13:05] 就是我觉得所有我做的任务
[02:13:05--02:13:06] 就方法性的
[02:13:06--02:13:07] 我做的所有方法
[02:13:07--02:13:08] 其实我觉得最难的事情
[02:13:08--02:13:09] 都是找任务
[02:13:09--02:13:12] 因为我觉得很显然
[02:13:12--02:13:14] 就是说有一天这样的一个事情
[02:13:14--02:13:16] 会变得非常有价值
[02:13:16--02:13:19] 就是一个智能体既能够推理
[02:13:19--02:13:20] 又可以做动作
[02:13:20--02:13:22] 但我觉得真正难的点是
[02:13:22--02:13:24] 在当时的环境下
[02:13:24--02:13:26] 比如你当时只有一个gpt3
[02:13:26--02:13:27] 或者一个palm
[02:13:27--02:13:29] 然后你又没有
[02:13:29--02:13:32] 你怎么去找一些
[02:13:32--02:13:33] 他任务能够去证明
[02:13:33--02:13:36] 这个东西有promising的initial signal
[02:13:36--02:13:37] 能有好的价值呢
[02:13:38--02:13:40] 然后这个东西
[02:13:40--02:13:41] 我觉得其实试了很久
[02:13:41--02:13:42] 包括我觉得做tree of thought
[02:13:42--02:13:44] 最难的一点也是
[02:13:44--02:13:47] 你怎么去把这样的一个belief
[02:13:47--02:13:48] 寻找一个任务
[02:13:48--02:13:49] 或者寻找一个环境
[02:13:49--02:13:52] 去通过实验结果表达出来
[02:13:52--02:13:53] 你现在能定义的
[02:13:53--02:13:56] 最激进的一个任务
[02:13:56--02:13:58] 可能会是什么样
[02:13:58--02:14:01] 我前面一个问题
[02:14:01--02:14:02] 我可以先补充一点
[02:14:02--02:14:03] 就是因为
[02:14:03--02:14:04] 我觉得我的经历可能比较特殊
[02:14:04--02:14:07] 因为大多数好的方法
[02:14:07--02:14:10] 提出是因为它有一个特定的任务
[02:14:10--02:14:12] 然后这个特定的任务
[02:14:12--02:14:15] 恰好激发出来一个非常通用的方法
[02:14:15--02:14:17] 比如说PPO
[02:14:17--02:14:20] 可能一开始是做了一个特定的事情
[02:14:20--02:14:21] 或者transformer
[02:14:21--02:14:23] 一开始是做一个特定的事情
[02:14:23--02:14:24] 比如
[02:14:24--02:14:26] 我觉得attention的一类工作
[02:14:26--02:14:30] 其实是受翻译这件事情的影响很深的
[02:14:30--02:14:32] 如果当时那个时间点
[02:14:32--02:14:34] 你恰好在做翻译
[02:14:34--02:14:36] 然后你就很有可能
[02:14:36--02:14:37] 就做出来伟大的东西
[02:14:37--02:14:39] 因为恰好那个时候
[02:14:39--02:14:42] 如果注意机制最适合研究它的任务
[02:14:42--02:14:44] 就是一个翻译一样的事情
[02:14:44--02:14:45] 因为它需要自然的
[02:14:45--02:14:48] 对这个序列的不同地方进行关注
[02:14:48--02:14:50] 然后这个关注可能不是线性的
[02:14:50--02:14:52] 然后它需要一个类似transformer
[02:14:52--02:14:53] 这样的一个方法
[02:14:53--02:14:54] 所以大多数时候
[02:14:54--02:14:55] 人们发现伟大的方法
[02:14:55--02:14:58] 是因为你有一个任务
[02:14:58--02:14:59] 你要解决它
[02:14:59--02:15:02] 然后恰好这个事情足够通用
[02:15:02--02:15:03] 但我觉得
[02:15:03--02:15:05] 就我的经历比较特殊
[02:15:05--02:15:06] 就是因为很多时候
[02:15:06--02:15:08] 我是先脑子里面想到一个东西
[02:15:08--02:15:10] 我觉得它很通用很好
[02:15:10--02:15:11] 但是我需要去找一些任务
[02:15:11--02:15:13] 去证明它很通用很好
[02:15:13--02:15:15] 或者未来会很有价值
[02:15:15--02:15:17] 它可能现在还没有足够多价值
[02:15:17--02:15:19] 但是你需要现在先找一些
[02:15:19--02:15:21] 简单的任务去证明它有价值
[02:15:21--02:15:23] 我觉得这个事情是很难的
[02:15:23--02:15:25] 就像创业需要有
[02:15:25--02:15:27] 这个product market fit一样
[02:15:27--02:15:28] 就是做认测是需要一个
[02:15:28--02:15:30] 这个method task fit
[02:15:30--02:15:32] 这个事情是最难的
[02:15:32--02:15:33] 你得先感想
[02:15:33--02:15:35] 那你那个最激进的想
[02:15:35--02:15:37] 定一个任务会是什么样呢
[02:15:37--02:15:38] 通用任务
[02:15:38--02:15:39] 我觉得现在这个时代
[02:15:39--02:15:42] 可能再激进也不叫激进
[02:15:42--02:15:45] 就是我觉得anything is possible
[02:15:45--02:15:46] 我毕业前
[02:15:46--02:15:48] 我可能想的比较多的事情是
[02:15:48--02:15:50] 怎么去创造一个爱因斯坦
[02:15:50--02:15:53] 或者怎么去创造一个科学家
[02:15:53--02:15:54] 因为我觉得
[02:15:54--02:15:56] 当时我还是一个
[02:15:56--02:15:58] 比较academia的
[02:15:58--02:15:59] 就比较学术圈的一个人
[02:15:59--02:16:00] 对吧
[02:16:00--02:16:01] 就是说你在普林斯顿
[02:16:01--02:16:02] 你自然你的偶像是
[02:16:02--02:16:04] 冯诺伊曼是爱因斯坦
[02:16:04--02:16:05] 那很自然
[02:16:05--02:16:07] 你能想到就是说
[02:16:07--02:16:08] 最有意思的task
[02:16:08--02:16:09] 就是说我能不能发现
[02:16:09--02:16:10] 下一个相对论
[02:16:10--02:16:11] 我能不能发现下一个
[02:16:11--02:16:12] 这个伟大的科学理论
[02:16:12--02:16:13] 我觉得这个事情
[02:16:13--02:16:15] 毫无疑问能够标志
[02:16:15--02:16:18] 就准备AGI或者ASI实现了
[02:16:18--02:16:19] 对吧
[02:16:19--02:16:21] 就如果AI发现了大一统一了
[02:16:21--02:16:23] 我觉得到了硅谷
[02:16:23--02:16:24] 到了加州之后
[02:16:24--02:16:26] 就是进入了公司之后
[02:16:26--02:16:28] 我觉得就是人类的组织
[02:16:28--02:16:30] 也是很有意思的事情
[02:16:30--02:16:32] 然后我觉得
[02:16:32--02:16:34] 如果能够创造一家新的公司
[02:16:34--02:16:35] 能够创造一个
[02:16:35--02:16:36] 一千亿美元的
[02:16:36--02:16:37] 基于AGI的公司
[02:16:37--02:16:40] 我觉得是个很有意思的事情
[02:16:40--02:16:42] 就创造经济价值也很难
[02:16:42--02:16:45] 它和发明相对论是不一样的难
[02:16:45--02:16:47] 为什么是人类的组织也很有意思
[02:16:47--02:16:50] 而不是人类的产品很有意思
[02:16:50--02:16:51] 产品当然很有意思
[02:16:51--02:16:54] 但是很有意思的是
[02:16:54--02:16:56] 很多组织的方式能够
[02:16:56--02:16:58] 它就像一个general method
[02:16:58--02:16:59] 像一个通用方法一样
[02:16:59--02:17:02] 它能够去帮助创造很多
[02:17:02--02:17:03] 不一样的伟大的东西
[02:17:03--02:17:05] 比如股份制
[02:17:05--02:17:07] 或者这样的一些机制设计
[02:17:07--02:17:09] 或者一些组织架构
[02:17:09--02:17:12] 它就像一个非常通用的AI方法一样
[02:17:12--02:17:16] 它导致了很多不一样的伟大的东西出现
[02:17:16--02:17:18] 我觉得这个事情本身也很有意思
[02:17:18--02:17:20] 为什么在我们刚才说的
[02:17:20--02:17:22] OpenAI的五个分级的最后
[02:17:22--02:17:24] 它是组织者
