[00:00:03--00:00:04] Hello 大家好,我是小骏
[00:00:04--00:00:07] 2026年除了嘉宾访谈
[01:55:48--01:55:49] 消费级的硬件
[01:55:49--01:55:52] 或者说这个硬件如果没出来
[01:55:52--01:55:56] 有一个消费级的硬件的公司做了一个爆款出来大家都戴上了
[01:55:56--01:55:57] 这个是一个真正的一个爆点
[01:55:57--01:56:00] 那他为什么要把数据给这个
[01:56:00--01:56:01] 机器人
[01:56:01--01:56:02] 训练大党的公司
[01:56:02--01:56:06] 我认为在这的话他会有一个就是不同的这个硬件其实都有相应的
[01:56:06--01:56:08] DK API
[01:56:08--01:56:08] APP
[01:56:08--01:56:12] 对吧所以其实你是可以去设计这样的一个采集流程的
[01:56:12--01:56:18] 我们都知道算力很贵因为我们说驱动人工智能三驾马车是算力算法和
[01:56:18--01:56:19] 数据
[01:56:19--01:56:21] 算力非常贵数据贵吗
[01:56:21--01:56:25] 想要买比如说仿真数据或者人类第一视角数据
[01:56:25--01:56:26] 大概是一个什么样的金额
[01:56:26--01:56:29] 数据其实我认为在越来越贵
[01:56:29--01:56:31] 这个是很有意思的一个点就是说
[01:56:31--01:56:36] 可能很多的人认为数据应该越来越便宜我其实觉得这个就是
[01:56:36--01:56:37] 本质上来讲就是
[01:56:37--01:56:39] 就数据不同的
[01:56:39--01:56:42] 就刚才我提到的就数据不同的阶段
[01:56:42--01:56:43] 可能从一个
[01:56:43--01:56:45] 静态的数据集
[01:56:45--01:56:47] 或者是一个量范级的一个数据
[01:56:47--01:56:53] 到一个提供反馈的数据它的这个给算法带来的价值是完全不一样的
[01:56:53--01:56:54] 因此
[01:56:54--01:56:57] 他所可以去拿到的这个价格
[01:56:57--01:56:59] 也是完全不同的
[01:56:59--01:57:00] 对那当然就是说
[01:57:00--01:57:03] 我认为就是说咱们去从预训练
[01:57:03--01:57:04] 后训练
[01:57:04--01:57:06] 还有评测角度去看的话
[01:57:06--01:57:08] 我认为可能预训练的数据应该是最便宜的
[01:57:08--01:57:11] 且它应该是一个相对的标品
[01:57:11--01:57:12] 对吧因为
[01:57:12--01:57:15] 我觉得不太可能有一家公司
[01:57:15--01:57:16] 自己去
[01:57:16--01:57:19] 支付了所有预训练级的费用
[01:57:19--01:57:21] 它应该是一个平摊
[01:57:21--01:57:22] 对吧比如说可能
[01:57:22--01:57:24] 全世界有五家大模型公司
[01:57:24--01:57:28] 去平摊了这份预训练的这部分的这个数据的成本
[01:57:28--01:57:29] 而且大家也都愿意去平摊
[01:57:29--01:57:31] 因为这个应该是一个相对
[01:57:31--01:57:33] 帮助大家提升一个相对通用的能力
[01:57:33--01:57:34] 基础的能力
[01:57:34--01:57:35] 最关键的这些
[01:57:35--01:57:37] 反馈驱动的
[01:57:37--01:57:38] 这些的提升还是在
[01:57:38--01:57:40] 后训练和评测
[01:57:40--01:57:43] 而后训练和评测呢可能是一个
[01:57:43--01:57:45] 更加针对性的
[01:57:45--01:57:46] 这个数据
[01:57:46--01:57:48] 那它更多是一个评测驱动
[01:57:48--01:57:50] 来这个给到足够的信号
[01:57:50--01:57:52] 以及相应的这些的经验的传授
[01:57:52--01:57:56] 那它的这个数据的这个价值和价格会更高很多
[01:57:56--01:57:58] 大概多少钱
[01:57:58--01:58:00] 其实这个不太好说就是说现在可能
[01:58:00--01:58:03] 比方说从一个数据角度来讲可能一小时
[01:58:03--01:58:05] 从
[01:58:05--01:58:05] 几时
[01:58:05--01:58:06] 人民币
[01:58:06--01:58:08] 到上千人民币
[01:58:08--01:58:09] 可能都会有
[01:58:09--01:58:10] 但是它呢
[01:58:10--01:58:13] 是指就是标数据的专家是吗
[01:58:13--01:58:14] 采集数据的专家
[01:58:14--01:58:17] 就是不止就是它包括了比方说这个
[01:58:17--01:58:19] 就数据我觉得它
[01:58:19--01:58:21] 巨深的数据我觉得它包括了三要素
[01:58:21--01:58:23] 第一是它包括了一个物理的场景
[01:58:23--01:58:25] 无论是真实的还是仿真的
[01:58:25--01:58:26] 它一定要有一个场景
[01:58:26--01:58:29] 第二呢就是说它包括了这些经验的轨迹
[01:58:29--01:58:31] 以及这些经验的传授
[01:58:31--01:58:33] 经验的传授就包括了这些
[01:58:33--01:58:34] 语言的标注
[01:58:34--01:58:34] 啊
[01:58:34--01:58:38] 第三呢就是说它包括了这些评价的指标
[01:58:38--01:58:39] 比如说这个是成功这个是失败
[01:58:39--01:58:42] 它可能会标的更加精细比如说
[01:58:42--01:58:45] behaviour的这个数据集可能我做一个pizza
[01:58:45--01:58:47] 可能是一个很长程的任务
[01:58:47--01:58:49] 我里头可能有的这个
[01:58:49--01:58:51] 比较小的这个任务
[01:58:51--01:58:55] 我可能先失败了比如说我可能先放一个蘑菇我先失败了我第二次又成功了
[01:58:55--01:58:57] 这个都会标出来
[01:58:57--01:58:58] 对
[01:58:58--01:58:59] 那这些
[01:58:59--01:59:00] 在一起
[01:59:00--01:59:01] 结构化它是一个数据
[01:59:01--01:59:04] 那一小时这样的一个比方说就是
[01:59:04--01:59:05] 做pizza的数据
[01:59:05--01:59:07] 可能会卖到
[01:59:07--01:59:08] 可能
[01:59:08--01:59:09] 比方说从
[01:59:09--01:59:11] 几十人民币
[01:59:11--01:59:12] 到几千人民币不等
[01:59:12--01:59:14] 现在这个是一个我觉得
[01:59:14--01:59:16] 现在整个行业还是一个比较
[01:59:16--01:59:17] 发散的一个阶段
[01:59:17--01:59:19] 那当然了就是说
[01:59:19--01:59:21] 我们很关注的是高质量的数据
[01:59:21--01:59:23] 因为在这其实低质量数据没有任何意义
[01:59:23--01:59:26] 高质量的数据我觉得其实是在一个
[01:59:26--01:59:27] 几百
[01:59:27--01:59:30] 人民币到上千人民币这样的一个阶段
[01:59:30--01:59:31] 什么是高质量的数据
[01:59:31--01:59:34] 高质量的数据我认为就是啊几个点一就是说
[01:59:34--01:59:36] 这个物理的这个场景
[01:59:36--01:59:38] 它足够的多样化
[01:59:38--01:59:39] 它的交互
[01:59:39--01:59:40] 足够的真实
[01:59:40--01:59:44] 且它足够的符合真实的物理的场景
[01:59:44--01:59:47] 第二的话呢就是说这个轨迹的这个记录
[01:59:47--01:59:48] 足够的专业
[01:59:48--01:59:52] 对然后比方说做一个pizza对吧它是足够流畅
[01:59:52--01:59:53] 它可能有失误
[01:59:53--01:59:55] 但是失误里头它有一个修正
[01:59:55--01:59:56] 其实这类的数据会更贵
[01:59:56--01:59:57] 就是其实
[01:59:57--02:00:01] 就很反直觉就是大家可能认为一个完美的
[02:00:01--02:00:02] 做pizza的一个视频
[02:00:02--02:00:04] 可能会最贵但其实不是
[02:00:04--02:00:08] 其实你如果中间比方说掉了几粒这个
[02:00:08--02:00:10] 这个菜然后给它捡回来
[02:00:10--02:00:12] 再重新把它给做好它会更贵
[02:00:12--02:00:14] 其实我觉得有点类似于人的学习人的经验
[02:00:14--02:00:16] 对吧失败了以后再成功的经验
[02:00:16--02:00:18] 往往是最宝贵的
[02:00:18--02:00:22] 然后第三就是说我觉得它的这些评价指标以及它的这些标注
[02:00:22--02:00:25] 足够的这些准确尤其是这些长程的任务
[02:00:25--02:00:27] 其实在这块是很难的一件事
[02:00:27--02:00:28] 它需要
[02:00:28--02:00:30] 很大规模的
[02:00:30--02:00:31] 自动化的
[02:00:31--02:00:33] 模型驱动的算法
[02:00:33--02:00:34] 来真正的帮它去
[02:00:34--02:00:35] 精细化的做好
[02:00:35--02:00:36] 包括可能
[02:00:36--02:00:38] 如果说是人类数据的话手
[02:00:38--02:00:41] 这个全身的这些tracking
[02:00:41--02:00:45] 这些的真实度这些的准确性是极其关键的一件事情
[02:00:45--02:00:49] 比如说呢什么样的数据是好数据比如说
[02:00:49--02:00:50] 电影的数据会是好数据吗
[02:00:50--02:00:53] 游戏的数据会是好数据吗
[02:00:53--02:00:57] 就是我们这些日常见到的哪些视频可能会是好数据
[02:00:57--02:01:01] 我觉得其实游戏的数据我觉得电影的数据都会有用的
[02:01:01--02:01:03] 但是只不过就是说
[02:01:03--02:01:04] 咱们从数据侵杀
[02:01:04--02:01:05] 大小度来讲的话
[02:01:05--02:01:08] 数据其实我觉得一个点告诉大家就是
[02:01:08--02:01:10] 任何的数据都会是有用的
[02:01:10--02:01:12] 但更多的考虑的是一个RI
[02:01:12--02:01:14] 就是成本收益比
[02:01:14--02:01:14] 对
[02:01:14--02:01:16] 那么我举一个例子就说
[02:01:16--02:01:17] 电影的数据
[02:01:17--02:01:21] 视频的数据很有可能是能够帮助模型提升的
[02:01:21--02:01:23] 但是它的问题就是
[02:01:23--02:01:26] 我可能我的处理成本也会比较高
[02:01:26--02:01:28] 且我模型提升的点数会相对比较低一些
[02:01:28--02:01:30] 所以可能就是说我去
[02:01:30--02:01:32] 消耗了大量的算力
[02:01:32--02:01:33] 去处理的这些数据
[02:01:33--02:01:35] 然后去压缩了这些数据
[02:01:35--02:01:37] 但是在智能上我的体现
[02:01:37--02:01:39] 相对来说会差一些
[02:01:39--02:01:40] 那我认为其实
[02:01:40--02:01:42] 从一个RI角度来讲的话
[02:01:42--02:01:44] 我觉得最高的
[02:01:44--02:01:47] 还是一个
[02:01:47--02:01:48] 基于仿真
[02:01:48--02:01:50] 可能有人在还
[02:01:50--02:01:51] 但是是算法驱动
[02:01:51--02:01:53] 去采集的数据
[02:01:53--02:01:55] 或者是一个人类的一个数据
[02:01:55--02:01:58] 我觉得这两个可能是目前我看到的
[02:01:58--02:01:59] 在预训的阶段
[02:01:59--02:02:01] 我觉得RI最高的数据
[02:02:01--02:02:03] 为什么电影的数据游戏的数据
[02:02:03--02:02:03] 处理难度很高啊
[02:02:03--02:02:06] 我觉得它一方面它会有一些
[02:02:06--02:02:09] 比方说你可能会有增加更多的标注
[02:02:09--02:02:10] 另外它的问题就是说
[02:02:10--02:02:12] 它还不是一个3D的信息
[02:02:12--02:02:14] 它本质上是一个2D的信息
[02:02:14--02:02:16] 游戏有可能是3D
[02:02:16--02:02:18] 但是游戏它可能就是说
[02:02:18--02:02:20] 它有点太cross domain
[02:02:20--02:02:21] 就是它可能是一个
[02:02:21--02:02:23] 跟这个真实世界
[02:02:23--02:02:24] 太不一样的一个场景
[02:02:24--02:02:26] 它的物理其实不真实的
[02:02:26--02:02:27] 对吧
[02:02:27--02:02:27] 所以
[02:02:27--02:02:29] 它有一个别的世界观
[02:02:29--02:02:30] 没错
[02:02:30--02:02:33] 但是这类数据其实对于世界模型是有用的
[02:02:33--02:02:35] 比如说其实很多的世界模型的团队
[02:02:35--02:02:38] 就用了大量的游戏
[02:02:38--02:02:40] 就是玩游戏的数据
[02:02:40--02:02:42] 他们有相应的这些的团队
[02:02:42--02:02:44] 在买相应的这些游戏的版权
[02:02:44--02:02:46] 然后用他们的agents在老去打
[02:02:46--02:02:48] 然后把数据给拿过来
[02:02:48--02:02:49] 来训练他们的世界模型
[02:02:49--02:02:50] 但是
[02:02:50--02:02:52] 这件事呢
[02:02:52--02:02:52] 怎么说呢
[02:02:52--02:02:53] 它是有用的
[02:02:53--02:02:55] 但它的效用性到底多高
[02:02:55--02:02:56] 没有那么高
[02:02:56--02:02:57] 从一个
[02:02:57--02:02:59] 我觉得提供数据的角度来讲
[02:02:59--02:03:02] 应该追求的是一个高RI价值的
[02:03:02--02:03:03] 客户的需求
[02:03:03--02:03:05] 就是说数据金塔我觉得很大
[02:03:05--02:03:08] 其实在里头并不需要每一个都去服务
[02:03:08--02:03:10] 但是可能服务的应该是最高价值链的东西
[02:03:10--02:03:13] 那你们内部会有很多的数据给它不同的定价吗
[02:03:13--02:03:14] 会有
[02:03:14--02:03:17] 对 但是这样就是说
[02:03:17--02:03:19] 整体上来讲其实没有那么的复杂
[02:03:19--02:03:21] 我们可能整体上来讲
[02:03:21--02:03:22] 更多的是两类
[02:03:22--02:03:24] 一类是预训练
[02:03:24--02:03:25] 对吧
[02:03:25--02:03:27] 一类是评测的数据
[02:03:27--02:03:31] 这两个其实是现在大家最缺乏的数据
[02:03:31--02:03:33] 因为很多人叫你们叫data factory吗
[02:03:33--02:03:35] 就是数字的工厂
[02:03:35--02:03:37] 你能不能带我们走进这个数字的工厂内部
[02:03:37--02:03:39] 你们的工作流程是什么样
[02:03:39--02:03:41] 大概人员是怎么样构成的
[02:03:41--02:03:43] 就比如说刚才我们说数据标注的人
[02:03:43--02:03:45] 这是一个职业吗
[02:03:45--02:03:46] 对 我觉得问题很好
[02:03:46--02:03:48] 首先可能
[02:03:48--02:03:51] 我们可能更像是一个data engine
[02:03:51--02:03:53] 或者说我更希望把它定位成一个data engine
[02:03:53--02:03:56] 你觉得data factory是一个旧定义
[02:03:56--02:03:58] 对 data factory我觉得它是一个有点偏
[02:03:58--02:04:00] 工厂就是它是一个
[02:04:00--02:04:01] 流水线
[02:04:01--02:04:02] 流水线缺乏线的技术
[02:04:03--02:04:04] 它相当的系统
[02:04:04--02:04:05] 且它不是一个反馈驱动的
[02:04:05--02:04:07] 它不是一个评测反馈驱动的
[02:04:07--02:04:10] 我认为data engine是一个反馈驱动的
[02:04:10--02:04:12] 一个学习的一个引擎
[02:04:12--02:04:13] 那么
[02:04:13--02:04:15] 他们更多是基于一个系统
[02:04:15--02:04:18] 以工程以系统能力
[02:04:18--02:04:20] 利用到端测的这个人
[02:04:20--02:04:21] 去帮助他们去生成的数据
[02:04:21--02:04:23] 那在这样一个情况下就是说
[02:04:23--02:04:24] 我举一个例子其实
[02:04:24--02:04:27] 可能大家看到的是我们生产的数据
[02:04:27--02:04:30] 但是其实我们的内核是一个全站
[02:04:30--02:04:33] 我们首先为了去打造这个物理
[02:04:33--02:04:34] 足够真实的世界
[02:04:34--02:04:36] 我们需要用到仿真
[02:04:36--02:04:39] 这个仿真我们需要去构建
[02:04:39--02:04:40] 足够真实的物理的世界
[02:04:40--02:04:42] 以及这些可交互的这些
[02:04:42--02:04:44] 足够真实的物理的资产
[02:04:44--02:04:46] 这个其实底层是很难的一件事
[02:04:46--02:04:48] 打造
[02:04:48--02:04:50] 比方说钢铁的这些资产是比较简单的
[02:04:50--02:04:53] 但打造非钢铁比方说打造
[02:04:53--02:04:54] 这个线缆
[02:04:54--02:04:58] 其实我们服务的很多工业化的场景需要线缆插拔的场景
[02:04:58--02:05:01] 这个是很难的一件事那它需要底层的
[02:05:01--02:05:02] 自研的
[02:05:02--02:05:04] 物理的计算器
[02:05:04--02:05:06] 是一个非钢铁的计算器
[02:05:06--02:05:07] 以及
[02:05:07--02:05:08] 这个
[02:05:08--02:05:11] 仿真的这个资产
[02:05:11--02:05:13] 的这个code design就是连条
[02:05:13--02:05:14] 来真正帮助他们
[02:05:14--02:05:15] 去产生
[02:05:15--02:05:17] 同时的话呢这里头的物理该怎么办
[02:05:17--02:05:20] 这里头的物理需要从真实的世界物理来
[02:05:20--02:05:23] 所以我们其实有一个物理的测量工厂
[02:05:23--02:05:25] 这个测量的工厂基于
[02:05:25--02:05:26] 足够
[02:05:26--02:05:28] 自动化的机械臂
[02:05:28--02:05:29] 等等之类的工具链
[02:05:29--02:05:31] 来自动化的去这个
[02:05:31--02:05:32] 世界上的不同的
[02:05:32--02:05:34] 真实的物理的资产
[02:05:34--02:05:35] 去做交互
[02:05:35--02:05:37] 把他们的力学信息拿回来
[02:05:37--02:05:39] 又把它相对自动化的
[02:05:39--02:05:42] 去放到这个仿真的资产和这个世界上去
[02:05:42--02:05:45] 所以这些都是我们为了去生产一个
[02:05:45--02:05:51] 一个仿真的足够真实的物理的世界和可交互的物理的世界
[02:05:51--02:05:53] 所做出的这个
[02:05:53--02:05:54] 就是
[02:05:54--02:05:56] 就所做出的这个系统
[02:05:56--02:05:57] 在这个基础上
[02:05:57--02:06:01] 那我刚才提到就说有两类这个仿真的这个数据
[02:06:01--02:06:02] 一类是一个
[02:06:02--02:06:04] 以人为驱动的
[02:06:04--02:06:07] 那它的优势就是说它的这个数据的质量是最高的
[02:06:07--02:06:09] 它提供的是最好的示范
[02:06:09--02:06:12] 那它的问题就是它规模化能力相对欠缺一些
[02:06:12--02:06:14] 那在这个路径上呢我们有
[02:06:14--02:06:14] 很
[02:06:14--02:06:17] 很优质的这些的这个
[02:06:17--02:06:18] 比方说摇操作的工具链
[02:06:18--02:06:21] 有点类似于你看到人在去摇操作一个真实世界的机器人
[02:06:21--02:06:24] 我们有人在摇操作
[02:06:24--02:06:25] 这个仿真实际的机器人
[02:06:25--02:06:27] 不同形态的机器人
[02:06:27--02:06:28] 甚至我们自己定义的机器人
[02:06:28--02:06:30] 它可能跟每个机器人都不一样
[02:06:30--02:06:31] 但是它是一个足够
[02:06:31--02:06:32] 标准化的一个形体
[02:06:32--02:06:35] 来去采集各种各样的机器人的
[02:06:35--02:06:37] 本体的数据
[02:06:37--02:06:38] 示范的数据
[02:06:38--02:06:39] 来拿回来
[02:06:39--02:06:40] 同时呢
[02:06:40--02:06:44] 我们也有我们也基于这条的路径去训练出来了
[02:06:44--02:06:46] 足够好的自动化的这个算法
[02:06:46--02:06:49] 可以基于这套算法去自动化的去
[02:06:49--02:06:50] 在这个房上去做采集
[02:06:50--02:06:53] 偶尔需要人为的介入
[02:06:53--02:06:57] 对吧所以这个是一个更加规模化的一个这个数据产生的这个管线
[02:06:57--02:06:58] 在这两个基础上
[02:06:58--02:07:01] 再往后就是这个标注
[02:07:01--02:07:02] 那可能就是
[02:07:02--02:07:04] 就是说它有更多的一级的标注
[02:07:04--02:07:07] 那在这用到了很多大模型的能力
[02:07:07--02:07:10] 以及最后可能有一个人在环的一个质检
[02:07:10--02:07:11] 来真正保证这个数据
[02:07:11--02:07:15] 它是在它的质量上是足够高的
[02:07:15--02:07:19] 对所以这个可能是一个我们真正产生数据的一个基础
[02:07:19--02:07:20] 那当然就是说
[02:07:20--02:07:21] 刚才我也提到了
[02:07:21--02:07:23] 评测也是需要被规模化的
[02:07:23--02:07:26] 所以你可以理解评测其实也是一条数据管线
[02:07:26--02:07:28] 那它呢
[02:07:28--02:07:29] 其实点就是说
[02:07:29--02:07:30] 它会
[02:07:30--02:07:32] 其实基于我们基于人去
[02:07:32--02:07:34] 就是基于
[02:07:34--02:07:36] 人去采集的这条的这个链路
[02:07:36--02:07:37] 这套的这个
[02:07:37--02:07:41] 端测的这些硬件以及云上的这些自动化的这些
[02:07:41--02:07:42] 算法
[02:07:42--02:07:44] 拿回来这些数据
[02:07:44--02:07:46] 然后呢再去做real to sim
[02:07:46--02:07:47] 那可能包括这个
[02:07:47--02:07:50] 把视频里头的这些物理给重建
[02:07:50--02:07:52] 把视频里头这些任务
[02:07:52--02:07:54] 相对自动化的去提取出来
[02:07:54--02:07:56] 以及这些评价标准提取出来
[02:07:56--02:07:57] 把这些
[02:07:57--02:07:58] 放入到我们
[02:07:58--02:08:01] 仿真的这个资产
[02:08:01--02:08:02] 场景世界
[02:08:02--02:08:05] 以及这个任务的定义头去
[02:08:05--02:08:08] 让它呢更加规模化的
[02:08:08--02:08:09] 去产生一套
[02:08:09--02:08:11] 就评测的这套的数据链
[02:08:11--02:08:13] 来让它去服务我们的客户
[02:08:13--02:08:16] 你刚刚一直在说评测数据非常的重要
[02:08:16--02:08:17] 那你们怎么做的
[02:08:17--02:08:18] 对
[02:08:18--02:08:18] 我认为
[02:08:18--02:08:21] 评测的数据它的最大的难点就是
[02:08:21--02:08:22] 一
[02:08:22--02:08:24] 它需要很有挑战
[02:08:24--02:08:26] 二它需要很可规模化
[02:08:26--02:08:28] 就要难又要可规模化
[02:08:28--02:08:29] 没错
[02:08:29--02:08:30] 这个是很难的
[02:08:30--02:08:32] 我举一个例子可能比方说
[02:08:32--02:08:33] 很多的
[02:08:33--02:08:35] 那个机器人公司他们在做demo
[02:08:35--02:08:37] 那他们可能比方说
[02:08:37--02:08:38] 叠衣服
[02:08:38--02:08:42] 对吧等等那他们可能更多是在一个相对固定的一个场景
[02:08:42--02:08:44] 去做相对单一的任务
[02:08:44--02:08:45] 但是
[02:08:45--02:08:47] 对于大模型的泛化能力
[02:08:47--02:08:49] 可能他们需要就是说
[02:08:49--02:08:50] 真正的在
[02:08:50--02:08:53] 很大规模的场景有去可能
[02:08:53--02:08:54] 千
[02:08:54--02:08:56] 级别至少这样的场景去
[02:08:56--02:08:56] 可能有
[02:08:56--02:08:58] 很大规模的任务
[02:08:58--02:09:01] 这个任务可能是一个千甚至是万
[02:09:01--02:09:02] 规模这样的一个任务
[02:09:02--02:09:03] 然后呢
[02:09:03--02:09:06] 有相对的这些的成功的定义
[02:09:06--02:09:08] 来帮助他们真正的去评价
[02:09:08--02:09:10] 那这个时候我觉得
[02:09:10--02:09:10] 第一就是说
[02:09:10--02:09:12] 如何去打造
[02:09:12--02:09:13] 这些
[02:09:13--02:09:14] 平行的世界
[02:09:14--02:09:17] 这些平行的世界的相应的这些物理
[02:09:17--02:09:19] 这些其实刚才我已经
[02:09:19--02:09:22] 简单讲过就是对于仿真对于这个真实
[02:09:22--02:09:26] 到访仿真这样一个一个一个一个一个产现
[02:09:26--02:09:29] 那比较难的是他有的这些任务
[02:09:29--02:09:31] 以及这些评价标准
[02:09:31--02:09:32] 这些我们是从
[02:09:32--02:09:33] 从真实世界来的
[02:09:33--02:09:35] 我认为这个是极其关键的一件事
[02:09:35--02:09:36] 就是说
[02:09:36--02:09:40] 如果如果仿真的评价与真实世界的评价去脱离
[02:09:40--02:09:42] 那这件事就算可以规模化
[02:09:42--02:09:44] 他也没有办法真正的产生
[02:09:44--02:09:45] 实质的价值
[02:09:45--02:09:47] 另外一个点呢就是说
[02:09:47--02:09:50] 可能大家认为我们是一个以仿真为中心的公司
[02:09:50--02:09:52] 我们只做仿真其实不是这样
[02:09:52--02:09:54] 我们还有一套
[02:09:54--02:09:56] 真实评测的基建
[02:09:56--02:09:58] 比方说我们有真实的机器人
[02:09:58--02:10:00] 然后我们有
[02:10:00--02:10:01] 就就真实的这些就评价的算法
[02:10:02--02:10:03] 这些场景
[02:10:03--02:10:07] 他们的目的不是为了去服务我们的客户去评价他们的机器人在真实场景
[02:10:07--02:10:10] 而他们的目的是为了去与我们的
[02:10:10--02:10:13] 仿真的更大规模的这套的
[02:10:13--02:10:14] 工具链
[02:10:14--02:10:16] 这套产线以及这些
[02:10:16--02:10:17] 评测的难题去对标
[02:10:17--02:10:20] 比如说我们用相同的算法在仿真里头
[02:10:20--02:10:24] 和在真实里头我们是否可以看到一个相关性的对应
[02:10:24--02:10:26] 这个是很关键的一件事
[02:10:26--02:10:27] 我觉得只有把这些给做好
[02:10:27--02:10:30] 才真正的能够把
[02:10:30--02:10:32] 以仿真为中心的规模的
[02:10:32--02:10:34] 规模化的仿真的评测
[02:10:34--02:10:34] 可以做好
[02:10:34--02:10:36] 你们有多少人
[02:10:36--02:10:37] 整个团队吗
[02:10:37--02:10:40] 我们现在可能全职的
[02:10:40--02:10:44] 更多的是工程技术方向的就有可能100来个同学
[02:10:44--02:10:48] 大概是这样就我不太认为AI会自己为自己完全就生成数据
[02:10:48--02:10:49] 然后就服务自己
[02:10:49--02:10:52] 这件事底层逻辑是不通的因为它就更像是一个运动机
[02:10:52--02:10:54] 所以本质上来讲
[02:10:54--02:10:55] 我觉得一个核心是
[02:10:55--02:10:57] 一你是否拿到了足够
[02:10:57--02:10:59] 准确的世界
[02:10:59--02:11:00] 对吧以及
[02:11:00--02:11:01] 足够准确的任务
[02:11:01--02:11:02] 二
[02:11:02--02:11:03] 你需要有人
[02:11:03--02:11:05] 在这里头的一个经验的示范
[02:11:05--02:11:07] 这个是一个核心的能够帮助
[02:11:07--02:11:09] 模型去提升的一个认知
[02:11:09--02:11:10] 那当然就是说
[02:11:10--02:11:13] 我觉得很关键的一个点就是你如何去放大这个示范
[02:11:13--02:11:15] 对吧如果你是一个
[02:11:15--02:11:17] 以人为中心的
[02:11:17--02:11:19] 数据公司
[02:11:19--02:11:20] 那
[02:11:20--02:11:23] 你可能需要的是我认为可能需要的是
[02:11:23--02:11:26] 千万到亿这个量级的人
[02:11:26--02:11:28] 最终才能把这件事给做成
[02:11:28--02:11:30] 因为这块需要的量太大了
[02:11:30--02:11:32] 但是呢如果你是以
[02:11:32--02:11:33] 一个以仿真为中心
[02:11:33--02:11:34] 以系统为中心的
[02:11:34--02:11:36] 那你其实在这有一个放大效应
[02:11:36--02:11:38] 因为你是通过技术去放大
[02:11:38--02:11:39] 人
[02:11:39--02:11:41] 产生的这套的这个经验
[02:11:41--02:11:43] 那我认为这块可能需要的这个量会
[02:11:43--02:11:44] 小100倍左右
[02:11:44--02:11:46] 上次我记得谭杰说
[02:11:46--02:11:47] 就是
[02:11:47--02:11:49] Data Factory
[02:11:49--02:11:52] 遇到一个问题就是你们采取了很多数据但是比如说给他
[02:11:52--02:11:54] 提供数据了以后
[02:11:54--02:11:58] 就是像给这种大脑公司提供了数据后他也不能告诉你们这个数据好不好
[02:11:58--02:12:00] 然后最后就会出现扯皮
[02:12:00--02:12:02] 就是数据公司说是你们模型没讯号
[02:12:02--02:12:04] 然后模型公司说是你们数据采的不行
[02:12:04--02:12:06] 就是一个扯皮的过程你怎么看
[02:12:06--02:12:07] 这个问题怎么办
[02:12:07--02:12:10] 对我认为这是一个客观存在的问题
[02:12:10--02:12:12] 但是呢其实我想举一个例子
[02:12:12--02:12:14] 就是咱们去看
[02:12:14--02:12:17] Scale AI和OpenAI在GPT-2
[02:12:17--02:12:19] 其实是一样的一个阶段
[02:12:19--02:12:21] 这个阶段呢其实就是说
[02:12:21--02:12:24] 大家其实在共同的找寻
[02:12:24--02:12:26] 这个数据的这个配方
[02:12:26--02:12:28] 它其实大方向已经相对比较明确了
[02:12:28--02:12:32] 比如说仿真比如说人类数据比如说仿真的评测
[02:12:32--02:12:35] 但是它在细节上可能会有一些区别
[02:12:35--02:12:36] 我举一个例子
[02:12:36--02:12:38] 比如说我们就实际在遇到
[02:12:38--02:12:40] 最早的时候可能客户给我们的需求是
[02:12:40--02:12:41] 要完美的数据
[02:12:41--02:12:45] 后面可能更加希望是负样本或者就是纠错的数据
[02:12:45--02:12:49] 另外呢就是说可能需要更加分布广的数据
[02:12:49--02:12:51] 比如说你去拿一个瓶子
[02:12:51--02:12:55] 可能希望的是拿瓶子的方式是不一样的
[02:12:55--02:12:56] 而不是每次都拿同样
[02:12:56--02:12:58] 类似的一个方向
[02:12:58--02:12:59] 一个位置
[02:12:59--02:13:02] 对吧这些都是一个我觉得逐步迭代的一个认识
[02:13:02--02:13:05] 我认为在这其实最关键的就是跟
[02:13:05--02:13:06] 可能整个业内
[02:13:06--02:13:08] 最领先的客户
[02:13:08--02:13:09] 去
[02:13:09--02:13:11] 协作起来去共生起来
[02:13:11--02:13:12] 我觉得这个是
[02:13:12--02:13:13] 最关键的一件事
[02:13:13--02:13:15] 另外呢其实就是说
[02:13:15--02:13:17] 我们其实也遇到了一些
[02:13:17--02:13:20] 就之前可能也会有人去问就是说
[02:13:20--02:13:23] 如果一个数据公司
[02:13:23--02:13:26] 它不是做大脑的它不是做本体的
[02:13:26--02:13:27] 那么
[02:13:27--02:13:31] 它可能认知对于数据的认知赶不上一个本体公司
[02:13:31--02:13:31] 啊
[02:13:31--02:13:33] 一个大脑公司
[02:13:33--02:13:34] 对于数据的认知
[02:13:34--02:13:35] 我觉得
[02:13:35--02:13:38] 其实从我们实践下来我认为倒不是这样
[02:13:38--02:13:40] 就为什么呢就是说
[02:13:40--02:13:41] 其实
[02:13:41--02:13:47] 真正这个世界上能够对数据尤其是大规模的预训练级的数据
[02:13:47--02:13:50] 产生认知的团队极少不比
[02:13:50--02:13:51] 可能也就五个左右
[02:13:51--02:13:54] 我们可能基本上跟他们都是一个
[02:13:54--02:13:55] 合作关系
[02:13:55--02:13:59] 我认为就是说在这最关键的是和
[02:13:59--02:14:00] 最核心的客户
[02:14:00--02:14:03] 产生一个相对共生的一个协作的一个关系
