[00:00:05--00:00:07] Hello大家好,我是小骏
[01:02:46--01:02:47] 它的下限很高
[01:02:47--01:02:50] 有通过管理和组织一些约束
[01:02:50--01:02:51] 对吧
[01:02:51--01:02:54] 其实agent也需要它的管理学和组织
[01:02:54--01:02:57] 这就是Honest的意义
[01:02:57--01:02:58] 其实有了Honest以后
[01:02:58--01:03:00] 其实普通的模型
[01:03:00--01:03:03] 也可以做高价值的任务了
[01:03:03--01:03:07] 加上过去Cloud整个需求的溢出
[01:03:07--01:03:08] 它接不住
[01:03:08--01:03:10] 所以非Sorta Model
[01:03:10--01:03:12] 包括开源的很多模型
[01:03:12--01:03:14] 也能被用上了
[01:03:14--01:03:16] 我觉得这是一个更大的意义
[01:03:16--01:03:18] 然后我觉得第三个点
[01:03:18--01:03:20] 就是说更多带来一个思维
[01:03:20--01:03:21] mindset的变化
[01:03:21--01:03:25] 就是说以前是看2C和2B
[01:03:25--01:03:26] 对吧
[01:03:26--01:03:27] 传统时代
[01:03:27--01:03:30] 但今天是到底是2人类
[01:03:30--01:03:32] 还是2agent
[01:03:32--01:03:33] 如果是2agent
[01:03:33--01:03:35] 那可能看中的不再是
[01:03:35--01:03:37] 可能是token的usage
[01:03:37--01:03:39] 或者token的价值
[01:03:39--01:03:40] margin
[01:03:40--01:03:41] 这个可能更重要
[01:03:41--01:03:42] 因为以后用什么工具
[01:03:42--01:03:43] 可能不是人决策了
[01:03:43--01:03:46] 可能是agent去调用哪些工具去决策了
[01:03:46--01:03:48] 对我觉得这几个思路
[01:03:48--01:03:50] 刚才我们看了硅谷玉三家
[01:03:50--01:03:52] 那你对国内的玉三家
[01:03:52--01:03:54] 有没有一些观察和评价
[01:03:54--01:03:56] 因为你看硅谷的玉三家
[01:03:56--01:03:58] 也有一些风化
[01:03:58--01:04:00] 有的过去一年在bath2C
[01:04:00--01:04:02] 有的在bathanthropic
[01:04:02--01:04:03] 这种高价值任务
[01:04:03--01:04:04] 那国内呢
[01:04:04--01:04:06] 他们是不是也有一些风化
[01:04:06--01:04:09] 我感觉国内好像都在追求anthropic的路线
[01:04:09--01:04:11] 这好像成为了一个共识
[01:04:11--01:04:13] 一年前好像还不是共识
[01:04:13--01:04:15] 这个共识是最近几个月吗
[01:04:16--01:04:17] 过去三到六个月吧
[01:04:17--01:04:19] 因为C端已经没机会了
[01:04:19--01:04:22] 好像大家也意识到coding
[01:04:22--01:04:24] 和高价值任务这条线
[01:04:24--01:04:26] 上限好像比C端要更高
[01:04:26--01:04:28] 就是国内的pimi
[01:04:28--01:04:29] minimax
[01:04:29--01:04:30] 和智普
[01:04:30--01:04:32] 都在bathanthropic这条路线
[01:04:32--01:04:34] 那豆包呢
[01:04:34--01:04:37] 豆包看起来是在C端做最好的
[01:04:37--01:04:39] 因为大家其他几家都是觉得
[01:04:39--01:04:42] 跟豆包没得打才转型的
[01:04:42--01:04:45] 我觉得coding和agent是不能输的
[01:04:45--01:04:49] 豆包肯定也是大概率都能追上了
[01:04:49--01:04:52] 而且可以有可能做得更好
[01:04:52--01:04:55] 我觉得最后可能还是拼组织能力
[01:04:55--01:04:56] 资源吧
[01:04:56--01:04:58] 你觉得国内这些模型公司
[01:04:58--01:05:00] 现在的胜负手是什么呀
[01:05:00--01:05:02] 我觉得还是综合的
[01:05:02--01:05:04] 其实不是一个能力
[01:05:04--01:05:05] 最后就取胜了
[01:05:05--01:05:07] 你说我一个人才牛逼
[01:05:07--01:05:09] 我一个方法牛逼
[01:05:09--01:05:11] 我一个bat牛逼
[01:05:11--01:05:13] 我感觉是非常综合的
[01:05:13--01:05:14] AI今天
[01:05:14--01:05:17] 进入了一个叫工业化时代
[01:05:17--01:05:21] 我不知道未来会不会进入无聊的大场游戏
[01:05:21--01:05:22] 有可能会这样
[01:05:22--01:05:24] 大场游戏
[01:05:24--01:05:26] 无聊的大场游戏
[01:05:26--01:05:27] 为什么这么说
[01:05:27--01:05:28] 无聊大场游戏
[01:05:28--01:05:32] 就是有些窗口已经关掉了
[01:05:32--01:05:33] 那发展到2026年
[01:05:33--01:05:35] 你觉得模型公司的竞争
[01:05:35--01:05:36] 到底在争夺什么
[01:05:36--01:05:37] 在追求什么呀
[01:05:37--01:05:39] 我觉得抛一个观点吧
[01:05:39--01:05:42] 其实模型可能就是新一代的操作系统
[01:05:42--01:05:44] 未来最领先的几个模型
[01:05:44--01:05:47] 可能就是世界最重要的技术设施
[01:05:47--01:05:49] 你生活的问题也是问它
[01:05:49--01:05:51] 你工作的自动化也是它
[01:05:51--01:05:56] 你研究科研的支持也是它
[01:05:56--01:05:59] 可能它的重要性比今天的Google
[01:05:59--01:06:02] 对世界技术设施的支持还要重要
[01:06:02--01:06:06] 未来模型可能就是支持应用的无限扩展
[01:06:06--01:06:08] 这就是agent
[01:06:08--01:06:11] 那也支持形成了一个新的生态
[01:06:11--01:06:12] 操作系统的定义
[01:06:12--01:06:14] 它就是支持应用的无限扩展
[01:06:14--01:06:16] 可能就是今天的agent
[01:06:16--01:06:18] 慢慢它也会形成一个新的生态
[01:06:18--01:06:21] 就像Android、iOS这个生态
[01:06:21--01:06:22] Windows
[01:06:22--01:06:23] 那也可以兼容各种意念
[01:06:23--01:06:25] 不仅在你的电脑、手机
[01:06:25--01:06:26] 可能还在你的眼睛
[01:06:26--01:06:27] 各种地方
[01:06:27--01:06:30] 过去称得上操作系统的
[01:06:30--01:06:35] 可能就是Windows、iOS、Android和微信吧
[01:06:35--01:06:39] 有可能不管你追求工作助理
[01:06:39--01:06:40] Coding
[01:06:40--01:06:41] 还是生活助理
[01:06:41--01:06:43] ChatHPT、Gemini、豆包
[01:06:43--01:06:45] 有可能最终最终
[01:06:45--01:06:47] 大家都会走向世界的基础设施
[01:06:47--01:06:52] 一个GlobalGDP的OS操作系统这种方向吧
[01:06:52--01:06:54] 今天看你觉得AGI的路线图和时间表
[01:06:54--01:06:57] 在你心中有没有发生什么样的变化
[01:06:57--01:07:01] 以及它对社会层面会产生怎样深远的影响
[01:07:01--01:07:04] 社会应该怎么消化这个技术的巨大的变革
[01:07:04--01:07:06] 就是刚才聊到
[01:07:06--01:07:08] 我感觉路线图更清晰了
[01:07:08--01:07:10] 从Chatbot到Coding Agent
[01:07:10--01:07:12] 到Automated AI Research
[01:07:13--01:07:15] 这三段路
[01:07:15--01:07:17] 然后以及时间表
[01:07:17--01:07:20] 我感觉会加速的更快
[01:07:20--01:07:22] 以前好像说
[01:07:22--01:07:24] 好像还需要两三年
[01:07:24--01:07:26] 我感觉好像也许今年年底
[01:07:26--01:07:27] 或者明年初
[01:07:27--01:07:32] 可能就有一家公司宣布实现了AGI了
[01:07:32--01:07:34] 然后
[01:07:34--01:07:36] 社会影响
[01:07:36--01:07:38] 我觉得很多人确实没做好准备
[01:07:38--01:07:40] 因为整个割裂感太强了
[01:07:40--01:07:42] 就是几百个Researcher
[01:07:42--01:07:44] 或者两三千个Researcher
[01:07:44--01:07:46] 在前沿看到的东西更多的
[01:07:46--01:07:49] 但其实这些信息是没有传递到社会上的
[01:07:49--01:07:53] 所以社会的准备肯定是不够的
[01:07:53--01:07:54] 对
[01:07:54--01:07:57] 因为这里面最本质的一个点是
[01:07:57--01:08:00] 人类的知识和智力
[01:08:00--01:08:02] 变得廉价了
[01:08:02--01:08:04] 以前我们通过学习读书
[01:08:04--01:08:07] 获取了知识可以有个工作
[01:08:07--01:08:10] 但是今天这些智力和知识呢
[01:08:10--01:08:12] 好像模型里面都有了
[01:08:12--01:08:14] 被大幅的压缩了
[01:08:14--01:08:19] 变成了一个计算资源或者Token这种体现
[01:08:19--01:08:21] 那我就感觉有可能
[01:08:21--01:08:23] 百分之七八十的人
[01:08:23--01:08:26] 在社会上的价值和意义
[01:08:26--01:08:29] 有可能会发生微妙的变化
[01:08:29--01:08:32] 因为以前人类觉得自己是最聪明的
[01:08:32--01:08:34] 但你发现模型比人类要聪明了
[01:08:34--01:08:38] 好像我们不是最聪明的一个物种了
[01:08:38--01:08:40] 所以这个是
[01:08:40--01:08:43] 比较有趣的
[01:08:43--01:08:44] 以及
[01:08:44--01:08:48] 有可能AI会带来很大的一个通缩
[01:08:48--01:08:51] 你想我用了ChatGP和Cloud之后
[01:08:51--01:08:53] 我再去找顾问
[01:08:53--01:08:55] 和买其他软件的
[01:08:55--01:08:57] 需求就小了很多
[01:08:57--01:09:00] 它一个产品可以满足我很多的需求
[01:09:00--01:09:01] 有可能
[01:09:01--01:09:04] 长期看很多SaaS也是消失的
[01:09:04--01:09:05] 我不知道
[01:09:05--01:09:08] 印度的IT外包现在活的怎么样
[01:09:08--01:09:09] 有可能
[01:09:10--01:09:12] 印度的IT外包
[01:09:12--01:09:15] 已经步入模型了吧
[01:09:15--01:09:17] 包括
[01:09:17--01:09:20] 今年我感觉美国的本科毕业生
[01:09:20--01:09:22] 是就业率历史新低
[01:09:22--01:09:25] 因为AI今天已经
[01:09:25--01:09:27] 把工作两三年三四年的
[01:09:27--01:09:28] 朱尼的工作感味
[01:09:28--01:09:31] 工作环境都已经被自动化了吧
[01:09:31--01:09:34] 包括朱尼的程序员
[01:09:36--01:09:39] 所以今年肯定是
[01:09:40--01:09:45] 人类开始面临失业比较痛苦的一年
[01:09:45--01:09:48] 有可能今年30%的工作感味就没了
[01:09:48--01:09:53] 那这些人没有工作了之后会干嘛呢
[01:09:53--01:09:54] 我觉得挺担心的
[01:09:54--01:09:57] 你看Meta裁员裁了1.6万人
[01:09:57--01:09:59] 我不知道这1.6万人以后会干嘛
[01:09:59--01:10:01] 他未来可能再裁1.6万人
[01:10:01--01:10:04] 有可能微软也不需要15万人
[01:10:04--01:10:07] 有可能3万人有可能比今天15万人干的更好
[01:10:07--01:10:09] 就人才主要是
[01:10:09--01:10:12] 就人才成长和培养的路径
[01:10:12--01:10:15] 好像被AI给拦腰截断了
[01:10:15--01:10:17] 就是我10年前毕业
[01:10:17--01:10:20] 可能还能有个成长工作的环境
[01:10:20--01:10:23] 但今天好像是另外一个环境了
[01:10:23--01:10:26] 对
[01:10:26--01:10:29] 你预期我们俩这个工作还能干多久啊
[01:10:29--01:10:32] 我觉得你的IP是比较值钱的吧
[01:10:32--01:10:34] 有可能我们下一期的播客
[01:10:34--01:10:37] 不用我们自己录了吧
[01:10:37--01:10:38] 但我调研了一下
[01:10:38--01:10:40] 好像效果还不太好
[01:10:40--01:10:43] 有可能下个季度的播客
[01:10:43--01:10:45] 可能
[01:10:45--01:10:47] 可能他就根据我的笔记
[01:10:47--01:10:49] 就自动形成一个播客
[01:10:49--01:10:51] 其实我们今天的播客
[01:10:51--01:10:53] 我感觉已经半自动化了
[01:10:53--01:10:55] 这个播客的大部分的提纲
[01:10:55--01:10:57] 其实是Cloud Code帮我写的
[01:10:57--01:10:59] 因为我过去几个月
[01:10:59--01:11:01] 也变成Cloud Code的众多用户
[01:11:01--01:11:03] 他根据我的一些node
[01:11:03--01:11:05] 一些记录的一些东西
[01:11:05--01:11:07] 又根据过去
[01:11:07--01:11:10] 大模型急报的框架
[01:11:10--01:11:11] 我感觉有可能
[01:11:11--01:11:14] 我写东西已经没有Cloud Code写的好了
[01:11:14--01:11:16] 投资的工作会一直持续吗
[01:11:16--01:11:17] 存在吗
[01:11:17--01:11:19] 有可能我觉得
[01:11:19--01:11:21] 就后的最好的模型公司
[01:11:21--01:11:24] 有可能就是最好的投资了
[01:11:24--01:11:26] 那你就分别持仓就好了
[01:11:26--01:11:27] 你也不需要干啥了
[01:11:27--01:11:29] 但是技术变化非常快嘛
[01:11:29--01:11:32] 我觉得没有人是安全的
[01:11:32--01:11:34] 每个人都有危机感
[01:11:34--01:11:36] 你说现在当智力和知识
[01:11:36--01:11:38] 都被压缩进了模型
[01:11:38--01:11:40] 变成了模型skill
[01:11:40--01:11:42] 那人未来去干什么
[01:11:42--01:11:43] 我觉得去创造吧
[01:11:43--01:11:46] 如果很多人有创造力
[01:11:46--01:11:48] 还是能搞出的东西的
[01:11:48--01:11:50] 因为以前我想创造
[01:11:50--01:11:52] 我没有那个支持
[01:11:52--01:11:55] 有可能一个人两个人
[01:11:55--01:11:58] 未来会做出很惊天动地的大事
[01:11:58--01:11:59] 因为整个infra
[01:11:59--01:12:02] 从你有想法的跑通代码
[01:12:02--01:12:04] 可能很快
[01:12:04--01:12:06] 有可能创造力会
[01:12:06--01:12:08] 被极大的释放
[01:12:08--01:12:09] 第二
[01:12:09--01:12:10] 审美那个taste
[01:12:10--01:12:11] 可能还是很重要的
[01:12:11--01:12:13] 有审美和taste的
[01:12:13--01:12:16] 最后可能还是会deliver很多东西
[01:12:16--01:12:18] 因为人以前有很多的想法
[01:12:18--01:12:20] 是无法实现的
[01:12:20--01:12:23] 但今天整个技术设施极大的繁荣
[01:12:23--01:12:25] 有可能都能实现对吧
[01:12:25--01:12:27] 比如说以前你要做一个
[01:12:27--01:12:28] 有影响力的媒体
[01:12:28--01:12:30] 可能要几百个人
[01:12:30--01:12:31] 现在好像一个人对吧
[01:12:31--01:12:33] 做个自媒体
[01:12:33--01:12:34] 也非常有影响力
[01:12:34--01:12:36] 这是这个整个技术设施
[01:12:36--01:12:38] 是极大繁荣的结果
[01:12:38--01:12:40] 如果agent开始大规模的取代白领
[01:12:40--01:12:43] 能不能对我们的听众朋友们给一些建议
[01:12:43--01:12:45] AI取代的是
[01:12:45--01:12:47] 不拥抱AI的人
[01:12:47--01:12:49] 积极拥抱AI的人
[01:12:49--01:12:51] 可能是受益者吧
[01:12:51--01:12:53] 那在2026年的一季度
[01:12:53--01:12:55] 你对投资有哪些新的思考
[01:12:55--01:12:57] 我觉得投资上有可能最好的
[01:12:57--01:12:59] 三五家模型公司
[01:12:59--01:13:03] 如果成为全球GDP的操作系统
[01:13:03--01:13:05] 我觉得每家可能都是十万亿美金
[01:13:05--01:13:07] 加起来三五十万亿美金
[01:13:07--01:13:13] 我对这个的比例越来越深了
[01:13:13--01:13:16] 你最理想的AGI的portfolio有没有变化
[01:13:16--01:13:18] 我觉得没啥大的变化
[01:13:18--01:13:19] 就是更极致一些
[01:13:19--01:13:21] 一句话总结就是说
[01:13:21--01:13:25] 你要投能持续做好Salta Model的公司
[01:13:25--01:13:27] 我觉得这个指标可能是未来
[01:13:27--01:13:29] 投资最关键的指标
[01:13:29--01:13:32] 就是你要做一个好的AGI的portfolio
[01:13:32--01:13:34] 我认为可能就是
[01:13:35--01:13:36] 模型吧
[01:13:36--01:13:38] 我个人的主线一直是模型
[01:13:38--01:13:42] 我觉得其他支线任务是比较少的
[01:13:42--01:13:46] 我个人可能八九成的精力都在模型上
[01:13:46--01:13:49] 其实就做一个模型基金也挺好的
[01:13:49--01:13:52] 就是现在策略反而越来越清楚
[01:13:52--01:13:55] 就是你投资最大的一个byte
[01:13:55--01:13:57] 就是全球最领先的三五家模型
[01:13:57--01:13:59] 未来都是十万亿美金
[01:13:59--01:14:04] 那你三年后五年后甚至七八年以后
[01:14:04--01:14:10] 你全球GDP的百分之三十五十都已经被模型automate
[01:14:10--01:14:13] 那如果你相信这个
[01:14:13--01:14:15] 那就表达的更极致嘛
[01:14:15--01:14:18] 那就全仓做一个模型基金也挺好的
[01:14:18--01:14:22] 所以今年可能更聚焦
[01:14:22--01:14:24] 也更相信这个策略
[01:14:24--01:14:26] 对应该更极致
[01:14:26--01:14:28] 更极致的表达
[01:14:28--01:14:29] 问一个终局问题
[01:14:29--01:14:31] 你会怎么看这些模型公司
[01:14:31--01:14:33] 或者说模型竞争的终局啊
[01:14:33--01:14:36] 还可能会有时间窗口
[01:14:36--01:14:39] 让新的模型公司出现吗
[01:14:39--01:14:42] 对其实刚才提到了几个要素
[01:14:42--01:14:48] 第一一个科技公司每年能不能投三五百亿美金的投入
[01:14:48--01:14:50] 而且要持续投三五年
[01:14:50--01:14:53] 你看小扎一年大几百亿美金
[01:14:53--01:14:58] 第二个点就是创始人和管理层有没有这个认知和魄力
[01:14:58--01:15:00] 你没有认知就没有魄力
[01:15:00--01:15:01] 你就不敢买卡
[01:15:01--01:15:03] 你怕买了卡砸手里
[01:15:03--01:15:05] 那即便没有认知
[01:15:05--01:15:06] 那如果有魄力
[01:15:06--01:15:07] 就像小扎那样
[01:15:07--01:15:09] 放手交给团队也可
[01:15:09--01:15:11] 也可能也可以
[01:15:11--01:15:13] 不知道最后结果会怎么样
[01:15:13--01:15:15] 第三呢
[01:15:15--01:15:18] 你也得招到起码上百名
[01:15:18--01:15:20] 世界级的AI的科学家
[01:15:20--01:15:21] 对吧
[01:15:21--01:15:23] 其实小扎砸那么多钱
[01:15:23--01:15:24] 好像也是有道理的
[01:15:24--01:15:25] 就买时间嘛
[01:15:25--01:15:26] 然后
[01:15:26--01:15:28] 但只有这三个还不够
[01:15:28--01:15:30] 就你只做一个通用的模型
[01:15:30--01:15:31] 好像还不行
[01:15:31--01:15:33] 还得有一些战略的byte
[01:15:33--01:15:34] 嗯
[01:15:34--01:15:37] 产品的go to market的方式
[01:15:37--01:15:38] 对吧
[01:15:38--01:15:39] 嗯
[01:15:39--01:15:40] 而且你有了钱
[01:15:40--01:15:43] 好像今天都不一定买到GPU
[01:15:43--01:15:46] 我感觉再出来新的模型公司
[01:15:46--01:15:47] 不是没机会
[01:15:47--01:15:49] 但这个难度比我们想象的大
[01:15:49--01:15:50] 非常非常多
[01:15:50--01:15:53] 这就像我们想再造一个台积电
[01:15:53--01:15:55] 你说
[01:15:55--01:15:59] 它有一个窗口和资源限制的问题
[01:15:59--01:16:01] 硅谷最近也出现了很多new labs
[01:16:01--01:16:02] 新型实验室
[01:16:02--01:16:04] 有你看好的没有
[01:16:04--01:16:07] 我不知道这个世界上还会不会再出现
[01:16:07--01:16:10] 更多的OpenAI和Ethopic的机会
[01:16:10--01:16:12] 因为GPU太有限了
[01:16:12--01:16:15] 资本其实也比较有限
[01:16:15--01:16:19] 其实OpenAI和Ethopic还是挺重视
[01:16:19--01:16:20] 下一代范式的
[01:16:20--01:16:23] 内部投入也很多
[01:16:23--01:16:25] 我觉得优秀人才的流向
[01:16:25--01:16:27] 最能说明问题吧
[01:16:27--01:16:28] 就是
[01:16:28--01:16:30] 你就看最优秀的AI人才
[01:16:30--01:16:32] 会不会流入哪个new labs
[01:16:32--01:16:36] 我觉得今天好像new labs的
[01:16:36--01:16:39] 技术路线还没有收敛
[01:16:39--01:16:41] 真正的skilling还没有开始
[01:16:41--01:16:45] data的skill还没开始
[01:16:45--01:16:47] 所以可以再观察一下
[01:16:47--01:16:49] 那整个一季度
[01:16:49--01:16:51] 硅谷还有哪些前沿趋势
[01:16:51--01:16:53] 值得分享一下
[01:16:53--01:16:55] 可能最实际的AR
[01:16:55--01:16:56] 最说明问题吧
[01:16:56--01:16:58] 因为Ethopic和OpenAI
[01:16:58--01:17:00] 可能公开的已经300多亿美金
[01:17:00--01:17:02] 和250亿美金的AR
[01:17:02--01:17:05] 当然它俩口径可能不一样
[01:17:05--01:17:06] 我估计可能今年底
[01:17:06--01:17:08] 可能都800到1000亿美金
[01:17:08--01:17:10] 明年1500 2000亿美金
[01:17:10--01:17:13] 其实它们已经是新的Mac7了嘛
[01:17:13--01:17:15] 再往下就是Cursor
[01:17:15--01:17:17] 可能25亿美金
[01:17:17--01:17:18] 技术红利都很强
[01:17:18--01:17:19] 涨得都很快
[01:17:19--01:17:21] 再往下就Property
[01:17:21--01:17:24] 可能超过了5亿美金
[01:17:24--01:17:26] 再之后声音的两家也挺快的
[01:17:26--01:17:28] 那个Eleven Labs和SUNO
[01:17:28--01:17:30] 可能都超过了3亿美金
[01:17:30--01:17:31] 其实Mannus
[01:17:31--01:17:33] 其实Mannus和Lavable
[01:17:33--01:17:35] 应该也都超过了4亿美金了
[01:17:35--01:17:36] 其实成长都很快
[01:17:36--01:17:38] Ginspark发展也特别快
[01:17:38--01:17:40] 我感觉头部的AI产品
[01:17:40--01:17:42] AR可能主要是这些吧
[01:17:42--01:17:44] 然后硅谷
[01:17:44--01:17:46] 我感觉在医疗投的也比较多
[01:17:46--01:17:49] 比如说OpenEvidence或者Average
[01:17:49--01:17:52] 这两个还是发展挺快的
[01:17:52--01:17:53] 对
[01:17:53--01:17:55] 我们刚才聊了很多都是模型公司
[01:17:55--01:17:57] 那你怎么看其他的一些方向
[01:17:57--01:17:59] 比如说机器人啊
[01:17:59--01:18:00] AI硬件啊
[01:18:00--01:18:02] Vertical Agents的这些
[01:18:02--01:18:04] 等等的新的机会
[01:18:04--01:18:05] 对
[01:18:05--01:18:07] 我理想的AGL Portfolio就是
[01:18:07--01:18:10] 最领先的三四甲模型
[01:18:10--01:18:11] 分别放20%
[01:18:11--01:18:14] 剩下的20%
[01:18:14--01:18:18] 比如说10%在机器人
[01:18:18--01:18:20] 10%在AFO Science
[01:18:20--01:18:25] 还有可能10%再去Agent Infra一些
[01:18:25--01:18:27] 比如说Agent的
[01:18:27--01:18:29] 那个平行世界需要的东西
[01:18:29--01:18:31] 我觉得机器人和Science
[01:18:31--01:18:35] 可能是大模型之后下一个大的平台吧
[01:18:35--01:18:37] 我对这两个是比较兴奋的
[01:18:37--01:18:39] 然后我觉得有可能机器人
[01:18:39--01:18:41] 在未来6到18个月是有质变的
[01:18:41--01:18:43] 可能架构突破了
[01:18:43--01:18:45] 技术路线也收敛了
[01:18:45--01:18:50] Data的Skilling和真的Skilling开始了
[01:18:50--01:18:53] 反正现在机器人数据采集的需求挺多的
[01:18:53--01:18:56] 最近像那种第一视角
[01:18:56--01:18:58] Ego Centric的这种采的很多
[01:18:58--01:18:59] 包括摇操作的
[01:18:59--01:19:01] 包括5米手套的
[01:19:01--01:19:05] 其实大家刚刚弄清楚这几类数据怎么用
[01:19:05--01:19:09] 有可能后面Data的Skill更好
[01:19:09--01:19:11] 架构也有一些突破
[01:19:11--01:19:13] 有可能机器人会发展的更快
[01:19:13--01:19:15] 我对这个还挺乐观的
[01:19:15--01:19:19] 就是因为这里面中国团队会有更有优势
[01:19:19--01:19:23] 你发现以前硅谷公司只觉得算法重要
[01:19:23--01:19:25] 但是没有硬件完全不行
[01:19:25--01:19:28] 最后过去一个公司
[01:19:28--01:19:30] 一个季度我感觉是大家都开始重视硬件
[01:19:30--01:19:33] 都要在深圳招人了
[01:19:33--01:19:36] 站在今天你怎么看待AI应用公司
[01:19:36--01:19:40] 你觉得AI应用的机会是变大了还是变小了
[01:19:40--01:19:44] 现在还相信1PC就是一人公司吗
[01:19:44--01:19:47] 如果模型平台就像我们说的
[01:19:47--01:19:49] 变成全球的技术设施
[01:19:49--01:19:51] 它足够的Powerful
[01:19:51--01:19:53] 每个个体都可以做很多事情
[01:19:53--01:19:55] 就像微信的自媒体
[01:19:55--01:19:56] 我们还有影响力
[01:19:56--01:19:58] 就像抖音的创作者
[01:19:58--01:20:03] 每个人创作一个内容都可以传播很大
[01:20:03--01:20:06] 我觉得1PC还是有可能的吧
[01:20:06--01:20:08] 可能就是未来的一个常态
[01:20:08--01:20:10] 就模型就变成一个新的平台
[01:20:10--01:20:12] 足够的Powerful
[01:20:12--01:20:14] 每个人都可以做很多的事情
[01:20:14--01:20:18] 从一个idea到代码跑通
[01:20:18--01:20:20] 到最后revenue实现
[01:20:20--01:20:25] 可能是非常非常高效的
[01:20:25--01:20:26] 也有可能就是说
[01:20:26--01:20:28] 我最近听到一个比较好的指标
[01:20:28--01:20:31] 就是说你消耗了100美金的token
[01:20:31--01:20:34] 你能不能赚到110块钱
[01:20:34--01:20:36] 你得把这个ROI跑正
[01:20:36--01:20:37] 其实很多人是没有跑正的
[01:20:37--01:20:39] 或者这个币环是没有跑通的
[01:20:39--01:20:41] 我觉得这个可能是一个比较重要的指标
[01:20:41--01:20:44] 今年会是爆发点吗
[01:20:44--01:20:45] 我觉得期待吧
[01:20:45--01:20:48] 就是我觉得过去的一个季度
[01:20:48--01:20:51] AI已经进入那个基点了
[01:20:51--01:20:53] 其实今天是在加速的
[01:20:53--01:20:55] 显著加速的
[01:20:55--01:20:56] 所以说你自己吧
[01:20:56--01:20:57] 过去一个季度
[01:20:57--01:20:59] 你自己生活有什么变化没有
[01:20:59--01:21:00] 状态
[01:21:00--01:21:03] 我觉得很担心跟不上AI的进步
[01:21:03--01:21:07] 因为每天每个星期进步太快了
[01:21:07--01:21:09] 学习压力太大了
[01:21:09--01:21:11] 然后过去一个季度
[01:21:11--01:21:12] 我从ChatGPT
[01:21:12--01:21:15] 变成了Cloud Code的众多用户
[01:21:15--01:21:17] 我感觉我的生产力
[01:21:17--01:21:19] 确实提升了很多
[01:21:19--01:21:22] 但我依然还没有像那种
[01:21:22--01:21:24] 塔尖的开发者一样
[01:21:24--01:21:26] 能消耗那么多token
[01:21:30--01:21:32] 你现在能消耗多少token
[01:21:32--01:21:35] 我的Cloud Code的100美金呢
[01:21:35--01:21:37] 我是一直没用满的
[01:21:37--01:21:39] 大部分时间是用不满
[01:21:39--01:21:41] 因为做resource整个
[01:21:41--01:21:43] 跟coding也不太一样
[01:21:43--01:21:44] 持续消耗
[01:21:44--01:21:45] 嗯
[01:21:45--01:21:46] 对
[01:21:46--01:22:13] 好了
[01:22:13--01:22:15] 今天的节目就是这样
[01:22:15--01:22:16] 这里是商业访谈录
[01:22:16--01:22:19] 是一档由语言及世界工作室出品的
[01:22:19--01:22:20] 深度访谈节目
[01:22:20--01:22:23] 你可以到公众号关注我们的工作室
[01:22:23--01:22:24] 获取更多的信息
[01:22:24--01:22:25] 我们的公众号是
[01:22:25--01:22:27] 语言及世界
[01:22:27--01:22:29] language is world
[01:22:29--01:22:30] 我们希望和你一起
[01:22:30--01:22:31] 从这里
[01:22:31--01:22:33] 探索新的世界
