[00:00:01--00:00:08] 我觉得在硅谷,大家都觉得机器人可能是即将发生的一个最重要的变革
[01:34:03--01:34:05] 然后这个比例之下
[01:34:05--01:34:06] 可能就会被直接淘汰了
[01:34:06--01:34:08] 就Google可能会更耐心一点
[01:34:08--01:34:10] 这个文化也稍微更好一点
[01:34:10--01:34:12] 就是因为每个人都有自己的priority
[01:34:12--01:34:13] 每个人都有自己
[01:34:13--01:34:16] 各种各样生活中的不同的状况
[01:34:16--01:34:20] 所以说哪怕你在一个performance review里面
[01:34:20--01:34:22] 可能表现不是很好
[01:34:22--01:34:25] You will have a second chance to prove yourself
[01:34:25--01:34:27] 你觉得meta对于最近硅谷的人才流动
[01:34:27--01:34:29] 有带来什么变化没有
[01:34:29--01:34:31] 这个变化是非常大的
[01:34:31--01:34:36] 就是我觉得meta做了好几件事情
[01:34:36--01:34:40] 第一个是它把AI人才的价格
[01:34:40--01:34:41] 超高了
[01:34:41--01:34:42] 非常的高
[01:34:42--01:34:43] 对
[01:34:43--01:34:45] 就是AI人才是不是真的值这么多钱
[01:34:45--01:34:46] 我其实不知道
[01:34:46--01:34:48] 有很多种说法
[01:34:48--01:34:51] 第一个是说这是供求导致的
[01:34:51--01:34:54] 所有的大公司都希望发展AI
[01:34:54--01:34:55] 就AI first
[01:34:55--01:34:58] 所以它需要大量的有大量的需求
[01:34:58--01:35:01] 但是AI人才的供给是非常有限的
[01:35:01--01:35:04] 尤其是最优质的AI人才的供给
[01:35:04--01:35:06] 所以因为供给需求的关系
[01:35:06--01:35:08] 使得这个价格非常高
[01:35:08--01:35:09] 这是一种说法
[01:35:09--01:35:12] 第二种说法说AI人才的确值这个价
[01:35:12--01:35:15] 因为算力是非常贵的
[01:35:15--01:35:17] 如果你把算力浪费了
[01:35:17--01:35:19] 那么那个钱也是很多的
[01:35:19--01:35:21] 不如你花钱找一些人
[01:35:21--01:35:23] 好好利用这些算力
[01:35:23--01:35:24] 然后创造价值
[01:35:24--01:35:27] 因为那个价值是远大于这些人的cost
[01:35:27--01:35:28] 这是第二种说法
[01:35:28--01:35:30] 就是这个value是在哪里
[01:35:30--01:35:32] 还有第二种说法就是说
[01:35:32--01:35:35] 挖这些人和就是买类似的公司
[01:35:35--01:35:36] 挖人还是便宜的
[01:35:36--01:35:37] 对
[01:35:37--01:35:39] 所以说这个价格还是值的
[01:35:39--01:35:40] 我不知道
[01:35:40--01:35:42] 其实很难判断是不是一个人值一个亿美金
[01:35:42--01:35:44] 但是我觉得meta
[01:35:44--01:35:47] 我觉得meta最近的一系列操作
[01:35:47--01:35:49] 的确扰动了整个硅谷
[01:35:49--01:35:51] 对AI人才的这个价格
[01:35:51--01:35:53] 对你们是好事
[01:35:54--01:35:56] 从某种程度上对我们是好事
[01:35:56--01:35:58] 是因为整体就是水涨船高嘛
[01:35:58--01:36:00] 但是对你们留住人才不是好事
[01:36:00--01:36:01] 对
[01:36:01--01:36:03] 就是作为一个怎么说manager
[01:36:03--01:36:04] 对吧
[01:36:04--01:36:05] 就是我每天都得
[01:36:05--01:36:06] 不是不是
[01:36:06--01:36:07] 就经常得说
[01:36:07--01:36:10] 他说meta给了我一个offer多少钱
[01:36:10--01:36:12] 我就得想就是
[01:36:12--01:36:13] 你有什么招呢
[01:36:14--01:36:17] 首先看看那个价格是不是合理
[01:36:17--01:36:19] 如果那个价格不合理的话
[01:36:19--01:36:20] 或者是
[01:36:20--01:36:24] 会非常影响整个team的这个怎么公平
[01:36:24--01:36:26] 因为其实很难一个人
[01:36:26--01:36:27] 别人要强特别多
[01:36:27--01:36:28] 当然有这种这种情况
[01:36:28--01:36:31] 但是可能很多时候就是一个single case
[01:36:31--01:36:32] 他在meta呢
[01:36:32--01:36:33] 获得一个非常高的薪水
[01:36:33--01:36:34] 如果是这种情况的话
[01:36:34--01:36:36] 如果就会影响到team的公平的话
[01:36:36--01:36:41] 就是你可能还是会从别的方式来留住这个人
[01:36:41--01:36:43] 而不仅仅是从薪水
[01:36:43--01:36:44] 能留住
[01:36:44--01:36:46] 经常是能留住的
[01:36:46--01:36:47] 我觉得其实很多人
[01:36:47--01:36:48] 尤其最优质的人才
[01:36:48--01:36:49] 那些被挖的人
[01:36:49--01:36:51] 他真正care的不一定是钱
[01:36:51--01:36:53] 他真正care的是
[01:36:53--01:36:55] 他们相信在机器人行业
[01:36:55--01:36:57] 很快会有一个质的变革
[01:36:57--01:36:58] 巨大的变革
[01:36:58--01:36:59] 如果这个变革发生
[01:37:01--01:37:02] not yet
[01:37:02--01:37:03] 如果这个变革发生
[01:37:03--01:37:05] 他们是希望在the driver seat
[01:37:05--01:37:07] 我觉得一个有使命感的人
[01:37:07--01:37:08] 他不会容忍说
[01:37:08--01:37:09] 我在
[01:37:09--01:37:11] I'm on a wrong ship
[01:37:11--01:37:12] 对吧
[01:37:12--01:37:14] 在这个发生的时候
[01:37:14--01:37:15] 那么就是bet on Meta
[01:37:15--01:37:16] 也是bet on Google
[01:37:16--01:37:18] 就是在哪边有更多的资源
[01:37:18--01:37:19] 更多的算力
[01:37:19--01:37:20] 更多的支持
[01:37:20--01:37:21] 更多的talent
[01:37:21--01:37:23] 所以你经常能留住成功
[01:37:23--01:37:24] 对
[01:37:24--01:37:25] 我经常可以留住
[01:37:25--01:37:26] 有失败的吗
[01:37:26--01:37:27] 当然有失败的
[01:37:27--01:37:28] 哪个多
[01:37:28--01:37:30] 当然成功的多
[01:37:30--01:37:31] 成功的多
[01:37:31--01:37:33] Meta为什么这么多钱挖人
[01:37:33--01:37:34] 他是着急了吗
[01:37:34--01:37:37] 我觉得这有很多因素吧
[01:37:37--01:37:39] 我觉得Meta的确肯定是着急的
[01:37:39--01:37:42] 因为整个AI的行业
[01:37:42--01:37:43] 发展如此迅速
[01:37:43--01:37:44] 然后在
[01:37:44--01:37:46] 可能过去一两年里面
[01:37:46--01:37:48] 就是比如说
[01:37:48--01:37:50] Meta的模型并不是
[01:37:50--01:37:52] 不在first tier了
[01:37:52--01:37:54] 然后他们肯定也是希望自己的
[01:37:54--01:37:56] 这个AI和大模型团队
[01:37:56--01:37:58] 能够挤进first tier
[01:37:58--01:37:59] 所以
[01:37:59--01:38:01] 其实要从头培养一个
[01:38:01--01:38:02] 大模型团队
[01:38:02--01:38:03] 还是非常困难的
[01:38:03--01:38:04] 所以可能挖人
[01:38:04--01:38:06] 是一个最直接了当的方法
[01:38:06--01:38:08] 我有一个好奇的基础问题
[01:38:08--01:38:10] 他1亿美金一般是有什么条件
[01:38:10--01:38:12] 它是几年的一个package
[01:38:12--01:38:13] 我不知道
[01:38:13--01:38:18] 我很希望我知道是吧
[01:38:18--01:38:20] 一般来说硅谷是什么规律
[01:38:20--01:38:23] 一般性就是大家说package的话
[01:38:23--01:38:24] case by case吧
[01:38:24--01:38:28] 就是经常可能是4年的package
[01:38:28--01:38:30] 但在这个case上我是真的不知道
[01:38:30--01:38:31] 所以我觉得现在其实回国
[01:38:31--01:38:34] 还是一个非主流选择了
[01:38:34--01:38:36] 我觉得我也看到很多人回国
[01:38:36--01:38:38] 机器人的吗
[01:38:38--01:38:40] 没有很多
[01:38:40--01:38:42] 但是我的确看到回国的例子
[01:38:42--01:38:44] 所以它是
[01:38:44--01:38:45] 如果你从数量角度来说
[01:38:45--01:38:47] 它的确不是一个主流选择
[01:38:47--01:38:48] 在robotics领域
[01:38:48--01:38:50] 华人有多少
[01:38:50--01:38:51] 还是挺多的
[01:38:51--01:38:52] 像你们team呢
[01:38:52--01:38:55] 就是我加入Google brand的时候
[01:38:55--01:38:57] 我好像是唯一的华人
[01:38:57--01:38:58] 对
[01:38:58--01:39:00] 那当然是9年以前了
[01:39:00--01:39:02] 然后这几年
[01:39:02--01:39:03] 就是AI和robotics
[01:39:03--01:39:04] 融合越来越多
[01:39:04--01:39:06] 然后AI界华人其实很多
[01:39:06--01:39:08] CV界华人也是很多的
[01:39:08--01:39:09] 然后像我们team
[01:39:09--01:39:11] 可能百分之五六十是华人
[01:39:11--01:39:14] 为什么华人在这一波浪潮里面这么多人
[01:39:14--01:39:16] 它是有什么背景原因吗
[01:39:16--01:39:19] AI有很多是数学
[01:39:19--01:39:21] 我觉得华人数学比较好
[01:39:21--01:39:23] 华人特别吃苦耐劳
[01:39:23--01:39:25] 就是他们又talent又能吃苦
[01:39:25--01:39:26] 我觉得
[01:39:26--01:39:28] 然后所以他们特别容易取得成绩
[01:39:28--01:39:31] 我觉得这可能是主要原因
[01:39:31--01:39:32] 以前就是在AI之前
[01:39:32--01:39:34] 大家会说硅谷的大公司里面
[01:39:34--01:39:36] 就是华人做的管理层面很少
[01:39:36--01:39:38] 你觉得AI是不是会改变这个现状
[01:39:38--01:39:39] 我觉得会的
[01:39:39--01:39:41] 然后以及以前的
[01:39:41--01:39:44] 以前也会抱怨说华人在海外不团结
[01:39:44--01:39:48] 但我其实我在美国十五六年了
[01:39:48--01:39:51] 我并没有感觉到华人不团结的问题
[01:39:51--01:39:53] 然后还有以前说是印度人
[01:39:53--01:39:55] 印度人其实它是有一些优势的
[01:39:55--01:39:57] 就是我的确能很清楚的看到
[01:39:57--01:39:59] 在美国的高层里面
[01:39:59--01:40:01] 印度人的比例是
[01:40:01--01:40:02] 占比更高
[01:40:02--01:40:05] 但的确印度人的表达能力更好
[01:40:05--01:40:06] 就是他们可能
[01:40:06--01:40:08] 很多印度人英语是母语
[01:40:08--01:40:11] 而且很多印度人尤其是
[01:40:11--01:40:12] 可能家境比较好
[01:40:12--01:40:13] 就是环境条件比较好
[01:40:13--01:40:17] 印度人他受到的教育就是在表达能力上
[01:40:17--01:40:20] 还是要强于就是中国的传统教育的
[01:40:20--01:40:22] 而且印度人可能更外向
[01:40:22--01:40:24] 更愿意speak up
[01:40:24--01:40:28] 所以这个在这个西方文化中非常重要
[01:40:28--01:40:31] 但是你觉得华人在这一步里面会改变这个格局
[01:40:31--01:40:32] 我觉得肯定是会改变的
[01:40:32--01:40:34] 我觉得华人其实更刻苦
[01:40:34--01:40:35] 更talented
[01:40:35--01:40:36] 就是很多华人
[01:40:36--01:40:39] 他也在不断地adapt这种西方的文化
[01:40:39--01:40:40] 或者西方的游戏规则
[01:40:40--01:40:42] 所以我觉得毫无疑问
[01:40:42--01:40:43] 华人会在这个
[01:40:43--01:40:45] 哪怕在硅谷的大公司
[01:40:45--01:40:47] 占据越来越重要的位置
[01:40:47--01:40:48] 你觉得现在有迹象
[01:40:48--01:40:50] 有一个苗头了没有
[01:40:50--01:40:52] 我觉得其实有很多华人高管
[01:40:52--01:40:53] 是吧
[01:40:53--01:40:55] 就是最近回字节的永辉
[01:40:55--01:40:57] 也是在Google的华人高管
[01:40:57--01:40:59] 其实有很多华人高管
[01:40:59--01:41:00] 一个很有意思的
[01:41:00--01:41:01] 李泽东最近招人
[01:41:01--01:41:04] 然后有一个就是白人
[01:41:04--01:41:06] 美国的一个PhD毕业了
[01:41:06--01:41:09] 然后他在考虑是不是要签我们
[01:41:09--01:41:10] 然后我就想
[01:41:10--01:41:11] 我就跟他聊了一下
[01:41:11--01:41:13] 然后他就跟我说
[01:41:13--01:41:15] 我真的希望你们team
[01:41:15--01:41:17] 就是能多招点华人
[01:41:17--01:41:18] 我说为什么呀
[01:41:18--01:41:20] 我觉得这不是diversity
[01:41:20--01:41:22] 就是非常不diverse吗
[01:41:22--01:41:25] 他说他有很多华人的collaborator
[01:41:25--01:41:26] 他跟很多华人合作
[01:41:26--01:41:28] 他觉得真的就是做AI
[01:41:28--01:41:30] 做机器人的华人非常的努力
[01:41:30--01:41:32] 而且非常的productive
[01:41:32--01:41:34] 然后他说他也学到一个词
[01:41:34--01:41:36] 叫牛马
[01:41:36--01:41:39] 对他说他特别喜欢自己
[01:41:39--01:41:40] 自己做牛做马
[01:41:40--01:41:41] 对他自己也对
[01:41:41--01:41:42] 然后他说
[01:41:42--01:41:44] 是不是对这个词有什么误解
[01:41:44--01:41:46] 对可能是
[01:41:46--01:41:49] 他可能这个词在他心目中就是
[01:41:49--01:41:50] 刻苦努力的象征
[01:41:50--01:41:52] 对然后他觉得
[01:41:52--01:41:53] 很多华人都说自己是牛马
[01:41:53--01:41:55] 然后他自己也想当牛马
[01:41:55--01:41:56] 然后他说对
[01:41:56--01:41:57] 他就希望team
[01:41:57--01:41:59] 能可以有更多的华人
[01:41:59--01:42:00] 录了没
[01:42:00--01:42:01] 录了
[01:42:02--01:42:04] 他是不是见到你才这么说的
[01:42:04--01:42:05] 但我知道他就
[01:42:05--01:42:07] 因为我看他以前的论文也好
[01:42:07--01:42:08] 他的确有很多华人的合作伙伴
[01:42:09--01:42:15] 有意思
[01:42:15--01:42:16] 回到机器人领域
[01:42:16--01:42:17] 你觉得未来五年十年
[01:42:17--01:42:19] 我们可以看到什么样的世界
[01:42:19--01:42:21] 我觉得未来两三年
[01:42:21--01:42:22] 我们应该会看到一个
[01:42:22--01:42:25] 就像你说的GPT时刻
[01:42:25--01:42:26] 在这个时刻
[01:42:26--01:42:28] 人们会真实的意识到
[01:42:28--01:42:30] robots are coming
[01:42:30--01:42:32] 就是generalist robots are coming
[01:42:32--01:42:35] 我觉得那个时候
[01:42:35--01:42:37] 会有更多的钱
[01:42:37--01:42:38] 就机身领域会更热
[01:42:38--01:42:41] 会有更多的钱投入机身领域
[01:42:41--01:42:43] 那是可能未来的两三年
[01:42:43--01:42:45] 然后我觉得未来的五年之内
[01:42:45--01:42:47] 就是机器人会在这种
[01:42:47--01:42:49] 有泛化能力机器人会更快的落地
[01:42:49--01:42:52] 它会开始在各种产业里面
[01:42:52--01:42:54] 发挥它的作用
[01:42:54--01:42:55] 我觉得在家庭里面
[01:42:55--01:42:58] 广泛的落地需要更长的时间
[01:42:58--01:42:59] 所以开始的落地
[01:42:59--01:43:01] 可能还是偏传统领域
[01:43:01--01:43:02] 比如制造
[01:43:02--01:43:04] 比如说物流
[01:43:04--01:43:07] 或者是超市等等
[01:43:07--01:43:09] 但是它也不再是以前的
[01:43:09--01:43:10] 传统的自动化的那种
[01:43:10--01:43:11] 就是
[01:43:11--01:43:13] 一成不变的动作
[01:43:13--01:43:14] 它们有些泛化能力
[01:43:14--01:43:15] 可以做更多的事情
[01:43:15--01:43:19] 我觉得在十年的长度周期里面
[01:43:19--01:43:20] 我觉得机器人开始
[01:43:20--01:43:22] 广泛的进入家庭
[01:43:22--01:43:24] 然后它的确可以开始
[01:43:24--01:43:27] 为人们的每天的生活
[01:43:27--01:43:29] 做出非常多的贡献
[01:43:31--01:43:34] 如果机器人拥有了智力
[01:43:34--01:43:38] 它到底是机械人呢
[01:43:38--01:43:43] 那人工智能是人工还是智能
[01:43:43--01:43:44] 这个可能不是特别重要
[01:43:44--01:43:45] 我觉得
[01:43:45--01:43:47] 很多东西
[01:43:47--01:43:49] 它更多的智力
[01:43:49--01:43:53] 只是一个统计规律上的结果
[01:43:53--01:43:54] 所以我觉得
[01:43:54--01:43:56] 至少用现在的方法做人工智能
[01:43:56--01:43:57] 做机器人
[01:43:57--01:44:00] 它可能还是更接近于机器
[01:44:00--01:44:02] 你这次回国你有什么感受
[01:44:02--01:44:04] 中国发展真快
[01:44:04--01:44:05] 从哪些角度
[01:44:05--01:44:07] 就是生活非常便捷
[01:44:07--01:44:09] 就是我回国不是
[01:44:09--01:44:10] 你好久没回国了
[01:44:10--01:44:11] 非常经常
[01:44:11--01:44:13] 我可能是二三年年底回来一次
[01:44:13--01:44:14] 然后COVID之前回来了一次
[01:44:14--01:44:18] 我可能平均两三年三四年回来一次
[01:44:18--01:44:20] 然后每次回来都觉得有巨大的变化
[01:44:20--01:44:22] 因为长期没有在国内生活
[01:44:22--01:44:24] 就是完全没有意识到
[01:44:24--01:44:26] 就是生活有多么便捷
[01:44:26--01:44:28] 就是不管你要买早餐什么的
[01:44:28--01:44:30] 就是每团一下就好了
[01:44:30--01:44:33] 然后出门什么都非常便捷
[01:44:33--01:44:35] 然后我待在了上海
[01:44:35--01:44:36] 然后来了北京
[01:44:36--01:44:38] 然后觉得大城市
[01:44:38--01:44:40] 就是上海的其实发展也很快
[01:44:40--01:44:41] 就是有很多以前
[01:44:41--01:44:43] 我是上海长大的嘛
[01:44:43--01:44:44] 以前可能大家知道
[01:44:44--01:44:45] 就是外滩陆家嘴
[01:44:45--01:44:47] 就几个很局形的区域
[01:44:47--01:44:48] 就是黄浦区
[01:44:48--01:44:51] 然后这是第一次去徐汇滨江
[01:44:51--01:44:54] 就是感觉有很多新的这个发展
[01:44:54--01:44:55] 新的商圈
[01:44:55--01:44:57] 感觉特别高级
[01:44:57--01:45:00] 然后生活就是说
[01:45:00--01:45:02] 有很多展有很多的秀
[01:45:02--01:45:07] 我觉得生活肯定比在硅谷要丰富多彩的多
[01:45:07--01:45:09] 那跟国内聚成智能
[01:45:09--01:45:11] 机器人领域的人交流呢
[01:45:11--01:45:12] 你觉得中美有什么不一样
[01:45:13--01:45:15] 这是一个很好的问题
[01:45:15--01:45:17] 就是我听到的就是
[01:45:17--01:45:20] 第一点就是中国的硬件发展特别快
[01:45:20--01:45:24] 这个我也是在美国能够非常明显的看到的
[01:45:24--01:45:26] 语书也好
[01:45:26--01:45:27] 志愿也好
[01:45:27--01:45:28] 星海图也好
[01:45:28--01:45:31] 有很多很多这个硬件公司
[01:45:31--01:45:33] 像余厚春传播的
[01:45:33--01:45:39] 为全世界提供着便宜又优质的机器人硬件
[01:45:39--01:45:41] 从AI的角度来说
[01:45:41--01:45:43] 我觉得中国发展也非常的快
[01:45:43--01:45:45] 那我同时也听说就是
[01:45:45--01:45:50] 中国的大环境和这个文化和硅谷还是不太一样的
[01:45:50--01:45:54] 就是在硅谷大家会有一个信念
[01:45:54--01:45:59] 就是哪怕你并没有做出什么初期的结果
[01:45:59--01:46:01] 只要大家相信一个东西
[01:46:01--01:46:04] 大家还是愿意花时间花精力花钱上去做的
[01:46:04--01:46:06] 这个时间要多长
[01:46:06--01:46:07] 这个时间可以很长
[01:46:07--01:46:08] 10年
[01:46:08--01:46:10] 比如说10年
[01:46:10--01:46:12] 我听说就是在国内就是
[01:46:12--01:46:17] 大家会相对追求比较短期的目标
[01:46:17--01:46:19] 就是你在短期内要落地
[01:46:19--01:46:20] 要盈利
[01:46:20--01:46:24] 要看到快速的不断的发展
[01:46:24--01:46:28] 否则的话就是你可能不会受到很大的重视
[01:46:28--01:46:30] 或者得到足够的资源
[01:46:30--01:46:33] 但是我觉得这个在大模型时代
[01:46:33--01:46:35] 你真的需要烧很多钱
[01:46:35--01:46:37] 你才能看到结果
[01:46:37--01:46:39] 就很多时候你要看到3D来
[01:46:39--01:46:40] 比如在Robotics上
[01:46:40--01:46:42] 你需要几万小时的数据
[01:46:42--01:46:44] 如果你只有几百小时的数据
[01:46:44--01:46:47] 其实你都无法验证scaling了
[01:46:47--01:46:50] 但是很多可能国内的
[01:46:50--01:46:52] 不管是企业家投资人也好
[01:46:52--01:46:54] 他们希望说我先给你一点点钱
[01:46:54--01:46:56] 然后你踩十几个小时数据
[01:46:56--01:46:58] 你给我看结果不错
[01:46:58--01:47:02] 然后再给你继续投资或者投算力
[01:47:02--01:47:06] 但是可能那开始的初期的这些钱是远远不够的
[01:47:06--01:47:10] 所以说真的有的时候在技术上需要一个信仰
[01:47:10--01:47:12] 我觉得马斯克是一个很好的例子
[01:47:12--01:47:14] 马斯克说我们要做什么的时候
[01:47:14--01:47:16] 绝大多数人是不信的
[01:47:16--01:47:18] 但好在他做成了很多事情
[01:47:18--01:47:20] 可能也使得就是在硅谷
[01:47:20--01:47:22] 大家愿意相信一个
[01:47:22--01:47:24] 看上去非常ambitious
[01:47:24--01:47:26] 非常不着边际的信仰
[01:47:26--01:47:28] 大家愿意相信愿意投钱
[01:47:28--01:47:30] 使得促成了很多硅谷
[01:47:30--01:47:33] 就是让人难以想象的这个快速的发展
[01:47:33--01:47:35] 但是也会有一种观点说
[01:47:35--01:47:37] 就是硬件的发展还是要在国内
[01:47:37--01:47:38] 这我同意
[01:47:38--01:47:40] 那对于你们要做机器人来说
[01:47:40--01:47:41] 当然你们说现在是做的是大脑啊
[01:47:41--01:47:44] 那如果要做一个机器人本体的话怎么办
[01:47:44--01:47:47] 不考虑就是地缘政治的关系的话
[01:47:47--01:47:49] 那我觉得我相信肯定是
[01:47:49--01:47:51] 中美应该更好的合作
[01:47:51--01:47:53] 就是比如说很多智能的发展
[01:47:53--01:47:56] 可能在美国会有更快的发展
[01:47:56--01:48:00] 但是比如说供应链硬件制造
[01:48:00--01:48:01] 本体甚至一些控制
[01:48:01--01:48:03] 我觉得在国内其实做的想象当好了
[01:48:03--01:48:06] 如果中美能够有更好的这个合作
[01:48:06--01:48:08] 我觉得对全人类来说
[01:48:08--01:48:09] 可能是一个
[01:48:09--01:48:11] 其实机器人领域是一个非常重要的
[01:48:11--01:48:14] 非常重要的里程碑吧
[01:48:14--01:48:15] 我突然在想
[01:48:15--01:48:16] Google这条路
[01:48:16--01:48:17] 可能类比于自动驾驶
[01:48:17--01:48:19] 它可能更像微木这条路
[01:48:19--01:48:20] 那像国内这些公司
[01:48:20--01:48:21] 因为它有硬件
[01:48:21--01:48:22] 它可以大量先采取数据吗
[01:48:22--01:48:25] 他们是不是分享特斯拉的路线
[01:48:25--01:48:26] 你可以这么说
[01:48:26--01:48:27] 我觉得本质的区别是
[01:48:27--01:48:30] 特斯拉的车是有用的
[01:48:30--01:48:32] 所以说它是有数据飞轮的
[01:48:32--01:48:36] 现在虽然中国很多企业有了更好的硬件
[01:48:36--01:48:38] 它可以采取数据
[01:48:38--01:48:40] 但是这个硬件还没有达到一个
[01:48:40--01:48:42] BAR时的它是有用的
[01:48:42--01:48:43] 所以数据飞轮转不起来
[01:48:43--01:48:44] 所以说它
[01:48:44--01:48:46] 你其实很难跟特斯拉类比
[01:48:46--01:48:49] 特斯拉解决一个更简单的问题
[01:48:49--01:48:50] 非常好的垂直场景
[01:48:50--01:48:51] 对
[01:48:51--01:48:53] 你现在看到这种类似垂直场景了
[01:48:53--01:48:55] 在机器人上
[01:48:55--01:48:57] 当然自动驾驶也是一种机器人
[01:48:57--01:49:00] 我只能从我熟悉的这些创业公司来讲
[01:49:00--01:49:01] 就是比如说
[01:49:01--01:49:03] Coro上让人非常惊艳的
[01:49:03--01:49:05] 就是Dyna的demo
[01:49:05--01:49:08] 我觉得是一个还挺不错的垂直领域
[01:49:08--01:49:09] 至少在美国吧
[01:49:09--01:49:10] 就是
[01:49:10--01:49:11] 人力成本比较高
[01:49:11--01:49:14] 比如在不管是收拾衣物
[01:49:14--01:49:16] 还是折餐巾
[01:49:16--01:49:18] 还是各种这样的垂直领域
[01:49:18--01:49:20] 其实cost还是挺大的
[01:49:20--01:49:23] 然后这些柔性什么布料啊
[01:49:23--01:49:24] 这种的manipulation
[01:49:24--01:49:26] 传统来说是非常难的
[01:49:26--01:49:28] 因为你很难写一个controller
[01:49:28--01:49:30] 或者一个传统规划算法来做好它
[01:49:30--01:49:32] 这的确是需要AI的价值的
[01:49:32--01:49:34] 所以我觉得Dyna它找到了一个
[01:49:34--01:49:37] AI能够增加value
[01:49:37--01:49:39] 取代传统算法
[01:49:39--01:49:43] 同时那个vertical的确有一定的量和需求
[01:49:43--01:49:46] 找到了一个就是那个交集上的一个点
[01:49:46--01:49:49] 总体来说我觉得要找到那个交集还是挺难的
[01:49:49--01:49:51] 但这不是你想做的事情对吧
[01:49:51--01:49:53] solve AGI in the physical world
[01:49:53--01:49:58] 翻译的这个场景
[01:49:58--01:50:00] 如果你的那个实现
[01:50:00--01:50:02] 就是那个通用的机器人的大脑实现的话
[01:50:02--01:50:04] 它会覆盖这个领域吗
[01:50:04--01:50:05] 会的
[01:50:05--01:50:06] 是会的
[01:50:06--01:50:07] 对的
[01:50:07--01:50:08] 我觉得当一个generalist真正成型的话
[01:50:08--01:50:10] 就是specialist其实很难生存的
[01:50:11--01:50:14] 其实因为我一个机器人其实可以做你的事情
[01:50:14--01:50:17] 但我还可以做100个其他不同的事情
[01:50:17--01:50:20] 那极端一点的话你的那个事情能覆盖掉
[01:50:20--01:50:22] 特斯拉做的这个事情吗
[01:50:22--01:50:24] 因为它也是某种程度的机器人嘛
[01:50:24--01:50:27] 如果当你的机器人读过读过通用的话
[01:50:27--01:50:31] 那自动驾驶这个锤雷机器人是不是就失效了呢
[01:50:31--01:50:33] 当然这个很极端
[01:50:33--01:50:35] 当我有一个人型机器人
[01:50:35--01:50:39] 它能够像人一样或超越人的智能的话
[01:50:39--01:50:41] 那么的确我不需要车来自动驾驶
[01:50:41--01:50:44] 我可以有个机器人它来做自动驾驶
[01:50:44--01:50:45] 你相信这个吗
[01:50:45--01:50:46] 我觉得这个没有必要
[01:50:46--01:50:48] 但是这是可以取代的
[01:50:48--01:50:50] 就是从效用上不一定需要它
[01:50:50--01:50:51] 对
[01:50:51--01:50:55] 但是你想想就是未来如果你反正买一个这样的机器人对吧
[01:50:55--01:50:58] 然后你有两种选择去买车
[01:50:58--01:51:00] 一个是带自动驾驶功能的它要更贵
[01:51:00--01:51:02] 一个是不带自动驾驶功能的
[01:51:02--01:51:05] 但是你知道你家里买的那个人型机器人
[01:51:05--01:51:07] 它是可以做帮你做自动驾驶
[01:51:07--01:51:10] 也许你就不需要再去买那个有自动驾驶功能的车了
[01:51:10--01:51:11] 但是
[01:51:11--01:51:13] 虽然我觉得这个场景不一定会实现
[01:51:13--01:51:15] 就像你说的非常极端
[01:51:15--01:51:21] 但是我觉得就是当一个generalist真的进入这个世界的时候
[01:51:21--01:51:24] 我觉得specialist很多specialist都很难生存
[01:51:24--01:51:26] 这generalist多少年能进入世界
[01:51:27--01:51:28] 就像我刚刚说的
[01:51:28--01:51:31] 两到三年应该有足够的突破
[01:51:31--01:51:34] 然后五到十年是它能真正落地的一个时间线
[01:51:34--01:51:36] 你觉得它能有多general呢
[01:51:36--01:51:37] 它能通过到所有任务吗
[01:51:37--01:51:39] 我觉得不太可能啊
[01:51:39--01:51:40] 嗯
[01:51:40--01:51:43] 就是我以前就是在硅谷跟大家交流的时候
[01:51:43--01:51:45] 我说机器人的发展有这么几个阶段
[01:51:45--01:51:46] 嗯
[01:51:46--01:51:49] 第一个阶段我叫它就是automation
[01:51:49--01:51:50] 这个其实已经实现了
[01:51:50--01:51:53] 就是你在这个车厂就是所有东西都是
[01:51:53--01:51:54] 机器人
[01:51:54--01:51:55] 对机器人的
[01:51:55--01:51:56] 但是你都是编程的对吧
[01:51:56--01:51:59] 它都是固定的这个规则固定的
[01:51:59--01:52:01] 第二个呢
[01:52:01--01:52:04] 我叫它就是说teleoperate robot
[01:52:04--01:52:05] 就是这个机器人呢
[01:52:05--01:52:06] 它的硬件是很完善的
[01:52:06--01:52:07] 但它没有大脑
[01:52:07--01:52:08] 但是你可以通过一个车
[01:52:08--01:52:10] 但是你可以通过这个摇操的方式
[01:52:10--01:52:11] 让它做很多很多的事情
[01:52:11--01:52:12] 嗯
[01:52:12--01:52:14] 这个现在基本上你也可以看到
[01:52:14--01:52:17] 特斯拉比如在很多场景里它是摇操的
[01:52:17--01:52:20] 但是你有时候分不出来它是摇操的还是自主的
[01:52:20--01:52:23] 就说明它的机器人硬件已经非常完善了
[01:52:23--01:52:25] 第三块呢就是
[01:52:25--01:52:27] 它是一个generalist
[01:52:27--01:52:29] 但它不是特别的general
[01:52:29--01:52:31] 它能做一个narrow domain的事情
[01:52:31--01:52:34] 其实可能self-driving就是其中一个场景
[01:52:34--01:52:35] 对吧
[01:52:35--01:52:37] 它是智能的自动的
[01:52:37--01:52:39] 但是它不是做所有事情
[01:52:39--01:52:41] 下一个就是真正的generalist
[01:52:41--01:52:44] 它可以开始做家庭里所有的事情
[01:52:44--01:52:46] 它可能跟人一样capable
