[00:00:01--00:00:15] Hello 大家好 我是小骏
[00:00:15--00:00:18] 今天我们来到了美国硅谷
[03:39:07--03:39:09] 生活有热情的这样的一个项目
[03:39:09--03:39:11] 所以他们可能在早期的时候
[03:39:11--03:39:13] 更讲这种科学雄心
[03:39:13--03:39:15] 我们认为是
[03:39:15--03:39:17] 我们认为是科学雄心
[03:39:17--03:39:18] 然后但是我们
[03:39:18--03:39:20] 我觉得理想的现实主义者
[03:39:20--03:39:21] 和现实的理想主义者
[03:39:21--03:39:23] 两种都是不错的
[03:39:23--03:39:26] 不错的不错的这个落点
[03:39:26--03:39:27] 但是不能是太远
[03:39:27--03:39:28] 就不能是
[03:39:28--03:39:29] 对
[03:39:29--03:39:31] 有一天你们公司
[03:39:31--03:39:32] 如果创业失败了
[03:39:32--03:39:34] 你觉得可能会是什么样呢
[03:39:34--03:39:37] 是因为什么
[03:39:37--03:39:39] 我觉得这个事情
[03:39:39--03:39:41] 其实挺有意思的
[03:39:41--03:39:42] 就这个事情它的结果
[03:39:42--03:39:45] 一定是极好或极坏
[03:39:45--03:39:46] 就这个公司其实没有一个
[03:39:46--03:39:49] 在中间的一个可能性
[03:39:49--03:39:50] 要么登月成功了
[03:39:50--03:39:51] 要么登月失败
[03:39:51--03:39:52] 对就是登月成功
[03:39:52--03:39:53] 登月失败
[03:39:53--03:39:54] 某种程度上为什么说
[03:39:54--03:39:55] 像SpaceX
[03:39:55--03:39:56] 要么火箭发上去了
[03:39:56--03:39:57] 要么火箭坠毁了
[03:39:57--03:39:59] 可能火箭要坠毁几次才发上去
[03:39:59--03:40:01] 可能每次都差那么一点
[03:40:01--03:40:02] 其实这是为什么
[03:40:02--03:40:04] 我觉得就是像伊隆马斯克
[03:40:04--03:40:06] 他作为一个就是企业家
[03:40:06--03:40:08] 尤其你看他早期的时候
[03:40:08--03:40:10] 还是一个非常锐意进取的
[03:40:10--03:40:11] 一个值得学习的
[03:40:11--03:40:14] 这样的一个企业家的一个模式
[03:40:14--03:40:16] 比如说好几次就是
[03:40:16--03:40:17] 拼死对吗
[03:40:17--03:40:19] 他的公司也只能两个留一个
[03:40:19--03:40:21] 但是就是他很坚定的说
[03:40:21--03:40:22] BOTH
[03:40:22--03:40:23] 永远是予以雄长
[03:40:23--03:40:24] 都要见得
[03:40:24--03:40:25] 这样比如Ray Dalio
[03:40:25--03:40:26] 在principle里面也是这样
[03:40:26--03:40:28] 我自己也是这样的一个认同
[03:40:28--03:40:30] 我觉得这个公司是一个
[03:40:30--03:40:31] Binary Outcome
[03:40:31--03:40:34] 然后我觉得如果我们是
[03:40:34--03:40:35] 失败了或者我们很成功
[03:40:35--03:40:37] 其实都是有可能发生的事情
[03:40:37--03:40:38] 对
[03:40:38--03:40:40] 嗯
[03:40:40--03:40:42] 如果失败了你去干嘛
[03:40:42--03:40:44] 这是一个非常好的问题
[03:40:44--03:40:45] 我自己有
[03:40:45--03:40:46] 我自己有
[03:40:46--03:40:47] 有一些个人的雄心
[03:40:47--03:40:48] 对我
[03:40:49--03:40:50] 看吧
[03:40:50--03:40:52] 当数学家
[03:40:52--03:40:54] 我觉得我可能会去希望看一看
[03:40:54--03:40:58] 我觉得我那一年的神经科学的学习的一个心得
[03:40:58--03:41:01] 就是我们基本不理解人脑
[03:41:01--03:41:02] 我们完全不理解人脑
[03:41:02--03:41:03] 我可能会希望做一些
[03:41:03--03:41:06] 跟人脑相关的事情
[03:41:06--03:41:07] 不是跟人脑
[03:41:07--03:41:09] 就是跟神经科学相关的事情
[03:41:09--03:41:10] 可能是动物呢
[03:41:10--03:41:11] 就是我可能会
[03:41:11--03:41:14] 我可能会希望看一下这些
[03:41:14--03:41:15] 我觉得就是
[03:41:15--03:41:18] Brain and machine interface的这个vision
[03:41:18--03:41:20] 目前的implementation都不太足够
[03:41:20--03:41:24] 就是人机交互的这个目前的选项
[03:41:24--03:41:26] 我觉得太不理想了
[03:41:26--03:41:27] 嗯
[03:41:27--03:41:30] 你今天怎么看待硅谷这些模型公司的竞争啊
[03:41:30--03:41:33] 不管是这些大的模型公司
[03:41:33--03:41:34] 还是这些new了
[03:41:34--03:41:36] 我前几天还在跟一个
[03:41:36--03:41:39] 就是我的一个XI的朋友在讲
[03:41:39--03:41:40] 就是
[03:41:40--03:41:41] 其实
[03:41:41--03:41:43] 为什么说
[03:41:43--03:41:45] 为什么说我最后不想去做
[03:41:45--03:41:46] 一个就是金融
[03:41:46--03:41:48] 或者说是一个量化交易员呢
[03:41:48--03:41:49] 你会出现一个问题
[03:41:49--03:41:52] 就是你的
[03:41:52--03:41:55] 你的你的英语书是一个短期内
[03:41:55--03:41:58] 能够决定的一件事情
[03:41:58--03:42:00] 我觉得这个事情是
[03:42:00--03:42:01] 就像Peter Thiel讲的
[03:42:01--03:42:04] 就是这个我是比较激进
[03:42:04--03:42:05] 垄断导致创新
[03:42:05--03:42:08] 竞争导致平庸
[03:42:08--03:42:09] 这种竞争会导致平庸
[03:42:09--03:42:10] 会导致没有一些
[03:42:10--03:42:13] 有一些很有长远想法的人
[03:42:13--03:42:14] 他就要自己出来做
[03:42:14--03:42:15] 做new life
[03:42:15--03:42:18] 这其实这new life的产生
[03:42:18--03:42:20] 就是因为好奇心与创造力
[03:42:20--03:42:23] 是我们人类的基本需求
[03:42:23--03:42:26] 这就是因为可能说是在一些
[03:42:26--03:42:29] 前沿的一些大的公司里面
[03:42:29--03:42:31] 无法去做这一些
[03:42:31--03:42:33] 满足他的burning passion的事情
[03:42:33--03:42:34] 他就要出来
[03:42:34--03:42:35] 然后
[03:42:35--03:42:36] 我觉得
[03:42:36--03:42:38] 可能是一个很有意思的点
[03:42:38--03:42:39] 就是刚才说到这个
[03:42:39--03:42:41] 好奇心为什么是人类的基本需求
[03:42:41--03:42:43] 可以我们可以假设一件事情
[03:42:43--03:42:45] 就是action pro非常的成功
[03:42:45--03:42:47] 或者说是我们竞争对手的
[03:42:47--03:42:48] 他们的非常成功
[03:42:48--03:42:51] 反正就我们中有一方非常成功
[03:42:51--03:42:53] 然后所有的数学题
[03:42:53--03:42:56] 你给我一个千禧年问题
[03:42:56--03:42:57] 我这个AI就把它全部解决了
[03:42:57--03:42:59] 这个时候还会有数学家吗
[03:42:59--03:43:03] 这是一个非常值得去思考的一件事情
[03:43:03--03:43:04] 我答案就一定会有
[03:43:04--03:43:07] 就是你给我一个100万行
[03:43:07--03:43:08] 令代码的一个
[03:43:08--03:43:11] 我一定要去看里面是怎么做出来的
[03:43:11--03:43:13] 你不让我去看了
[03:43:13--03:43:14] 我都会去看
[03:43:14--03:43:17] 这就是人类的这个好奇心的体现
[03:43:17--03:43:19] 由于这个证明最后被产生的方式
[03:43:19--03:43:21] 这些去看懂了他的数学家们
[03:43:21--03:43:23] 又会有新的猜想新的想法
[03:43:23--03:43:25] 这就是整个这个发明发现的
[03:43:25--03:43:27] 这一个循环
[03:43:27--03:43:29] 其实就是
[03:43:29--03:43:31] 然后就是AI做了
[03:43:31--03:43:32] 可能AI做了这个发现
[03:43:32--03:43:34] 让数学家更好的发明
[03:43:34--03:43:37] 然后这种好奇心
[03:43:37--03:43:39] 和这种探索的这种愿望
[03:43:39--03:43:40] 意念是一个
[03:43:40--03:43:42] 我觉得人类无法被压制
[03:43:42--03:43:44] 住的一件事情
[03:43:44--03:43:46] 所以说不管是现在是
[03:43:46--03:43:48] 100 million 1亿美元的大包
[03:43:48--03:43:50] 也无法去压制住这一些
[03:43:50--03:43:53] 青年研究者的这个好奇心
[03:43:53--03:43:55] 所以他们就会去做出来
[03:43:55--03:43:57] 我们看到做出来多么有意思的东西
[03:43:57--03:43:59] 比如说Stefano Armand
[03:43:59--03:44:01] 他们做了这个diffusion model
[03:44:01--03:44:03] 更快更好的这个推理模型
[03:44:03--03:44:05] 我们可以看到就是
[03:44:05--03:44:07] 比如说就是periodic
[03:44:07--03:44:10] 我们第一次把这些顶尖的这些AI人才
[03:44:10--03:44:12] 就是去在一个就是
[03:44:12--03:44:13] 现实世界
[03:44:13--03:44:15] 他们要做这个material science
[03:44:15--03:44:17] 这是一个非常有意思的一个方向
[03:44:17--03:44:20] 他们不怕这些messy的这些data
[03:44:20--03:44:22] 然后他们其实就是
[03:44:22--03:44:24] 然后比如说我们看到有recursive
[03:44:24--03:44:27] 他要做AI与这个硬件之间的
[03:44:27--03:44:28] 这个AI提升硬件
[03:44:28--03:44:30] 硬件提升AI
[03:44:30--03:44:32] 这是非常有意思的一些方向
[03:44:32--03:44:34] 我觉得这其实是一个
[03:44:34--03:44:36] 这背后是一个基本作用力
[03:44:36--03:44:38] 这个基本作用力就是人类的好奇心
[03:44:38--03:44:40] 然后我觉得可能最有意思的点
[03:44:40--03:44:42] 就是有些人说现在是一个泡沫了
[03:44:42--03:44:44] 还是说现在是登月了
[03:44:44--03:44:47] 就是有一些公司它成了它就登月了
[03:44:47--03:44:49] 然后有一些公司登月了
[03:44:49--03:44:51] 人家真的试了很努力
[03:44:51--03:44:53] 大家真的是每一天996
[03:44:53--03:44:55] 一块去朝那个梦想努力
[03:44:55--03:44:57] 结果没成那就是泡沫
[03:44:57--03:44:58] 其实我觉得就是
[03:44:58--03:45:00] 我特别希望的一个环境
[03:45:00--03:45:02] 有点像我也知道说
[03:45:02--03:45:04] 有一些好的学府的一个环境
[03:45:04--03:45:05] 就是不怕失败
[03:45:05--03:45:06] MIT有一门课
[03:45:06--03:45:07] 就是learning to fail
[03:45:07--03:45:09] 你如何更好的失败
[03:45:09--03:45:12] 当然每一个这种登月项目的
[03:45:12--03:45:14] 失败它都会在资本市场上
[03:45:14--03:45:15] 会掀起涟漪对吗
[03:45:15--03:45:17] 我们会从这个就是私有市场
[03:45:17--03:45:19] 一直到这个公开的市场
[03:45:19--03:45:21] 会有连锁的反应
[03:45:21--03:45:23] 你有可能说这是非常不负责任的
[03:45:23--03:45:25] 就是为什么这个一些
[03:45:25--03:45:26] 可能说pension fund
[03:45:26--03:45:28] 一些大家的退休资金
[03:45:28--03:45:29] 最终通过好几层的投资
[03:45:29--03:45:31] 到了这个私有市场
[03:45:31--03:45:33] 去给这一些有想法的研究者
[03:45:33--03:45:35] 去满足他们的好奇心呢
[03:45:35--03:45:36] 这是一个
[03:45:36--03:45:37] 这是一个很
[03:45:37--03:45:38] 我觉得很公平的一个问题
[03:45:38--03:45:40] 但是就是如果说这一些
[03:45:40--03:45:41] 好的有想法的研究者
[03:45:41--03:45:44] 不是由于他们自己的这种虚荣心
[03:45:44--03:45:47] 或者说是我自己要战山为王
[03:45:47--03:45:49] 不是由于ego而驱动的
[03:45:49--03:45:51] 而是由于使命而驱动的
[03:45:51--03:45:53] 所以导致他们不是碎片化的
[03:45:53--03:45:55] 好几个比如同样的一个问题吧
[03:45:55--03:45:56] 就是八个城市
[03:45:56--03:45:58] 他们真的就是在一块了
[03:45:58--03:45:59] 他们从不同的背景
[03:45:59--03:46:00] 不同的技能
[03:46:00--03:46:01] 不同的这种
[03:46:01--03:46:04] 不同的对于这同一个理想的解读
[03:46:04--03:46:05] 聚起来了
[03:46:05--03:46:06] 去朝这个东西
[03:46:06--03:46:07] 我觉得这就是一个比较
[03:46:07--03:46:08] 比较legit的
[03:46:08--03:46:10] 比较靠谱的一个城市
[03:46:11--03:46:12] 我能理解
[03:46:12--03:46:14] 这一波的neo lab
[03:46:14--03:46:16] 他们都有different的信仰
[03:46:16--03:46:18] 也有不一样的bats
[03:46:18--03:46:19] 那
[03:46:19--03:46:21] 当有一天他需要跟这些
[03:46:21--03:46:23] 大的frontier lab竞争的时候
[03:46:23--03:46:24] 怎么应对这个竞争呢
[03:46:24--03:46:25] 刚才我们说了
[03:46:25--03:46:28] 你们AI format之间的竞争对吧
[03:46:28--03:46:30] 那当你要遇到openAI
[03:46:30--03:46:32] 你的竞争队友是deepmind的时候
[03:46:32--03:46:33] 你怎么竞争
[03:46:33--03:46:34] 对
[03:46:34--03:46:36] 我觉得这是一个非常好的问题
[03:46:36--03:46:38] 我觉得首先第一个就是
[03:46:38--03:46:40] 会有一些结构性的问题
[03:46:40--03:46:41] 会导致
[03:46:41--03:46:44] 如果说他们需要一个单位的创新
[03:46:44--03:46:46] 是需要有多少单位的资源的
[03:46:46--03:46:47] 而这个比例的话
[03:46:47--03:46:49] 在一个早期的创业公司
[03:46:49--03:46:50] 是非常高效率的
[03:46:50--03:46:51] 这是第一点
[03:46:51--03:46:54] 我觉得我们公司就是在做的一些事情
[03:46:54--03:46:56] 我觉得可能在另外的一个环境
[03:46:56--03:46:57] 会更难的去达成
[03:46:57--03:46:59] 也就是为什么许多人从脸书
[03:46:59--03:47:01] 来到了我们这个公司的原因
[03:47:01--03:47:03] 然后这是一个点
[03:47:03--03:47:04] 然后第二个点就是
[03:47:04--03:47:05] 其实吧
[03:47:05--03:47:08] 你作为一个underdog这个黑马
[03:47:08--03:47:10] 你好像除了这个效率之外
[03:47:10--03:47:13] 还有这个人才这个之外
[03:47:13--03:47:14] 人才是人才密度
[03:47:14--03:47:16] 因为毕竟他们会有更多的人才
[03:47:16--03:47:18] 你没有什么资源
[03:47:18--03:47:21] 能够和这一些大的这些玩家抗衡
[03:47:21--03:47:22] 但同时
[03:47:22--03:47:24] 这更有意思的一件事情上是
[03:47:24--03:47:28] openAI曾经也是对着google的那一匹黑马
[03:47:28--03:47:30] 它也是那个就是在google要把Illia
[03:47:30--03:47:32] 就是最后counteroffer抢走的时候
[03:47:32--03:47:34] 焦头烂额不知道怎么办的
[03:47:34--03:47:36] 也是那个曾经一度发不出工资的
[03:47:36--03:47:38] 这样的一个小玩家
[03:47:38--03:47:40] 所以这其实是一个
[03:47:40--03:47:42] 很有意思的一个点
[03:47:42--03:47:44] 就是我觉得历史的钟摆来回摆动
[03:47:44--03:47:47] 它就是大家螺旋上升
[03:47:47--03:47:50] 但是又有很local的这种扰动
[03:47:50--03:47:52] 某种程度上是有
[03:47:52--03:47:54] there is always a way
[03:47:54--03:47:56] 这个东西我没有办法证明
[03:47:56--03:47:57] there is always a way
[03:47:57--03:47:59] 就是你得信
[03:47:59--03:48:00] 对
[03:48:00--03:48:01] 然后信的可能就是
[03:48:01--03:48:04] 喜欢加入早期创业公司的这一批人
[03:48:04--03:48:05] 比如说humans and的这一个公司
[03:48:05--03:48:07] 最近融了很大的
[03:48:07--03:48:09] 他们的这个co-founder是google的第七号员工
[03:48:10--03:48:11] 嗯
[03:48:11--03:48:13] 他到了现在的这样的一个人生阶段
[03:48:13--03:48:16] 仍然认为好奇心是他
[03:48:16--03:48:18] 就是所拥有的最珍贵的东西
[03:48:18--03:48:20] 嗯
[03:48:20--03:48:23] 值得他倾家荡产
[03:48:23--03:48:24] 嗯
[03:48:24--03:48:26] 你这么说我能理解
[03:48:26--03:48:29] 很多包括我去跟赛宁聊
[03:48:29--03:48:30] 他们其实有different than
[03:48:30--03:48:33] 他们甚至是一个anti硅谷的
[03:48:33--03:48:36] 收集了一波anti硅谷的这个派别
[03:48:36--03:48:39] 他们也非常反感这种剧烈的红海竞争
[03:48:39--03:48:40] 然后觉得也阉割了
[03:48:40--03:48:41] 对
[03:48:41--03:48:42] 研究员的创造性
[03:48:42--03:48:43] 对
[03:48:43--03:48:44] 嗯
[03:48:44--03:48:45] 其实是我是这样想的
[03:48:45--03:48:49] 就是可以就是在一段
[03:48:49--03:48:52] 在所有的这些就是local的扰动之后
[03:48:52--03:48:57] 你看到的整个的这个宏观的这个局面
[03:48:57--03:48:58] 是什么样的
[03:48:58--03:49:02] 一个竞争的结果就是能力在飞速的上涨
[03:49:02--03:49:07] 另外的一个结果就是好的且快速
[03:49:07--03:49:08] 不只是好的
[03:49:08--03:49:10] 好的且能快速验证是好的的
[03:49:10--03:49:12] 或者是一种预想的东西
[03:49:12--03:49:15] 就是被做到最scale up的一个状态
[03:49:15--03:49:18] 但是完全有一些可能可以时间长一点的东西
[03:49:18--03:49:19] 没有被实现
[03:49:19--03:49:21] 这是一个机会成本
[03:49:21--03:49:22] 对
[03:49:22--03:49:23] 但所以说竞争它也不能说不好
[03:49:23--03:49:27] 它就是确实它这个让我们人类在这个AI的这个进步
[03:49:27--03:49:33] 在非常短的时间内达到了一个非常高的一个进步速度
[03:49:33--03:49:34] 嗯
[03:49:34--03:49:37] 你刚才会说到你的自己的自我奖励机制
[03:49:37--03:49:39] 从团队里面获取这种能量
[03:49:39--03:49:41] 变成了从事情中获得能量
[03:49:41--03:49:42] 对
[03:49:42--03:49:43] 现在的你是从事情中还是从团队中
[03:49:43--03:49:45] 现在我是从事情中
[03:49:45--03:49:46] 嗯
[03:49:46--03:49:49] 现在我是从事情中
[03:49:49--03:49:51] 然后但是我觉得团队是一个很好的一种
[03:49:51--03:49:53] 它会给你一种安全感
[03:49:53--03:49:55] 它会给你一种就是你有一个
[03:49:55--03:49:57] 你有一个能落地
[03:49:57--03:49:58] 你的脚还在地上
[03:49:58--03:49:59] 它让你觉得grounded
[03:49:59--03:50:03] 但是你事实上能够让你就是break out的那种
[03:50:03--03:50:05] 那种冲动的那种能量
[03:50:05--03:50:06] 有可能是愤怒
[03:50:06--03:50:09] 有可能是悲伤
[03:50:09--03:50:11] 有可能是就这种卯着一口劲
[03:50:11--03:50:14] 我就要去达到一个
[03:50:14--03:50:18] 一个让我们这个队伍达到一个什么样的一个目标的
[03:50:18--03:50:20] 这种的这个能量
[03:50:20--03:50:21] 它不由团队中来
[03:50:21--03:50:22] 它由事情的本身来
[03:50:22--03:50:23] 嗯
[03:50:23--03:50:24] 对
[03:50:24--03:50:26] 那个让你最burning的
[03:50:26--03:50:27] 对
[03:50:27--03:50:31] 终点是什么
[03:50:31--03:50:36] 我觉得就是这个事情就讲起来
[03:50:36--03:50:39] 就是有一个莱布尼茨他有一个想法
[03:50:39--03:50:41] 他叫做Universal Representation Theory
[03:50:41--03:50:44] 就是说所有你能够表示的
[03:50:44--03:50:45] 这句话听起来很怪
[03:50:45--03:50:50] 所有大部分你觉得能表示的东西你都能表示
[03:50:50--03:50:55] 就是我觉得我目前非常期待一个
[03:50:55--03:50:58] 让推理能力成为
[03:50:58--03:51:03] 最顶尖的推理能力成为一个默认状态的
[03:51:03--03:51:05] 一个这样的一个情况
[03:51:05--03:51:09] 然后且是能够自我验证的推理能力
[03:51:09--03:51:10] 嗯
[03:51:10--03:51:13] 这是我目前个人的一个一个理想
[03:51:13--03:51:14] 嗯
[03:51:14--03:51:16] 其实就是有些时候
[03:51:16--03:51:18] 就可能说人人人一辈子他能剩下什么
[03:51:18--03:51:23] 有一些数学家他一辈子解决了一个非常困难的问题
[03:51:23--03:51:24] 他被这个问题
[03:51:24--03:51:26] 就是人人因为这个问题记住他
[03:51:26--03:51:31] 他可能这个墓碑上就写着他解决了这个问题
[03:51:31--03:51:35] 这一个人一生这一个问题
[03:51:35--03:51:37] 你想这个高加罗瓦21岁
[03:51:37--03:51:39] 他就决斗就就挂了
[03:51:39--03:51:40] 然后
[03:51:40--03:51:42] 拉玛努金他是因为这个营养不良
[03:51:42--03:51:46] 还有各种各样的身体疾病也早也三十几岁就挂了
[03:51:46--03:51:51] 就人人类要多少人出一个加罗瓦
[03:51:51--03:51:53] 多少人出一个拉玛努金
[03:51:53--03:51:55] 然后你如果说是
[03:51:55--03:51:59] 能够去用AI去复现这样的一种数学家
[03:51:59--03:52:03] 然后你又有那么多已经存在的数学家能够与他互动
[03:52:03--03:52:07] 然后去有新的这个这个这个就是呃
[03:52:07--03:52:08] Javon's paradox对吧
[03:52:08--03:52:10] 就是就是Javon's我也不知道中文名字了
[03:52:10--03:52:11] 中文怎么说
[03:52:11--03:52:12] 他的意思就是说
[03:52:12--03:52:16] 当你把一个呃一个工具变得能够你做出来
[03:52:16--03:52:19] 让他更便利更普遍的时候就会有更多的用处
[03:52:19--03:52:23] 比如说我最近我们公司好久就是第一次找了一个
[03:52:23--03:52:26] 找了一个能够帮我去处理一些呃
[03:52:26--03:52:30] 每一天就是杂事的这样的一个一个一个一个同事
[03:52:30--03:52:33] 他来了之后我们就是一块做的杂事反而变得更多了
[03:52:33--03:52:35] 就是这其实就是Javon's paradox
[03:52:35--03:52:39] 就是这些科学家这些物理的生物的化学的
[03:52:39--03:52:41] 能够与这个AI
[03:52:41--03:52:45] 加罗瓦或者说是所有的这些数学家总和
[03:52:45--03:52:51] 他们能够有多少的科学的理论能够被被被被被发明发现
[03:52:51--03:52:54] 就数学家们和这些AI数学家能有多少数学的
[03:52:54--03:52:57] 就是基础数学的这些东西被发明发现
[03:52:57--03:53:00] 这其实我觉得这是我的一个一个
[03:53:00--03:53:06] 你想从算盘到会计师就是当时是呃上商务贸易
[03:53:06--03:53:08] 从这个微积分
[03:53:08--03:53:10] 然后这个物理各种各样什么力学
[03:53:10--03:53:12] 然后是 thermodynamics
[03:53:12--03:53:16] 就是然后呃然后到到到工业革命对吧
[03:53:16--03:53:22] 然后从这个呃当时一个叫babbage查理斯巴巴巴巴贝奇
[03:53:22--03:53:26] 他这个能够去算这个log对数算的更快的一个babbage engine
[03:53:26--03:53:28] 就是电脑的前身嗯
[03:53:28--03:53:31] 当时在哈代写我作为一个数学呃数
[03:53:31--03:53:32] 我是一个数学家的道歉
[03:53:32--03:53:35] 这个呃mathematician's apology好像不是这么翻译
[03:53:35--03:53:38] 一个数学家的独白呃他就说我这个东西反正就是
[03:53:38--03:53:40] 反正也没有任何的实际价值
[03:53:40--03:53:42] 后面就有就密码学就有对吧
[03:53:42--03:53:45] 我们看victor muller他是一个呃呃
[03:53:45--03:53:48] 他也是shubo当时的同事也跟action很多的互动
[03:53:48--03:53:53] 这个呃椭圆曲线基于椭圆曲线的密密密码学
[03:53:53--03:53:55] 密码学的就是就是泰斗之一的这样的一个人物
[03:53:55--03:53:57] 他是一个纯数学的一个背景
[03:53:57--03:54:00] 然后就是在在cs看了一眼
[03:54:00--03:54:03] 然后就看出来了这样的一个一个理论
[03:54:03--03:54:07] 这对于很多就是纯计算机的这一些同学们有非常大的一个价值
[03:54:07--03:54:09] 这是终局
[03:54:09--03:54:12] 对但是有有人家说这个终局之后怎么办呢
[03:54:12--03:54:15] 这个就不知道终局之后我觉得还是要
[03:54:15--03:54:18] 我觉得其实就是钟摆的摆动又会卡
[03:54:18--03:54:23] 但我觉得ai for math没有像ai模型被scale up一样被scale up
[03:54:23--03:54:25] 而我们希望能做这样的一个人
[03:54:25--03:54:28] 这样我们能知道天花板在哪我们可能又能回到research
[03:54:28--03:54:31] 然后又能这样就是钟摆的来回摆动
[03:54:31--03:54:32] 嗯
[03:54:32--03:54:35] 我见过很多的70后80后和90后的ceo
[03:54:35--03:54:36] 嗯
[03:54:36--03:54:37] 也
[03:54:37--03:54:38] 是一个00后的ceo
[03:54:38--03:54:39] 是吗
[03:54:39--03:54:42] 我不想就是画这种代际但是我还是很好奇
[03:54:42--03:54:49] 就一个00后而且是女生的公司会和之前的这些公司或者是就有任何的不一样吗
[03:54:49--03:54:51] 你觉得特点会是什么呢
[03:54:51--03:54:55] 我我这个对我这个其实是非常好好的一个问题
[03:54:55--03:54:58] 因为我自己最快乐的一个状态绝对不是ceo的状态
[03:54:58--03:55:03] 我自己最快乐的状态就是我能够当一个research scientist inter
[03:55:03--03:55:04] 为什么也是inter呢
[03:55:04--03:55:06] 就是这个我说的话如果比较愚蠢
[03:55:06--03:55:08] 这个大家认为是是是正常的
[03:55:08--03:55:10] 我这是我最最快乐的一个状态
[03:55:10--03:55:11] 我是真的想做这件事
[03:55:11--03:55:14] 然后我如果能够有另外的一个很明显
[03:55:14--03:55:16] 我可以加入的一个一个地方
[03:55:16--03:55:19] 我就会去加入他而不会把这个事情单独做起来
[03:55:19--03:55:22] 所以我这是我的一个舒适的一个状态
[03:55:22--03:55:23] 嗯
[03:55:23--03:55:25] 所以我我不太心有
[03:55:25--03:55:29] 因为事情本身而创业并不是说你想当一个创业者而创业
[03:55:29--03:55:30] 我我特别不想当一个创业
[03:55:30--03:55:31] 嗯
[03:55:31--03:55:32] 这个能理解
[03:55:32--03:55:35] 对对我反正就是所以我不太ceo
[03:55:35--03:55:37] 这个可能大部分
[03:55:37--03:55:40] 对所以就但但也有时候有一次闹一个笑话
[03:55:40--03:55:43] 就是我有一天特别就是想做这个呃benchmark
[03:55:43--03:55:45] 我想做一个就是好
[03:55:45--03:55:46] 我我不是说吗
[03:55:46--03:55:48] 那个基准级就是到博士级别就很难搞
[03:55:48--03:55:52] 我当时就把我们办公室有那个数学背景的同学们
[03:55:52--03:55:54] 我就是说哎我想搞这么一个东西
[03:55:54--03:55:59] 我也不知道就是现在搞这个是不是优先序上是对的
[03:55:59--03:56:01] 你们都是搞数学的
[03:56:01--03:56:03] 你们要不跟我一块我们分一下
[03:56:03--03:56:04] 就是你负责这个领域
[03:56:04--03:56:05] 你负责这个领域
[03:56:05--03:56:06] 你每人找个二三十题
[03:56:06--03:56:08] 然后完了之后我们这个之后
[03:56:08--03:56:12] 我就后面就被我们那个一个比较元老的工程师就说了
[03:56:12--03:56:16] 说你你让这一些这个实习生的同学们
[03:56:16--03:56:20] 就是还有这些比较年轻的工程师觉得这是一个非常重要的一个任务
[03:56:20--03:56:22] 这和优先序是是相斥的
[03:56:22--03:56:24] 我说为什么是重要的任务呢
[03:56:24--03:56:26] 我说这不就是一个side
[03:56:26--03:56:27] 一个hobby的一个project吗
[03:56:27--03:56:29] 他们说但是你是一个ceo
[03:56:29--03:56:30] 所以你跟他们讲的时候
[03:56:30--03:56:33] 他们就会觉得这是一个正儿八经的一件事
[03:56:33--03:56:35] 我真的要去把这个当做我的
[03:56:35--03:56:37] 前几件事情去做
[03:56:37--03:56:40] 从那以后我就我就更hands off了
[03:56:40--03:56:45] 所以就是这是一个非常非常有意思的一个一个一个事情
[03:56:45--03:56:47] 嗯还有什么不同吗
[03:56:47--03:56:48] 你觉得可能和
[03:56:48--03:56:51] 我觉得就是我觉得我
[03:56:51--03:56:56] 我觉得我做这个ceo的一个好处就是
[03:56:56--03:57:00] 这是一个techno crossroad的一个公司
[03:57:00--03:57:01] 就是我们的技术人员
[03:57:01--03:57:04] 他们是整个公司的主干
[03:57:04--03:57:06] 和定向和锚点
[03:57:06--03:57:11] 就是他们有可能由于我并没有一些strongly held beliefs
[03:57:11--03:57:14] 所以导致我觉得我们就是很多ideas都可以被
[03:57:14--03:57:17] 由于我没有一个特别我自己
[03:57:17--03:57:18] 其实我有
[03:57:18--03:57:19] 我有一些特别坚信的方向
[03:57:19--03:57:23] 但是很多其他的一些就是很low level的一些东西
[03:57:23--03:57:25] 就是一个bottom of the culture
[03:57:25--03:57:30] 所以我觉得这个公司的文化是一个是一个比较比较有意思的一个
[03:57:30--03:57:33] 就像一个比较pixar梦工厂
[03:57:33--03:57:36] 对你们公司的会议室好像都是用数学家来命名的
[03:57:36--03:57:37] 有什么有特别的
[03:57:37--03:57:38] 就就如果你想
[03:57:38--03:57:43] 如果这个梦工厂这个或者迪士尼的这一个ceo是一个已经
[03:57:43--03:57:49] 假设ok一个梦工厂的ceo已经是一个就是拍过多少个这个的好好来坞
[03:57:49--03:57:52] 或者迪士尼的一个导演的这样的一个人做ceo
[03:57:52--03:57:54] 这个地方就成为不了梦工厂
[03:57:54--03:57:55] 为什么
[03:57:55--03:57:57] 因为他们会觉得这个人是对的
[03:57:57--03:57:58] 应该听他的
[03:57:58--03:58:02] 所以我觉得反而是这种bottoms up的这种这种culture
[03:58:02--03:58:03] 对创新来说是最好的
[03:58:03--03:58:06] 需要一个intern
[03:58:06--03:58:07] 对
[03:58:07--03:58:09] 我觉得intern挺好的
[03:58:09--03:58:13] 我非常愿意给action当intern
[03:58:13--03:58:15] 你们的会议室有任何有意思的吗
[03:58:15--03:58:16] 有对就不同的名字
[03:58:16--03:58:18] 他们就是叫做高斯对吧
