[00:00:04--00:00:08] 这个我还没答完,因为我觉得这还不是终极实力
[02:28:20--02:28:22] 第三个也许真的是一个建议
[02:28:22--02:28:24] 就我觉得创业者都太孤独
[02:28:25--02:28:26] 应该还是交一些朋友
[02:28:28--02:28:28] 这比较难
[02:28:28--02:28:29] 因为就是说
[02:28:29--02:28:31] 你交个朋友大概就应该是创业者朋友
[02:28:31--02:28:32] 因为
[02:28:32--02:28:35] 这种情况下你才在这些事情上才会有人跟你交流
[02:28:36--02:28:40] 然后我比较好因为虽然说我非常好的私人朋友所以我们什么都能聊
[02:28:40--02:28:42] 但即使这样我们的视角也是固定的
[02:28:42--02:28:44] 因为是我们公司的视角
[02:28:44--02:28:47] 然后呢我比较兴趣的是参加过一些
[02:28:48--02:28:49] 外部的组织吧
[02:28:49--02:28:50] 一个是湖南大学
[02:28:51--02:28:52] 是跟国内的最优秀的创业者
[02:28:53--02:28:54] 然后一个是世界经济问谈
[02:28:54--02:28:56] 是跟全球的各个领域的
[02:28:56--02:28:57] 挺有意思的人
[02:28:57--02:28:58] 然后
[02:28:58--02:29:01] 这些都还是对我我觉得还挺有帮助的
[02:29:01--02:29:02] 交到朋友吗
[02:29:02--02:29:05] 我觉得这个定义其实比较模糊啊
[02:29:05--02:29:06] 就是说
[02:29:06--02:29:06] 我一般
[02:29:07--02:29:08] 会谨慎的用
[02:29:08--02:29:10] 交到朋友这样的定义
[02:29:10--02:29:12] 因为我觉得有时候确实只见过一两面
[02:29:13--02:29:16] 但更多的是这些人可能对我的思想上的启发是蛮大的
[02:29:17--02:29:18] 他不需要是你的酒肉朋友
[02:29:18--02:29:20] 他更多的就是在他特殊的领域
[02:29:21--02:29:25] 他的认知强于你然后他跟你的很短暂的交流对你理解一个事情有深刻的影响
[02:29:26--02:29:26] 这是很有可能的
[02:29:27--02:29:29] 那这些人到底算不算朋友我觉得不重要
[02:29:29--02:29:31] 重要的就是我觉得有一些
[02:29:31--02:29:32] 外部的
[02:29:32--02:29:33] 机会
[02:29:33--02:29:34] 去了解
[02:29:34--02:29:35] 对我帮助还是很大的
[02:29:36--02:29:37] 然后
[02:29:37--02:29:40] 但我确实知道很多创业者可能
[02:29:41--02:29:44] 还是太忙于打仗了所以没有机会
[02:29:44--02:29:46] 所以我倒觉得有这样的机会还挺好
[02:29:46--02:29:47] 我也
[02:29:47--02:29:48] 绝对
[02:29:49--02:29:50] 非常推荐
[02:29:51--02:29:52] 虎盼
[02:29:52--02:29:53] 打个小广告
[02:29:55--02:29:56] 就是
[02:29:56--02:30:02] 除了我接受的传统教育以外我觉得虎盼是非常幸运的有机会和很多人深度交流
[02:30:02--02:30:04] 我们家企业做企业不可能遇到的
[02:30:04--02:30:06] 我有时候跟他们开玩笑说
[02:30:07--02:30:08] 虎盼你比工作还累
[02:30:09--02:30:11] 快点上来就没有寒暄没有什么
[02:30:12--02:30:13] 什么这些这些事儿
[02:30:13--02:30:14] 都是在
[02:30:14--02:30:17] 直接就开始讲我们最近的思考和意料的问题
[02:30:17--02:30:19] 这融资上有什么能耗
[02:30:19--02:30:20] 可以给
[02:30:21--02:30:22] 硬核科技的创业者
[02:30:24--02:30:26] 我觉得你融资的本质肯定应该是
[02:30:27--02:30:28] 你的公司业务好
[02:30:29--02:30:31] 但我确实也觉得融资的
[02:30:31--02:30:32] 怎么讲
[02:30:33--02:30:34] 套路挺多的
[02:30:34--02:30:36] 就有一些很多技巧
[02:30:36--02:30:38] 具体细节我就不敢开了
[02:30:38--02:30:40] 就是
[02:30:41--02:30:45] 我不讲一级市场我讲一下二级市场虽然说回赛股价并不算优秀
[02:30:45--02:30:47] 就是但我记得特别清楚
[02:30:47--02:30:49] 在上市上市的时候特别努力路演了一百多场
[02:30:50--02:30:54] 然后就是一百多个一小时的会要见面聊
[02:30:55--02:31:01] 然后我是真的有一个瞬间我记得是有一天早上飞到新加坡我发那么多做经验
[02:31:01--02:31:04] 然后我突然有一个瞬间
[02:31:04--02:31:08] 我觉得我误出了一个其实我觉得对于绝大部分人是常识的融资叫做
[02:31:09--02:31:11] 我其实不应该给他讲
[02:31:11--02:31:12] 为什么这个公司
[02:31:13--02:31:14] 好
[02:31:14--02:31:16] 而应该给他讲为什么别人觉得
[02:31:17--02:31:17] 好
[02:31:18--02:31:18] 为什么
[02:31:18--02:31:19] 因为
[02:31:19--02:31:23] 二级市场的本质他其实是需要更多的人认可他的事
[02:31:23--02:31:25] 就是他需要的是共识
[02:31:25--02:31:28] 所以我总在跟他讲就是我们做了哪些
[02:31:29--02:31:30] 不一样的事
[02:31:30--02:31:32] 这个有点像是还是
[02:31:33--02:31:35] 重本质的一级市场的思路
[02:31:35--02:31:39] 就是说我解释为什么我今天做了一些反共识的长期正确的战略决策
[02:31:39--02:31:41] 这是好的创业者最喜欢讲的事
[02:31:41--02:31:42] 对吧
[02:31:42--02:31:44] 对我们是要去向共识
[02:31:44--02:31:46] 对然后呢我觉得越往后期尤其进入二级市场
[02:31:47--02:31:48] 你老这么讲
[02:31:49--02:31:50] 其实会把人吓跑
[02:31:50--02:31:53] 就没有人在二级市场希望自己是一个非共识
[02:31:53--02:31:54] 奇怪一点
[02:31:55--02:31:55] 那就是说
[02:31:56--02:31:56] 你回头看
[02:31:57--02:31:58] 我说这个道理你想想都很容易
[02:31:59--02:32:00] 你要践行它是很难的
[02:32:00--02:32:00] 因为
[02:32:01--02:32:02] 这么多年作为
[02:32:02--02:32:04] 创业者你天然会在想
[02:32:04--02:32:04] 就是说
[02:32:05--02:32:06] 我做到了哪些
[02:32:06--02:32:08] 我觉得对但别人还没意识到的事
[02:32:09--02:32:09] 这个也挺合理的
[02:32:10--02:32:11] 但你如果
[02:32:12--02:32:12] 太这个
[02:32:13--02:32:16] 坎城你就总讲这些事其实本质上对于
[02:32:16--02:32:17] 二级市场
[02:32:17--02:32:17] 还说是
[02:32:18--02:32:22] 在我看来是一个更重本质的故事但是对于很多人而讲他真不想听这个
[02:32:22--02:32:25] 他想听的是为什么别人会跟他一样
[02:32:25--02:32:26] 那
[02:32:26--02:32:30] 我倒不是鼓励大家顺着别人说而是我觉得更重要的是
[02:32:31--02:32:37] 你还是如果有能力更深刻的理解不同投资人的沟通方式和他的运作方式呢
[02:32:37--02:32:38] 就会好很多
[02:32:39--02:32:42] 这件事也蛮难的因为绝大多数创业者包括我在内我们的兴趣不在
[02:32:43--02:32:44] 跟投资人的交流上
[02:32:45--02:32:46] 我们兴趣就是想要把业务做好
[02:32:46--02:32:49] 那像我们在B2B呢我倒很有兴趣跟客户交流
[02:32:49--02:32:51] 但我不希望把所有的时间都花在
[02:32:52--02:32:53] 分析
[02:32:53--02:32:55] 投资人需要听什么故事上
[02:32:55--02:32:56] 我也不推荐这么做
[02:32:57--02:32:59] 而在这有限的努力中你又希望
[02:33:00--02:33:01] 让更多的人理解和支持
[02:33:02--02:33:06] 这是你融资的本质你肯定不希望的是融资的时候发现每个人都不理解你
[02:33:06--02:33:07] 这也很糟糕
[02:33:07--02:33:09] 我相信什么创业的记录我得写出来
[02:33:09--02:33:10] 那老大就和解了
[02:33:10--02:33:11] 就是我后来
[02:33:11--02:33:13] 我有一次跟大家说了一个挺
[02:33:13--02:33:15] 卓细的话叫做
[02:33:16--02:33:17] 我最近几年是
[02:33:18--02:33:20] 既跟应该说创业的
[02:33:20--02:33:23] 第一个学会的事是跟世界和解
[02:33:23--02:33:25] 就是我会更去想
[02:33:25--02:33:26] 我应该如何以
[02:33:26--02:33:30] 别人希望我们做的方式去做那些需要跟他和解的事
[02:33:30--02:33:32] 我刚才讲的那部分有点像这样的一件事
[02:33:32--02:33:33] 跟世界和解就是说
[02:33:33--02:33:36] 我理解市场投资人关注的点
[02:33:37--02:33:38] 那我就应该重点跟他沟通这点上
[02:33:38--02:33:42] 我理解二级市场关注的点那我就应该努力去给他讲这事
[02:33:42--02:33:43] 别动反了这是跟世界和解
[02:33:44--02:33:45] 我不跟他动
[02:33:45--02:33:46] 对吧
[02:33:46--02:33:47] 然后呢
[02:33:47--02:33:50] 我最近几年可能因为确实岁数给上满了
[02:33:50--02:33:54] 我会觉得我是一个创业者跟自己和解的过程
[02:33:54--02:33:57] 跟自己和解的意思就是说很多事情我觉得
[02:33:58--02:34:00] 没有那么大起大落大起大悲
[02:34:01--02:34:01] 那我们
[02:34:02--02:34:03] 之所以有创业者这个职业
[02:34:04--02:34:05] 你天然就是来解决问题的
[02:34:06--02:34:09] 那有时候甚至问题越大我更兴奋
[02:34:10--02:34:11] 因为如果每天都没有遇到挑战
[02:34:12--02:34:14] 那我的工作好像价值确实也不高对吧
[02:34:14--02:34:16] 我记得跟你讲一个小说
[02:34:16--02:34:17] 就是
[02:34:17--02:34:19] 当时
[02:34:19--02:34:20] 在
[02:34:20--02:34:21] 我们赴美上市之前
[02:34:21--02:34:22] 是大家认为
[02:34:22--02:34:23] 美国不可能上市
[02:34:23--02:34:25] 那一段时间
[02:34:25--02:34:28] 但因为我们上市之前要做大量的跟客户沟通的工作
[02:34:29--02:34:29] 有一些财务上面
[02:34:30--02:34:30] 你必须告诉客户
[02:34:31--02:34:32] 他要做一些验证性的
[02:34:32--02:34:33] 配合
[02:34:33--02:34:34] 所以我们的
[02:34:34--02:34:36] 我们的销售团队大家都知道这件事
[02:34:37--02:34:38] 然后呢有一次我在北美的时候
[02:34:39--02:34:41] 那个疫情也没回来
[02:34:41--02:34:43] 然后就他们就说说
[02:34:44--02:34:45] 能不能跟我说一下
[02:34:45--02:34:46] 你觉得上市这事概率有多大
[02:34:47--02:34:49] 那我就没多想
[02:34:49--02:34:50] 我算了一下
[02:34:50--02:34:51] 20%
[02:34:53--02:34:55] 然后他们所有人都说
[02:34:56--02:34:57] 你把我们搞这么兴奋
[02:34:58--02:35:01] 然后你跟我说其实咱干的这事重工概率有20%
[02:35:01--02:35:02] 你是不是太残忍了
[02:35:02--02:35:03] 或者说
[02:35:03--02:35:04] 那为什么还要干
[02:35:05--02:35:06] 然后
[02:35:06--02:35:08] 这些对话都是在瞬间发生
[02:35:08--02:35:09] 他说完我马上就说了一句话
[02:35:11--02:35:13] 其实你看一下
[02:35:13--02:35:14] 何塞和我个人历史上做的
[02:35:14--02:35:16] 我觉得比较有成就感的事
[02:35:18--02:35:19] 没有任何一件事
[02:35:19--02:35:20] 90%成功概率
[02:35:21--02:35:23] 因为那些事都不太可能是
[02:35:23--02:35:25] 真正让你会有成就感的事
[02:35:25--02:35:28] 我觉得做的绝大多数你回头看
[02:35:29--02:35:30] 特别有成就感
[02:35:30--02:35:32] 也特别有意义的事
[02:35:32--02:35:33] 都是20%
[02:35:34--02:35:37] 如果当年我们去寻求统计
[02:35:37--02:35:39] 我们就不应该创立一家Tier1
[02:35:40--02:35:42] 因为Tier1历史上成功率实在也太低了
[02:35:42--02:35:42] 对吧
[02:35:43--02:35:44] 如果我们当年
[02:35:44--02:35:47] 做产品觉得中国公司典型打法是什么
[02:35:47--02:35:48] 你应该是平体
[02:35:48--02:35:49] 你应该从最便宜开始做
[02:35:49--02:35:51] 而不应该从最贵的开始做
[02:35:51--02:35:52] 对吧
[02:35:52--02:35:54] 如果你问作为一家中国公司
[02:35:54--02:35:56] 你是先拿到一堆海外靠谱还是国内靠谱
[02:35:56--02:35:57] 你觉得呢
[02:35:58--02:35:59] 对吧我说所有的这些事
[02:36:00--02:36:02] 可能在外人眼中都是20%的事
[02:36:03--02:36:05] 但在你心中你会有一个高于20%的原因
[02:36:06--02:36:07] 如果你先信这个原因
[02:36:08--02:36:09] 你做这种非共识的努力
[02:36:10--02:36:12] 长期你就有高于
[02:36:13--02:36:14] 20%的概率
[02:36:14--02:36:16] 不代表它是90%
[02:36:16--02:36:18] 就像是那时候也是这样
[02:36:18--02:36:20] 我觉得我们的业务在一个好的决策
[02:36:20--02:36:22] 我不觉得中美会永远的
[02:36:22--02:36:23] 金融市场
[02:36:23--02:36:23] 互相
[02:36:24--02:36:25] 不买单
[02:36:25--02:36:27] 那我们觉得那个点上我觉得就应该试一下
[02:36:27--02:36:30] 最后就把一个20%变成了60%
[02:36:30--02:36:33] 什么时候觉得那事完成了90%完成了
[02:36:33--02:36:35] 因为我意识上比较保守
[02:36:35--02:36:36] 所以
[02:36:36--02:36:38] 我其实确实是在最后几天才知道
[02:36:38--02:36:40] 这就是为什么我刚才跟你说
[02:36:40--02:36:42] 9点敲钟我6点
[02:36:43--02:36:44] 我没做还没玩
[02:36:44--02:36:45] 大家多睡一会儿
[02:36:45--02:36:47] 孙老家长先才召集大家开会
[02:36:48--02:36:50] 就是我们不愿意做过度承诺的事情
[02:36:51--02:36:52] 我们永远都是默认
[02:36:53--02:36:56] 这件事情有概率不成但我记得在最高概率下
[02:36:56--02:36:57] 我要最好准备
[02:36:57--02:36:58] 比如说
[02:37:00--02:37:04] 我刚才没聊到另外一个非常有意思的事就是22年不是疫情吗
[02:37:04--02:37:07] 其实当时我们第一次交付是给李响老九
[02:37:07--02:37:09] 老九是标配机关给他的
[02:37:10--02:37:12] 也就是说其实我是没有机会失败的
[02:37:13--02:37:15] 我失败可能对李响汽车的影响
[02:37:15--02:37:16] 比我们今天影响大很多
[02:37:18--02:37:19] 而且我是在唯一共鸣上
[02:37:22--02:37:24] 首先硬要讲你基本上你到最后几个月都是非常疯狂的
[02:37:24--02:37:25] 可以想象对吧
[02:37:25--02:37:27] 就是大家都在赶东西什么的
[02:37:27--02:37:29] 我猜他也是我们也是都是这样的
[02:37:29--02:37:30] 哎
[02:37:30--02:37:31] 到三月份
[02:37:31--02:37:31] 一起
[02:37:33--02:37:34] 就动不了了
[02:37:35--02:37:37] 然后那个时候还叠加了半导体
[02:37:38--02:37:38] 缺芯片
[02:37:40--02:37:40] 怎么解决
[02:37:41--02:37:42] 为什么解决呢就是
[02:37:43--02:37:43] 你要就拼命干
[02:37:44--02:37:47] 就是跟政府沟通我们地方生产
[02:37:47--02:37:49] 大家就都住在工厂里
[02:37:49--02:37:50] 你也住吗
[02:37:50--02:37:51] 我没住
[02:37:51--02:37:54] 因为我后来反而去解决芯片的问题
[02:37:54--02:37:55] 去美国了
[02:37:56--02:37:58] 但是我去的时候已经解封了
[02:37:58--02:37:59] 然后
[02:37:59--02:38:01] 就因为在我看来就是
[02:38:01--02:38:03] 倒不是要做个表率
[02:38:03--02:38:06] 而是每个人必须出现在他最应该出现的地方
[02:38:06--02:38:07] 我觉得这个更重要
[02:38:08--02:38:09] 就是对我而言我
[02:38:10--02:38:13] 搬的那个被子住在里面是非常容易的
[02:38:14--02:38:16] 在我看来不是我最应该做的事
[02:38:16--02:38:17] 我最应该做的事是
[02:38:17--02:38:18] 在这种情况下
[02:38:18--02:38:19] 出现在最需要的地方
[02:38:19--02:38:20] 所以反而在疫情
[02:38:21--02:38:22] 快结束的时候
[02:38:23--02:38:24] 我确定了
[02:38:24--02:38:26] 但是我往往提供反对
[02:38:26--02:38:27] 好多次
[02:38:27--02:38:28] 最后就是
[02:38:28--02:38:29] 都解决了
[02:38:30--02:38:32] 今天中国企业的传说化
[02:38:32--02:38:34] 你觉得会更激进吗
[02:38:34--02:38:35] 需要更激进吗
[02:38:36--02:38:37] 在这么一个逆时代的
[02:38:38--02:38:39] 全球化潮流之下
[02:38:39--02:38:41] 怎么看待今天中国企业家的传说化
[02:38:41--02:38:44] 我觉得更激进不激进我们只能从结果上看
[02:38:44--02:38:46] 我觉得需要更聪明的事情
[02:38:46--02:38:47] 就我看来
[02:38:47--02:38:49] 我刚才为什么说我觉得为什么跟世界相处
[02:38:50--02:38:52] 就我觉得很多时候尤其我
[02:38:52--02:38:52] 我觉得
[02:38:53--02:38:54] 他在做全球化已经是在
[02:38:54--02:38:55] 起码
[02:38:55--02:38:56] 汽车
[02:38:56--02:38:57] 供应链里面
[02:38:57--02:38:57] 还算
[02:38:58--02:38:59] 走得比较早的
[02:38:59--02:39:04] 如果你现在我们体量很小但你看份额比例的话其实我们这场全球化做了不少工作
[02:39:05--02:39:07] 我更大的反思不是激不激进
[02:39:07--02:39:09] 而是我更大的反思是不够聪明
[02:39:09--02:39:12] 不够聪明有两点第一点是你不够理解
[02:39:13--02:39:16] 很明显就是我觉得两个国家现在互相之间也不够理解
[02:39:16--02:39:17] 尤其我反正没过分
[02:39:17--02:39:18] 还理解中国
[02:39:18--02:39:18] 的风格
[02:39:19--02:39:19] 那
[02:39:20--02:39:22] 我们如果希望走出去我们必须理解
[02:39:23--02:39:23] 不同的国家
[02:39:24--02:39:25] 他是如何思考这件事
[02:39:26--02:39:28] 我觉得不够理解不够理解是不够聪明
[02:39:28--02:39:33] 另外当然你如果回头看的话你会觉得有可能做的不够有战略远战性就是说
[02:39:35--02:39:36] 为什么咱们今天才看全球化
[02:39:37--02:39:39] 对吧我们为什么不10年前或者5年前
[02:39:39--02:39:40] 就把足够多的
[02:39:40--02:39:41] 准备工作
[02:39:42--02:39:42] 放在了
[02:39:42--02:39:43] 全球化上
[02:39:44--02:39:45] 再做
[02:39:45--02:39:47] 那只是你不同阶段
[02:39:47--02:39:50] 能解决的问题有限量我那17年就去
[02:39:50--02:39:51] 去做美国的业务
[02:39:51--02:39:52] 但那个全球化是
[02:39:52--02:39:53] 破户的全球化
[02:39:54--02:39:56] 我们今天谈的肯定是业务
[02:39:56--02:39:57] 全面的全球化
[02:39:57--02:39:58] 这个事情
[02:39:59--02:40:00] 好处都懂
[02:40:01--02:40:02] 但我觉得
[02:40:04--02:40:05] 我倒觉得
[02:40:05--02:40:07] 我一点都没有被灰心
[02:40:08--02:40:10] 为什么因为我看海外的
[02:40:10--02:40:11] 尤其欧美吧
[02:40:11--02:40:14] 我看的越多才越意识到
[02:40:14--02:40:15] 我们之强
[02:40:15--02:40:20] 就是说我看到他们的状态我才意识到就是说
[02:40:20--02:40:23] 不论是中国做了一个国家还是我们的
[02:40:23--02:40:25] 尤其像汽车属于民族之光产业
[02:40:26--02:40:29] 在这些传统上他们各领先的行业我们
[02:40:29--02:40:30] 我觉得特别强
[02:40:30--02:40:32] 我觉得有非常多的
[02:40:33--02:40:35] 已经明显领先于他们的基础
[02:40:35--02:40:38] 那在我看来强到不是一个我要把它比下去
[02:40:39--02:40:41] 而是在我看来如果我强他不够强
[02:40:42--02:40:44] 这是我们最应该做贸易的机会
[02:40:44--02:40:45] 就有那么多钱在这
[02:40:46--02:40:47] 我们应该努力的去
[02:40:47--02:40:49] 想办法用我们好的技术
[02:40:50--02:40:51] 逐它们
[02:40:51--02:40:53] 然后去做到更好的
[02:40:53--02:40:55] 和世界各国
[02:40:55--02:40:56] 让他们更好地应该我们的技术
[02:40:57--02:40:59] 让我们也从中赢过过去更好的利润
[02:40:59--02:41:00] 我觉得这个事还是会有
[02:41:01--02:41:02] 长期会有越来越多人去做的
[02:41:02--02:41:03] 也是有价值的
[02:41:04--02:41:05] 因为你跟美国企业德国企业
[02:41:05--02:41:07] 中国企业都打了很多交道
[02:41:08--02:41:09] 不一样在哪
[02:41:10--02:41:11] 没有太不一样
[02:41:12--02:41:12] 就是
[02:41:12--02:41:13] 首先
[02:41:13--02:41:14] 西方的东方不一样
[02:41:14--02:41:15] 这些朋友们还是能领先
[02:41:16--02:41:17] 其实
[02:41:17--02:41:18] 美国和德国也不一样
[02:41:18--02:41:20] 就是欧洲和
[02:41:20--02:41:21] 美国
[02:41:21--02:41:23] 也不一样的是因为欧洲它还是有一种老钱感
[02:41:24--02:41:25] 美国是新钱
[02:41:25--02:41:27] 那老钱和新钱这俩差别是怎么的
[02:41:28--02:41:28] 就是说
[02:41:28--02:41:32] 老钱他特别害怕你第一句话就跟他说你有多努力
[02:41:33--02:41:34] 你这么说一般都是骗子
[02:41:34--02:41:36] 然后美国会更接受这点
[02:41:37--02:41:38] 美国更希望的是效率高
[02:41:38--02:41:39] 直接
[02:41:39--02:41:40] 就是你要厉害
[02:41:40--02:41:41] 你最好你就说
[02:41:41--02:41:42] 滴滴滴滴滴滴
[02:41:43--02:41:43] 美国人是没问题的
[02:41:44--02:41:45] 他不会觉得你是骗子
[02:41:45--02:41:47] 他就认真去想你是不是你
[02:41:47--02:41:48] 如果一把头上有一些滴滴滴滴
[02:41:48--02:41:49] 你拿去
[02:41:49--02:41:50] 德国
[02:41:50--02:41:51] 他只要点开你滴滴滴
[02:41:51--02:41:52] 全是滴滴完了这事
[02:41:53--02:41:55] 为什么
[02:41:55--02:41:58] 高端文化是间接
[02:41:58--02:41:58] 是含蓄的
[02:41:59--02:42:01] 一度到上岸你就做我做厉害我全世界第一
[02:42:03--02:42:04] 就是你
[02:42:04--02:42:07] 你得还是跟他聊一些
[02:42:07--02:42:08] 就是
[02:42:08--02:42:09] 他感兴趣的话题
[02:42:09--02:42:10] 比如说
[02:42:10--02:42:11] 比如个技术细节
[02:42:11--02:42:13] 真的是有很多就是
[02:42:13--02:42:15] 我们讲产品的时候我们先不讲商业成产
[02:42:15--02:42:15] 我们还讲下来
[02:42:15--02:42:20] 还是会想我们在比如说这方面做了多少专利
[02:42:20--02:42:22] 做了多少生产技术
[02:42:22--02:42:24] 解决了多少他们觉得有趣的问题
[02:42:24--02:42:26] 然后慢慢的发觉到有意思
[02:42:26--02:42:28] 然后如果他不经意间发现
[02:42:28--02:42:30] 哦你原来是全球最大的机构
[02:42:30--02:42:31] 原来他不经意的发现
[02:42:32--02:42:33] 发现了这些事情
[02:42:33--02:42:34] 但就是这样美国人不会
[02:42:34--02:42:37] 美国人他就特别希望你直接
[02:42:37--02:42:38] 对对对
[02:42:38--02:42:40] 就美国人在沟通方式上是更直接的
[02:42:40--02:42:41] 我觉得在欧洲还是
[02:42:41--02:42:43] 还是有不少的就是说话在里面
[02:42:43--02:42:44] 如果你
[02:42:44--02:42:46] 所以就是我们像我们在美国
[02:42:46--02:42:48] 欧洲的本地团队都是确实是本地的
[02:42:49--02:42:50] 然后嗯
[02:42:50--02:42:51] 就是
[02:42:52--02:42:55] 就是随着时间在变变还是个小团队啊
[02:42:56--02:42:58] 但是比如说你像我们在欧洲的业务
[02:42:58--02:43:00] 确实就是德国人在德国就是德国人
[02:43:00--02:43:02] 然后因为你这几个德国人
[02:43:03--02:43:04] 法国人
[02:43:04--02:43:07] 和英国人和西班牙人他也有鄙视呀
[02:43:07--02:43:07] 他也很复杂
[02:43:07--02:43:09] 如果你不找本地人他其实确实呢
[02:43:09--02:43:10] 沟通会很难
[02:43:11--02:43:13] 对所以所以我觉得这些都是
[02:43:13--02:43:14] 嗯
[02:43:14--02:43:14] 你作为
[02:43:14--02:43:16] 你作为科技企业嘛
[02:43:16--02:43:17] 你重点一定是产品
[02:43:18--02:43:19] 嗯但是取决于行业不同
[02:43:19--02:43:22] 你还是会遇到不同的其他非技术方面的
[02:43:23--02:43:23] 的挑战
[02:43:24--02:43:26] 嗯我觉得可能其实都要去解决
[02:43:26--02:43:28] 我这么写大家都想要什么呢
[02:43:28--02:43:29] 说第一还是说什么
[02:43:31--02:43:32] 那其实也不过说车企的话
[02:43:32--02:43:33] 你可以理解就是说
[02:43:34--02:43:36] 比如说跟你像汽车这样的沟通
[02:43:36--02:43:38] 或者比亚迪的沟通或者上汽的沟通
[02:43:38--02:43:40] 是肯定会不一样
[02:43:40--02:43:41] 能做不一样的
[02:43:42--02:43:44] 不展开啊但是你也是不一样的对吧
[02:43:44--02:43:45] 嗯啊对对对
[02:43:45--02:43:47] 你还是要尊重它的沟通风格
[02:43:47--02:43:48] 嗯嗯嗯
[02:43:48--02:43:50] 我觉得就是长期的话
[02:43:50--02:43:51] 就是
[02:43:51--02:43:53] 我觉得我们开发出这么好的技术
[02:43:54--02:43:56] 只现在中国市场肯定是有点可惜
[02:43:56--02:43:57] 啊我更多觉得是可惜
[02:43:58--02:43:59] 就没有这个东西
[02:43:59--02:44:01] 我们怎么把它拿出去的啊
[02:44:01--02:44:02] 我我我其实觉得这一波
[02:44:02--02:44:04] 其实我听他们说欧盟这个哎
[02:44:04--02:44:05] 这个法国也过了
[02:44:05--02:44:08] 就我我甚至觉得会有很多的机会
[02:44:08--02:44:10] 我们的整车也应该去扩
[02:44:10--02:44:12] 感觉越来越多的会做
[02:44:12--02:44:13] 嗯但是这个事就更灵感了
[02:44:13--02:44:14] 因为他
[02:44:14--02:44:18] 那么大件事比较这么多国家层面的的的沟通
[02:44:18--02:44:21] 那我觉得因为咱们产品确实远远的现实感到嗯
[02:44:21--02:44:23] 你自己怎么认知自己这一代
[02:44:24--02:44:31] 硬核科技创业者和上一代互联网创业者的不同
[02:44:31--02:44:33] 我说一个意识形态上的不同
[02:44:34--02:44:36] 我觉得互联网呢是一个
[02:44:37--02:44:39] 敌人者通吃的行业嗯
[02:44:39--02:44:41] 所以我我但我我这是我个人观点
[02:44:41--02:44:42] 因为我没有做过互联网
[02:44:42--02:44:45] 所以他更强调的是每站都是决战
[02:44:45--02:44:47] 就是他每一站都需要把子弹打光
[02:44:48--02:44:50] 因为你现在有保诺效应
[02:44:51--02:44:52] 一旦进入了一个
[02:44:53--02:44:55] 就是跟第二名差距在拉大
[02:44:55--02:44:56] 他就不会再变小了
[02:44:57--02:44:59] 后面这你就都和好保了嗯
[02:44:59--02:45:00] 所以就会
[02:45:00--02:45:02] 他的前期压力会更大
[02:45:02--02:45:03] 后期压力会更小
[02:45:04--02:45:05] 呃我觉得
[02:45:06--02:45:09] 这一代还是耳熔说硬科技可能来说不同行业
[02:45:09--02:45:10] 但是我觉得整体而言
[02:45:10--02:45:13] 这一代的硬科技没有保诺效应
[02:45:14--02:45:15] 所以我觉得
[02:45:15--02:45:19] 就没有出现说谁能像百度谷歌这样的的就是
[02:45:19--02:45:20] 他一旦成为了
[02:45:20--02:45:22] 或者像滴滴Uber这样的的
[02:45:22--02:45:24] 他一旦成为了第一名
[02:45:24--02:45:25] 确实人确实很难撼动他
[02:45:25--02:45:26] 嗯
[02:45:26--02:45:27] 我感觉很难
[02:45:27--02:45:28] 我觉得汽车也差
[02:45:28--02:45:30] 不是互联网行业了
[02:45:30--02:45:31] 大家应该都承认
[02:45:31--02:45:33] 当第一名的人很容易还是会
[02:45:33--02:45:34] 失去服务名啊
[02:45:35--02:45:35] 嗯
[02:45:35--02:45:37] 所以称此算是规模效应
[02:45:37--02:45:40] 当然这一代人工智能进入技术以后
[02:45:40--02:45:42] 会不会成为保诺效应
[02:45:42--02:45:43] 呃
[02:45:43--02:45:45] 我觉得个个人有个人观点嘛
[02:45:45--02:45:47] 我认为不会
[02:45:47--02:45:51] 就我认为网络效应是一个时代的一个童话
[02:45:51--02:45:53] 就那个年代创业者确实是
[02:45:53--02:45:54] 特殊情况
[02:45:54--02:45:55] 嗯
[02:45:55--02:45:58] 这才拥有一个赢者通吃的一个极其夸张的一个事儿
[02:45:58--02:45:59] 所以导致于呢
[02:45:59--02:46:00] 他们都有一种
[02:46:00--02:46:03] 一定要首战即决战那种逻辑
[02:46:03--02:46:04] 也是合理的
[02:46:04--02:46:05] 因为他不这么看
[02:46:05--02:46:06] 他只要是第二名
[02:46:06--02:46:07] 他可能永远都没机会了
[02:46:07--02:46:08] 嗯
[02:46:08--02:46:11] 而我觉得在我们这一代的创业者处理的绝大多数
[02:46:11--02:46:13] 第一有很多物理世界的AI产品出现了
[02:46:13--02:46:15] 不过AI产品
[02:46:15--02:46:16] 我自己也没有这些
[02:46:16--02:46:17] 第二就是说
[02:46:17--02:46:20] 我觉得严格抑制网络效应的产品好像没那么多
[02:46:20--02:46:21] 我想不太好
[02:46:21--02:46:22] 我甚至觉得比如咱们谈
[02:46:22--02:46:23] Deep City
[02:46:23--02:46:25] 我没觉得有网络效应
[02:46:25--02:46:26] 嗯
[02:46:26--02:46:27] 对吧
[02:46:27--02:46:28] 可能绝大多数应该同意这观点
[02:46:28--02:46:29] 但现在真的很低
