[00:00:06--00:00:07] 在现在来说的话
[00:54:57--00:54:58] 就做就做了
[00:54:58--00:55:01] 但是你不可能去做创业是一帆风顺的
[00:55:01--00:55:06] 所以在最开始就选择一个无论多困难
[00:55:06--00:55:10] 你可能都会觉得自己能够为了这件事情坚持下去的
[00:55:10--00:55:13] 而不是说锦上添花的一件事情
[00:55:13--00:55:16] 这个事在创业的初期是非常重要的一件事情
[00:55:16--00:55:18] 明确的初心
[00:55:18--00:55:20] 然后又回来做客工客具店
[00:55:20--00:55:22] 对
[00:55:22--00:55:23] 然后到2011年初
[00:55:23--00:55:27] 你们是不是一起拜访了很多的科研院所和工艺商
[00:55:27--00:55:29] 那算是一个调研的过程
[00:55:29--00:55:32] 这个调研当时的过程怎么样
[00:55:32--00:55:34] 然后得出了什么行业结论没有
[00:55:34--00:55:34] 对
[00:55:34--00:55:36] 最开始调研的时候
[00:55:36--00:55:39] 实际上我们想理解的事情就是
[00:55:39--00:55:43] 如果我们在国内去推动客工和具店这件事的话
[00:55:43--00:55:49] 我会不会被人才、技术和原料这三个东西卡住脖子
[00:55:49--00:55:52] 调研下来的结果是原料基本上
[00:55:52--00:55:53] 包括供应商
[00:55:53--00:55:56] 其实这些核心的一些你可能会用到的供应商
[00:55:56--00:55:57] 基本上不太存在
[00:55:57--00:55:58] 卡脖子的现象
[00:55:58--00:56:02] 从我们选择高温车道这条技术路线的话
[00:56:02--00:56:04] 我们不会的大概来全世界范围内
[00:56:04--00:56:04] 大家也不会
[00:56:04--00:56:06] 都是很新的东西
[00:56:06--00:56:10] 传统的可以去已经积累的这些知识
[00:56:10--00:56:11] 大部分都是学术公开的东西
[00:56:11--00:56:13] 所以从技术本身的话
[00:56:13--00:56:15] 并不太存在被卡脖子卡住的事
[00:56:15--00:56:16] 我不会的
[00:56:16--00:56:16] 大家也不会
[00:56:16--00:56:18] 就自己就从头去摸呗
[00:56:18--00:56:20] 人才上来的事来说的话
[00:56:20--00:56:22] 其实更不存在这个问题
[00:56:22--00:56:26] 尤其是这件事的核心是一方面是有研究的事情
[00:56:26--00:56:27] 但更重要的
[00:56:27--00:56:28] 其实是工程化落地
[00:56:28--00:56:33] 而中国其实在工程师的这个团队里面确实是有红利的
[00:56:33--00:56:37] 基本的判断就是在那个时间点没有一个no go
[00:56:37--00:56:40] 没有什么东西是说你不能现在开始去做的
[00:56:40--00:56:43] 而且这个东西它是一个正向循环
[00:56:43--00:56:44] 很快速的东西
[00:56:44--00:56:50] 它是有大量的在你做它的过程中积累出来的这个经验和知识
[00:56:50--00:56:54] 然后能够再用来迭代到下一代产品里面的这个东西
[00:56:54--00:56:56] 所以它不是一个
[00:56:56--00:56:56] 比如说
[00:56:56--00:56:57] 有一个关键点
[00:56:57--00:56:59] 这个关键点你做到了
[00:56:59--00:57:01] 或者别人用这个观念都能做到不是的
[00:57:01--00:57:04] 它是有大量的很细碎的这样的问题
[00:57:04--00:57:09] 每一个问题都是需要一个一个去解决的这种爱滴生事的问题
[00:57:09--00:57:11] 然后那么这种事情的话
[00:57:11--00:57:14] 而且它的本来的初始投入量也比资金量也比较大
[00:57:14--00:57:18] 所以它是一个先手优势很强的这么一个行业
[00:57:18--00:57:19] 人才是稀缺的
[00:57:19--00:57:20] 换句话说
[00:57:20--00:57:23] 可能就没有就得全部自己培养知识是自己积累的
[00:57:23--00:57:25] 且它的正向循环是非常快的
[00:57:25--00:57:28] 而且你的每一代的资金量都是比较大的
[00:57:28--00:57:30] 作为一个创业公司来说
[00:57:30--00:57:32] 那么当你有了领先优势之后
[00:57:32--00:57:38] 同样的方向的第二名就基本上它的就是我的先手优势过大了
[00:57:38--00:57:40] 所以那就赶早不赶晚呗
[00:57:40--00:57:43] 那2010年中国的可控和具验这个产业
[00:57:43--00:57:45] 它当时是一个什么样的阶段
[00:57:45--00:57:49] 当时的话只有中科院的等立资所
[00:57:49--00:57:54] 和在合肥还有中和的585所在成都
[00:57:54--00:57:55] 这两个
[00:57:55--00:58:00] 国家队主要在推还是以科研机构为主的一个状态
[00:58:00--00:58:01] 创业公司还没有
[00:58:01--00:58:04] 没有我们是第一个以商业和聚编
[00:58:04--00:58:06] 从和聚编商业化为目标的创业公司
[00:58:06--00:58:08] 那个时候确实是大家至少国内的话是
[00:58:08--00:58:10] 应该是没有意识到还有这么个东西
[00:58:10--00:58:13] 我们应该是最早去把这个车提出来的一个人
[00:58:13--00:58:14] 一个团队了
[00:58:14--00:58:14] 对
[00:58:14--00:58:16] 这个行业的产业链是什么样的
[00:58:16--00:58:20] 产业链其实现在是一个非常早期的一个状态
[00:58:20--00:58:23] 你干一台装置你有不同的干法
[00:58:23--00:58:25] 比如说很多的大学和科研机构
[00:58:25--00:58:28] 每在干一些小型的装置呀
[00:58:28--00:58:31] 或者说一些自己的科研用的装置
[00:58:31--00:58:35] 那其实都是以这种科研装置可能外包给一些其他的科研单位
[00:58:35--00:58:38] 或者一些单位帮你传一台装置的一个状态去做的
[00:58:38--00:58:41] 对就类似于说这个子系统交给你
[00:58:41--00:58:42] 你最终交付一个完整子系统
[00:58:42--00:58:45] 但对方的供应商可能也就是一个也是一个科研单位
[00:58:45--00:58:48] 我们的做法实际上是就像我说的
[00:58:48--00:58:53] 我们不希望有这种在装置设计和建设过程中的黑盒
[00:58:53--00:58:55] 所以我们其实是完全自主
[00:58:55--00:58:57] 设计的一个状态
[00:58:57--00:59:02] 然后核心系统自己制造就意味着你去直接接触的是原材料供应商
[00:59:02--00:59:04] 你出了图纸之后你去
[00:59:04--00:59:07] 比如说大家充分竞争的机家呀汉街这些供应商
[00:59:07--00:59:09] 那我就直接撒出去图纸上来去做了
[00:59:09--00:59:10] 对于我们来说
[00:59:10--00:59:14] 其实我们的上游大部分都是原材料
[00:59:14--00:59:18] 包括一些非常充分竞争的机家呀汉街呀制造的供应商
[00:59:18--00:59:23] 包括一些电子元器件呀成熟的这些大批量的这些元件
[00:59:23--00:59:25] 觉得我们其实现在的状态
[00:59:25--00:59:28] 还是属于一个非常非常早期
[00:59:28--00:59:31] 甚至产业链还没有怎么形成的一个状态
[00:59:31--00:59:32] 所以大量的事情
[00:59:32--00:59:35] 尤其在我们的这种工作方式下的话都是子验
[00:59:35--00:59:39] 你们的第一台第一代产品红黄麒麟是怎么建造的
[00:59:39--00:59:40] 你为什么叫红黄
[00:59:40--00:59:43] 红黄其实它在中国神话里面
[00:59:43--00:59:47] 它是一个非常早期非常充沛的一个状态
[00:59:47--00:59:49] 当然了这个状态是一个非常混沌的状态
[00:59:49--00:59:51] 也就是它有很多的能量
[00:59:51--00:59:54] 但是其实它是一个非常无序的状态
[00:59:54--00:59:55] 对其实我觉得区变
[00:59:55--00:59:57] 其实在做的也是这样一个事情
[00:59:57--01:00:00] 就是你把很多其实原来很无序的东西
[01:00:00--01:00:01] 但是它能量非常巨大
[01:00:01--01:00:03] 转变成了一个电能
[01:00:03--01:00:04] 所以这台装置里面
[01:00:04--01:00:06] 这个反应的这个过程
[01:00:06--01:00:08] 其实就是一个充满了能量
[01:00:08--01:00:09] 且非常无虚的这么一个状态
[01:00:09--01:00:10] 所以我们把这一系列
[01:00:10--01:00:12] 我们通过马克兜命名为洪荒
[01:00:12--01:00:13] 70的话
[01:00:13--01:00:14] 其实它是它一个关键参数了
[01:00:14--01:00:17] 对就它的这个大半径的参数了
[01:00:17--01:00:18] 我们70个厘米
[01:00:18--01:00:19] 我们就把它们就叫70了
[01:00:19--01:00:22] 第一代产品是怎么构造出来的
[01:00:22--01:00:23] 以及它的意义是什么
[01:00:23--01:00:24] 构造出一台装置
[01:00:24--01:00:26] 到底是一个什么样的过程
[01:00:26--01:00:27] 多少人
[01:00:27--01:00:29] 你们的工作是做什么呢
[01:00:29--01:00:31] 我有去参观过你们的那个
[01:00:31--01:00:33] 上次叶宇明带我去过半年前了
[01:00:33--01:00:35] 好的对楼下就在楼下
[01:00:35--01:00:38] 我们当时在最开始的时候
[01:00:38--01:00:39] 开始做这个时候就四个人
[01:00:39--01:00:40] 就我们四个创始人
[01:00:40--01:00:42] 到这台装置建成的时候
[01:00:42--01:00:44] 大概是个100人的团队
[01:00:44--01:00:45] 两年的时间
[01:00:45--01:00:47] 最开始确实是
[01:00:47--01:00:49] 首先我们先讲一下
[01:00:49--01:00:50] 站在现在这个时间点上
[01:00:50--01:00:51] 一台装置的设计
[01:00:51--01:00:52] 大概会经过哪些过程
[01:00:52--01:00:54] 首先你是先做物理设计
[01:00:54--01:00:55] 你这台装置
[01:00:55--01:00:58] 希望实现的最核心的目标是啥
[01:00:58--01:00:59] 然后基于这个目标
[01:00:59--01:01:02] 它会变成我的一些等离子体的状态
[01:01:02--01:01:04] 这就是我要达成这个目标
[01:01:04--01:01:05] 我的最核心的物理的参数
[01:01:05--01:01:07] 它需要实现什么状态
[01:01:07--01:01:09] 这就是这个物理设计
[01:01:09--01:01:10] 基于这个物理设计
[01:01:10--01:01:12] 比如说你等离子体要达到这样的性能
[01:01:12--01:01:14] 那么下一件事就是概念设计
[01:01:14--01:01:16] 你的每一个子系统
[01:01:16--01:01:19] 都需要去实现什么样的参数
[01:01:19--01:01:21] 才能够让最终的这个物理参数
[01:01:21--01:01:23] 达到你刚刚的那个物理设计的目标
[01:01:23--01:01:25] 比如说你的磁场要多大
[01:01:25--01:01:28] 磁场的形状变成什么样子
[01:01:28--01:01:29] 你的这个
[01:01:29--01:01:31] 把等离子体它在一个真空环境里面
[01:01:31--01:01:32] 你这个真空环境
[01:01:32--01:01:33] 这个真空室的结构长什么样子
[01:01:33--01:01:36] 各个子系统它的运行的温度是什么样子
[01:01:36--01:01:38] 包括外围的你的
[01:01:38--01:01:40] 什么时候去往里面加料
[01:01:40--01:01:40] 就是充气
[01:01:40--01:01:42] 什么时候去诊断
[01:01:42--01:01:44] 去看它的这个当前的运行的状态
[01:01:44--01:01:46] 什么时候去做控制等等的
[01:01:46--01:01:50] 就是基于你要实现的物理参数的这个目标
[01:01:50--01:01:52] 你会把每一个子系统
[01:01:52--01:01:54] 它的核心的目标要设计出来
[01:01:54--01:01:56] 它的运行工况要设计出来
[01:01:56--01:01:59] 它和其他子系统之间
[01:01:59--01:02:00] 的接口要设计出来
[01:02:00--01:02:02] 否则的话每个子系统互相打架了
[01:02:02--01:02:03] 那就拼不起来了
[01:02:03--01:02:05] 有多少子系统
[01:02:05--01:02:07] 一级子系统我们粗分的话大概十个
[01:02:07--01:02:08] 其实真正的二级子系统
[01:02:08--01:02:10] 就真的每一个我们叫系统的东西
[01:02:10--01:02:11] 大概三十多个吧
[01:02:11--01:02:13] 在做完概念设计
[01:02:13--01:02:16] 就是说至少为了达成我们最大的那个目标
[01:02:16--01:02:18] 然后转化成的这个物理目标的话
[01:02:18--01:02:21] 每一套系统都有一个设计概念
[01:02:21--01:02:21] 就是可行性
[01:02:21--01:02:24] 大概是这个东西能做出来
[01:02:24--01:02:25] 那么做到这一步之后
[01:02:25--01:02:27] 再往下一步叫做工程设计
[01:02:27--01:02:27] 这个概念
[01:02:27--01:02:28] 比如说我要一个
[01:02:29--01:02:32] 多大流量多少温度多少流速的一套低温系统
[01:02:32--01:02:34] 但你工程上怎么把它实现出来
[01:02:34--01:02:35] 那么就真的去把
[01:02:35--01:02:37] 低温系统里面有什么分配阀箱
[01:02:37--01:02:39] 有什么烟害除罐
[01:02:39--01:02:40] 制冷机
[01:02:40--01:02:42] 等等的工程设备全部都设计出来了
[01:02:42--01:02:43] 所以到这一步的话就是
[01:02:43--01:02:46] 有了每个系统的概念之后
[01:02:46--01:02:47] 把它要设计成
[01:02:47--01:02:49] 真正可以用来制造加工
[01:02:49--01:02:53] 或者我选型买设备的这样的一套工程的设计方案
[01:02:53--01:02:54] 出图纸
[01:02:54--01:02:55] 出技术需求
[01:02:55--01:02:56] 这就是第三步的这个工程设计
[01:02:56--01:02:58] 完成了工程设计之后
[01:02:58--01:02:58] 那么
[01:02:58--01:03:01] 就进入到了加工制造的阶段
[01:03:01--01:03:04] 有一些我们就是把图纸给到外面的机家
[01:03:04--01:03:06] 或者这种制造的供应商
[01:03:06--01:03:09] 机家罕见的供应商打的这种罐罐
[01:03:09--01:03:10] 真空压力容器
[01:03:10--01:03:11] 让他们去制造
[01:03:11--01:03:12] 返给我们
[01:03:12--01:03:13] 有一些比如说磁体
[01:03:13--01:03:15] 我们就自己另一个厂房自己去制造加工
[01:03:15--01:03:15] 对
[01:03:15--01:03:17] 磁体是自己制造
[01:03:17--01:03:17] 对
[01:03:17--01:03:18] 你买钢
[01:03:18--01:03:19] 买树脂
[01:03:19--01:03:21] 买高温超导的代材
[01:03:21--01:03:23] 最终自己去把它加工成
[01:03:23--01:03:25] 你设计的那个样子的磁体
[01:03:25--01:03:27] 最终交付到装置的安装现场去
[01:03:27--01:03:28] 不同的子系统
[01:03:28--01:03:31] 现在开始去进入加工状态
[01:03:31--01:03:32] 然后按照我们的设计的方案
[01:03:32--01:03:34] 把它全部都加工出来
[01:03:34--01:03:36] 加工完了子系统之后
[01:03:36--01:03:38] 那么就到一个验收状态
[01:03:38--01:03:38] 每个子系统
[01:03:38--01:03:41] 是不是在子系统级别
[01:03:41--01:03:43] 可以满足你的设计指标
[01:03:43--01:03:44] 如果可以的话
[01:03:44--01:03:45] 那么就验收
[01:03:45--01:03:45] 不可以的话
[01:03:45--01:03:46] 该修的修
[01:03:46--01:03:47] 该返工的返工
[01:03:47--01:03:48] 子系统验收完了之后
[01:03:48--01:03:50] 就开始进入一个总体装配状态了
[01:03:50--01:03:54] 我们要把不同的子系统安装起来
[01:03:54--01:03:55] 然后变成一台完整的托克马克
[01:03:55--01:03:57] 就是你看楼下的这台装置了
[01:03:57--01:03:58] 装配的过程中
[01:03:58--01:03:58] 当然
[01:03:58--01:03:58] 还有
[01:03:58--01:03:59] 测试装完之后
[01:03:59--01:04:00] 就是连条
[01:04:00--01:04:03] 我的整个系统装完了之后
[01:04:03--01:04:05] 整体它能不能按照我的设计要求
[01:04:05--01:04:07] 去运行在我的设计参数内
[01:04:07--01:04:09] 如果连条全部通过
[01:04:09--01:04:11] 就到了最终的实验运行状态了
[01:04:11--01:04:13] 我就要朝着我的最开始设计的目标
[01:04:13--01:04:14] 我能不能实现它
[01:04:14--01:04:16] 然后比如点亮D的本离子体
[01:04:16--01:04:17] 能不能点亮
[01:04:17--01:04:17] 对
[01:04:17--01:04:19] 比如我们今年就希望能做到
[01:04:19--01:04:22] 千秒级别的这样的一个文态运行
[01:04:22--01:04:23] 能不能做到
[01:04:23--01:04:25] 从最开始的设计
[01:04:25--01:04:27] 到一步一步的细化设计
[01:04:27--01:04:28] 到制造
[01:04:28--01:04:28] 到
[01:04:28--01:04:28] 到
[01:04:28--01:04:28] 到
[01:04:28--01:04:29] 装配
[01:04:29--01:04:30] 到最终运行
[01:04:30--01:04:31] 其实就是验收过程
[01:04:31--01:04:32] 你到底建完的东西
[01:04:32--01:04:34] 有没有达到你的最开始的设计目标
[01:04:34--01:04:36] 它就完成了整个的过程了
[01:04:36--01:04:38] 在这个过程中
[01:04:38--01:04:39] 其实每一个环节
[01:04:39--01:04:42] 它需要的能力也都不一样
[01:04:42--01:04:44] 但是前面的设计阶段
[01:04:44--01:04:46] 基本上我们的做法就是
[01:04:46--01:04:47] 从需求出发
[01:04:47--01:04:49] 然后去读文献
[01:04:49--01:04:50] 看教科书
[01:04:50--01:04:52] 从最基础的公式开始推起来
[01:04:52--01:04:55] 去定出来核心的最终重要的参数
[01:04:55--01:04:56] 再基于这个参数在外面去细化
[01:04:56--01:04:57] 一步步细化
[01:04:57--01:04:58] 去做工程房
[01:04:58--01:05:00] 比如说设计出来的结构
[01:05:00--01:05:02] 力能不能在各种工况下
[01:05:02--01:05:04] 都能够满足材料的要求
[01:05:04--01:05:06] 你的手热能不能散热散出去
[01:05:06--01:05:06] 对吧
[01:05:06--01:05:08] 你的电磁学的性能磁场
[01:05:08--01:05:09] 跟你的设计是不是一样的
[01:05:09--01:05:11] 大量的工程仿真
[01:05:11--01:05:12] 然后对于一些东西
[01:05:12--01:05:12] 参数上
[01:05:12--01:05:14] 仿真上算不准的
[01:05:14--01:05:15] 那就做工艺实验
[01:05:15--01:05:18] 比如一个大的件很大
[01:05:18--01:05:19] 我就先做一个小样
[01:05:19--01:05:19] 这个小样
[01:05:19--01:05:21] 你的仿真和你的实验的参数
[01:05:21--01:05:23] 是不是有可比性
[01:05:23--01:05:24] 是不是在比如说10%
[01:05:24--01:05:26] 20%的一个预测范围内
[01:05:26--01:05:28] 那么相信了这个实验和反应
[01:05:28--01:05:29] 仿真对照之后
[01:05:29--01:05:30] 我就相信仿真模型
[01:05:30--01:05:31] 我再给它往外推
[01:05:31--01:05:32] 我再去做更大的件
[01:05:32--01:05:33] 对
[01:05:33--01:05:34] 那么就是在这个过程中
[01:05:34--01:05:37] 不断的通过读文献
[01:05:37--01:05:38] 通过仿真
[01:05:38--01:05:40] 通过实验和仿真的对比
[01:05:40--01:05:42] 去相信这套模型
[01:05:42--01:05:43] 再去往真正的子系统
[01:05:43--01:05:45] 去造这个完整的磁体
[01:05:45--01:05:47] 那么设计阶段大体
[01:05:47--01:05:48] 是这么一个过程
[01:05:48--01:05:50] 花了多久设计
[01:05:50--01:05:53] 我们不是那种设计
[01:05:53--01:05:54] 冻结之后
[01:05:54--01:05:56] 再进行加工的一个做法
[01:05:56--01:05:57] 否则你两年肯定做不出来
[01:05:57--01:05:58] 它有大量的病
[01:05:58--01:06:01] 你要说最终的设计
[01:06:01--01:06:03] 我们大概大部分的设计
[01:06:03--01:06:04] 到工程设计结束的话
[01:06:04--01:06:06] 应该是从21年
[01:06:06--01:06:07] 我们3月份开始做
[01:06:07--01:06:08] 所以开始设计现在装置
[01:06:08--01:06:11] 一直到21年
[01:06:11--01:06:13] 21年底22年初这个时间点
[01:06:13--01:06:16] 大概把工程设计基本上结束了
[01:06:16--01:06:18] 但其实后续还是会在制造过程中
[01:06:18--01:06:19] 不断的去修改
[01:06:19--01:06:20] 做了接近一年
[01:06:21--01:06:22] 然后后一年就是要落地
[01:06:22--01:06:25] 其实是在21年的下半年
[01:06:25--01:06:27] 我们就有一些早
[01:06:27--01:06:28] 更早
[01:06:28--01:06:30] 就已经设计冻结差不多的系统
[01:06:30--01:06:31] 就先去制造了
[01:06:31--01:06:33] 所以从21年的下半年
[01:06:33--01:06:37] 一直到22年的年底
[01:06:37--01:06:40] 这一年是制造过程
[01:06:40--01:06:41] 但是也是22年
[01:06:41--01:06:42] 大概9月份
[01:06:42--01:06:44] 10月份的时候就开始总装了
[01:06:44--01:06:46] 因为我并不需要所有的做完才可以装
[01:06:46--01:06:47] 有一些东西到了
[01:06:47--01:06:48] 就可以开始装了
[01:06:48--01:06:50] 所以22年的90月份
[01:06:50--01:06:51] 一直到
[01:06:51--01:06:52] 我说错了
[01:06:52--01:06:53] 不是21年
[01:06:53--01:06:54] 是22年3月份才开始干这个事
[01:06:54--01:06:56] 不是21年3月份
[01:06:56--01:06:57] 整个时间往后推
[01:06:57--01:06:58] 22年3月份
[01:06:58--01:06:58] 对
[01:06:58--01:07:02] 22年3月份到22年的12月
[01:07:02--01:07:02] 就是年底
[01:07:02--01:07:03] 23年的年初
[01:07:03--01:07:04] 这段时间是设计的时间
[01:07:04--01:07:04] 对
[01:07:04--01:07:06] 你不是21年6月创业的吗
[01:07:06--01:07:06] 对
[01:07:06--01:07:07] 时间说错了
[01:07:07--01:07:10] 22年大概下半年开始
[01:07:10--01:07:12] 就是90月份开始
[01:07:12--01:07:15] 然后一直到23年的年底
[01:07:15--01:07:17] 这个是我的制造的时间
[01:07:17--01:07:19] 23年的90月份
[01:07:19--01:07:22] 一直到24年的2月份
[01:07:22--01:07:23] 是我的装配时间
[01:07:23--01:07:24] 然后装完之后
[01:07:24--01:07:25] 24年的3月份
[01:07:25--01:07:26] 大概到
[01:07:26--01:07:27] 24年的6月份
[01:07:27--01:07:29] 是我的运行调试的时间
[01:07:29--01:07:31] 这个过程很顺吗
[01:07:31--01:07:32] 肯定不顺
[01:07:32--01:07:32] 对
[01:07:32--01:07:34] 中间有非常多的
[01:07:34--01:07:35] 就是你每一个环节都在不断的出问题
[01:07:35--01:07:37] 而且你越接近实务状态
[01:07:37--01:07:39] 你的问题越大
[01:07:39--01:07:39] 问题越多
[01:07:39--01:07:40] 这么说
[01:07:40--01:07:44] 而且它的改动去修补的成本越高
[01:07:44--01:07:47] 最好做修补的其实是在设计阶段
[01:07:47--01:07:48] 动动纸动动笔就好了
[01:07:48--01:07:49] 对
[01:07:49--01:07:51] 当然它的修改的影响也是最大的
[01:07:51--01:07:53] 越往前它的影响是越大的
[01:07:53--01:07:54] 越往后的话
[01:07:54--01:07:56] 其实你遇到的细节问题会越来越多
[01:07:56--01:07:58] 大量的工程实践的问题
[01:07:58--01:07:59] 你每一个问题都需要去解决
[01:07:59--01:08:01] 到最终实务交付的时候
[01:08:01--01:08:03] 你其实能改的功率是最小的
[01:08:03--01:08:06] 其实它的问题暴露出来之后
[01:08:06--01:08:08] 你要解决的问题其实也是压制最大的
[01:08:08--01:08:09] 设计的时候有多少人
[01:08:09--01:08:11] 22年底的话
[01:08:11--01:08:13] 可能也就40号人
[01:08:13--01:08:15] 没有太多人
[01:08:15--01:08:17] 得到设计大概结束的时候
[01:08:17--01:08:18] 就42人左右
[01:08:18--01:08:19] 但是后面还在陆续的去设计
[01:08:19--01:08:22] 我们22年底大概40号人
[01:08:22--01:08:22] 50号人
[01:08:22--01:08:23] 我不太记得了
[01:08:23--01:08:24] 这都是什么背景
[01:08:24--01:08:25] 物理学
[01:08:25--01:08:25] 没有
[01:08:25--01:08:28] 物理学其实人并没有特别多
[01:08:28--01:08:31] 因为那个时候其实有几个做理论的
[01:08:31--01:08:32] 做实验的还没有太多人
[01:08:32--01:08:34] 大量的都是工程人员
[01:08:34--01:08:36] 包括结构工程师
[01:08:36--01:08:37] 低温的工程师
[01:08:37--01:08:38] 真空的工程师
[01:08:38--01:08:40] 我们的磁体要自己研发
[01:08:40--01:08:41] 磁体的工艺的工程师
[01:08:41--01:08:43] 就是大量的工程人员
[01:08:43--01:08:45] 其实说到现在为止也是
[01:08:45--01:08:49] 单纯的做物理研究的人并没有那么多
[01:08:49--01:08:51] 可能有个20号人
[01:08:52--01:08:54] 但工程师的团队是非常大的
[01:08:54--01:08:55] 工程中遇到最难解决的几个问题
[01:08:55--01:08:56] 是什么
[01:08:57--01:08:58] 解决了好长时间
[01:08:58--01:08:59] 全是问题
[01:08:59--01:09:01] 每天都是一大堆的问题
[01:09:01--01:09:02] 你以为想就做不出来
[01:09:02--01:09:04] 这个倒没这种感觉
[01:09:04--01:09:08] 最难的实际上是不知道什么出了问题
[01:09:09--01:09:11] 就当你遇到一个问题的时候
[01:09:11--01:09:12] 也有很多东西你不能直接测
[01:09:12--01:09:13] 你不可测
[01:09:13--01:09:13] 对
[01:09:13--01:09:15] 去猜测问题的原因
[01:09:15--01:09:17] 这件事是比较费劲的
[01:09:17--01:09:19] 也是比较折磨人的
[01:09:19--01:09:21] 因为你可能前面猜的也不对
[01:09:21--01:09:23] 你调了之后发现没什么效果
[01:09:23--01:09:25] 但是当你把这个问题猜对了
[01:09:25--01:09:27] 你有了解决办法之后
[01:09:27--01:09:29] 实际上而且有迹象表明
[01:09:29--01:09:30] 可能是对的时候
[01:09:30--01:09:31] 其实你心里就踏实了
[01:09:31--01:09:33] 这些就属于他肯定能解决
[01:09:33--01:09:34] 花点时间就把它解决掉就好了
[01:09:34--01:09:35] 我觉得这个过程
[01:09:35--01:09:39] 你就是在不断的去解决大量的问题
[01:09:39--01:09:41] 而且很多东西其实不是因为没做过
[01:09:41--01:09:42] 对
[01:09:42--01:09:43] 不光是我没做过
[01:09:43--01:09:44] 全世界可能这种东西都没做过
[01:09:44--01:09:49] 所以你不可能有非常精确的理论预测
[01:09:49--01:09:50] 或者计算
[01:09:50--01:09:52] 你很多的东西就是你在猜测
[01:09:52--01:09:54] 它的一些上限
[01:09:54--01:09:56] 或者下限
[01:09:56--01:09:57] 因为比如说这个东西
[01:09:57--01:09:59] 它的上限也是你可以接受的
[01:10:00--01:10:01] 你的工程上是能满足的
[01:10:01--01:10:03] 那你就相信这个东西设计其实是稳定的
[01:10:04--01:10:06] 因为他到底那个值是多少你可能猜不到
[01:10:06--01:10:12] 你算不出来算不准所以就是你在很多信息不完全精确的情况下你需要去做
[01:10:13--01:10:15] 一些判断和决定然后把这个设料推下去
[01:10:16--01:10:18] 怎么去估这个范围
[01:10:18--01:10:22] 怎么去猜测他的这个可能的参数范围是在这个范围内
[01:10:22--01:10:23] 如果这个范围窄
[01:10:23--01:10:26] 那好说我们就按照这个设计宽的话
[01:10:26--01:10:32] 用什么办法去避免他异常避免你的设计的不支持这个参数范围内的运行
[01:10:32--01:10:35] 你都得去解决很多的这样的问题最终设计出来跟你
[01:10:35--01:10:37] 设计预期一样的最好
[01:10:37--01:10:38] 不一样的话
[01:10:38--01:10:40] 现场怎么挑是个大问题小问题
[01:10:40--01:10:42] 最长时间的一个是什么
[01:10:42--01:10:44] 我们造第一个
[01:10:44--01:10:46] 一台托克马克装置的环象上磁体
[01:10:46--01:10:47] 有12个
[01:10:48--01:10:52] 我们在造第一个全尺寸的工艺件的时候
[01:10:52--01:10:54] 当然如果造好的可能就是第一个正式件了
[01:10:55--01:10:56] 前面的
[01:10:56--01:10:57] 工序都很顺利
[01:10:58--01:11:00] 因为我每一道工序之后都会去做
[01:11:00--01:11:04] 质检去判断这道工序的前后性能有没有变化
[01:11:04--01:11:06] 是不是符合预期都很顺利
[01:11:07--01:11:10] 但是到最后一道工序的时候就发现
[01:11:10--01:11:12] 性能有所下降
[01:11:12--01:11:14] 够比我们预期的时候下降了不少
[01:11:15--01:11:18] 那这个东西到底能不能真正成为一个正式件
[01:11:19--01:11:20] 去上装置去使用
[01:11:20--01:11:22] 他性能虽然有下降但是
[01:11:22--01:11:26] 他还是一个比较好的性能以及到底是什么原因
[01:11:26--01:11:27] 这道工序里面的哪一道原因
[01:11:28--01:11:29] 造成了这个事
[01:11:29--01:11:33] 因为最后一道工序看起来也没有特别复杂的事情
[01:11:33--01:11:35] 结果就是有性能衰减
[01:11:35--01:11:39] 这个时候就当时分析来分析去就找各种原因吧
[01:11:40--01:11:43] 最终的决定就是这个磁体是没有上正式装置的
[01:11:43--01:11:45] 我们就把它作为后续的一些实验
[01:11:46--01:11:47] 的特殊件了
[01:11:48--01:11:51] 分析下来的原因其实到现在也不
[01:11:52--01:11:53] 完全能够100%锁定
[01:11:54--01:11:54] 但是
[01:11:55--01:11:55] 我们怀疑
[01:11:56--01:11:57] 可能是
[01:11:57--01:11:59] 制造过程中的一些震动
[01:12:00--01:12:02] 可能造成了这种机械损伤
[01:12:02--01:12:02] 造成的危害
[01:12:03--01:12:04] 当然我们后面就有
[01:12:04--01:12:06] 在全链路过程中的
[01:12:07--01:12:08] 防震动的工艺的安排
[01:12:09--01:12:12] 从制造也好运输也好所有的过程中都做了这件事
[01:12:13--01:12:15] 那么后续的所有的磁体都没有这个现象了
[01:12:16--01:12:18] 我们大概觉得应该是这个方向但是哪个环节
[01:12:19--01:12:23] 我们也不知道加工环节运输环节甚至说是我们这加工还是别人那加工
[01:12:23--01:12:24] 都不知道
[01:12:24--01:12:25] 你只能全链路的去吧这个事
[01:12:26--01:12:27] 就是给他弥补掉
[01:12:27--01:12:28] 而这件事的话
[01:12:28--01:12:31] 毕竟他是一个到完整磁体的交付的
[01:12:31--01:12:31] 前一步
[01:12:32--01:12:32] 出的问题
[01:12:32--01:12:34] 那你就想要做一个
[01:12:34--01:12:37] 但是这是个验证件了但是如果做得好的话他是
[01:12:37--01:12:39] full size的全尺寸的
