[00:00:06--00:00:07] 在现在来说的话
[02:05:07--02:05:09] 其实他也不是说你培养出来的
[02:05:09--02:05:12] 他就是在你日常的做这么多的项目的过程中
[02:05:12--02:05:15] 大家负责自己的那个事情
[02:05:15--02:05:18] 然后从第一性原理从最开始的公式层面
[02:05:18--02:05:19] 就我刚说的那个过程
[02:05:19--02:05:21] 公式仿真做实验
[02:05:21--02:05:22] 然后一步步打起来
[02:05:22--02:05:23] 你只能把它干出来
[02:05:23--02:05:25] 那这个团队这个能力就有了
[02:05:25--02:05:26] 那么在这个过程中怎么优化
[02:05:26--02:05:29] 怎么去用更正确的方式
[02:05:29--02:05:32] 哪怕你有可能做这件事做成是因为运气好
[02:05:32--02:05:34] 然后一些错误投硬币投了个正面出来
[02:05:34--02:05:35] 对吧
[02:05:35--02:05:38] 但你怎么样去真的系统性的让他下次做这件事
[02:05:38--02:05:41] 或者经常做这件事都保持是正确的状态
[02:05:41--02:05:43] 那么怎么去正确的思考这个问题
[02:05:43--02:05:44] 怎么去提出正确的问题
[02:05:44--02:05:47] 怎么去砍掉不必要做的事情
[02:05:47--02:05:50] 你把所有的资源都集中在最关键的几个问题上
[02:05:50--02:05:53] 然后用最有效的方法把它去做出来
[02:05:53--02:05:56] 其实这是培养团队在每一件具体执行上的事儿
[02:05:56--02:05:56] 需要去考虑的一部分
[02:05:56--02:05:57] 需要去考虑的问题
[02:05:57--02:06:00] 然后用这个标准去不断的去要求团队
[02:06:00--02:06:03] 我自己的这个标准也需要不断的去提高
[02:06:03--02:06:05] 我得认识到哪些事还可以去做优化啊
[02:06:05--02:06:06] 这样的话
[02:06:06--02:06:08] 这个组织整体就是当我进来一些
[02:06:08--02:06:11] 我刚说基本面很好的新人
[02:06:11--02:06:14] 他最终经过很短的时间就会融入这个团队
[02:06:14--02:06:16] 并且变成能力非常强的
[02:06:16--02:06:18] 在某个领域里面做到非常顶尖的
[02:06:18--02:06:20] 就是可能别人都觉得做不出来的参数
[02:06:20--02:06:21] 我们很快就能做出来
[02:06:21--02:06:26] 所以这件事是我觉得花时间
[02:06:26--02:06:26] 思考
[02:06:26--02:06:26] 思考
[02:06:26--02:06:26] 思考
[02:06:26--02:06:26] 思考
[02:06:26--02:06:26] 思考
[02:06:26--02:06:27] 也好
[02:06:27--02:06:28] 做事也好
[02:06:28--02:06:29] 占时间最多的一件事
[02:06:29--02:06:34] 而他其实会融入到每一天的工作里面去
[02:06:34--02:06:36] 就是你解决一个问题
[02:06:36--02:06:38] 可能不只是这个问题怎么解决
[02:06:38--02:06:40] 还要去思考这个问题当时为什么会发生了
[02:06:40--02:06:42] 如果当时做了什么样的事
[02:06:42--02:06:44] 就可能不会发生这个问题
[02:06:44--02:06:46] 而为什么当时没有做这件事
[02:06:46--02:06:48] 当时什么信息不充分
[02:06:48--02:06:49] 还是当时什么东西没考虑到
[02:06:49--02:06:51] 还是团队能力当时为什么不足
[02:06:51--02:06:54] 能不能下回系统性的把这个事补起来
[02:06:54--02:06:56] 这个事是制度规则层面上解决的问题
[02:06:56--02:06:59] 还是需要人去有更高的认识
[02:06:59--02:07:01] 人去有更高的这个思考的能力
[02:07:01--02:07:03] 拔上限还是拔下限
[02:07:03--02:07:05] 下限其实是好解决的
[02:07:05--02:07:06] 制度规定好
[02:07:06--02:07:07] 严格执行就好
[02:07:07--02:07:10] 上限这件事就需要团队里面认识到
[02:07:10--02:07:12] 第一所谓的好
[02:07:12--02:07:13] 还有很大的差距
[02:07:13--02:07:15] 这个差距到底是由于什么原因
[02:07:15--02:07:18] 是因为思考的惰性还是行动的惰性
[02:07:18--02:07:19] 是由于认知上觉得
[02:07:19--02:07:21] 可能就认为他做不出来
[02:07:21--02:07:25] 但是没有去从经验的角度上可能觉得做不出来
[02:07:25--02:07:26] 而没有去仔细的去思考
[02:07:26--02:07:28] 从原理上去思考做的不够
[02:07:28--02:07:29] 还是什么原因导致
[02:07:29--02:07:31] 当时有一个下意识的判断
[02:07:31--02:07:34] 就是可能不能做或者是不应该这么做
[02:07:34--02:07:37] 那么这些事情就在每一次遇到问题的时候
[02:07:37--02:07:39] 尽量的去深挖
[02:07:39--02:07:42] 然后尽量的去最终让这个团队
[02:07:42--02:07:42] 不只是我
[02:07:42--02:07:44] 就是整个的团队都在做这样的事情
[02:07:44--02:07:45] 现在多少人
[02:07:45--02:07:47] 150号人
[02:07:47--02:07:50] 现在他这个团队和比如说AI公司
[02:07:50--02:07:51] 或者是互联网公司
[02:07:51--02:07:53] 它的组织形式一样吗
[02:07:53--02:07:55] 无限人数可能跟AI公司更像一点
[02:07:55--02:07:59] 首先我觉得跟互联网公司肯定是不像的
[02:07:59--02:08:02] 因为其实互联网的从业人员
[02:08:02--02:08:06] 市场上其实是有比较充分的人才供给的
[02:08:06--02:08:11] 而且每一个岗位的专业化程度都比较高了
[02:08:11--02:08:14] 我们这儿的话其实没有那么高
[02:08:14--02:08:15] 就是今天做这个系统
[02:08:15--02:08:16] 明天那个系统缺人
[02:08:16--02:08:18] 只要你的基础的技能是差不多的
[02:08:18--02:08:19] 先学学
[02:08:19--02:08:20] 就都是这么干的
[02:08:20--02:08:21] 我觉得跟互联网公司不像
[02:08:21--02:08:24] 跟AI公司有可能是比较像的
[02:08:24--02:08:25] 或者说某一些做钱业的公司
[02:08:25--02:08:29] 这种AI研发的公司有可能是比较像
[02:08:29--02:08:30] 大家都是在先学
[02:08:30--02:08:31] 然后先做
[02:08:31--02:08:35] 只不过AI公司可能在软件层面
[02:08:35--02:08:36] 就这个东西
[02:08:36--02:08:40] 它和做软件和做实务还是有巨大的区别的
[02:08:40--02:08:43] 当然你的训练真的开始训练的成本也很高了
[02:08:43--02:08:43] 也不能改了
[02:08:43--02:08:44] 对
[02:08:44--02:08:47] 但是你的正常的修改的过程其实是相对还是快一些的
[02:08:47--02:08:49] 但是硬件你是投下去
[02:08:49--02:08:50] 那就投下去了
[02:08:50--02:08:54] 所以一个接触到实务的公司
[02:08:54--02:08:55] 可能会跟单纯的软件公司
[02:08:55--02:08:57] 在这个方面上是有比较大的差别的
[02:08:57--02:09:01] 而且任何一个小错
[02:09:01--02:09:03] 真正经常出现问题
[02:09:03--02:09:05] 经常出现意外的都是那些小的阴谷
[02:09:05--02:09:08] 不是说你的核心参数的这些问题
[02:09:08--02:09:09] 就是有个东西没注意
[02:09:09--02:09:09] 一个螺钉
[02:09:09--02:09:10] 一个垫片
[02:09:10--02:09:11] 一个螺母的问题
[02:09:11--02:09:13] 造成了整个系统出了故障
[02:09:13--02:09:14] 然后开始去翻修
[02:09:14--02:09:19] 它是个工程的要求很高的一件事情
[02:09:19--02:09:19] 对
[02:09:19--02:09:21] 它现在不是一个科学实验
[02:09:21--02:09:22] 对吧
[02:09:22--02:09:25] 就是你把它做出来这件事的话
[02:09:25--02:09:27] 只靠科学上的理解
[02:09:27--02:09:29] 或者说是科学上的认识是肯定不行的
[02:09:29--02:09:31] 真正花了很多
[02:09:31--02:09:32] 就是我刚刚说的
[02:09:32--02:09:33] 你问我有什么困难
[02:09:33--02:09:34] 就每天解决大量的问题
[02:09:34--02:09:36] 它都是工程上的问题
[02:09:36--02:09:38] 那你们发论文吗
[02:09:38--02:09:39] 发不多
[02:09:39--02:09:41] 为什么不读
[02:09:41--02:09:43] 关键的信息输出就好了
[02:09:43--02:09:46] 大量的也没有那么多时间去发那么多的论文
[02:09:46--02:09:47] 对
[02:09:47--02:09:49] 核心的结果我们展示出去就好了
[02:09:49--02:09:50] 读论文吗
[02:09:50--02:09:51] 读的很多
[02:09:51--02:09:52] 读的很多
[02:09:52--02:09:53] 有哪几天最重要的
[02:09:53--02:09:55] 在这个行业里
[02:09:55--02:09:55] 首先
[02:09:55--02:09:59] Ether作为全世界最大的局面的项目
[02:09:59--02:10:00] 它的
[02:10:00--02:10:00] 资料也是很全的
[02:10:00--02:10:02] 而且同行评议做的非常多
[02:10:02--02:10:04] 很多人都在做这个Ether的研究
[02:10:04--02:10:05] 所以一般来说
[02:10:05--02:10:06] Ether的资料
[02:10:06--02:10:08] 尤其是Ether的设计资料
[02:10:08--02:10:09] 它的这个FDD
[02:10:09--02:10:10] Final Design Report
[02:10:10--02:10:11] 这些东西
[02:10:11--02:10:12] FDR
[02:10:12--02:10:13] 然后它有很多的
[02:10:13--02:10:15] 这个DDD的设计资料
[02:10:15--02:10:18] 这些东西都是很值得去思考的
[02:10:18--02:10:21] 毕竟大家在设计Ether的时候
[02:10:21--02:10:23] 其实还是花了很多的精力
[02:10:23--02:10:24] 然后很多的细节
[02:10:24--02:10:25] 都是有考虑的
[02:10:25--02:10:26] 也是最多的钱
[02:10:26--02:10:27] 最昂贵的
[02:10:27--02:10:27] 对的
[02:10:27--02:10:30] 它的资料也是相对比较好找的
[02:10:30--02:10:30] 对
[02:10:30--02:10:31] 因为是公开的
[02:10:31--02:10:33] 所以Ether的资料
[02:10:33--02:10:36] 其实是非常值得去仔细研究的
[02:10:36--02:10:39] 然后已经建成的这些
[02:10:39--02:10:40] 包括超导装置
[02:10:40--02:10:43] 包括一些高参数的铜装置
[02:10:43--02:10:45] 它们的设计资料
[02:10:45--02:10:46] 它们的实验运行资料
[02:10:46--02:10:49] 子系统的这些设计制造的资料
[02:10:49--02:10:50] 也很有价值
[02:10:50--02:10:52] 虽然可能我们材料不一样
[02:10:52--02:10:53] 我们的设计目标不一样
[02:10:53--02:10:55] 但是去理解人们
[02:10:55--02:10:56] 为什么要做这个设计
[02:10:56--02:10:57] 他们在设计过程中
[02:10:57--02:10:58] 有哪些权衡
[02:10:58--02:11:00] 他们在制造之后
[02:11:00--02:11:02] 和设计的偏差是什么样子的
[02:11:02--02:11:05] 然后为什么会造成这些偏差
[02:11:05--02:11:08] 这些事都是很重要的经验来积累
[02:11:08--02:11:10] 所以我觉得第一类东西
[02:11:10--02:11:13] 就是读已经建成的
[02:11:13--02:11:15] 跟你相关的装置的
[02:11:15--02:11:16] 它们的资料
[02:11:16--02:11:18] 以及最终实验的结果
[02:11:18--02:11:20] 当然Ether是没有建成的
[02:11:20--02:11:21] 但它的资料也很有价值
[02:11:21--02:11:23] 其他的就是
[02:11:23--02:11:27] 都是很专业的这种具体领域的
[02:11:27--02:11:27] 啦
[02:11:27--02:11:28] 遇到的这个问题
[02:11:28--02:11:31] 就去找资料去解决具体问题就好了
[02:11:31--02:11:32] CFS多吗
[02:11:32--02:11:34] CFS有一些文章
[02:11:34--02:11:35] 对CFS有一些文章
[02:11:35--02:11:39] CFS Spark也是一个非常有参考价值的装置了
[02:11:39--02:11:39] 对
[02:11:39--02:11:42] 它的文章不是特别多
[02:11:42--02:11:43] 但也有一些
[02:11:43--02:11:45] 对它的文章没有那么多
[02:11:45--02:11:47] 但是它的一些设计
[02:11:47--02:11:49] 这些也是有比较大的价值去参考的
[02:11:49--02:11:51] 你会觉得每天很薄润吗
[02:11:51--02:11:52] 在领港
[02:11:52--02:11:53] 不会吧
[02:11:53--02:11:54] 每天很充实
[02:11:54--02:11:56] 每天都在有大量的问题
[02:11:56--02:11:57] 大量的功劳要去做
[02:11:57--02:11:58] 其实这个感觉
[02:11:58--02:11:59] 就是说生活上来说的话
[02:11:59--02:12:01] 相对比较简单一些
[02:12:01--02:12:01] 就是工作
[02:12:01--02:12:02] 休息
[02:12:02--02:12:03] 大概就是这样
[02:12:03--02:12:05] 跟当年读博士也差不多
[02:12:05--02:12:07] 流失率高吗
[02:12:07--02:12:09] 你说团队的流失率吗
[02:12:09--02:12:09] 对
[02:12:09--02:12:12] 因为他其实要放弃很多生活
[02:12:12--02:12:12] 在这里
[02:12:12--02:12:14] 这个事是这样的
[02:12:14--02:12:16] 就是愿意来的人
[02:12:16--02:12:18] 他已经做好了放弃的准备了
[02:12:18--02:12:21] 所以其实是个双向筛选的一个过程
[02:12:21--02:12:23] 我们做这么长时间的一个东西
[02:12:23--02:12:25] 他其实没有这个基础的耐性的话
[02:12:25--02:12:26] 他肯定做不了这个事
[02:12:26--02:12:27] 但是团队的耐性的话
[02:12:27--02:12:30] 其实确实是流失率不算低
[02:12:30--02:12:33] 其实主要是我们的试用期
[02:12:33--02:12:36] 包括我们对于他在筛选
[02:12:36--02:12:38] 其实还是比较严格的
[02:12:38--02:12:39] 就像我说的这个组织
[02:12:39--02:12:40] 他其实是将一些
[02:12:40--02:12:42] 我们认为基本面比较好的
[02:12:42--02:12:43] 能力比较强的人
[02:12:43--02:12:45] 但是知识并不很充分的人
[02:12:45--02:12:48] 快速的培养成某个领域的很顶尖的人才
[02:12:48--02:12:50] 但这个过程一定不是个开心的过程
[02:12:50--02:12:51] 他肯定是压力很大
[02:12:51--02:12:54] 肯定是需要学很多东西的
[02:12:54--02:12:56] 如果在磨合的过程中
[02:12:56--02:12:59] 大家没有这么强的意愿去把这个事做成的话
[02:12:59--02:13:01] 可能过程中坚持不下来
[02:13:01--02:13:02] 那就走掉了
[02:13:02--02:13:06] 所以其实这件事情在团队里面是经常发生的
[02:13:06--02:13:07] 留下来的
[02:13:07--02:13:10] 尤其是大家真的自己努力把事做成的
[02:13:10--02:13:11] 交付系统的
[02:13:11--02:13:13] 交付装置的这些人
[02:13:13--02:13:14] 他成就感是很强的
[02:13:14--02:13:15] 这些真正留下来的团队的人
[02:13:15--02:13:17] 就是能力都很强的人
[02:13:17--02:13:20] 你的生活就是两点一线是吗
[02:13:20--02:13:22] 差不多
[02:13:22--02:13:23] 早几晚几
[02:13:23--02:13:25] 早晨大概9点钟上班
[02:13:25--02:13:26] 然后晚上
[02:13:26--02:13:28] 不一定
[02:13:28--02:13:31] 大部分可能8点左右
[02:13:31--02:13:33] 但实验的时候可能就辛苦一点
[02:13:33--02:13:34] 就不一定了
[02:13:34--02:13:35] 可能这儿又是通宵
[02:13:35--02:13:36] 也有时候是正常的
[02:13:36--02:13:37] 作为一个商业公司
[02:13:37--02:13:38] 你的目标是什么
[02:13:38--02:13:41] 商业公司最短期的第一个商业目标
[02:13:41--02:13:43] 就是把像380这台装置卖出去
[02:13:43--02:13:45] 然后真的建一台13电站
[02:13:45--02:13:47] 而不只是说像70或170这样的实验装置
[02:13:47--02:13:51] 这些都是为了把380卖出去做的准备
[02:13:51--02:13:54] 商业公司你的核心还是要去把它商业化
[02:13:54--02:13:56] 但是这是有规模化的一个区别电站
[02:13:56--02:13:59] 这样的一个设备供应商
[02:13:59--02:13:59] 对
[02:13:59--02:14:00] 第二步呢
[02:14:00--02:14:02] 因为我刚说的像380这台装置
[02:14:02--02:14:04] 它的成本还是比火电要高一些的
[02:14:04--02:14:06] 那么你这台装置建成运行了
[02:14:06--02:14:09] 那就要考虑怎么去把这个成本降到
[02:14:09--02:14:12] 我们的目标就是比火电低一个数量级
[02:14:12--02:14:15] 那你的是通过在哪些设计上的优化
[02:14:15--02:14:17] 哪些原料上的成本的降低
[02:14:17--02:14:18] 哪些工具工装上的降低
[02:14:18--02:14:19] 然后使得批量化之后
[02:14:19--02:14:22] 你的成本可以再降一个数量级
[02:14:22--02:14:23] 还有更多目标吗
[02:14:23--02:14:24] 商业上
[02:14:24--02:14:26] 从聚变发电上来说的话
[02:14:26--02:14:28] 就是做到多单成本比火电小一个数量级
[02:14:28--02:14:30] 我觉得这就是一个非常重要
[02:14:30--02:14:32] 也非常有意义的一件事情了
[02:14:32--02:14:33] 但是再往后的话
[02:14:33--02:14:35] 我们说持续去提升性价比
[02:14:35--02:14:36] 降低成本这是一个事
[02:14:36--02:14:37] 但再往后的话
[02:14:37--02:14:42] 也许用聚变去做这种无工制的这种动力的推进
[02:14:42--02:14:44] 我们觉得也是一个非常有意思的事
[02:14:44--02:14:46] 但它的难度其实比发电还要高
[02:14:46--02:14:47] 对
[02:14:47--02:14:50] 所以就是做这种真正有意义的
[02:14:50--02:14:53] 可商业化的行星际这种航天的旅行
[02:14:53--02:14:55] 我们觉得其实是未来
[02:14:55--02:14:56] 应该是有机会
[02:14:56--02:14:57] 去做的
[02:14:57--02:14:59] 但前提还是把发电做明白了
[02:14:59--02:15:01] 你们选投资人有什么标准吗
[02:15:01--02:15:05] 第一轮应该是明海有红山
[02:15:05--02:15:08] 未来还有蓝池
[02:15:08--02:15:15] 第二轮应该是速华和对两个互联网的加班的支持
[02:15:15--02:15:21] 其实我不觉得我们有太多的奢侈去选投资人
[02:15:21--02:15:21] 对
[02:15:21--02:15:25] 就是愿意支持这件事情的投资人本来也不是很多
[02:15:25--02:15:26] 当然
[02:15:26--02:15:29] 在比如说有可选择的范围内的话
[02:15:29--02:15:30] 比如第一轮的时候
[02:15:30--02:15:34] 我们确实有比较多的投资人去愿意支持
[02:15:34--02:15:35] 那么在这个范围内的时候
[02:15:35--02:15:39] 我们其实是肯定选择耐心比较长的
[02:15:39--02:15:44] 愿意去不是特别去纠结短时间的收益的这样的资金
[02:15:44--02:15:47] 过去给我们比较长的研发周期的这样像米哈游
[02:15:47--02:15:51] 像未来红山蓝池这些都是耐心比较好的资金
[02:15:51--02:15:54] 这是我们当时在早期比较在乎的事情了
[02:15:54--02:15:55] 现在呢
[02:15:55--02:15:56] 现在的话其实就是
[02:15:56--02:15:58] 我们需要的资金的规模也比较大了
[02:15:58--02:15:59] 对吧
[02:15:59--02:16:01] 比如说我们拆成两轮的话
[02:16:01--02:16:05] 大概这一轮也是11到15亿人民币的这样的一个融资的需求
[02:16:05--02:16:10] 能够提供这么大资金规模的其实也不是很多
[02:16:10--02:16:12] 所以还在努力的去找这样的资金吧
[02:16:12--02:16:13] 领头方
[02:16:13--02:16:14] 对
[02:16:14--02:16:17] 还是就是现在我可能还没有去能够选投资人的奢侈
[02:16:17--02:16:19] 这是一个好漫长的事
[02:16:19--02:16:20] 是
[02:16:20--02:16:23] 它确实是一个比较有足够耐心的事情
[02:16:23--02:16:23] 对
[02:16:23--02:16:25] 无论是从外部来说
[02:16:25--02:16:26] 资金的耐心
[02:16:26--02:16:30] 我们团队内部来说去做这么长的一件事情
[02:16:30--02:16:31] 而且中间全都是困难的一个事
[02:16:31--02:16:33] 对于人的耐心也是一个要求
[02:16:33--02:16:35] 包括你的技术需要一直在积累
[02:16:35--02:16:36] 一直在更新
[02:16:36--02:16:37] 一直在学
[02:16:37--02:16:39] 就没有一个说短时间好像把这个事干完
[02:16:39--02:16:41] 就按照这个接着往下去做就行了
[02:16:41--02:16:42] 不行
[02:16:42--02:16:43] 就一直的去提升
[02:16:43--02:16:44] 我觉得全方位吧
[02:16:44--02:16:48] 人技术资金都是需要很大耐心的
[02:16:48--02:16:51] 有遇到过一个坎儿觉得过不去了那种吗
[02:16:51--02:16:53] 至今没有
[02:16:53--02:16:54] 你回看的话
[02:16:54--02:16:56] 其实觉得其实大家还是胆子挺大的啊
[02:16:56--02:16:59] 最开始四个人其实啥都不会
[02:16:59--02:17:00] 因为没干过嘛
[02:17:00--02:17:01] 完全没见过
[02:17:01--02:17:03] 但是那个时候就觉得
[02:17:03--02:17:03] 哎
[02:17:03--02:17:08] 应该像70这台装置两年就能干的能努力能建起来啊
[02:17:08--02:17:10] 当然前期的话确实有很多的都不懂
[02:17:10--02:17:11] 边学别干
[02:17:11--02:17:13] 但现在再回看感觉
[02:17:13--02:17:13] 哎
[02:17:13--02:17:14] 竟然把它干出来了
[02:17:14--02:17:15] 对
[02:17:15--02:17:17] 但你在最开始的时候你也没有觉得
[02:17:17--02:17:19] 它是什么不能干出来
[02:17:19--02:17:20] 只会觉得啊
[02:17:20--02:17:22] 我这么多的问题需要去解决
[02:17:22--02:17:24] 就可能跟我们现在去看
[02:17:24--02:17:26] 170甚至380的感觉是一样的
[02:17:26--02:17:26] 就是有这么多的问题去解决
[02:17:26--02:17:29] 也许你只有把它干完之后
[02:17:29--02:17:31] 你才意识到有这么多的难题
[02:17:31--02:17:33] 回看的时候感觉当时很勇敢
[02:17:33--02:17:34] 但其实你在经历的过程中
[02:17:34--02:17:37] 你是只是看到的是有一堆问题
[02:17:37--02:17:39] 且这些问题我们的判断都是有解的
[02:17:39--02:17:40] 我们就需要把这些解决都找到
[02:17:40--02:17:41] 就这么个过程
[02:17:41--02:17:43] 所以至少到现在为止的话
[02:17:43--02:17:46] 没有去感觉到有什么不能做的
[02:17:46--02:17:47] 或者no goal的东西吧
[02:17:47--02:17:48] 有压力很大的时候吗
[02:17:48--02:17:50] 我觉得这个压力好像是分散的
[02:17:50--02:17:52] 还不是一个集中的
[02:17:52--02:17:55] 不是集中几天感觉压力很大
[02:17:55--02:17:56] 你要说的
[02:17:56--02:17:58] 短时间的波动上来说
[02:17:58--02:17:59] 最高的肯定是每次做实验的时候
[02:17:59--02:18:00] 实验最大的时候
[02:18:00--02:18:03] 因为那就是你干了这么多年的项目
[02:18:03--02:18:03] 两年的项目
[02:18:03--02:18:04] 对吧
[02:18:04--02:18:05] 然后最终能不能实现
[02:18:05--02:18:07] 点亮那一刻之前是什么心情
[02:18:07--02:18:08] 前面的调试
[02:18:08--02:18:09] 其实调了蛮久的
[02:18:09--02:18:10] 就并不是那一刻产生的事
[02:18:10--02:18:12] 你可能调了一两个月才调出来
[02:18:12--02:18:13] 对
[02:18:13--02:18:15] 所以你调不出来就想
[02:18:15--02:18:16] 怎么还调不出来
[02:18:16--02:18:16] 对吧
[02:18:16--02:18:18] 哪一步不对
[02:18:18--02:18:20] 哪个设备没有达到它的一定的条件
[02:18:20--02:18:21] 你就不断的找问题
[02:18:21--02:18:23] 然后不断的计算
[02:18:23--02:18:24] 然后直到亮了
[02:18:24--02:18:24] 亮了那一刻
[02:18:24--02:18:25] 亮了就亮了
[02:18:25--02:18:27] 其实22特也是这样的一个过程
[02:18:27--02:18:29] 但是过程中一直没到那个时间结果的时候
[02:18:29--02:18:30] 就等嘛
[02:18:30--02:18:31] 就比较煎熬
[02:18:31--02:18:31] 对
[02:18:31--02:18:32] 那个可能压力会大一些
[02:18:32--02:18:33] 但是到了
[02:18:34--02:18:35] 到了就到了
[02:18:35--02:18:36] 有团建吗
[02:18:36--02:18:37] 几乎没有
[02:18:37--02:18:38] 就到了也没有
[02:18:38--02:18:40] 基本上没有过团建
[02:18:40--02:18:41] 做完这个项目
[02:18:41--02:18:42] 就马上赶上去下一个项目了
[02:18:42--02:18:42] 对
[02:18:42--02:18:44] 那你们平时开会吗
[02:18:44--02:18:45] 会很多
[02:18:45--02:18:45] 每一个项目
[02:18:45--02:18:47] 它都至少是有项目周会的
[02:18:47--02:18:49] 当然那么大项目就那么几个
[02:18:49--02:18:51] 所以像周一
[02:18:51--02:18:52] 周二上午
[02:18:52--02:18:54] 周三就是很多的项目的会
[02:18:54--02:18:55] 没有什么稀有讲话
[02:18:55--02:18:55] 是吧
[02:18:55--02:18:55] 对吧 没有什么稀有讲话的会
[02:18:55--02:18:56] 没有什么稀有讲话的
[02:18:56--02:18:57] 这个比较少
[02:18:57--02:18:58] 可能我们全员的话
[02:18:58--02:18:59] 周会
[02:18:59--02:19:00] 周一
[02:19:00--02:19:02] 偶尔会有一些
[02:19:02--02:19:03] 季度的
[02:19:03--02:19:04] 目标
[02:19:04--02:19:06] 季度的完成结果
[02:19:06--02:19:07] 偶尔会有些重要的事情
[02:19:07--02:19:08] 全员要做
[02:19:08--02:19:09] 当然我们七零点亮之后
[02:19:09--02:19:11] 我们是有一个全员的一个对话
[02:19:12--02:19:13] 就是关于七零
[02:19:13--02:19:14] 当时完成了
[02:19:14--02:19:15] 因为不是所有的人都在实验现场
[02:19:15--02:19:17] 大家也都不是所有人知道这个事
[02:19:17--02:19:18] 讲了点啥
[02:19:19--02:19:20] 大体来说
[02:19:20--02:19:23] 就是总结了一下
[02:19:23--02:19:25] 当时七零的
[02:19:25--02:19:26] 做的过程
[02:19:26--02:19:28] 哪些做的比较好
[02:19:28--02:19:30] 哪些可能过程中遇到的一些问题
[02:19:30--02:19:32] 然后接下来需要解决的问题
[02:19:32--02:19:34] 包括七零二七未来需要做的目标
[02:19:34--02:19:38] 同时我觉得主要的事是想强调一下
[02:19:38--02:19:42] 从七零到一七零以及三八零
[02:19:42--02:19:45] 它无论是说简单的说难度上
[02:19:45--02:19:47] 或者说我们还需要做的事情上
[02:19:47--02:19:49] 大概是一个什么量级的一个东西
[02:19:49--02:19:52] 当然简单说它是个指数增长的东西
[02:19:52--02:19:53] 虽然把七零做出来了
[02:19:53--02:19:55] 但是指一个只能把
[02:19:55--02:19:57] 七零做出来的团队
[02:19:57--02:19:59] 到能够做出来一七零的团队
[02:19:59--02:20:00] 那是
[02:20:00--02:20:01] 一个天壤之别
[02:20:01--02:20:02] 可能10%都不到
[02:20:02--02:20:02] 对
[02:20:02--02:20:05] 所以需要把这个信息
[02:20:05--02:20:06] 让大家很清楚的知道
[02:20:06--02:20:07] 就是我们做到这件事
[02:20:07--02:20:09] 做完了翻篇了
[02:20:09--02:20:10] 我们接着要做下一件事
[02:20:10--02:20:12] 而且我们距离
[02:20:12--02:20:13] 下一个目标的gap
[02:20:13--02:20:14] 是非常巨大的
[02:20:14--02:20:15] 为什么巨大
[02:20:15--02:20:17] 哪一些正在做的项目
[02:20:17--02:20:18] 做举例子
[02:20:18--02:20:19] 然后差距在哪里
[02:20:19--02:20:20] 还需要有哪些优化
[02:20:20--02:20:22] 其实主要在讲的是
[02:20:22--02:20:23] 这方面的事
[02:20:23--02:20:24] 基本上的感觉
[02:20:24--02:20:25] 就是回看半年前
[02:20:25--02:20:26] 现在的团队
[02:20:26--02:20:27] 和半年前的团队
[02:20:27--02:20:28] 就巨大的不同
[02:20:28--02:20:29] 这个感觉
[02:20:29--02:20:30] 在过去的两年多的时间里面
[02:20:30--02:20:31] 一直是这种感觉
[02:20:31--02:20:33] 所以需要大家去
[02:20:33--02:20:35] 尤其是在一个阶段性的成果
[02:20:35--02:20:36] 做完之后
[02:20:36--02:20:37] 不能闲松了
[02:20:37--02:20:38] 还是得对自己
[02:20:38--02:20:40] 有一个清晰的认识
[02:20:40--02:20:41] 和当前的能力
[02:20:41--02:20:41] 和我们真正
[02:20:41--02:20:42] 下一步要做的事情
[02:20:42--02:20:44] 先得认清有差距
[02:20:44--02:20:46] 你才有可能去提升
[02:20:46--02:20:47] 就是觉得自己都怪不错了
[02:20:47--02:20:48] 这事就没法干了
[02:20:48--02:20:49] 你觉得你做一个CEO的
[02:20:49--02:20:50] 长板和热相是什么
[02:20:50--02:20:53] 长板可能是
[02:20:53--02:20:55] 相对来说比较理性
[02:20:55--02:20:56] 没什么情绪波动
[02:20:56--02:20:57] 会小一些
[02:20:57--02:20:58] 对 会小一些
[02:20:58--02:20:59] 对
[02:20:59--02:21:00] 当然创业之后
[02:21:00--02:21:01] 其实情绪波动
[02:21:01--02:21:02] 也向的越来越聚集了
[02:21:02--02:21:04] 当年是再往前的脾气更好
[02:21:04--02:21:05] 确实是没有那么多时间
[02:21:05--02:21:07] 去讲很多的道理
[02:21:07--02:21:08] 所以情绪上
[02:21:08--02:21:09] 其实还是会打
[02:21:09--02:21:10] 但我觉得相比于
[02:21:10--02:21:11] 大部分人来说
[02:21:11--02:21:11] 还是一个情绪
[02:21:11--02:21:13] 非常稳定的一个人
[02:21:13--02:21:16] 然后对于可能会比较擅长
[02:21:16--02:21:20] 且比较经常去做这种分析
[02:21:20--02:21:20] 反思
[02:21:20--02:21:21] 听得进去
[02:21:21--02:21:23] 我觉得这些可能是
[02:21:23--02:21:25] 比较好的事情
[02:21:25--02:21:27] 而且要做的话
[02:21:27--02:21:28] 反正都能做
[02:21:28--02:21:28] 重要的事
[02:21:28--02:21:29] 反正
[02:21:29--02:21:29] 都能做
[02:21:29--02:21:32] 然后找到更适合做的人
[02:21:32--02:21:34] 只要自己能够知道标准是啥的话
[02:21:34--02:21:37] 就团队大家去往前去赶就行
[02:21:37--02:21:39] 所以这可能是优势
[02:21:39--02:21:40] 对劣势
