[00:00:12--00:00:14] Hello 大家好,我是小骏
[00:00:14--00:00:17] 今天这期节目我们来到了美国纽约
[05:13:01--05:13:04] 你需要理解他们的需求
[05:13:04--05:13:06] 然后你需要通过这件事情
[05:13:06--05:13:09] 不管是做你的research还是打造你最后的产品
[05:13:09--05:13:10] 嗯
[05:13:10--05:13:13] 所以我觉得这里面很重要的一点是说
[05:13:13--05:13:15] 这个世界上有大量的人
[05:13:15--05:13:17] 他们生活在这个世界里面
[05:13:17--05:13:20] 他们是这个问题的定义定义人
[05:13:21--05:13:25] 啊这些问题不是researcher坐在实验室里面想出来的
[05:13:25--05:13:26] 嗯
[05:13:26--05:13:26] 对吧
[05:13:26--05:13:33] 我觉得如果真的我们要做一个能够汇集所有人类的这样一个AI系统
[05:13:33--05:13:36] 啊这件事情不应该是一个
[05:13:37--05:13:39] 一个某种独裁的状态
[05:13:39--05:13:41] 不应该是头部的几个公司
[05:13:41--05:13:43] 强加的一种一种
[05:13:43--05:13:45] 一种能力
[05:13:45--05:13:45] 哦
[05:13:45--05:13:48] 我们得要去知道这个世界上到底在发生什么
[05:13:48--05:13:49] 然后大家有哪些需求
[05:13:49--05:13:49] 嗯
[05:13:49--05:13:50] 对
[05:13:50--05:13:55] 所以所以所以这是对这是我觉得为什么
[05:13:55--05:13:55] 呃
[05:13:55--05:13:56] 这是这是第一点
[05:13:56--05:13:57] 这是啊
[05:13:57--05:13:59] 或者说前一半其实我想说的是
[05:13:59--05:14:01] 其实世界是需要这样的world model的
[05:14:01--05:14:02] 嗯
[05:14:02--05:14:02] 对吧
[05:14:02--05:14:04] LM不能解决所有的问题
[05:14:04--05:14:06] 第二点是说
[05:14:06--05:14:09] world model也需要这个世界
[05:14:09--05:14:09] 嗯
[05:14:09--05:14:12] 这个世界有两部分
[05:14:12--05:14:13] 第一部分是
[05:14:13--05:14:15] 定义问题的能力
[05:14:15--05:14:17] 对就是就是问题的定义
[05:14:17--05:14:19] 对吧
[05:14:19--05:14:21] 我希望这件事情是从生活来的
[05:14:21--05:14:23] 从人的真实的需求来的
[05:14:23--05:14:25] 或者说是从工业生产中的需求来的
[05:14:25--05:14:26] 对
[05:14:26--05:14:31] 然后这些事情对于硅谷的或者LM的叙事来讲都是也是隐形了
[05:14:31--05:14:33] 然后其次
[05:14:33--05:14:36] 涉及到你刚说数据的问题
[05:14:36--05:14:36] 嗯
[05:14:36--05:14:37] 嗯
[05:14:37--05:14:41] 就是虽然我们第一步可以从互联网上去拿到这些数据
[05:14:41--05:14:43] 可以去训练这些模型
[05:14:43--05:14:48] 但最终还是得要去在真实的世界里面去淘金的
[05:14:48--05:14:48] 啊
[05:14:48--05:14:50] 这些数据也是不可见的
[05:14:50--05:14:52] 大家不会把这些数据传到YouTube上面
[05:14:52--05:14:53] 嗯
[05:14:53--05:14:56] YouTube上面的数据还是一个跟人类非常非常align
[05:14:56--05:15:00] 跟人类的价值观和或者跟人类的这种for entertainment的需求
[05:15:00--05:15:02] 非常align这样一个数据的分布
[05:15:02--05:15:03] 对吧
[05:15:03--05:15:07] 然后我们还只是在讨论这个viral的数据
[05:15:07--05:15:11] 但这个世界里面有大量的非viral的对吧
[05:15:11--05:15:12] 非视觉的
[05:15:12--05:15:13] 还是在联系的数据的数据对吧
[05:15:13--05:15:18] 所以我们可以去懂命的海德曼世诺高维度的和和possibly noisy
[05:15:18--05:15:21] 对有可能是有噪音的这样的信号这样的数据的
[05:15:21--05:15:27] 对这些数据我觉得现在again对于训练一个世界模型来说至关重要
[05:15:27--05:15:28] 嗯
[05:15:28--05:15:30] 我们的世界模型也不只是一个viral的model
[05:15:30--05:15:31] 对
[05:15:31--05:15:34] 因为这个世界也不只有视觉啊
[05:15:34--05:15:36] 但另一方面这这些数据现在是不可见的
[05:15:36--05:15:39] 我们需要从一些地方获得这个数据对吧
[05:15:39--05:15:43] 然后所以所以这是我跟样聊的这些一些一些一些
[05:15:43--05:15:46] 一些这个high level的这样的一些一些感受
[05:15:46--05:15:47] 嗯
[05:15:47--05:15:47] 啊
[05:15:47--05:15:51] 然后到后面其实这件事情跟business有什么关系呢
[05:15:51--05:15:56] 就等会儿你说不只是数据视觉模型不只是视觉
[05:15:56--05:15:57] 对还有什么呢
[05:15:57--05:15:57] 啊
[05:15:57--05:15:59] 比如说我现在可以有一个飞机引擎
[05:15:59--05:16:02] 一个飞机引擎里面可能有1000个sensor
[05:16:02--05:16:02] 嗯
[05:16:02--05:16:05] 这1000个sensor在不断的记录这个飞机引擎的数据
[05:16:05--05:16:05] 对吧
[05:16:05--05:16:08] 我怎么样能够训练一个飞机引擎世界模型
[05:16:08--05:16:12] 能够知道我这个飞机引擎可能哪里有设计缺陷
[05:16:12--05:16:13] 嗯
[05:16:13--05:16:13] 哪里可能现在有设计缺陷呢
[05:16:13--05:16:13] 嗯
[05:16:13--05:16:18] 哪里可能现在有有有有有这个有这个啊错误
[05:16:18--05:16:19] 对吧
[05:16:19--05:16:21] 等等一系列这些非常long tail的问题
[05:16:21--05:16:22] 对
[05:16:22--05:16:25] 那这个是一个就是飞机引擎的世界模型
[05:16:25--05:16:27] 这是一个飞机引擎的世界模型
[05:16:27--05:16:31] 但它会基于一个universal的世界模型的预训练
[05:16:31--05:16:32] 对
[05:16:32--05:16:35] 所以你们会训一个通用的世界模型
[05:16:35--05:16:36] 这是我们的目标
[05:16:36--05:16:37] 这个是预训练
[05:16:37--05:16:39] 然后上面可能会有很多的锤类
[05:16:39--05:16:40] 很多的锤类
[05:16:40--05:16:41] 嗯
[05:16:41--05:16:41] 嗯
[05:16:41--05:16:43] 像我说的你看language model
[05:16:43--05:16:44] 也是上面的一个锤类
[05:16:44--05:16:47] video diffusion也上面一个锤类啊
[05:16:47--05:16:48] action对吧
[05:16:48--05:16:49] 然后planning
[05:16:49--05:16:52] 然后robotics也是一个锤类
[05:16:52--05:16:54] 但这个东西可以非常非常多元
[05:16:54--05:16:57] 这个预训练的数据量会有多大啊
[05:16:57--05:16:59] 这些事情就是说这是research的部分
[05:16:59--05:17:02] 对我们现在其实有有一个很很好的road map
[05:17:02--05:17:04] 然后我们也招了很多很多的人
[05:17:04--05:17:07] 大家其实都很在意怎么把一件事情落地
[05:17:07--05:17:09] 不只是简单做做research
[05:17:09--05:17:11] 虽然research非常非常重要
[05:17:11--05:17:13] 然后现在如果呢要达到我们最后的目标呢
[05:17:13--05:17:15] 最后想要达到的那个目标的话
[05:17:15--05:17:17] 我就要做很多很多的research
[05:17:17--05:17:20] 但另一方面我们要找到一个balance
[05:17:20--05:17:20] 对吧
[05:17:20--05:17:23] 我刚刚说它既不是一个纯粹的research lab
[05:17:23--05:17:25] 但它也不是一个像XCI GDM
[05:17:25--05:17:26] 或者whatever
[05:17:26--05:17:31] meta tbd一样的一个一个一个相对来说比较封闭啊
[05:17:31--05:17:32] 在现有的paradigm
[05:17:32--05:17:35] 这个现有的范式下面去竞争的这样一个lab
[05:17:35--05:17:35] 对吧
[05:17:35--05:17:38] 我觉得我对它的定位可能是somewhere in between
[05:17:38--05:17:41] 可能甚至超过50%啊
[05:17:41--05:17:42] 一定超过50%
[05:17:42--05:17:43] 可能有60%
[05:17:43--05:17:44] 70%
[05:17:44--05:17:46] 更像一个现在的new lab
[05:17:46--05:17:46] 对吧
[05:17:46--05:17:52] 然后但是它会有20% 30%的这种完全自由的啊
[05:17:52--05:17:55] 然后呃这种这种非常前沿的research component
[05:17:55--05:17:56] 嗯
[05:17:56--05:17:59] 其实我理解现在的这些frontier lab竞争这么激烈
[05:17:59--05:18:03] 是因为现在的llm的范式是相对已经是确定性的了
[05:18:03--05:18:03] 是的
[05:18:03--05:18:06] 所以说他们都在争一个商业的输和赢的问题
[05:18:06--05:18:09] 相当于说你们不想在这个范式下卷了
[05:18:09--05:18:12] 你们去提前想去找下一个范式
[05:18:12--05:18:13] 给我感受是这样的
[05:18:13--05:18:14] 啊是这样的
[05:18:14--05:18:14] 对
[05:18:14--05:18:17] 所以对对商业访谈录
[05:18:17--05:18:21] 但是我我我先我先要说我真的不懂商业啊
[05:18:21--05:18:23] 然后我也没有做过startup
[05:18:23--05:18:23] 我没有成功过
[05:18:23--05:18:24] 我也没有失败过
[05:18:24--05:18:25] 对吧
[05:18:25--05:18:25] 嗯
[05:18:25--05:18:28] 然后所以这件事情既让我感到焦虑
[05:18:28--05:18:32] 又让我觉得有种无知者无畏的这种冲劲
[05:18:32--05:18:33] 嗯
[05:18:33--05:18:34] 啊我会有一个疑惑
[05:18:34--05:18:34] 对
[05:18:34--05:18:37] 就lecun他本身就是一个research背景的人
[05:18:37--05:18:38] 他为什么创业
[05:18:38--05:18:39] 他是第一个找到你吗
[05:18:39--05:18:41] 为什么他又找一个researcher呢
[05:18:41--05:18:42] 啊其实有很多researcher
[05:18:42--05:18:46] 因为again我觉得research是这个公司的focus
[05:18:46--05:18:52] 这个这个公司最后最重要的product是一个research breakthrough
[05:18:52--05:18:53] 嗯
[05:18:53--05:18:56] 所有的这些各种各样的我们刚说涉及到数据
[05:18:56--05:18:58] 涉及到问题定义
[05:18:58--05:19:01] 涉及到这些跟各种各样的industry有partner
[05:19:01--05:19:02] 对吧
[05:19:02--05:19:08] 这些所有事情的逻辑都建议在我们能够support我们的research
[05:19:08--05:19:10] 能够make another breakthrough
[05:19:10--05:19:12] 就是下一个下一个这样的新的
[05:19:12--05:19:13] AI的革命
[05:19:13--05:19:14] 嗯
[05:19:14--05:19:16] 然后你可以叫他世界模型的革命或者whatever
[05:19:16--05:19:17] you want to call it
[05:19:17--05:19:19] 但是他跟LM fundamental不一样
[05:19:19--05:19:24] 但他至少是一个transformer或者treasure level的事情
[05:19:24--05:19:24] 对
[05:19:24--05:19:26] 这是我们的梦想啊
[05:19:26--05:19:27] 嗯
[05:19:27--05:19:29] 落到实处要一步一步走
[05:19:29--05:19:32] 但但回答你的问题就是说其实不只找researcher
[05:19:32--05:19:33] 比如说我们的CEO
[05:19:33--05:19:34] 对
[05:19:34--05:19:37] 我是这个公司的co-founder and chief science officer
[05:19:37--05:19:37] 啊
[05:19:37--05:19:38] 我非常喜欢这个title
[05:19:38--05:19:41] 因为我觉得我希望我自己的定位还是在science上面
[05:19:41--05:19:42] 啊
[05:19:42--05:19:43] 我不是一个好的CEO
[05:19:43--05:19:45] 至少现在不是
[05:19:45--05:19:50] 我也不是一个能够去管理一个大的team
[05:19:50--05:19:52] 然后去launch这些product
[05:19:52--05:19:52] 对吧
[05:19:52--05:19:54] 这种这种公司的一个角色
[05:19:54--05:19:54] 嗯
[05:19:54--05:19:56] 你不想当CEO跟pick一样
[05:19:56--05:19:57] 嗯
[05:19:57--05:19:58] 呃
[05:19:58--05:19:58] 对
[05:19:58--05:20:00] 哈哈哈
[05:20:00--05:20:00] 对对
[05:20:00--05:20:01] 有点有点像
[05:20:01--05:20:01] 对
[05:20:01--05:20:02] 嗯
[05:20:02--05:20:04] 然后呃
[05:20:04--05:20:05] 对
[05:20:05--05:20:09] 当然我们我们两个公司的跟minus可能可能还是会有会有很大的不同
[05:20:09--05:20:09] 啊
[05:20:09--05:20:10] 当然啊
[05:20:10--05:20:11] 是的是的
[05:20:11--05:20:11] 我
[05:20:11--05:20:18] 我觉得我们这边主要我还是期待的事情看到的事情还是怎么把research这件事情做好啊
[05:20:18--05:20:30] 然后这件事情也是我现在看起来我们能够吸引人才能够让大家一起来工作的一个一个真正的这种这种这种精神源头吧
[05:20:30--05:20:30] 啊
[05:20:30--05:20:32] 算是硅谷的避难所吗
[05:20:32--05:20:32] 啊
[05:20:32--05:20:33] 不能叫做避难所
[05:20:33--05:20:34] 哈哈哈
[05:20:34--05:20:37] 但是确实是一个不一样的地方啊
[05:20:37--05:20:38] 这个不一样的地方
[05:20:38--05:20:40] 我觉得很多人过来对吧
[05:20:40--05:20:48] 我们有有从opi有从这个gdm有从各个地方过来的小伙伴啊大家不是为了要赚多少钱
[05:20:48--05:20:50] 然后说ipo要上市怎么怎么样
[05:20:50--05:20:53] 大家心里面也非常非常的纯净
[05:20:53--05:20:55] 就是想要做research啊
[05:20:55--05:20:56] 并且大家觉得
[05:20:57--05:20:59] 我们有机会
[05:20:59--05:21:02] 能够去成为一个
[05:21:02--05:21:06] 某种意义上的影响这个ai进程的人
[05:21:06--05:21:07] 嗯
[05:21:07--05:21:09] 这件事情我觉得其实
[05:21:09--05:21:09] 呃
[05:21:09--05:21:14] 大家很多时候其实都因为现在这个行业的行业的变化
[05:21:14--05:21:15] 嗯
[05:21:16--05:21:19] 我觉得我觉得心态也会发生一些一些一些很微妙的变化吧
[05:21:19--05:21:21] 对啊
[05:21:21--05:21:22] 意思意思是说
[05:21:24--05:21:27] 现在大家会有点过于走走到一个极端是说哎
[05:21:27--05:21:29] 我们要lower everybody's ego
[05:21:29--05:21:31] everybody is part of the team
[05:21:31--05:21:31] 对吧
[05:21:31--05:21:33] 就是都是这个团队的一员
[05:21:33--05:21:37] 但事实上在发生的事情是他们确实变成了这个团队一员
[05:21:37--05:21:39] 但他同时也变成了这个
[05:21:39--05:21:40] 巨大的machine
[05:21:40--05:21:42] 这个机器中的一个
[05:21:42--05:21:45] 可以轻易被替换的一个螺丝钉
[05:21:45--05:21:45] 嗯
[05:21:46--05:21:47] 嗯
[05:21:47--05:21:48] 我完全同意
[05:21:49--05:21:51] research如果太强的ego
[05:21:51--05:21:53] 这件事情不利于团队的协作
[05:21:54--05:21:59] 但是我还是希望给予年轻人有足够的visibility
[05:21:59--05:21:59] 嗯
[05:21:59--05:22:04] 因为我觉得这件事情能让他们有他们自己的人物湖光
[05:22:04--05:22:05] 啊
[05:22:05--05:22:08] 然后能够让他们真的成长起来变成一个
[05:22:08--05:22:10] 现在对吧
[05:22:10--05:22:14] 在外面有很大声望的这些这些leading的researcher
[05:22:14--05:22:15] 对吧
[05:22:15--05:22:19] 但我觉得现在这样的这样的pipeline
[05:22:19--05:22:21] 收的越来越紧了
[05:22:21--05:22:25] 或者说这样的上升的通道越来越少
[05:22:25--05:22:25] 嗯
[05:22:25--05:22:29] 然后所以这件事情是至少是我们的一个招人的strategy
[05:22:29--05:22:35] 是说我们会真的真的非常希望这种mission driven的年轻人加入到这个公司来
[05:22:35--05:22:37] 大家一起来做成一件事情
[05:22:37--05:22:37] 嗯
[05:22:37--05:22:41] 我们其实不想把一些很established
[05:22:41--05:22:41] 啊
[05:22:41--05:22:44] 这些已经是super hero一样
[05:22:44--05:22:47] 超能英雄一样的这些researcher聚拢到一起
[05:22:48--05:22:50] 然后希望大家有某种化学反应
[05:22:50--05:22:51] 我不相信这件事情
[05:22:51--05:22:52] 为什么
[05:22:52--05:22:53] 嗯
[05:22:53--05:22:56] 就不能这个团队里有多个你是吗
[05:22:56--05:22:57] 完全不是
[05:22:57--05:22:59] 这个跟我自己的ego没有任何关系啊
[05:22:59--05:23:01] 我我的感觉是
[05:23:03--05:23:05] 一个人很难被
[05:23:05--05:23:05] 不不
[05:23:05--05:23:07] 首先我这样的人我们可以招很多
[05:23:07--05:23:10] 我不觉得我是一个这完全不是啊
[05:23:10--05:23:10] 啊
[05:23:10--05:23:12] 这个这个千万不要误会我啊
[05:23:12--05:23:19] 但是我说的是可能那那些我们刚刚说的25篇改变了AI历史的这些paper的这些作者
[05:23:19--05:23:19] 嗯
[05:23:19--05:23:19] 对
[05:23:19--05:23:28] 然后然后我觉得相比于他们我会进行亲更倾向于招一些啊有很好的reputation很强的能力
[05:23:28--05:23:31] 但somehow还大家不知道的这些人
[05:23:31--05:23:32] 对
[05:23:32--05:23:35] 然后我觉得要问我为什么的话
[05:23:35--05:23:36] 我会我会觉得
[05:23:36--05:23:36] 嗯
[05:23:36--05:23:37] 嗯
[05:23:37--05:23:37] 嗯
[05:23:37--05:23:37] 嗯
[05:23:37--05:23:41] ,一个人很难被闪电击中两次啊
[05:23:41--05:23:41] 嗯
[05:23:41--05:23:45] 如果你已经发了这二十几篇paper中的一篇
[05:23:45--05:23:47] 你再发下一次
[05:23:47--05:23:49] 类似这样的paper的概率
[05:23:49--05:23:50] 我觉得会低很多
[05:23:50--05:23:53] 就是为什么你一直要说我在这二十篇之外
[05:23:53--05:23:55] 对我在那不是这个目的
[05:23:55--05:23:58] 但是但是但是确实确实确实我在这个之外啊
[05:23:58--05:23:59] 嗯啊
[05:23:59--05:24:01] 但这个这件事情真的
[05:24:01--05:24:02] 嗯
[05:24:02--05:24:03] 不关乎于我
[05:24:03--05:24:06] 我觉得我希望然后我觉得这件事情也是啊
[05:24:06--05:24:10] by the way这个公司是我唯一的一个机会能够keep我的nyu的affiliation
[05:24:10--05:24:14] 能够建立一定的academic engagement
[05:24:14--05:24:18] 我还会我还是会全全职的投入到这件事情上
[05:24:18--05:24:21] 但至少我不用很抱歉的跟我的学生说对不起
[05:24:21--05:24:23] 我刚把你招过来招了一年
[05:24:23--05:24:24] 现在我要走了啊
[05:24:24--05:24:26] 你们自求多福啊
[05:24:26--05:24:31] 我我我当初其实有一点这样的计划很筹备
[05:24:31--05:24:36] 但后来我发现啊我做不到对哦为什么
[05:24:36--05:24:42] 不知道我觉得我觉得我的学生我我都我都很爱他们啊
[05:24:42--05:24:44] 我觉得他们都是特别优秀的人
[05:24:44--05:24:46] 他们啊
[05:24:46--05:24:48] 比如说有几个学生吧
[05:24:48--05:24:49] 然后他们通过他们part of的
[05:24:49--05:24:51] 然后做完这一套下来
[05:24:51--05:24:56] 我也我也在各个公司也有一些这个经验对吧
[05:24:56--05:24:57] 我也跟不同的人打过交道
[05:24:57--05:25:05] 但我觉得我有几个学生比我见到了所有的这些leading research lab的这些研究员都更强啊
[05:25:05--05:25:06] 从成熟度啊
[05:25:06--05:25:07] 从工程能力
[05:25:07--05:25:08] 从research taste来讲
[05:25:08--05:25:10] 他们都更强
[05:25:10--05:25:15] 但somehow他们在学校里面没有一个渠道能够真正的啊
[05:25:15--05:25:19] 做一个在在充足的资源的情况下去做一个不一样的事情
[05:25:19--05:25:20] 对啊
[05:25:20--05:25:22] 倒不是说这些学生都会加入这个公司
[05:25:22--05:25:24] 我觉得肯定不会我们还是会有一个清晰的boundary
[05:25:24--05:25:27] 但只是说in general
[05:25:27--05:25:31] 我希望我们的这个公司我们叫emilabs
[05:25:31--05:25:34] 他能够承担起一定的这种这种定位
[05:25:34--05:25:36] 他能够联系起
[05:25:36--05:25:39] 学术界里面想做事情的年轻人
[05:25:39--05:25:41] 让他们能够参与到这个历史的进程来
[05:25:41--05:25:49] 我觉得这一部分的对这个这个渠道在现在现在现在的很多这个lab里面是不存在的
[05:25:49--05:25:50] 嗯
[05:25:50--05:25:53] 如果了困不从麦塔离职
[05:25:53--05:25:54] 你会创业吗
[05:25:54--05:25:55] 啊
[05:25:55--05:25:56] 我觉得我可能也会
[05:25:56--05:25:58] 但可能会纠结一段时间
[05:25:58--05:26:00] 你会自己做CEO
[05:26:00--05:26:01] 呃
[05:26:01--05:26:02] 我觉得我不知道的
[05:26:02--05:26:03] 我觉得呃
[05:26:03--05:26:04] 对如果如果如果这么决定的话呢
[05:26:04--05:26:05] 嗯
[05:26:05--05:26:08] 如果决定的话也是一个另外一个玄学决定的吧
[05:26:08--05:26:09] 啊
[05:26:09--05:26:10] 但至少我现在不知道
[05:26:10--05:26:11] 对你会做这个方向吗
[05:26:11--05:26:12] 如果是那样的话
[05:26:12--05:26:13] 呃
[05:26:13--05:26:18] 我会再想对或者说我现在在公司里面我们讨论的问题就是exactly我一直在想要做的事情
[05:26:18--05:26:19] 嗯
[05:26:19--05:26:22] 然后然后这件事情所以有一点不谋而合
[05:26:22--05:26:25] 而且其实这个这件事情again我不懂商业啊
[05:26:25--05:26:26] 所有这些逻辑
[05:26:26--05:26:28] 但是有一些点我觉得很有趣
[05:26:28--05:26:30] 就是我们想要build这样一个反向的open eye
[05:26:30--05:26:31] 啊
[05:26:31--05:26:32] 什么叫反向的open eye
[05:26:32--05:26:33] 什么叫反向open eye
[05:26:33--05:26:34] 就是正向的open eye是说
[05:26:34--05:26:37] 我现在有互联网作为我的数据的发源地
[05:26:37--05:26:38] 然后把数据download下来
[05:26:38--05:26:39] train一个transformer
[05:26:39--05:26:40] train一个GPT model
[05:26:40--05:26:42] 好我们现在有一个智能对吧
[05:26:42--05:26:44] 然后这个东西你们可以叫它AGI
[05:26:44--05:26:47] 但by the way我也我也我也我也非常反对这个词
[05:26:47--05:26:50] 我觉得AGI是一个完完全全的伪名题
[05:26:50--05:26:51] 但anyway
[05:26:51--05:26:54] 这个这个你有这个逻辑之后
[05:26:54--05:26:55] 然后我们现在有了这样一个模型
[05:26:55--05:26:57] 有了这样一个intelligence
[05:26:57--05:27:00] 我想要把这个东西push到我的market
[05:27:00--05:27:01] 对吧
[05:27:01--05:27:04] 然后不管是2C然后或者一些2B的application都没问题
[05:27:04--05:27:06] 然后什么是反向的open eye呢
[05:27:06--05:27:10] 是说要做这个model本身
[05:27:10--05:27:14] 这件事情没办法直接从互联网上download下来
[05:27:14--05:27:17] 我们没有这个shortcut可以走
[05:27:17--05:27:22] 我们需要走一条更加艰辛
[05:27:22--05:27:25] 并且我们不能自己走这条路
[05:27:25--05:27:27] 所以这是我刚刚说的
[05:27:27--05:27:29] world model needs the world
[05:27:29--05:27:31] 所以我们希望反向open eye是说
[05:27:31--05:27:33] 会有很多的这些
[05:27:33--05:27:35] 有点有点草根联盟的感觉你知道吗
[05:27:35--05:27:40] 就是就这些不愿意就是在在AI的浪潮面前
[05:27:40--05:27:41] 有点formal
[05:27:41--05:27:43] 然后有具体的问题要解决
[05:27:43--05:27:45] 有很多的数据类似于这样的公司
[05:27:45--05:27:47] 大家可以一起携手
[05:27:47--05:27:49] 通过某种合作伙伴的方式
[05:27:49--05:27:51] 一起去共建这样一个模型
[05:27:51--05:27:52] 对吧
[05:27:52--05:27:54] 然后你可以形成这样一个闭环
[05:27:54--05:27:56] 我们可以有初始的世界模型
[05:27:56--05:27:59] 我们可以deliver这样的世界模型去创造价值
[05:27:59--05:28:02] 大家拿到这样的模型可以得到一些回报
[05:28:02--05:28:03] 对吧
[05:28:03--05:28:05] 然后可以产生更多的数据
[05:28:05--05:28:07] 来重新去繁补我们自己的这个
[05:28:07--05:28:09] 这个世界模型
[05:28:09--05:28:12] 所以你需要从这些生态里收集多少数据
[05:28:12--05:28:14] 需要哪些类别的数据
[05:28:14--05:28:18] 这个就是这个公司接下来我们要讨论的事情
[05:28:18--05:28:21] 我觉得现在能够看到的事情是说
[05:28:21--05:28:24] 因为Young其实有他的名望在这
[05:28:24--05:28:26] 然后而且他作为一个
[05:28:26--05:28:29] 真真正正的世界人吧
[05:28:29--05:28:31] 他有一个非常neutral的face
[05:28:31--05:28:33] 一个中立的角色
[05:28:33--05:28:34] 对吧
[05:28:34--05:28:35] 他不是一个
[05:28:35--05:28:36] 他是一个美国人
[05:28:36--05:28:38] 但他也是一个法国人
[05:28:38--05:28:39] 然后他
[05:28:39--05:28:40] 对
[05:28:40--05:28:42] 我们又不在硅谷的吧
[05:28:42--05:28:46] 所以其实能吸引很多很多这样的
[05:28:46--05:28:48] potential的这种partner
[05:28:48--05:28:49] 对
[05:28:49--05:28:51] 然后遍布全球
[05:28:51--05:28:54] 我们这个公司第一天就会有四个office
[05:28:54--05:28:55] 总部设在巴黎
[05:28:55--05:28:58] 但是也会有这个纽约
[05:28:58--05:28:59] Montreal
[05:28:59--05:29:00] 蒙特利尔
[05:29:00--05:29:02] 然后还有新加坡四个office
[05:29:03--05:29:08] 然后目的也是说怎么样把这样的一个联盟能够打造起来
[05:29:08--05:29:11] 大家一起在这个research道路上面往前走
[05:29:11--05:29:14] 然后这件事情其实我还有一个很有趣很有趣的故事
[05:29:14--05:29:15] 或者一个比喻
[05:29:15--05:29:17] 就是你知道这个mastercard是怎么来的吗
[05:29:17--05:29:20] 美国大家用信用卡有visa还有mastercard
[05:29:20--05:29:21] 对吧
[05:29:21--05:29:22] 是不是反visa
[05:29:22--05:29:23] 对是反visa
[05:29:23--05:29:24] exactly
[05:29:24--05:29:26] 但这个story还蛮有趣的
[05:29:26--05:29:31] 这也是我一个很好的朋友和我的一个mentor告诉我的
[05:29:31--05:29:32] 他说
[05:29:32--05:29:36] 一开始是这个boa这个银行创立起来的
[05:29:36--05:29:39] 在此之前没有人有这种信用卡的模式的
[05:29:39--05:29:42] 然后boa build了visa credit card
[05:29:42--05:29:43] 然后push to market
[05:29:43--05:29:46] 然后赚的盆满钵满
[05:29:46--05:29:47] 然后他还藏着掖着
[05:29:47--05:29:49] 他还不告诉别人
[05:29:49--05:29:51] 别人问了就说我们这个是赔钱的生意
[05:29:51--05:29:53] 然后这个东西一点都不赚钱
[05:29:53--05:29:54] 直到过了一两年
[05:29:54--05:29:56] 这件事情藏不住了
[05:29:56--05:29:58] 因为财务上你已经能看出来了
[05:29:58--05:30:00] 然后其他人就慌了
[05:30:00--05:30:01] 你知道吗
[05:30:01--05:30:02] 其他人就说
[05:30:02--05:30:04] 这个怎么办
[05:30:04--05:30:07] 这个你现在已经把这个market已经dominate了
[05:30:07--05:30:09] 然后我们每一个小的银行
[05:30:09--05:30:12] 我的体量又打不过你这个bank of america
[05:30:12--05:30:15] 然后我们现在单独发一张信用卡
[05:30:15--05:30:16] 我又抢占不过市场
[05:30:16--05:30:17] 怎么办呢
[05:30:17--05:30:18] 然后他们就说
[05:30:18--05:30:21] 不如我们把所有的这些local bank组织起来
[05:30:21--05:30:23] 变成一个联盟
[05:30:23--05:30:25] 我们一起推出一张信用卡
[05:30:25--05:30:27] 叫mastercard
[05:30:27--05:30:29] 对这是怎么样
[05:30:29--05:30:30] 反visa
[05:30:30--05:30:32] 或者说没有真的反visa吧
[05:30:32--05:30:37] 但至少能够跟visa分庭抗礼的一个方式
[05:30:37--05:30:40] 我并不是说我们的这个公司真的要走这样的模式
[05:30:40--05:30:44] 但我觉得在某种意义上会有这样的相似之处
[05:30:44--05:30:47] 但我觉得这也是为什么word model
[05:30:47--05:30:55] 是一个很不一样的这样一个叙事的逻辑
[05:30:55--05:30:58] 它更加decentralized
[05:30:58--05:30:59] 更加分布化
[05:30:59--05:31:06] 然后也天然的怎么讲呢
[05:31:06--05:31:08] resist某种垄断吧
[05:31:08--05:31:11] 对我觉得还是挺有意思的
[05:31:11--05:31:13] 然后这也是我们开放性的来源
[05:31:13--05:31:16] 这也是为什么我们会能够更open-minded
[05:31:16--05:31:18] 去讨论这些合作
[05:31:18--05:31:20] 不管是跟学术界还是跟这些industry partner
[05:31:20--05:31:24] 因为这件事情是research exploration的一部分
[05:31:24--05:31:27] 当然我们也不是说我们所有的research都会开源
[05:31:27--05:31:28] 或者怎么样
[05:31:28--05:31:32] 这还是一个正经而严肃的一个创业公司
[05:31:32--05:31:36] 但是我觉得我们可能可以做的不一样
[05:31:36--05:31:39] 但我觉得想要做成这样的不一样的事情还是蛮难的
[05:31:39--05:31:41] 因为像我说的
[05:31:41--05:31:42] 我一直在强调
[05:31:42--05:31:46] 其实我们在寻找一种平衡
[05:31:46--05:31:48] 这个平衡是说
[05:31:48--05:31:51] 它既不是一个纯粹的research lab
[05:31:51--05:31:55] 也不是一个现在的封闭式的这种大模型公司
[05:31:55--05:31:56] 嗯
[05:31:56--05:31:57] 然后这种平衡
[05:31:57--05:32:01] 也在于比如说像我个人也是一种平衡
[05:32:01--05:32:05] 我既不是一个非常senior
[05:32:05--05:32:10] 然后已经所谓功成名就的这种大教授
[05:32:10--05:32:12] 但我也不是一个十八九岁的年轻人
[05:32:12--05:32:14] 可以卷着铺盖
[05:32:14--05:32:16] 跑到深圳的工厂里面
[05:32:16--05:32:17] 然后扎下来
[05:32:17--05:32:21] 然后去做这些数据采集或者whatever
[05:32:21--05:32:23] 我都不是
